N	2gram	Bakhtin_Pr	Problema
1	и в	83	182
2	то есть	86	165
3	и не	41	152
4	вовсе не	12	145
5	то что	14	144
6	не есть	1	113
7	не только	14	104
8	потому что	9	89
9	в этом	24	88
10	может быть	23	82
11	в том	22	81
12	том что	9	81
13	не просто	1	80
14	только в	10	73
15	сказать что	12	72
16	но и	16	70
17	у нас	2	68
18	также и	5	68
19	и даже	5	66
20	по себе	3	64
21	даже и	3	63
22	не менее	4	58
23	о том	3	57
24	тем не	2	56
25	а не	19	56
26	так и	9	56
27	но в	12	55
28	так что	1	52
29	ни в	4	51
30	в себе	10	48
31	и вообще	3	48
32	смысле слова	2	47
33	было бы	6	46
34	прежде всего	20	45
35	в своей	5	45
36	что в	5	44
37	в его	15	44
38	не в	10	43
39	все эти	9	43
40	то же	10	42
41	как раз	6	42
42	таким образом	9	42
43	если мы	5	42
44	и что	3	40
45	и то	2	40
46	что он	6	40
47	так как	12	40
48	что мы	2	40
49	во всяком	2	39
50	не может	18	39
51	и тем	4	39
52	в этой	3	39
53	как бы	27	39
54	той или	2	38
55	в данном	1	38
56	хотя бы	6	37
57	в нем	21	37
58	того что	1	37
59	точки зрения	17	36
60	есть нечто	1	36
61	еще не	10	36
62	и все	14	36
63	в виду	3	34
64	уже не	5	34
65	и с	10	34
66	как и	13	34
67	указывает на	2	34
68	же самое	1	33
69	в таком	3	33
70	не является	1	33
71	или иной	2	33
72	здесь не	5	32
73	в то	8	32
74	но не	9	32
75	так же	4	31
76	в своем	2	31
77	связи с	1	31
78	в конце	5	31
79	но это	7	31
80	все это	11	31
81	и для	5	30
82	с другой	4	30
83	в связи	2	29
84	все же	3	29
85	можно сказать	12	29
86	перед нами	17	29
87	как мы	12	29
88	об этом	3	29
89	данном случае	1	28
90	мы не	7	28
91	а в	4	28
92	и о	3	28
93	и это	3	27
94	и как	1	27
95	хотя и	10	27
96	ничего общего	1	27
97	ничего не	8	27
98	в результате	2	26
99	другой стороны	3	26
100	крайней мере	2	26
101	да и	3	26
102	как будто	3	26
103	вместе с	5	26
104	по крайней	2	26
105	еще и	4	26
106	это не	10	26
107	и его	13	26
108	мы можем	9	25
109	и на	27	25
110	тем самым	2	25
111	с точки	13	25
112	всяком случае	1	25
113	на самом	2	24
114	тем более	2	24
115	не имеет	1	24
116	таком случае	1	23
117	по своему	6	23
118	на то	2	23
119	при этом	6	23
120	тут же	1	23
121	в качестве	1	23
122	и притом	2	23
123	конце концов	1	23
124	а только	2	23
125	мы находим	8	23
126	есть не	1	23
127	и к	13	22
128	раз и	2	22
129	только на	3	22
130	никогда не	10	22
131	и является	1	22
132	всех этих	2	22
133	тоже не	2	22
134	нет ничего	3	22
135	есть в	7	22
136	его в	4	22
137	и от	4	22
138	и есть	1	22
139	и если	4	22
140	что и	4	22
141	в самом	7	21
142	сама по	2	21
143	мы должны	4	21
144	и ее	8	21
145	говорить о	2	21
146	разного рода	1	21
147	а также	4	21
148	и без	4	21
149	именно в	3	20
150	для того	1	20
151	но как	2	20
152	можно было	2	20
153	и потому	6	20
154	о чем	2	20
155	тем что	2	20
156	несмотря на	3	20
157	или в	7	20
158	кроме того	6	19
159	в них	4	19
160	с ним	3	19
161	но если	4	19
162	художественного образа	3	19
163	то это	4	19
164	уже в	3	19
165	то в	1	19
166	в отношении	3	19
167	но только	2	19
168	этом смысле	5	19
169	он не	5	19
170	если бы	1	19
171	как в	10	19
172	жизни и	13	19
173	в этих	8	18
174	того же	5	18
175	не было	5	18
176	и ни	1	18
177	мы и	4	18
178	не существует	1	18
179	в ее	3	18
180	в ней	8	18
181	без всякого	1	17
182	что они	2	17
183	во всех	15	17
184	значение и	2	17
185	но уже	2	17
186	и здесь	4	17
187	мы уже	9	17
188	в языке	1	17
189	это и	1	17
190	совершенно не	4	17
191	тех или	2	17
192	что она	2	16
193	как это	2	16
194	он и	2	16
195	для этого	2	16
196	но все	1	16
197	в одно	1	16
198	к тому	2	16
199	между собою	2	16
200	далеко не	4	16
201	и сам	1	15
202	казалось бы	4	15
203	с этим	3	15
204	в чем	1	15
205	всякого рода	3	15
206	в той	2	15
207	у него	5	15
208	что не	1	15
209	и более	3	15
210	здесь в	11	15
211	в частности	1	15
212	людей и	6	14
213	уже и	1	14
214	что все	3	14
215	с другими	6	14
216	сих пор	8	14
217	только о	1	14
218	этом случае	1	14
219	нас не	1	14
220	а это	2	14
221	все равно	6	14
222	в котором	8	14
223	говорит о	2	14
224	до сих	8	14
225	в дальнейшем	8	14
226	не что	1	14
227	за пределы	7	14
228	что иное	1	14
229	этого термина	1	14
230	иное как	1	14
231	же и	1	13
232	из них	7	13
233	тому что	1	13
234	действительности и	2	13
235	сами по	1	13
236	ни на	1	13
237	бы и	3	13
238	мы имеем	4	13
239	в их	7	13
240	всегда есть	1	13
241	или даже	1	13
242	здесь только	2	13
243	в области	6	13
244	уже давно	1	13
245	в других	2	13
246	в целях	1	13
247	иной раз	1	13
248	учение о	1	13
249	мы в	2	13
250	дело в	3	13
251	на земле	14	12
252	в другом	1	12
253	он сам	5	12
254	в которой	2	12
255	время как	1	12
256	в самой	2	12
257	для них	2	12
258	так или	1	12
259	является только	1	12
260	в литературе	8	12
261	каждый раз	1	12
262	в начале	2	12
263	и очень	1	12
264	или по	3	12
265	не являются	1	12
266	в смысле	2	12
267	что это	2	12
268	но именно	4	12
269	не будем	4	12
270	или иначе	1	12
271	знаком и	1	12
272	нисколько не	1	12
273	в целом	3	12
274	или иных	2	11
275	здесь перед	3	11
276	художественным образом	1	11
277	о которых	2	11
278	и следовательно	1	11
279	могли бы	2	11
280	жизни в	4	11
281	и литературы	1	11
282	тот же	2	11
283	в таких	1	11
284	оказывается что	1	11
285	никак нельзя	2	11
286	у пушкина	1	11
287	к нему	3	11
288	не о	2	11
289	без всякой	1	11
290	не могут	4	11
291	и у	8	11
292	мы говорим	2	11
293	заключается в	1	11
294	в истории	4	11
295	и во	6	11
296	указание на	1	11
297	вообще не	1	11
298	и их	6	11
299	и тогда	1	11
300	более или	3	10
301	но он	3	10
302	что для	1	10
303	один из	7	10
304	со всеми	8	10
305	бы не	1	10
306	все еще	3	10
307	очень много	1	10
308	в году	2	10
309	в одном	4	10
310	и которые	2	10
311	представление о	3	10
312	отличается от	2	10
313	которые мы	3	10
314	все время	2	10
315	не то	3	10
316	в заключение	4	10
317	и сама	1	10
318	действительности но	1	10
319	быть только	2	10
320	он в	2	10
321	из которых	2	10
322	относится к	1	10
323	внимание на	1	10
324	ни с	1	10
325	или менее	3	10
326	быть и	2	10
327	слова и	5	10
328	и другие	14	9
329	что если	1	9
330	с собой	1	9
331	в своих	4	9
332	их в	3	9
333	вопрос о	1	9
334	нет и	3	9
335	что даже	1	9
336	представить себе	1	9
337	здесь как	3	9
338	именно как	3	9
339	в тех	2	9
340	не мешает	1	9
341	тогда когда	1	9
342	в которых	2	9
343	о котором	1	9
344	это вовсе	1	9
345	того как	4	9
346	однако не	1	9
347	но эта	2	9
348	она не	4	9
349	или как	1	9
350	которые в	3	9
351	находим в	3	9
352	языка и	1	9
353	в жизни	14	9
354	правда в	5	9
355	не вполне	1	9
356	самостоятельное значение	1	9
357	то с	1	9
