N	3gram	Voloshinov	Stilisti
1	в то же	7	9
2	для того чтобы	7	7
3	в зависимости от	2	7
4	то же время	7	7
5	того или иного	2	5
6	с точки зрения	31	5
7	одно и то	3	5
8	и т.д и	1	5
9	и то же	3	5
10	ситуация и аудитория	1	4
11	в свою очередь	5	4
12	той или иной	5	4
13	то или иное	1	4
14	ту или иную	1	4
15	обратное влияние на	2	4
16	и той же	2	4
17	одной и той	2	4
18	с самого начала	9	4
19	то же самое	8	4
20	в данной ситуации	1	4
21	прежде всего в	1	4
22	говорящего и слушающего	2	3
23	но и в	3	3
24	во внутренней речи	2	3
25	но для того	1	3
26	во всех своих	1	3
27	как мы уже	3	3
28	внутренней и внешней	1	3
29	на самом деле	5	3
30	в конце концов	3	3
31	как мы видели	4	3
32	не только в	2	3
33	в этом случае	3	3
34	социального общения и	3	3
35	но все же	4	3
36	в той же	1	3
37	мы видели что	1	2
38	в самом деле	13	2
39	язык не является	1	2
40	выбор и размещение	1	2
41	и в сознании	1	2
42	чуть ли не	2	2
43	речевого общения в	2	2
44	точном смысле этого	4	2
45	и тем же	2	2
46	к чему не	1	2
47	и те же	5	2
48	не может быть	23	2
49	так сказать не	1	2
50	по отношению к	9	2
51	и ту же	1	2
52	внутренней речи и	3	2
53	той же социальной	1	2
54	не становится знаком	2	2
55	о том что	2	2
56	одни и те	5	2
57	происходит как бы	1	2
58	может быть понято	3	2
59	маленьких житейских жанров	1	2
60	можно сказать что	4	2
61	трением слова о	2	2
62	быть понято и	2	2
63	и как бы	1	2
64	внутренней речи во	1	2
65	связи с этим	3	2
66	тем же языком	1	2
67	не было бы	3	2
68	то же слово	2	2
69	но при этом	2	2
70	не что иное	1	2
71	в живом социальном	1	2
72	смысле этого слова	6	2
73	всякий идеологический знак	2	2
74	но в то	6	2
75	при этом конечно	2	2
76	не создал бы	1	2
77	где и когда	1	2
78	у нас не	3	2
79	равно как и	1	2
80	в точном смысле	5	2
81	в каждом идеологическом	2	2
82	и определяется ею	1	2
83	как мы увидим	2	2
84	и в основе	1	2
85	в связи с	12	2
86	к тому что	4	2
87	что иное как	1	2
88	и т.п но	1	2
89	ни к чему	1	2
90	той же самой	1	2
91	что же такое	1	2
92	в этом отношении	4	2
93	одну и ту	1	2
94	о происхождении языка	2	2
95	в значительной степени	3	2
96	каждом идеологическом знаке	2	2
97	тот или иной	2	2
98	или хотя бы	2	2
99	в очереди в	1	1
100	сложившиеся идеологические продукты	1	1
101	мы все же	1	1
102	или иной производственной	1	1
103	момент диалектического потока	1	1
104	неповторимым особенностям жизненных	1	1
105	действительности он ни	1	1
106	материального существования данной	1	1
107	сторону борьбы классов	1	1
108	и аудитория заставляют	1	1
109	ними внешних выражений	1	1
110	совершенно особый тип	1	1
111	в зачаточном внутреннем	1	1
112	предмет к какому	1	1
113	способен на развитие	1	1
114	идеологический знак в	2	1
115	в нашем случае	1	1
116	общественное положение и	1	1
117	группы необходимо чтобы	1	1
118	особый тип жанрового	1	1
119	и эта форма	1	1
120	стирается отчетливая смысловая	1	1
121	обладает значением оно	1	1
122	сохраняют самую живую	1	1
123	знак творится между	1	1
124	так же социально	1	1
125	так и от	3	1
126	ею и определяется	1	1
127	и сестры совершенно	1	1
128	высказываний все они	1	1
129	выходящее за пределы	1	1
130	или иного слова	1	1
131	можно как и	1	1
132	с нашей точки	1	1
133	в том что	9	1
134	них нам придется	1	1
135	питаются ее соками	1	1
136	отражением его типа	1	1
