N	3gram	Propp_Morf	Problema
1	тем не менее	6	56
2	о том что	3	39
3	в том что	4	37
4	и т д	60	33
5	в настоящее время	3	30
6	в связи с	9	29
7	в данном случае	2	28
8	той или иной	1	26
9	во всяком случае	2	25
10	с другой стороны	5	25
11	с точки зрения	6	25
12	в таком случае	1	23
13	на то что	3	19
14	для того чтобы	3	17
15	в то же	1	17
16	точно так же	2	16
17	и тем не	2	15
18	до сих пор	1	14
19	не что иное	2	14
20	что иное как	2	14
21	в этом случае	10	14
22	это значит что	1	13
23	на самом деле	4	13
24	можно было бы	2	13
25	не может быть	9	12
26	можно сказать что	1	12
27	в то время	3	12
28	то время как	3	12
29	здесь перед нами	1	11
30	тех или иных	1	11
31	есть не что	1	11
32	бы то ни	3	11
33	с одной стороны	2	11
34	более или менее	2	10
35	т д и	1	9
36	имеет ничего общего	1	9
37	не имеет ничего	1	9
38	что же касается	1	9
39	может быть и	2	9
40	только в том	1	8
41	мы не будем	2	8
42	о том как	2	7
43	те или иные	1	7
44	с самого начала	1	7
45	иметь в виду	1	7
46	в этой области	1	7
47	в том или	1	7
48	так же и	1	7
49	хотя и не	2	7
50	и то же	1	6
51	то это значит	1	6
52	то что в	2	6
53	и в других	2	6
54	то ни было	2	6
55	на первый взгляд	3	6
56	в этом отношении	2	6
57	ни в каких	1	5
58	в собственном смысле	3	5
59	а также и	5	5
60	это и не	2	5
61	того или другого	1	5
62	а вовсе не	2	5
63	но если мы	1	5
64	одно и то	1	5
65	том что он	1	5
66	потому что они	1	5
67	дело не в	2	4
68	в коем случае	1	4
69	как мы уже	1	4
70	связи с этим	5	4
71	но все же	4	4
72	в одном случае	1	4
73	то ни стало	1	4
74	нечто иное чем	1	4
75	мы скажем что	1	4
76	том или другом	1	4
77	этой точки зрения	1	4
78	это уже не	1	4
79	вопрос о том	2	4
80	в другом случае	1	4
81	это было бы	1	4
82	собственном смысле слова	3	4
83	не значит что	3	4
84	и независимо от	1	4
85	во что бы	1	4
86	ни в коем	1	4
87	но как мы	1	4
88	то во всяком	1	4
89	в этих случаях	14	4
90	не потому что	1	4
91	что бы то	1	4
92	подобно тому как	5	4
93	во всех этих	1	4
94	в таких случаях	2	4
95	друг к другу	2	4
96	это не значит	2	3
97	чем перейти к	1	3
98	то что он	1	3
99	то что не	1	3
100	прежде чем перейти	1	3
101	таким образом что	1	3
102	но если бы	1	3
103	настоящее время уже	1	3
104	к тому что	4	3
105	не то что	1	3
106	но это не	1	3
107	в тех случаях	2	3
108	в чем же	1	3
109	как и в	3	3
110	и когда мы	1	3
111	здесь мы имеем	1	3
112	тех случаях когда	2	3
113	как то в	1	3
114	как мы увидим	5	3
115	теми или другими	1	3
116	что и в	1	3
117	с этой точки	1	3
118	мы уже видели	2	3
119	мы увидим ниже	6	3
120	и есть то	1	3
121	не в той	1	3
122	бросается в глаза	1	3
123	если бы мы	1	3
124	тому что в	1	3
125	и может быть	1	3
126	точном смысле слова	1	3
127	которые мы считаем	1	3
128	говорить о том	2	3
129	далеко не все	3	3
130	так как они	1	3
131	далеко не всегда	1	3
132	после того как	1	3
133	но то что	1	2
134	по отношению к	7	2
135	здесь прежде всего	3	2
136	один из них	1	2
137	с теми или	1	2
138	и как они	1	2
139	совершенно ясно что	1	2
140	не может считаться	4	2
141	если это так	2	2
142	случае не является	2	2
143	в целом и	1	2
144	можно сказать о	1	2
145	т д все	1	2
146	это так то	1	2
147	один и тот	1	2
148	связаны между собою	1	2
149	тем и другим	2	2
150	в этой работе	1	2
151	в этих условиях	1	2
152	во всех случаях	1	2
153	мы не можем	1	2
154	ни одна из	1	2
155	сам он не	1	2
156	является одним из	1	2
157	этом случае он	1	2
158	и тот же	1	2
159	в других случаях	1	2
160	но если это	2	2
161	мы имеем в	2	2
162	как бы они	1	2
163	перед нами в	1	2
164	могло бы быть	1	2
165	друг на друга	2	2
166	все более и	1	2
167	то перед нами	5	2
168	между собой и	1	2
169	к тому или	1	2
170	а потому что	1	2
171	из них не	1	2
172	то это не	1	2
173	в свою очередь	1	2
174	находится еще в	1	2
175	на русском языке	1	2
176	и многие другие	1	2
177	в том случае	3	2
178	здесь как и	1	2
179	хотя это и	1	2
180	более и более	1	2
181	он может быть	2	2
182	действующих лиц в	3	1
183	т д здесь	1	1
184	мы прежде всего	1	1
185	в большинстве случаев	3	1
186	может быть заменена	1	1
187	и ни к	1	1
188	они все же	1	1
189	том что такое	1	1
190	а в другом	1	1
191	в результате победы	1	1
192	что они должны	1	1
193	в какой степени	1	1
194	во многих отношениях	1	1
195	когда перед нами	1	1
196	к другу и	2	1
197	другой стороны так	1	1
198	т д в	2	1
199	в тот момент	1	1
200	этот вопрос мы	1	1
201	и к целому	2	1
202	если только он	1	1
203	т д можно	1	1
204	о которых говорилось	1	1
205	и таким образом	2	1
206	и в нашем	1	1
207	на этот вопрос	1	1
208	так как это	1	1
209	рук и ног	1	1
210	хотя бы только	1	1
211	нужно помнить что	1	1
212	не входит в	2	1
213	и не требует	1	1
214	к вопросу о	2	1
215	на те или	1	1
216	и этот момент	1	1
217	мы будем говорить	1	1
218	но так как	2	1
219	и в этой	1	1
220	коем случае не	1	1
221	но это и	1	1
222	на самого себя	1	1
223	и могут быть	1	1
224	в первом и	1	1
225	а на самом	1	1
226	смысле слова она	1	1
227	ясно что это	1	1
228	было бы сказать	1	1
229	как один из	1	1
230	точки зрения их	1	1
231	то же в	1	1
232	она в этих	1	1
233	но как бы	1	1
234	потому что его	2	1
235	исследование не только	1	1
236	и пр предметы	1	1
237	но и его	1	1
238	со всеми другими	1	1
239	здесь не может	1	1
240	и возможно что	1	1
241	уже никак нельзя	1	1
242	состоит в том	3	1
243	если мы не	3	1
244	лиц в этой	1	1
245	то мы не	1	1
246	растения и животные	1	1
247	хотя бы отдаленно	1	1
248	и дает ему	1	1
249	вовсе не с	1	1
250	есть учение о	1	1
251	этих случаях не	1	1
252	которые могут быть	1	1
253	может фигурировать и	1	1
254	но прежде чем	1	1
255	всех этих случаях	1	1
256	или вовсе не	1	1
257	она все же	1	1
258	превратился бы в	1	1
259	но во избежание	1	1
260	тем что она	1	1
261	можно ли считать	1	1
262	том случае если	2	1
263	же в этих	1	1
264	с религиозными представлениями	1	1
265	до наших дней	2	1
266	т д это	1	1
267	обстоит дело с	1	1
268	ниже мы увидим	1	1
269	а не от	1	1
270	том что все	1	1
271	до известной степени	1	1
272	это одна из	1	1
273	сих пор не	1	1
274	она должна быть	1	1
275	один из членов	1	1
276	которых говорилось выше	1	1
277	что за ним	1	1
278	что это и	1	1
279	что его можно	1	1
280	на котором строится	1	1
281	он не может	1	1
282	в нее влюбляется	1	1
283	в виду следующее	1	1
284	она не есть	1	1
285	который может быть	1	1
286	может быть заменено	1	1
287	во втором случае	1	1
288	имеется и в	1	1
289	является то что	1	1
290	все же в	1	1
291	и другое что	1	1
292	что совсем не	1	1
293	и не всегда	1	1
294	по всему миру	1	1
295	в первом случае	3	1
296	о том кто	1	1
297	это нисколько не	1	1
298	нет не только	1	1
299	во всей своей	1	1
300	поставить вопрос о	1	1
301	отсюда видно что	2	1
302	это означает что	1	1
303	похожи друг на	1	1
304	не могут быть	4	1
305	сказать что всякий	1	1
306	его самого в	1	1
307	с тех пор	1	1
308	значит что его	1	1
309	может быть заменен	2	1
310	и по существу	1	1
311	то же время	1	1
312	для этой цели	1	1
313	том случае когда	1	1
314	поэтому прежде чем	1	1
315	может быть определен	1	1
316	таким образом мы	7	1
317	эти и подобные	1	1
318	или духа в	1	1
319	поставить вопрос как	1	1
320	с этим мы	1	1
321	построения таким образом	1	1
322	могли бы составить	1	1
323	лежат в основе	1	1
324	в третий раз	1	1
325	и действительно в	1	1
326	во всех подобных	1	1
327	в некоторых случаях	1	1
328	однако если мы	1	1
329	которые хотя и	2	1
330	имеет огромное значение	2	1
331	и многое другое	1	1
332	а если мы	1	1
333	никак нельзя было	1	1
334	в точном смысле	1	1
335	между прочим и	1	1
336	мы приходим к	3	1
337	со стороны их	2	1
338	но никто не	2	1
339	и как будто	1	1
340	в частности как	1	1
341	на друга что	1	1
342	может рассматриваться совершенно	1	1
343	в который в	1	1
344	иначе чем это	1	1
345	по существу и	1	1
346	хотя и здесь	1	1
347	а во втором	1	1
348	когда говорят о	1	1
349	буквой а а	1	1
350	они превращаются в	1	1
351	возникает вопрос а	1	1
352	указанием на то	1	1
353	не думает о	1	1
354	этого и не	1	1
355	и вслед за	1	1
356	что несмотря на	1	1
357	можно установить что	1	1
358	чем это было	1	1
359	могут рассматриваться как	1	1
