N	3gram	Voloshinov	Russkaja
1	то же время	1	10
2	в то же	1	10
3	с точки зрения	2	9
4	в том что	4	7
5	на самом деле	2	6
6	во всяком случае	1	6
7	а между тем	1	5
8	до сих пор	3	5
9	не может быть	7	4
10	более или менее	1	4
11	бы то ни	3	4
12	можно было бы	1	3
13	в данном случае	2	3
14	в лучшем случае	1	3
15	к вопросу о	1	3
16	и не может	3	3
17	в том и	1	2
18	в этом направлении	1	2
19	о том что	1	2
20	сама по себе	1	2
21	в настоящее время	2	2
22	она не может	1	2
23	в противном случае	1	1
24	в самом деле	1	1
25	даже тогда когда	1	1
26	не может согласиться	1	1
27	и в частности	1	1
28	дело в том	4	1
29	он еще не	1	1
30	но в то	1	1
31	и в своем	1	1
32	но для этого	1	1
33	внутренней и внешней	1	1
34	отнюдь не является	1	1
35	до известной степени	2	1
36	так же как	1	1
37	бы показать что	1	1
38	тех или иных	1	1
39	и таким образом	1	1
40	без того чтобы	1	1
41	по отношению к	11	1
42	и прежде всего	1	1
43	по крайней мере	1	1
44	но это же	1	1
45	с самого начала	1	1
46	обе точки зрения	1	1
47	то ни было	3	1
48	сих пор мы	1	1
49	то что для	1	1
50	не есть только	1	1
51	совершенно ясно что	1	1
52	здесь же мы	1	1
53	было бы показать	1	1
54	что не только	1	1
55	то же самое	2	1
56	конечно не может	2	1
57	в том же	1	1
58	тем не менее	3	1
59	но все же	1	1
60	только то что	1	1
61	то что оно	1	1
62	с ним в	1	1
63	в этом отношении	1	1
64	в свою очередь	1	1
65	приходится признать что	1	1
66	в значительной степени	1	1
67	зависит от того	2	1
68	или хотя бы	1	1
69	к тому же	1	1
70	в корне противоречит	2	1
71	и в этом	1	1
72	друг к другу	1	1
