N	3gram	Tiupa_Teor	formyVre
1	то же время	8	21
2	в то же	8	18
3	в связи с	3	15
4	с точки зрения	3	15
5	для того чтобы	5	12
6	в этом мире	2	10
7	и в то	2	10
8	и того же	4	9
9	одного и того	4	9
10	в большинстве случаев	1	8
11	в том числе	3	8
12	и прежде всего	1	8
13	человека и его	1	8
14	не может быть	5	7
15	в отличие от	7	7
16	друг от друга	1	6
17	имеем в виду	3	6
18	пространственных и временных	1	6
19	с одной стороны	3	6
20	в том что	10	5
21	одной стороны и	1	5
22	в то время	1	5
23	том числе и	2	5
24	то есть в	1	5
25	той или иной	3	5
26	как и в	2	5
27	одно и то	2	5
28	и то же	2	5
29	мы имеем в	3	5
30	по отношению к	10	4
31	не могло быть	2	4
32	с другой стороны	6	4
33	с самим собою	1	4
34	связи с этим	1	4
35	включает в себя	2	4
36	как раз в	1	4
37	в этом случае	1	4
38	может быть и	2	4
39	в той или	1	3
40	и как бы	1	3
41	все то что	1	3
42	между вещами и	1	3
43	до известной степени	2	3
44	точки зрения не	1	3
45	в себя и	1	3
46	он ни был	1	3
47	в зависимости от	1	3
48	к вопросу о	1	3
49	то же самое	1	3
50	и в частности	1	3
51	но в то	2	3
52	о том что	1	3
53	так же как	1	3
54	и в сущности	1	3
55	тот или иной	3	3
56	жизни то есть	1	2
57	нашем случае в	1	2
58	можно сказать что	3	2
59	который может быть	1	2
60	начало и конец	1	2
61	в особенности в	1	2
62	в соответствии с	2	2
63	в данном случае	5	2
64	здесь как бы	1	2
65	к тому же	1	2
66	же время они	1	2
67	таким образом и	1	2
68	все без исключения	1	2
69	в частности с	1	2
70	в нашем случае	2	2
71	в свою очередь	3	2
72	но он не	2	2
73	и др в	1	2
74	между собой в	1	2
75	не было и	1	2
76	и в самом	2	2
77	в виду что	1	2
78	со всех сторон	1	2
79	дело в том	1	2
80	к тому что	2	2
81	во всей его	2	2
82	и не могло	2	2
83	по своей природе	3	2
84	в основе своей	2	2
85	в целом ряде	1	1
86	что он не	1	1
87	это имеет место	1	1
88	уст в уста	1	1
89	и со всеми	1	1
90	в самом начале	2	1
91	в осмысленном и	1	1
92	в одном и	1	1
93	человека с самим	1	1
94	на свое место	1	1
95	ослабляет и смягчает	1	1
96	в литературе нового	1	1
97	значении то есть	1	1
98	больше и больше	1	1
99	и т.д эта	1	1
100	на каждом из	1	1
101	он должен слиться	1	1
102	том что в	1	1
103	и временных примет	1	1
104	в этом смысле	3	1
105	хронотопе имеет место	1	1
106	мы говорим о	1	1
107	определенного смысла и	1	1
108	героев и их	1	1
109	о чем подробно	1	1
110	с этой точки	2	1
111	в самом деле	2	1
112	и частной жизни	1	1
113	себя только в	1	1
114	литературного произведения в	1	1
115	тем не менее	3	1
116	и в пределах	1	1
117	и в пространстве	1	1
118	то есть для	1	1
119	более или менее	6	1
120	отношений между людьми	1	1
121	моменты быта лишает	1	1
122	числе и для	1	1
123	существенными событиями жизни	1	1
124	которыми он должен	1	1
125	то что может	1	1
126	в себе самом	1	1
127	место в событии	1	1
128	самим собою в	1	1
129	прежде всего к	1	1
130	место слияние пространственных	1	1
131	делает их существенными	1	1
132	жизни поколений ослабляет	1	1
133	том специфическом значении	1	1
134	имеет место слияние	1	1
135	можно говорить о	1	1
136	точки зрения в	1	1
137	каждой из них	1	1
138	его в иной	1	1
139	не только на	1	1
140	в данном отношении	1	1
141	по существу является	1	1
142	в своей жизни	1	1
143	ни к какой	1	1
144	места жизни поколений	1	1
145	не входит в	1	1
146	значении этого слова	3	1
147	сама по себе	2	1
148	в конечном счете	6	1
149	каждая из этих	1	1
150	поколений ослабляет и	1	1
151	только то что	1	1
152	как бы не	1	1
153	одном и том	1	1
154	в значительной степени	2	1
155	в чистом виде	1	1
156	века и в	1	1
157	быта лишает их	1	1
158	слияние пространственных и	1	1
159	характера делает их	1	1
160	и для него	1	1
161	и том же	1	1
162	никогда не бывает	1	1
163	преображает все моменты	1	1
164	все моменты быта	1	1
165	форма в которой	1	1
166	что в основе	2	1
167	в соседстве со	1	1
168	осмысленном и конкретном	1	1
169	на фоне этой	1	1
170	мы видим в	1	1
171	лежат в основе	1	1
172	ни в мире	3	1
173	и для других	1	1
174	но дело в	1	1
175	чего еще нет	1	1
176	лишает их частного	1	1
177	на второй план	1	1
178	грани между индивидуальными	1	1
179	этой точки зрения	2	1
180	раз в том	1	1
181	в данный момент	2	1
182	как бы в	1	1
183	то есть как	1	1
184	между индивидуальными жизнями	1	1
185	в русской литературе	2	1
186	в соответствии со	1	1
187	из уст в	1	1
188	что он должен	1	1
189	друг другу и	1	1
190	в основе его	1	1
191	силы мировой жизни	1	1
192	как такового не	1	1
193	во времени и	1	1
194	с которыми он	1	1
195	в одной из	1	1
196	единство места жизни	1	1
197	временных примет в	1	1
198	и конкретном целом	1	1
199	в лучшем случае	1	1
200	в xix веке	1	1
201	подобно тому как	3	1
202	иной раз и	1	1
203	в том специфическом	1	1
204	автора и читателей	1	1
205	человека и общества	1	1
206	это уже не	1	1
207	было и не	1	1
208	так и его	2	1
209	примет в осмысленном	1	1
210	может и должен	1	1
211	бы они ни	1	1
212	события частной жизни	1	1
213	они ни были	1	1
214	и является в	1	1
215	литературе нового времени	1	1
216	том что он	2	1
217	быть осуществлено только	1	1
218	не могут быть	2	1
219	же время оно	1	1
220	в новое время	1	1
221	на первый взгляд	1	1
222	в отношении к	2	1
223	в это утро	1	1
224	внешних и внутренних	1	1
225	та или иная	1	1
226	она же лежит	1	1
227	в себе и	1	1
228	в большинстве своем	1	1
229	их существенными событиями	1	1
230	того же типа	1	1
231	и книги в	1	1
232	при всем своем	1	1
