N	2gram	Vygotskiy_	VelikijI
1	и не	18	20
2	и в	33	16
3	так как	20	9
4	то что	48	9
5	в истории	3	8
6	еще не	11	8
7	и потому	3	7
8	что они	8	7
9	а не	14	7
10	не есть	4	6
11	что есть	1	5
12	хотя и	1	5
13	того что	34	5
14	все это	2	5
15	по пути	1	5
16	как бы	11	5
17	но и	14	5
18	все что	2	4
19	в котором	2	4
20	в этом	43	4
21	что мы	11	4
22	потому что	40	4
23	в его	15	4
24	в ней	2	4
25	так и	8	4
26	это еще	1	4
27	говорить о	3	4
28	мы хотим	1	4
29	и есть	8	4
30	и все	2	4
31	что не	2	4
32	что все	9	4
33	как и	13	4
34	что он	40	4
35	нет у	2	4
36	в нем	10	4
37	во всех	3	3
38	что в	33	3
39	нет ничего	1	3
40	из первого	1	3
41	за ним	1	3
42	то это	2	3
43	в конце	3	3
44	должно быть	10	3
45	тех которые	1	3
46	в первый	1	3
47	если не	3	3
48	хотя бы	5	3
49	в том	44	3
50	первый раз	1	3
51	тому что	14	3
52	от которого	1	3
53	этих трех	1	3
54	не в	10	3
55	и что	18	3
56	что и	11	3
57	ни в	1	3
58	в этих	7	3
59	в них	3	3
60	оно не	2	3
61	в вопросе	4	3
62	не было	1	3
63	лишь в	1	3
64	что во	1	3
65	и будет	1	3
66	в жизни	2	3
67	что я	4	3
68	по этому	1	3
69	и они	1	3
70	их от	1	3
71	их в	3	3
72	в своей	5	3
73	должна быть	7	3
74	с его	3	3
75	от этого	1	3
76	не имеет	7	3
77	но это	4	3
78	и для	3	3
79	жизни и	2	3
80	в чем	10	3
81	все эти	9	3
82	тот же	7	3
83	но в	9	3
84	к тому	14	3
85	никогда не	10	3
86	чтобы сделать	2	2
87	что было	2	2
88	всего в	1	2
89	во всяком	4	2
90	от него	3	2
91	его и	4	2
92	уже на	3	2
93	один из	4	2
94	мы и	6	2
95	не могли	1	2
96	в старой	3	2
97	вот по	1	2
98	самого себя	1	2
99	которые не	5	2
100	более чем	1	2
101	на том	4	2
102	чтобы овладеть	1	2
103	его не	1	2
104	не так	1	2
105	того чтобы	26	2
106	это не	8	2
107	вместо того	5	2
108	между тем	5	2
109	не только	28	2
110	для него	9	2
111	вот почему	3	2
112	и тогда	1	2
113	с ним	6	2
114	является в	2	2
115	которой они	1	2
116	ее в	3	2
117	для нас	1	2
118	и то	9	2
119	и за	1	2
120	не с	2	2
121	прежде всего	5	2
122	а есть	1	2
123	можно было	11	2
124	в форме	1	2
125	а между	1	2
126	вслед за	3	2
127	и это	3	2
128	от этих	1	2
129	мы не	6	2
130	только в	21	2
131	все равно	2	2
132	а с	3	2
133	а в	5	2
134	до того	4	2
135	в духе	1	2
136	в прошлом	2	2
137	и сам	1	2
138	это мы	3	2
139	раз навсегда	2	2
140	но не	13	2
141	и никогда	1	2
142	тем что	12	2
143	по которым	1	2
144	и во	2	2
145	могут быть	7	2
146	мы это	2	2
147	с тем	9	2
148	стало возможным	1	2
149	его к	2	2
150	не могут	7	2
151	да и	1	2
152	и новые	1	2
153	том что	41	2
154	почему в	2	2
155	для человека	1	2
156	но мы	7	2
157	в себя	4	2
158	что их	2	2
159	вопросе о	3	2
160	я говорю	1	2
161	основанной на	1	1
162	с которыми	2	1
163	в самом	10	1
164	сливаться с	1	1
165	который он	1	1
166	во всем	2	1
167	бы то	2	1
168	ли они	1	1
169	конечно это	1	1
170	могли бы	15	1
171	связь с	1	1
172	и другие	13	1
173	ими ибо	1	1
174	с самыми	1	1
175	истина и	1	1
176	а потому	3	1
177	но как	6	1
178	их же	1	1
179	мы видим	6	1
180	и самое	1	1
181	если оно	1	1
182	что оно	9	1
183	и своем	1	1
184	уже сказано	3	1
185	на котором	3	1
186	речь идет	1	1
187	вообще в	2	1
188	если за	1	1
189	он говорит	3	1
190	и на	11	1
191	вопрос о	15	1
192	сошел с	1	1
193	далее и	1	1
194	на этом	8	1
195	обнаруживает неспособность	1	1
196	может быть	15	1
197	это основной	1	1
198	они не	7	1
199	видим что	3	1
200	после того	2	1
201	не имеют	4	1
202	раз и	3	1
203	должен привести	1	1
204	если в	4	1
205	слова для	1	1
206	того как	6	1
207	это как	1	1
208	которая в	3	1
209	лишено всякого	1	1
210	где есть	1	1
211	мы увидим	3	1
212	своей целью	1	1
213	свое здание	1	1
214	он делает	3	1
215	она не	2	1
216	но она	1	1
217	уже в	4	1
218	которое может	1	1
219	есть прежде	1	1
220	в состоянии	6	1
221	для себя	1	1
222	у них	1	1
223	что уже	3	1
224	с этой	8	1
225	то же	12	1
226	для всякого	1	1
227	теперь в	1	1
228	только мы	1	1
229	по сравнению	9	1
230	то ни	1	1
231	для того	20	1
232	и менее	1	1
233	закономерности и	1	1
234	не по	1	1
235	не быть	1	1
236	и должна	1	1
237	что всякий	2	1
238	ничего кроме	3	1
239	эта новая	1	1
240	что это	1	1
241	это значит	5	1
242	с внутренним	1	1
243	о чем	3	1
244	в ее	1	1
245	и тем	5	1
246	есть один	1	1
247	почему мы	1	1
248	и уже	1	1
249	о временном	2	1
250	говорит о	4	1
251	как это	11	1
252	но может	1	1
253	мы в	2	1
254	пути в	1	1
255	составные части	1	1
256	духе его	1	1
257	в которую	1	1
258	и всегда	1	1
259	в тот	4	1
260	пока они	1	1
261	слова не	2	1
262	за эти	1	1
263	в одном	3	1
264	же что	1	1
265	у нас	4	1
266	на пути	1	1
267	в этой	8	1
268	со словами	1	1
269	потребность в	4	1
270	это слово	3	1
271	в результате	9	1
272	в трех	1	1
273	говорит что	7	1
274	в виду	4	1
275	другой стороны	9	1
276	и хотя	2	1
277	основной вопрос	1	1
278	я не	6	1
279	но что	6	1
280	как можно	1	1
281	уже и	1	1
282	у него	8	1
283	вот в	1	1
284	не существует	1	1
285	так же	22	1
286	в виде	3	1
287	те что	1	1
288	тогда как	3	1
289	сказываются в	1	1
290	вещах о	1	1
291	над ним	1	1
292	только это	1	1
293	их не	1	1
294	в будущем	1	1
295	но с	2	1
296	в своих	5	1
297	с признанием	2	1
298	их и	2	1
299	эта попытка	1	1
300	с другой	11	1
301	на которых	1	1
302	на разных	1	1
303	конечно в	1	1
304	в которой	8	1
305	но все	2	1
306	ее от	1	1
307	и навсегда	1	1
308	и с	7	1
309	много общего	2	1
310	к ним	2	1
311	может ли	2	1
312	каким образом	2	1
313	отношение к	12	1
314	ко всем	1	1
315	на нее	2	1
316	известном смысле	7	1
317	места в	1	1
318	с именем	1	1
319	то и	2	1
320	или даже	2	1
321	в понимании	1	1
322	но вот	1	1
323	и ложь	1	1
324	он так	1	1
325	и другое	5	1
326	нем но	1	1
327	как мы	20	1
328	ведет к	2	1
329	в массе	1	1
330	из всего	1	1
331	в процессе	37	1
332	но прежде	2	1
333	и своего	1	1
334	где можно	1	1
335	бы все	2	1
336	смысле нельзя	1	1
337	сущности и	1	1
338	в своем	11	1
339	стороны в	1	1
340	его на	2	1
341	еще и	3	1
342	к жизни	7	1
343	целое и	1	1
344	и от	2	1
345	за которым	1	1
346	тем чтобы	1	1
347	мы будем	4	1
348	как она	3	1
349	ничего не	6	1
350	и развитием	16	1
351	с ними	4	1
352	к миру	1	1
353	в сознании	5	1
354	к высшему	1	1
355	тогда это	1	1
356	чему же	1	1
357	и так	1	1
358	вместе с	9	1
359	все же	5	1
360	и вместе	1	1
361	и которые	2	1
362	переход к	3	1
363	как в	7	1
364	этого слова	3	1
365	путь этот	1	1
366	в которых	2	1
367	находится в	2	1
368	значение в	3	1
369	по законам	3	1
370	не ощущает	1	1
371	себя и	2	1
372	и по	5	1
373	их на	1	1
374	к этому	7	1
375	в их	4	1
376	этой новой	1	1
377	миру и	1	1
378	с которым	2	1
379	говорит все	1	1
380	выше самого	1	1
381	который был	1	1
382	это в	2	1
383	ли он	1	1
384	не будут	1	1
385	в двух	1	1
386	сравнению с	9	1
387	для чего	1	1
388	конце концов	2	1
389	зависимости от	3	1
390	даже что	1	1
391	и ведет	2	1
392	в другие	1	1
393	в известном	9	1
394	для раскрытия	1	1
395	таким же	3	1
396	себе и	1	1
397	он был	1	1
398	к полному	2	1
399	хотели бы	1	1
400	в целом	8	1
401	происхождения и	1	1
402	и слишком	1	1
403	как сама	1	1
404	по смыслу	3	1
405	ко всякому	1	1
406	в теоретическом	1	1
407	сделать это	2	1
408	и ее	2	1
409	вовсе не	2	1
410	что путь	1	1
411	но к	1	1
412	что на	2	1
413	будет так	2	1
414	есть не	3	1
415	ли что	1	1
416	бы в	6	1
417	к нему	4	1
418	другом но	1	1
419	а потом	1	1
