N	3gram	Vygotskiy_	PoTuStor
1	с точки зрения	12	6
2	на самом деле	6	4
3	с самого начала	1	4
4	до сих пор	8	3
5	не может быть	14	3
6	и художественного творчества	1	3
7	по крайней мере	1	3
8	может быть это	1	3
9	в этом смысле	3	3
10	по сравнению с	3	3
11	мы полагаем что	1	3
12	во всяком случае	7	3
13	можно сказать что	2	3
14	все то что	3	2
15	в конечном счете	6	2
16	нечего и говорить	1	2
17	так же как	8	2
18	а потому и	1	2
19	и может быть	1	2
20	по аналогии с	1	2
21	о том что	9	2
22	не могут быть	2	2
23	можно определить как	1	2
24	в переводе на	1	2
25	в самом деле	13	2
26	и в этом	1	2
27	он может быть	1	1
28	к ним может	1	1
29	методом и с	1	1
30	свой метод к	1	1
31	так и в	2	1
32	мы на самом	1	1
33	что в этой	2	1
34	в том что	21	1
35	и как всякий	1	1
36	в области психологии	1	1
37	в известных пределах	1	1
38	мы знаем что	3	1
39	и со всеми	1	1
40	даже тогда когда	1	1
41	и проч отсюда	1	1
42	и в практике	1	1
43	может быть совершенно	2	1
44	точки зрения может	1	1
45	а может быть	1	1
46	не следует что	1	1
47	мы не можем	2	1
48	и столь же	1	1
49	не что иное	2	1
50	что иное как	2	1
51	дело в том	1	1
52	ни в коем	1	1
53	теряет свой смысл	1	1
54	вместе с тем	3	1
55	в особом объяснении	1	1
56	но вместе с	1	1
57	подобно тому как	7	1
58	том что мы	2	1
59	во многих случаях	1	1
60	в применении к	2	1
61	можно было бы	2	1
62	каждого из этих	2	1
63	в полном согласии	2	1
64	а вместе с	1	1
65	и таким образом	4	1
66	в данном случае	1	1
67	как мы знаем	1	1
68	что в них	1	1
69	ни разу не	1	1
70	в том смысле	1	1
71	и мы можем	1	1
72	любовь к матери	1	1
73	в бессознательном и	1	1
74	же что и	1	1
75	есть прежде всего	1	1
76	и ту же	1	1
77	в себя и	1	1
78	может быть даже	1	1
79	же как и	2	1
80	все что есть	1	1
81	и его школы	1	1
82	то ни было	1	1
83	и того же	1	1
84	несмотря на это	1	1
85	этой точки зрения	7	1
86	в высшей степени	1	1
87	в свое время	1	1
88	но к чему	1	1
89	мы увидим что	2	1
90	одну и ту	1	1
91	мы видим и	1	1
92	с этой точки	5	1
93	то же самое	8	1
94	а потому не	2	1
95	форма и содержание	1	1
96	в коем случае	1	1
97	для того чтобы	11	1
98	как и всегда	1	1
99	есть в сущности	2	1
100	совершенно так же	1	1
101	и что он	1	1
102	так как он	1	1
103	а с другой	1	1
104	бессознательное по самому	2	1
105	и в чем	1	1
106	с одной стороны	6	1
107	то что я	2	1
108	именно то что	1	1
109	полном согласии с	2	1
110	в этом отношении	7	1
111	и пр как	1	1
112	связи с этим	1	1
113	тому как мы	1	1
114	на вопрос о	1	1
115	таким образом и	3	1
116	все эти понятия	1	1
117	со стороны формы	1	1
118	это и есть	1	1
119	почти во всем	1	1
120	бы то ни	2	1
121	психологии а в	1	1
122	было на самом	1	1
123	в область бессознательного	1	1
124	не существует для	1	1
125	имеем дело с	1	1
126	одного и того	1	1
127	смысл и значение	1	1
128	же самое и	2	1
129	искусства в частности	1	1
130	в связи с	2	1
131	случае не может	2	1
132	уже не может	1	1
133	знаем что и	1	1
134	может быть только	1	1
