N	3gram	Bakhtin_Pr	Marksizm
1	с точки зрения	21	46
2	не может быть	8	25
3	в самом деле	6	19
4	по отношению к	12	15
5	то же время	13	15
6	в то же	13	15
7	в том что	6	14
8	в связи с	1	14
9	и не может	6	12
10	то ни было	2	12
11	в высшей степени	1	12
12	бы то ни	3	12
13	для того чтобы	1	11
14	до сих пор	9	11
15	в отличие от	4	10
16	с самого начала	1	10
17	в большинстве случаев	10	9
18	как если бы	3	9
19	но в то	7	9
20	в настоящее время	3	8
21	в отношении к	3	8
22	то же самое	1	8
23	может быть и	2	8
24	до настоящего времени	2	7
25	смысле этого слова	1	7
26	с другой стороны	6	7
27	в свою очередь	1	7
28	как мы знаем	1	7
29	как мы уже	2	6
30	на то что	2	6
31	в точном смысле	1	6
32	на самом деле	4	6
33	во всяком случае	4	6
34	если бы он	1	6
35	с одной стороны	1	6
36	на этой почве	1	5
37	в таком случае	1	5
38	чужой речи и	1	5
39	к тому что	1	5
40	отсюда следует что	1	5
41	той или иной	1	5
42	речи и в	1	5
43	как мы видели	1	5
44	в этом случае	1	5
45	в этом отношении	3	5
46	вполне понятно что	2	4
47	в первом случае	1	4
48	в зависимости от	5	4
49	как мы сказали	3	4
50	в данную эпоху	1	4
51	в неразрывной связи	1	4
52	но все же	3	4
53	в разрезе данного	2	4
54	так как если	1	4
55	данной социальной группы	1	4
56	оно ни было	1	4
57	о том что	2	4
58	можно сказать что	2	4
59	в узком смысле	2	4
60	каких бы то	1	4
61	лишь там где	2	4
62	том что он	5	4
63	в той или	1	3
64	неразрывной связи с	1	3
65	точки зрения своего	2	3
66	не только в	2	3
67	тем не менее	2	3
68	в авторский контекст	2	3
69	одной стороны и	1	3
70	хотя бы и	3	3
71	в том числе	1	3
72	более или менее	4	3
73	друг с другом	3	3
74	но при этом	2	3
75	в конце концов	7	3
76	том числе и	1	3
77	между этими двумя	1	3
78	и до настоящего	1	3
79	мы отвлечемся от	1	3
80	не могут быть	1	3
81	в значительной степени	1	3
82	чужое слово и	4	3
83	и в этом	5	3
84	в этом последнем	1	3
85	но и в	1	3
86	какой бы то	1	3
87	и не в	1	3
88	может быть понято	1	3
89	на этот вопрос	2	3
90	не было бы	1	3
91	в авторском контексте	1	3
92	лишь с точки	1	3
93	можно было бы	3	3
94	именно в том	1	3
95	в пределах одного	6	3
96	что он не	1	2
97	ее при этом	1	2
98	а в этом	1	2
99	рано или поздно	1	2
100	ничего общего не	1	2
101	таким образом между	1	2
102	до известной степени	1	2
103	в этом смысле	12	2
104	самом деле в	1	2
105	к одному знаменателю	2	2
106	в собственном смысле	1	2
107	далеко за пределы	1	2
108	друг от друга	1	2
109	или может быть	1	2
110	так или иначе	1	2
111	так и в	2	2
112	дело идет о	4	2
113	а между тем	1	2
114	если бы это	1	2
115	чужого слова и	3	2
116	между тем как	5	2
117	само по себе	4	2
118	в данном случае	2	2
119	в пределах одной	1	2
120	в том или	1	2
121	и в других	2	2
122	в данной социальной	1	2
123	к тому же	2	2
124	в этой форме	2	2
125	сама по себе	5	2
126	мы полагаем что	1	2
127	как целое и	1	2
128	а не только	1	2
129	в его целом	6	2
130	и в том	1	2
131	слова и его	1	2
132	собственном смысле слова	1	2
133	тому что в	1	2
134	к нему и	2	2
135	сами по себе	4	2
136	того или иного	1	2
137	пор совершенно не	2	2
138	к себе самому	4	2
139	по крайней мере	2	2
140	в процессе его	1	2
141	одного поколения к	1	2
142	как и в	3	2
143	таком случае это	1	2
144	а следовательно и	2	2
145	на чужую речь	4	2
146	и так сказать	1	2
147	со всеми ее	1	2
148	независимо от того	1	2
149	таким образом в	1	2
150	поколения к другому	1	2
151	части нашей работы	1	2
152	сих пор совершенно	2	2
153	в противном случае	1	2
154	как и все	4	2
155	так же как	1	2
156	на чужое слово	12	2
157	есть прежде всего	1	2
158	же как и	2	2
159	как мы увидим	3	2
160	что было бы	1	2
161	от одного поколения	1	2
162	но здесь мы	1	2
163	в нем и	1	2
164	является одним из	1	2
165	это и есть	1	2
166	в этом как	1	2
167	теперь мы должны	1	2
168	прежде всего в	1	2
169	и в большинстве	2	2
170	с установкой на	1	2
171	и вне его	1	1
172	и переживаний героя	1	1
173	и он сам	1	1
174	совершенно особый тип	1	1
175	контекста в другой	1	1
176	является таким образом	1	1
177	так сказать в	1	1
178	искать в произведениях	1	1
179	быть не может	1	1
180	растворяет в себе	2	1
181	к нему не	1	1
182	он сам для	1	1
183	за пределы данного	1	1
184	а может быть	1	1
185	он как и	1	1
186	в одном направлении	1	1
187	и художественный образ	1	1
188	все то что	3	1
189	точки зрения и	1	1
190	это не значит	3	1
191	а не на	1	1
192	однако не все	1	1
193	бы он ни	2	1
194	для него в	2	1
195	с внешней средой	1	1
196	том что это	1	1
197	точка зрения на	2	1
198	и это не	3	1
199	становится как бы	1	1
200	во второй части	2	1
201	и даже не	1	1
202	рядом друг с	1	1
203	в нем не	1	1
204	самому и по	1	1
205	то что он	1	1
206	точки зрения ее	1	1
207	как одна из	1	1
208	своем первом произведении	1	1
209	они еще не	1	1
210	приводит к полному	1	1
211	не менее чем	1	1
212	по сравнению с	1	1
213	по себе лишена	1	1
214	социальной группы к	1	1
215	то что не	1	1
216	и в другом	1	1
217	для него не	2	1
218	если же мы	1	1
219	самого последнего времени	1	1
220	оно должно быть	2	1
221	ни в один	1	1
222	как и его	1	1
223	чужое слово в	3	1
224	о которых мы	1	1
225	между авторской и	1	1
226	как бы оно	1	1
227	и в каких	1	1
228	можно прямо сказать	1	1
229	не столько в	1	1
230	от того как	1	1
231	установка по отношению	1	1
232	не менее в	1	1
233	героя таким образом	1	1
234	до самого последнего	1	1
235	он не может	1	1
236	этого он не	1	1
237	найти в нем	1	1
238	в том же	1	1
239	не только его	1	1
240	относится к области	1	1
241	своим предметом и	1	1
242	то что обычно	1	1
243	как такое не	1	1
244	или еще лучше	1	1
245	твердого и устойчивого	1	1
246	в одном голосе	2	1
247	в своей отдельности	1	1
248	сферах идеологического творчества	1	1
249	как и всякое	2	1
250	она и не	1	1
251	слово и на	1	1
252	как он их	1	1
253	прежде всего необходимо	1	1
254	чужого слова с	2	1
255	которых мы упоминали	1	1
256	не может до	1	1
257	но и он	1	1
258	его целом это	1	1
259	можно найти только	1	1
260	с чужим словом	5	1
261	авторского и чужого	1	1
262	переходим к характеристике	1	1
263	точки зрения содержания	1	1
264	как бы не	1	1
265	тот же самый	1	1
266	может быть только	1	1
267	сам по себе	2	1
268	рядом с этим	1	1
269	с другом как	1	1
270	отражает в себе	1	1
271	мыслить и говорить	1	1
272	перед нами случай	1	1
273	слово слово же	1	1
274	конечно далеко не	1	1
275	в одной плоскости	7	1
276	что он сам	1	1
277	он совершенно не	1	1
278	точки зрения своей	1	1
279	но и эта	1	1
280	на себя самого	1	1
281	то перед нами	7	1
282	в каждом явлении	1	1
283	не совпадает с	1	1
284	двух точек зрения	2	1
285	как их понимает	1	1
286	что все эти	1	1
287	они могут стать	1	1
288	друг за другом	2	1
289	вместо того чтобы	1	1
290	другой стороны и	3	1
291	в нем новые	1	1
292	или лучше сказать	1	1
293	отношении к другому	1	1
294	нам важна лишь	1	1
295	в его произведениях	2	1
296	как бы он	1	1
297	является в сущности	1	1
298	по ту сторону	2	1
299	ввести его в	1	1
300	в его собственном	1	1
301	точки зрения этого	1	1
302	а в том	1	1
303	значит конечно что	2	1
304	и соответствующие им	1	1
305	позиции по отношению	1	1
306	смысле всей совокупности	1	1
307	мы находим здесь	1	1
308	рассказчика замещающего автора	1	1
309	взаимоотношение этих двух	1	1
310	как и речь	1	1
311	и по отношению	1	1
312	не только не	2	1
313	для него только	1	1
314	и в пределах	1	1
315	сущности ничего не	1	1
316	автора как у	1	1
317	от него не	1	1
318	связей с другими	1	1
319	по данному вопросу	1	1
320	конце концов так	1	1
321	одну и ту	1	1
322	и не хочет	1	1
323	как раз и	5	1
324	с его индивидуальностью	1	1
325	в нем в	1	1
326	остановимся лишь на	2	1
327	но они уже	1	1
328	друг на друга	2	1
329	по себе а	1	1
330	мы увидим дальше	2	1
331	в процессе этого	1	1
332	значение чужого слова	1	1
333	это вовсе не	2	1
334	и пр он	1	1
335	они не могут	1	1
336	именно как чужое	1	1
337	в пределах замкнутого	1	1
338	все это не	1	1
339	одна из важнейших	1	1
340	но в этом	1	1
341	не как целое	1	1
342	у них нет	1	1
343	сказать что вся	1	1
344	как дело идет	1	1
345	перед нами не	1	1
346	таким образом и	2	1
347	точек зрения двух	1	1
348	в равной степени	1	1
349	для себя самого	1	1
350	первом произведении достоевский	1	1
351	в письменной форме	1	1
352	не только может	1	1
353	конечно совершенно невозможно	1	1
354	приводит его к	1	1
355	со словом в	1	1
356	только может быть	1	1
357	которой можно найти	1	1
358	прежде всего как	1	1
359	привело бы к	1	1
360	только в форме	1	1
361	никогда не может	2	1
362	сих пор не	1	1
363	автора в кругозор	1	1
364	вовсе не как	2	1
365	проявляется прежде всего	1	1
366	а как бы	1	1
367	друг друга но	1	1
368	своего выражения в	1	1
369	разрезе данного мгновения	2	1
370	над бытием и	1	1
371	но прежде всего	1	1
372	но он не	1	1
373	и потому она	1	1
374	в самом слове	1	1
375	то все же	1	1
376	но менее всего	1	1
377	себе самому и	1	1
378	и для него	1	1
379	бы это было	1	1
380	большей или меньшей	2	1
381	слово в то	1	1
382	не в его	1	1
383	в произведениях достоевского	6	1
384	бы он и	1	1
385	наиболее яркое и	1	1
386	и во всяком	1	1
387	тем что в	1	1
388	прежде всего на	1	1
389	и есть та	1	1
390	слово и не	1	1
391	и следовательно к	1	1
392	сам для себя	1	1
393	основная тенденция его	1	1
394	и вот в	1	1
395	он не только	2	1
396	и ту же	1	1
397	было так то	1	1
398	не с точки	1	1
399	в чужих устах	1	1
400	а не как	5	1
401	и еще один	1	1
402	лишь на почве	1	1
403	в единый контекст	1	1
404	высказывания и потому	1	1
405	в большинстве же	1	1
406	в той форме	1	1
407	под определенным углом	1	1
408	слово во всех	1	1
409	в другом месте	1	1
410	ничем не отличается	1	1
411	своими оценками и	1	1
412	этой точки зрения	2	1
413	в себе и	2	1
414	что же касается	1	1
415	взаимоотношение между авторской	1	1
416	речи которую он	1	1
417	в своей работе	1	1
418	в своем первом	1	1
419	в целом ряде	2	1
420	то что в	1	1
421	в кругозор героя	2	1
422	может быть за	1	1
423	может быть лишь	2	1
424	в смысле всей	1	1
425	мы здесь не	1	1
426	концов так же	1	1
427	конечно не в	2	1
428	при этом совершенно	1	1
429	а в то	2	1
430	как впрочем и	1	1
431	как бы во	1	1
432	может стремиться к	1	1
433	же самое слово	1	1
434	не отличается от	1	1
435	отчетливую границу между	1	1
436	заложенные уже в	1	1
437	в то время	2	1
438	провести отчетливую границу	1	1
439	только и могут	1	1
440	в каждую эпоху	1	1
441	интонации и в	1	1
442	здесь мы должны	1	1
443	отношению к нему	2	1
444	в большей или	2	1
445	но что же	1	1
446	все же не	3	1
447	не может стать	1	1
448	это было так	1	1
449	которую он и	1	1
450	из которых слагается	1	1
451	мы остановимся лишь	2	1
452	благодаря этому возникает	1	1
453	в самой жизни	1	1
454	может быть по	1	1
455	кажется что в	1	1
456	имеет значение а	1	1
457	не могло в	1	1
458	оно является как	1	1
459	чужого слова как	1	1
460	они и не	1	1
461	чужого слова в	3	1
462	или же в	1	1
463	не подумали что	1	1
464	ни одна из	1	1
465	это не нашло	1	1
466	мы переходим к	2	1
467	и быть не	1	1
468	например у тургенева	2	1
469	той форме в	1	1
470	чужое высказывание из	1	1
471	его жизни и	1	1
472	дело в том	1	1
473	за другом и	1	1
474	здесь перед нами	1	1
475	оно ощущается как	1	1
476	может быть объектом	1	1
477	он ни был	2	1
478	в лучшем случае	2	1
479	ощущение чужого слова	1	1
480	в первой части	1	1
481	подобно тому как	3	1
482	в конкретном случае	1	1
483	и что с	1	1
484	и у самого	1	1
485	системы языка в	1	1
486	большинстве же случаев	1	1
487	не разрушая и	1	1
488	так же не	1	1
489	мы упоминали выше	1	1
490	как мы видим	1	1
491	таким образом как	1	1
492	все устойчивые объективные	1	1
493	уже говорили что	1	1
494	отношению к себе	2	1
495	к прошлому и	1	1
496	как бы ни	1	1
497	ведь если бы	1	1
498	ориентации по отношению	1	1
499	привлекать к себе	1	1
500	нем новые стороны	1	1
501	благоприятная почва для	1	1
502	чужого голоса и	1	1
503	не значит конечно	2	1
504	слова как бы	1	1
505	но тем не	1	1
506	иначе и быть	1	1
507	они ни были	1	1
508	с самим собой	1	1
509	своей индивидуальности и	1	1
510	речи и соответственно	1	1
511	и что в	1	1
512	должен быть сделан	1	1
513	в обычном смысле	1	1
514	у него нет	1	1
515	тем или иным	1	1
516	в процессе постепенного	1	1
517	в пределах настоящей	1	1
518	выходит за пределы	1	1
519	иначе обстоит дело	1	1
520	чтобы убедиться в	1	1
521	и лишь в	1	1
522	чужое слово не	2	1
523	тем что он	1	1
524	всего того что	1	1
525	она может быть	1	1
526	и в сущности	2	1
527	по преимуществу в	1	1
528	а вовсе не	2	1
529	как во всяком	1	1
530	на слово и	1	1
531	притом не только	1	1
532	мы увидим в	1	1
533	он сам и	1	1
534	и в нем	2	1
535	не давая ему	1	1
536	мы уже говорили	3	1
537	не должна быть	1	1
538	в той же	3	1
539	прямо сказать что	1	1
