N	3gram	Losev_Prob	Komedia
1	в том что	13	29
2	к тому же	5	21
3	в то же	2	16
4	то же время	1	16
5	до сих пор	3	16
6	в самом деле	1	13
7	о том что	14	13
8	и т п	1	11
9	для того чтобы	3	11
10	в то время	4	11
11	в свою очередь	2	10
12	едва ли не	1	10
13	по отношению к	2	9
14	вместе с тем	5	9
15	с одной стороны	5	9
16	то время как	4	9
17	в iv в	1	8
18	с другой стороны	7	8
19	так или иначе	3	7
20	бы то ни	4	7
21	в конце концов	7	7
22	дошедших до нас	1	7
23	то ни было	2	7
24	в н э	12	7
25	с самого начала	3	7
26	в первую очередь	1	7
27	во всяком случае	6	7
28	говоря уже о	2	6
29	в том числе	2	6
30	в связи с	11	6
31	с точки зрения	13	6
32	не говоря уже	2	6
33	после того как	3	6
34	о том как	1	5
35	то же самое	2	5
36	и т д	1	5
37	за то что	2	5
38	в этом отношении	4	5
39	у того же	2	5
40	тем не менее	8	5
41	том что он	3	5
42	в одном из	1	4
43	что у него	1	4
44	чуть ли не	1	4
45	в силу этого	1	4
46	именно потому что	1	4
47	в этой области	1	4
48	к тому что	1	4
49	но все же	2	4
50	само собой разумеется	2	4
51	в это время	3	4
52	при всем том	1	4
53	можно было бы	2	4
54	до н э	5	4
55	трагедии и в	1	3
56	несмотря на всю	1	3
57	в том же	1	3
58	более или менее	1	3
59	в чем не	2	3
60	хотя и не	3	3
61	о том чтобы	1	3
62	чтобы избавиться от	1	3
63	а то и	1	3
64	равно как и	2	3
65	в какой мере	3	3
66	на то что	2	3
67	но и в	2	3
68	в этом же	1	3
69	может быть даже	1	3
70	середине iv в	1	3
71	нет и речи	1	3
72	состоит в том	1	3
73	здесь нет и	1	3
74	в новое время	3	3
75	то обстоятельство что	1	3
76	iii в н	2	3
77	том числе и	1	3
78	ни в чем	2	3
79	мере в какой	1	2
80	а может быть	2	2
81	как будто бы	3	2
82	небом и землей	1	2
83	в большинстве случаев	1	2
84	в каждом из	1	2
85	между небом и	1	2
86	в этом смысле	4	2
87	у меня в	2	2
88	у нас в	1	2
89	того же автора	2	2
90	с этой точки	2	2
91	ни у кого	1	2
92	таким же образом	1	2
93	так и в	1	2
94	v в н	5	2
95	точно так же	4	2
96	и таким образом	1	2
97	том что в	1	2
98	не было и	1	2
99	в нем не	1	2
100	каждой из них	1	2
101	в самой общей	1	2
102	если не считать	1	2
103	с тех пор	1	2
104	у него не	1	2
105	и в том	1	2
106	в середине iv	1	2
107	но едва ли	1	2
108	самой общей форме	1	2
109	приходит к мысли	1	2
110	как это было	1	2
111	и в дальнейшем	1	2
112	этой точки зрения	2	2
113	только в том	2	2
114	в трагедии и	1	2
115	в до н	2	2
116	в одной из	1	2
117	ни малейшего намека	1	2
118	можно судить по	1	2
119	только потому что	1	2
120	не только в	5	2
121	малейшего намека на	1	2
122	как мы видели	1	2
123	ни в одном	1	2
124	и все же	1	2
125	по его мнению	1	2
126	под тем же	1	2
127	сильных мира сего	1	1
128	начала до конца	2	1
129	то по крайней	1	1
130	в и в	1	1
131	как и во	1	1
132	только что в	1	1
133	имеет ничего общего	2	1
134	что весь этот	1	1
135	вв до н	2	1
136	который в свою	1	1
137	и если в	1	1
138	миф о похищении	1	1
139	и для этого	1	1
140	с тем он	1	1
141	до нас в	2	1
142	каждом из нас	1	1
143	никак не может	2	1
144	том что его	1	1
145	не может быть	2	1
146	надо считать не	1	1
147	одной из этих	1	1
