N	4gram	Tiupa_Hudo	Analitik
1	в то же время	7	14
2	состоит в том что	4	7
3	не что иное как	1	6
4	одного и того же	3	6
5	присутствия я в мире	5	5
6	в той или иной	2	5
7	мы имеем дело с	1	5
8	есть не что иное	1	5
9	в том что он	2	4
10	в том или ином	1	4
11	что в имени тебе	2	3
12	субъекта объекта и адресата	1	3
13	пушкина что в имени	2	3
14	мы имеем дело не	1	3
15	слогов между двумя паузами	1	3
16	собственно говоря и состоит	1	3
17	бы то ни было	2	3
18	той мере в какой	1	2
19	с этой точки зрения	2	2
20	совокупность факторов художественного впечатления	2	2
21	своего присутствия в мире	1	2
22	ни в коем случае	2	2
23	том под каким диалогическим	1	2
24	каким диалогическим углом они	1	2
25	вокруг я героя как	1	2
26	имеет в своем составе	1	2
27	в той мере в	1	2
28	они сопоставлены или противопоставлены	1	2
29	в поле зрения читателя	1	2
30	в том под каким	1	2
31	своей роли в миропорядке	1	2
32	не в самом наличии	1	2
33	внутреннего я во внешнем	1	2
34	определенных языковых стилей социальных	1	2
35	а в том под	1	2
36	как уже говорилось выше	1	2
37	я героя как ценностного	1	2
38	субъектной организации художественного произведения	1	2
39	а в то же	1	2
40	мира вокруг я героя	1	2
41	дело не в самом	1	2
42	в самом наличии определенных	1	2
43	роли в миропорядке судьбы	2	2
44	стилей социальных диалектов а	1	2
45	лишь в самом начале	1	2
46	самом наличии определенных языковых	1	2
47	в войне и мире	2	2
48	карнавал переживаемый в одиночку	1	2
49	слове о полку игореве	2	2
50	в рамках одного текста	1	2
51	ценностного центра этого мира	1	2
52	субъектная организация литературного произведения	1	2
53	углом они сопоставлены или	1	2
54	той или иной эстетической	1	2
55	какой бы то ни	1	2
56	в имени тебе моем?	1	2
57	случае мы имеем дело	1	2
58	заключается в том что	1	2
59	не следует смешивать с	3	2
60	в слове о полку	2	2
61	языковых стилей социальных диалектов	1	2
62	но в таком случае	1	2
63	в коем случае не	2	2
64	стихотворении пушкина что в	2	2
65	или противопоставлены в произведении	1	2
66	одно и то же	3	2
67	как ценностного центра этого	1	2
68	социальных диалектов а в	1	2
69	как совокупность факторов художественного	2	2
70	относительно своей роли в	1	2
71	героя как ценностного центра	1	2
72	говорит и как говорит	1	2
73	под каким диалогическим углом	1	2
74	сопоставлены или противопоставлены в	1	2
75	в одной из своих	1	2
76	но в то же	1	2
77	диалектов а в том	1	2
78	средней длине ритмического ряда	1	2
79	то же время они	1	2
