N	3gram	Tiupa_Anal	Psycholo
1	в том что	13	78
2	для того чтобы	3	70
3	на то что	2	55
4	в самом деле	3	51
5	и т п	3	37
6	заключается в том	1	36
7	о том что	8	34
8	то же самое	3	31
9	с точки зрения	6	29
10	с одной стороны	6	28
11	так же точно	1	24
12	в сущности говоря	1	24
13	не может быть	17	23
14	до сих пор	1	23
15	и в самом	3	22
16	к тому что	2	20
17	с другой стороны	2	20
18	в том чтобы	7	20
19	не только не	2	16
20	в зависимости от	1	15
21	во всяком случае	1	14
22	в этом отношении	5	14
23	можно было бы	1	13
24	и в этом	4	13
25	сам по себе	1	12
26	этой точки зрения	2	12
27	и той же	1	12
28	одной и той	1	12
29	в конечном счете	5	11
30	в художественном произведении	1	11
31	подобно тому как	5	11
32	с этой точки	2	10
33	вместе с тем	1	10
34	только в том	1	10
35	и то что	1	10
36	не в том	3	10
37	сами по себе	3	10
38	том что он	2	10
39	никак не может	1	9
40	в отличие от	8	9
41	в том случае	1	9
42	в данном случае	3	9
43	в том и	2	9
44	не в состоянии	1	9
45	и как бы	1	8
46	и то же	2	8
47	друг с другом	2	8
48	смысле этого слова	1	8
49	речь идет о	1	8
50	и таким образом	1	8
51	то что она	1	8
52	состоит в том	6	7
53	на этот вопрос	1	7
54	том случае если	1	7
55	в этом смысле	3	7
56	а с другой	1	7
57	в свою очередь	1	7
58	можно сказать что	1	7
59	же точно и	1	7
60	одно и то	2	7
61	как и в	2	7
62	том и заключается	1	6
63	сама по себе	1	6
64	и та же	1	6
65	не что иное	5	6
66	до тех пор	1	6
67	тех пор пока	1	6
68	и тот же	2	6
69	тем не менее	3	6
70	более или менее	2	6
71	того или иного	3	6
72	то что мы	1	6
73	не только в	3	6
74	что иное как	6	6
75	о том как	1	5
76	в собственном смысле	1	5
77	в таком случае	5	5
78	сказать что в	1	5
79	те же самые	1	5
80	и вместе с	1	5
81	как если бы	1	5
82	один и тот	1	5
83	и в частности	1	5
84	в том виде	1	5
85	и во всех	1	5
86	в том смысле	1	5
87	как будто бы	1	4
88	в применении к	1	4
89	том что искусство	1	4
90	а между тем	1	4
91	и того же	2	4
92	а в том	1	4
93	к тому же	6	4
94	имеет дело с	1	4
95	из того что	3	4
96	собственном смысле слова	1	4
97	и тем же	1	4
98	до такой степени	1	4
99	того и другого	2	4
100	и заключается что	1	4
101	то или иное	1	4
102	одного и того	2	4
103	в произведении искусства	3	4
104	только тогда когда	1	4
105	и не может	4	4
106	внимание на то	1	4
107	то есть в	2	4
108	же самое что	1	4
109	одним и тем	1	4
110	несет в себе	1	4
111	одна и та	1	4
112	и в сущности	1	4
113	в основе своей	2	4
114	одни и те	2	3
115	и не будет	1	3
116	в отношении к	1	3
117	по аналогии с	1	3
118	но если бы	1	3
119	а не только	2	3
120	произведение искусства есть	1	3
121	по отношению к	9	3
122	он не только	1	3
123	это не так	1	3
124	как и на	2	3
125	та и другая	1	3
126	не могут быть	2	3
127	между тем в	1	3
128	а вовсе не	1	3
129	том смысле что	1	3
130	несмотря на то	1	3
131	в том или	3	3
132	мысль о том	1	3
133	при этом как	1	3
134	бы то ни	3	3
135	то же время	7	3
136	смысл и значение	1	3
137	и те же	2	3
138	том или ином	4	3
139	едва ли не	1	3
140	есть в сущности	2	3
141	в то же	9	3
142	то и другое	1	3
143	он может быть	1	3
144	я не могу	1	3
145	в мире в	1	3
146	ответ на этот	1	3
147	оно может быть	1	3
148	во всех этих	1	3
149	в этом случае	4	3
150	приводит к тому	1	3
151	то что все	1	3
152	мере в какой	2	2
153	на всем протяжении	1	2
154	такой же мере	1	2
155	ответом на вопрос	1	2
156	дело не в	2	2
157	а то что	1	2
158	с ним в	1	2
159	не совпадает с	1	2
160	вместе с ними	1	2
161	к игре и	1	2
162	так или иначе	1	2
163	том и состоит	1	2
164	того что в	2	2
165	между тем как	2	2
166	может быть сведена	1	2
167	в полной мере	3	2
168	тому или иному	2	2
169	и тем самым	2	2
170	все же не	1	2
171	в тех случаях	1	2
172	мы имеем дело	7	2
173	в связи с	2	2
174	в ответ на	2	2
175	той или иной	8	2
176	вместе с ним	2	2
177	что в конце	1	2
178	но и в	3	2
179	по крайней мере	4	2
180	как один из	1	2
181	или во всяком	1	2
182	здесь мы имеем	1	2
183	и тем что	1	2
184	самом деле в	1	2
185	мы узнаем о	1	2
186	по поводу того	1	2
187	мы имеем в	1	2
188	не в самом	1	2
189	человек и в	1	2
190	выходит за пределы	1	2
191	как мы увидим	1	2
192	и все же	2	2
193	при этом она	1	2
194	что все люди	1	2
195	таким образом с	1	2
196	как говорит сам	1	2
197	а не к	1	2
198	в той же	1	2
199	смерти то есть	1	2
200	но и на	1	2
201	не остается ничего	2	2
202	дело с двумя	2	2
203	для того и	1	2
204	не так как	1	2
205	тот же самый	1	2
206	такой степени что	1	2
207	и если бы	1	2
208	в первом случае	2	2
209	в такой же	1	2
210	тех или иных	3	2
211	есть не что	4	2
212	то ни было	3	2
213	в качестве своего	2	2
214	при взгляде на	2	2
215	той точки зрения	1	2
216	а не ее	1	2
217	равно как и	1	2
218	эти два плана	1	2
219	быть сведена к	1	2
220	него могут быть	1	2
221	жизни но и	1	2
222	в литературном произведении	2	2
223	дело с фактами	1	2
224	мы встречаемся с	1	2
225	именно в этом	2	2
226	самое что и	1	2
227	имеем в виду	1	2
228	только для того	1	2
229	все эти три	1	2
230	и при этом	1	2
231	но никто не	1	2
232	может быть признано	2	2
233	имеем дело с	4	2
234	но то что	1	1
235	мы постараемся сейчас	1	1
236	сознательное и разумное	1	1
237	а отнюдь не	1	1
238	только частный случай	1	1
239	сущности сводится к	1	1
240	он не должен	1	1
241	в той мере	2	1
242	непременно должен быть	1	1
243	и тогда когда	2	1
244	только с одним	1	1
245	у разных авторов	1	1
246	сказанного выше следует	1	1
247	все той же	2	1
248	искусства в том	2	1
249	теории литературы и	1	1
250	в коем случае	2	1
251	но в таком	1	1
252	крайней мере в	1	1
253	иначе говоря мы	1	1
254	не говоря о	1	1
255	по отношению ко	1	1
256	а не его	1	1
257	свидетельствует о том	1	1
258	в достаточной мере	1	1
259	в частности в	2	1
260	в своем составе	1	1
261	и процессы пользования	1	1
262	как бы не	2	1
263	литературное произведение есть	1	1
264	иному произведению следует	1	1
265	вновь и вновь	1	1
266	диалог в котором	1	1
267	привносит от себя	1	1
268	в особенности же	1	1
269	означает что в	2	1
270	произведению следует рассматривать	1	1
271	том числе и	1	1
272	который не может	1	1
273	первой части романа	1	1
274	создания и процессы	1	1
275	художник или читатель	1	1
276	точки зрения в	1	1
277	а затем и	1	1
278	той мере в	2	1
279	виде в каком	1	1
280	но и как	1	1
281	не только на	1	1
282	может быть как	1	1
283	не имеет никаких	1	1
284	в один голос	2	1
285	то есть введение	1	1
286	и т.п и	1	1
287	сколько бы ни	1	1
288	бы и в	1	1
289	на этот раз	1	1
290	процессы его создания	1	1
291	что даже в	1	1
292	во времени и	4	1
293	одного из тех	1	1
294	но это отнюдь	1	1
295	романа в целом	4	1
296	автора и читателя	3	1
297	всего романа в	1	1
298	при таком взгляде	1	1
299	заключается что и	1	1
300	в области литературы	1	1
301	он при этом	1	1
302	первую из этих	1	1
303	входят в состав	1	1
304	есть не более	1	1
305	вслед за ним	1	1
306	в несколько ином	1	1
307	никогда не бывает	1	1
308	которая сама по	1	1
309	не можем мы	1	1
310	то есть на	1	1
311	пользования им оказываются	1	1
312	дело не с	2	1
313	творчества и восприятия	1	1
314	однако не следует	1	1
315	в данный момент	2	1
316	как это было	1	1
317	а затем уже	1	1
318	и процессы его	1	1
319	как уже было	1	1
