N	2gram	Vygotskiy_	EvropaiC
1	таким образом	21	34
2	в том	46	31
3	и в	65	24
4	том что	28	20
5	все эти	7	19
6	то что	61	18
7	не может	17	18
8	может быть	33	17
9	до сих	7	15
10	все же	10	15
11	сих пор	6	15
12	точки зрения	19	14
13	в этом	37	13
14	все это	12	13
15	самом деле	33	12
16	с этим	11	12
17	между тем	10	12
18	в своем	8	12
19	но и	6	11
20	все что	2	10
21	мы знаем	3	10
22	не только	16	10
23	так и	3	10
24	как и	12	10
25	во всех	4	10
26	из себя	3	10
27	как бы	29	10
28	что в	36	9
29	при этом	10	9
30	в результате	3	9
31	не в	12	9
32	и все	14	9
33	и не	20	9
34	с другом	2	9
35	потому что	26	9
36	и что	29	9
37	на то	25	9
38	друг с	2	9
39	того же	4	9
40	в самом	41	8
41	с точки	11	8
42	более или	1	8
43	ясно что	11	8
44	или менее	1	8
45	к тому	18	8
46	мы говорили	3	8
47	для того	18	8
48	если бы	22	8
49	того чтобы	21	8
50	а между	1	8
51	так же	12	8
52	знаем что	4	8
53	идет речь	1	8
54	из этих	6	8
55	так как	13	7
56	что при	5	7
57	того что	9	7
58	что и	7	7
59	на самом	3	7
60	что он	23	7
61	не менее	1	7
62	о которых	10	7
63	о котором	5	7
64	из этого	10	7
65	о том	17	7
66	вместе с	10	7
67	из элементов	1	7
68	в этой	20	7
69	в силу	2	7
70	по существу	4	7
71	для этого	9	7
72	мы можем	12	6
73	и на	7	6
74	несмотря на	7	6
75	с ним	6	6
76	при чем	2	6
77	что с	4	6
78	только в	9	6
79	тому же	2	6
80	в мире	3	6
81	отличается от	2	6
82	говорили выше	1	6
83	еще не	3	6
84	все они	3	6
85	и если	13	6
86	должна быть	5	6
87	так что	10	6
88	и при	1	6
89	что касается	2	6
90	как на	9	6
91	в общем	4	6
92	с другой	8	6
93	в то	5	6
94	у них	2	6
95	и для	4	6
96	и к	5	5
97	как к	6	5
98	ничем не	3	5
99	должно быть	1	5
100	в состоянии	1	5
101	в его	11	5
102	из всех	3	5
103	что это	19	5
104	пор не	1	5
105	другой стороны	5	5
106	у него	6	5
107	его в	5	5
108	так или	1	5
109	в которой	8	5
110	но все	2	5
111	и с	4	5
112	или иначе	2	5
113	именно в	3	5
114	и без	2	5
115	по своему	6	5
116	на все	2	5
117	представляет из	2	5
118	случае если	4	5
119	по сравнению	1	5
120	сравнению с	1	5
121	быть и	1	5
122	не будет	2	5
123	между двумя	3	5
124	и их	2	5
125	оказывается что	2	5
126	далеко не	3	5
127	его собственной	1	5
128	бороться с	1	5
129	в себе	9	5
130	и от	1	5
131	что все	10	5
132	столь же	5	5
133	как будто	13	5
134	к этому	5	5
135	в пользу	1	5
136	в целом	8	5
137	из них	10	5
138	но в	5	5
139	иначе говоря	10	4
140	не так	4	4
141	и то	10	4
142	то они	1	4
143	ее и	1	4
144	та же	6	4
145	на вопрос	1	4
146	самого себя	1	4
147	которых мы	6	4
148	из того	1	4
149	этом случае	1	4
150	хотя и	1	4
151	совершенно не	8	4
152	из которых	6	4
153	чем больше	1	4
154	это есть	3	4
155	в европейской	2	4
156	все прочие	2	4
157	в их	3	4
158	в виде	5	4
159	связи с	2	4
160	что его	3	4
161	одним из	2	4
162	в конце	5	4
163	в таком	6	4
164	с тем	14	4
165	не есть	1	4
166	не могут	2	4
167	между собой	2	4
168	и у	1	4
169	что та	2	4
170	и сейчас	2	4
171	том случае	4	4
172	а с	4	4
173	что мы	6	4
174	всякой другой	1	4
175	мы уже	12	4
176	в течение	5	4
177	ни один	1	4
178	хотя бы	3	4
179	в дальнейшем	1	4
180	в такой	5	4
181	мы должны	3	4
182	для меня	1	4
183	что эта	8	4
184	факт что	3	4
185	целый ряд	6	4
186	тот факт	3	4
187	признать что	2	4
188	прямой линии	3	4
189	отношение к	2	4
190	что для	6	4
191	что как	4	4
192	сходства с	1	4
193	он не	11	4
194	если мы	19	4
195	всех этих	2	4
196	в одну	2	4
197	то же	17	4
198	никогда не	9	4
199	ближе к	1	3
200	во всем	2	3
201	бы то	1	3
202	от него	2	3
203	что оно	5	3
204	данном случае	5	3
205	только что	10	3
206	и по	2	3
207	которые не	2	3
208	в начале	1	3
209	с одной	7	3
210	тогда когда	2	3
211	за ними	1	3
212	еще больше	1	3
213	даже в	2	3
214	с более	1	3
215	как у	2	3
216	для нас	14	3
217	на нас	5	3
218	прежде всего	2	3
219	у нас	4	3
220	одно из	4	3
221	целом ряде	1	3
222	в этих	3	3
223	от тех	1	3
224	что по	3	3
225	в нем	8	3
226	заключается в	13	3
227	очевидно что	4	3
228	очень много	1	3
229	в жизни	6	3
230	можно назвать	2	3
231	в связи	1	3
232	по одному	2	3
233	же как	3	3
234	но по	2	3
235	то из	1	3
236	в истории	3	3
237	может не	1	3
238	и это	13	3
239	в сторону	2	3
240	ничего общего	3	3
241	что их	1	3
242	и вообще	1	3
243	гораздо больше	1	3
244	тем более	2	3
245	жизнь и	2	3
246	только одно	3	3
247	и того	1	3
248	и потому	1	3
249	на этой	1	3
250	в данном	5	3
251	и других	5	3
252	отличие от	1	3
253	в ней	23	3
254	сказали что	1	3
255	и может	5	3
256	что если	6	3
