N	2gram	Propp_Isto	KulturaY
1	и т	33	143
2	т е	36	102
3	и в	43	84
4	в том	13	74
5	потому что	8	68
6	не только	28	60
7	точки зрения	3	59
8	в этом	25	57
9	было бы	5	53
10	и не	16	52
11	может быть	22	47
12	что в	29	44
13	том что	12	44
14	т д	30	42
15	в самом	1	41
16	у нас	7	38
17	хотя бы	3	37
18	самом деле	1	37
19	так как	13	36
20	с точки	1	36
21	в области	1	34
22	таким образом	15	33
23	а не	13	33
24	если бы	7	32
25	можно было	3	32
26	не в	9	30
27	и пр	19	30
28	в его	7	30
29	прежде всего	3	30
30	все же	13	29
31	не менее	6	28
32	того что	8	28
33	все эти	8	28
34	уже не	11	26
35	в языке	1	26
36	в силу	2	26
37	то что	20	25
38	вовсе не	3	25
39	не может	8	25
40	вопрос о	4	24
41	с другой	10	24
42	еще не	15	24
43	то же	11	23
44	с помощью	1	23
45	только в	8	23
46	так и	6	23
47	тем не	6	21
48	по себе	3	20
49	во всяком	2	20
50	и что	6	20
51	но и	24	20
52	тем что	8	19
53	о том	4	19
54	обстоятельство что	1	19
55	что он	17	19
56	зависимости от	1	19
57	что же	2	19
58	всяком случае	2	19
59	но в	15	19
60	то обстоятельство	1	19
61	и с	10	18
62	с тем	3	18
63	к тому	9	18
64	в качестве	4	18
65	связи с	9	18
66	между тем	2	18
67	вместе с	12	18
68	как бы	5	18
69	все это	4	18
70	другой стороны	10	17
71	как это	5	17
72	что это	4	17
73	как раз	1	17
74	это не	10	17
75	в виду	2	16
76	в зависимости	1	16
77	что и	17	16
78	что не	3	16
79	тот же	2	16
80	ничего не	12	16
81	в русском	3	16
82	но не	10	16
83	при этом	4	15
84	именно в	1	15
85	в данном	7	15
86	как на	1	15
87	том чтобы	1	15
88	не было	2	15
89	и тем	2	15
90	один из	7	15
91	по отношению	2	15
92	целый ряд	3	15
93	того как	3	15
94	а в	13	15
95	в них	6	14
96	и на	7	14
97	сказать что	5	14
98	хотя и	4	14
99	что такое	1	14
100	в связи	5	14
101	я не	3	14
102	сих пор	7	14
103	в ней	3	14
104	до сих	7	14
105	как мы	11	14
106	мы имеем	24	14
107	также и	1	14
108	отношению к	2	14
109	что она	8	13
110	между прочим	4	13
111	в этой	7	13
112	там где	8	13
113	не случайно	2	13
114	в которых	7	13
115	той же	3	13
116	для нас	6	13
117	это и	4	13
118	по существу	3	13
119	в пределах	5	13
120	и его	10	13
121	с этой	3	12
122	говорить о	1	12
123	ясно что	2	12
124	этот вопрос	3	12
125	могут быть	9	12
126	как в	6	12
127	этого слова	3	12
128	однако не	2	12
129	для этого	1	12
130	те же	2	11
131	должен быть	1	11
132	в своем	2	11
133	на себе	1	11
134	речи и	1	11
135	он не	11	11
136	в нем	11	11
137	и здесь	8	11
138	должна быть	2	11
139	и то	4	11
140	совершенно не	2	11
141	из этих	5	11
142	и если	3	11
143	уже в	1	11
144	слова в	1	11
145	в таких	3	11
146	в особенности	3	10
147	как и	9	10
148	так же	16	10
149	конечно не	3	10
150	к этому	10	10
151	несмотря на	1	10
152	бы в	1	10
153	ту же	2	10
154	не просто	4	10
155	в то	2	10
156	вряд ли	1	10
157	после того	5	10
158	со стороны	3	10
159	в каком	1	10
160	с этим	13	10
161	они не	4	10
162	на фоне	1	10
163	тем более	1	10
164	тех же	2	10
165	в нашей	1	10
166	от того	3	10
167	в своей	4	9
168	можно сказать	3	9
169	xix века	1	9
170	в которой	1	9
171	но для	2	9
172	здесь не	6	9
173	и есть	3	9
174	ни в	2	9
175	не имеет	3	9
176	что мы	5	9
177	подобного рода	1	9
178	но это	5	9
179	и для	3	9
180	дает нам	3	9
181	и вот	3	9
182	то мы	3	9
183	а также	5	9
184	но уже	1	9
185	на то	4	9
186	в целом	4	9
187	своего рода	1	8
188	в этих	18	8
189	но все	5	8
190	в первую	1	8
191	что они	14	8
192	с одной	2	8
193	тому же	4	8
194	в таком	1	8
195	тому что	1	8
196	не есть	3	8
197	в чем	4	8
198	в своих	1	8
199	в тех	3	8
200	отнюдь не	1	8
201	мы видели	18	8
202	убедиться что	1	8
203	был бы	1	8
204	е как	1	8
205	заключается в	1	8
206	да и	2	8
207	то и	7	8
208	тех пор	1	8
209	только тогда	2	8
210	что я	2	8
211	состоит в	4	8
212	с его	1	8
213	этом случае	8	8
214	независимо от	3	8
215	на самом	2	8
216	и как	6	8
217	об этом	8	8
218	в частности	6	8
219	далеко не	3	8
220	и о	2	8
221	же в	6	8
222	что на	6	8
223	же и	1	7
224	стоит в	2	7
225	например в	3	7
226	а именно	8	7
227	казалось бы	2	7
228	в котором	5	7
229	в одном	9	7
230	свою очередь	1	7
231	была бы	1	7
232	указать на	4	7
233	на том	3	7
234	к вопросу	1	7
235	столь же	1	7
236	одной стороны	2	7
237	и должно	1	7
238	с ним	1	7
239	никак не	1	7
240	сводится к	1	7
241	как о	1	7
242	с ними	5	7
243	и более	3	7
244	когда мы	1	7
245	в свою	5	7
246	на этот	1	7
247	все равно	3	7
248	смысле этого	3	7
249	нисколько не	1	7
250	не все	7	7
251	и потому	2	7
252	она не	4	7
253	здесь можно	10	7
254	не знает	2	7
255	когда он	2	7
256	только как	1	7
257	как он	1	7
258	не следует	2	7
259	были бы	1	6
260	только что	3	6
261	даже в	4	6
262	в числе	2	6
263	в корне	1	6
264	в соответствии	1	6
265	только для	1	6
266	отличается от	1	6
267	на этой	2	6
268	случаи когда	7	6
269	не всегда	7	6
270	о них	1	6
271	можно ли	3	6
272	языка не	1	6
273	что как	2	6
274	что именно	1	6
275	именно с	1	6
276	по поводу	1	6
277	мы знаем	11	6
278	в ее	1	6
279	не столько	1	6
280	указывает что	3	6
281	от этого	1	6
282	на этом	5	6
283	должны быть	1	6
284	однако что	4	6
285	или иное	1	6
286	главным образом	3	6
287	его к	5	6
288	е в	2	6
289	не на	2	6
290	если не	2	6
291	этой точки	1	6
292	перед нами	4	6
293	а если	3	6
294	роль в	2	6
295	на основе	1	6
296	соответствии с	1	6
297	в себе	2	6
298	данном случае	6	6
299	мы не	3	6
300	или в	14	6
301	этого не	1	6
302	то это	5	6
303	как будто	2	6
304	это конечно	1	6
305	дело не	3	6
306	не с	2	6
307	говоря о	1	6
308	только то	1	6
309	это только	2	6
310	приводит к	1	6
311	как к	2	6
312	которые в	1	6
313	на себя	5	6
314	же это	1	6
315	и к	4	5
316	очень много	3	5
317	еще более	3	5
318	не как	1	5
319	нас в	1	5
320	то не	2	5
321	и даже	4	5
322	на которых	2	5
323	уже выше	4	5
324	нельзя было	2	5
325	в другом	11	5
326	связь между	2	5
327	превращается в	10	5
328	могло бы	2	5
329	нам право	2	5
330	кроме того	1	5
331	не то	2	5
332	никогда не	9	5
333	и он	2	5
334	к себе	3	5
335	обратить внимание	1	5
336	ставит себе	1	5
337	чем в	1	5
338	как же	1	5
339	и у	6	5
340	у него	4	5
341	но как	2	5
342	и является	1	5
343	все те	2	5
344	в форме	1	5
345	в современной	2	5
346	так что	8	5
347	всех этих	3	5
348	также что	2	5
349	и при	2	5
350	в область	1	5
351	из того	2	5
352	к его	1	5
353	то он	1	5
354	относится к	3	5
355	но если	2	5
356	на вопрос	1	5
357	не будем	6	5
358	о нем	2	5
359	и от	3	5
360	мы находим	1	5
361	а на	5	5
362	но с	1	5
363	материал для	1	5
364	более что	1	5
365	кто в	1	5
366	так в	8	5
367	по своему	1	5
368	это так	1	5
369	только не	2	5
370	и их	4	5
371	мы должны	9	5
372	как не	2	5
373	или иначе	1	5
374	отношение к	4	5
375	в каких	1	5
376	и только	6	5
377	есть не	2	5
378	е с	1	4
379	за время	2	4
380	мы и	1	4
381	случае мы	4	4
382	о чем	1	4
383	одно из	2	4
384	как они	1	4
385	при том	1	4
386	представление о	3	4
387	интересно что	3	4
388	так например	3	4
389	как только	2	4
390	связано с	4	4
391	и где	1	4
392	к этой	2	4
393	такие случаи	1	4
394	мы увидим	6	4
395	вот почему	3	4
396	увидим что	2	4
397	точно так	8	4
398	в различных	1	4
399	уже и	1	4
400	до того	1	4
401	с большим	5	4
402	именно так	3	4
403	быть в	1	4
404	к которому	6	4
405	как я	1	4
406	не мог	2	4
407	и иной	1	4
408	и становится	2	4
409	из них	7	4
410	в доказательство	1	4
411	к нему	12	4
412	не говорят	2	4
413	но еще	1	4
414	как можно	1	4
415	его в	7	4
416	то она	2	4
417	совершенно ясно	2	4
418	но он	8	4
419	не говорит	2	4
420	будто бы	1	4
421	что за	3	4
422	между ними	1	4
423	же как	8	4
424	себе и	2	4
425	и это	5	4
