N	3gram	Trubetskoy	Psycholo
1	в том что	7	78
2	для того чтобы	6	70
3	на то что	4	55
4	в самом деле	1	51
5	заключается в том	1	36
6	о том что	2	34
7	совершенно ясно что	1	33
8	то же самое	1	31
9	с точки зрения	9	29
10	не может быть	4	23
11	до сих пор	5	23
12	к тому что	2	20
13	в том чтобы	1	20
14	на самом деле	6	17
15	с самого начала	1	16
16	так же как	1	14
17	во всяком случае	6	14
18	в этом отношении	1	14
19	заключает в себе	1	13
20	можно было бы	3	13
21	и в этом	1	13
22	указывает на то	1	12
23	в конце концов	3	12
24	тот факт что	2	11
25	к тому чтобы	4	10
26	вместе с тем	3	10
27	только в том	2	10
28	и то что	3	10
29	и что в	1	9
30	в том случае	4	9
31	точно так же	2	9
32	в данном случае	3	9
33	что он не	2	9
34	в том и	2	9
35	и как бы	1	8
36	друг с другом	14	8
37	смысле этого слова	1	8
38	речь идет о	1	8
39	и таким образом	1	8
40	о которых мы	1	7
41	так как это	1	7
42	состоит в том	1	7
43	на этот вопрос	1	7
44	том случае если	3	7
45	совершенно очевидно что	1	7
46	только то что	1	7
47	в свою очередь	1	7
48	сама по себе	2	6
49	сводится к тому	1	6
50	тем не менее	1	6
51	более или менее	4	6
52	и в том	2	6
53	того или иного	2	6
54	в противоречие с	2	6
55	друг к другу	1	6
56	и вместе с	2	5
57	и в частности	1	5
58	в том виде	1	5
59	несмотря на все	1	5
60	в лучшем случае	3	5
61	потому что они	1	5
62	в применении к	1	4
63	в согласии с	1	4
64	а между тем	5	4
65	в настоящее время	2	4
66	и того же	1	4
67	а в том	1	4
68	к тому же	1	4
69	мы говорили выше	1	4
70	заключается не в	1	4
71	за то что	1	4
72	эта точка зрения	1	4
73	того и другого	1	4
74	что оно есть	1	4
75	вопрос о том	1	4
76	он не может	1	4
77	одного и того	1	4
78	и не может	3	4
79	от того что	1	4
80	это и есть	1	4
81	и в другом	2	3
82	то что оно	1	3
83	и не будет	2	3
84	друг от друга	2	3
85	которых мы говорили	1	3
86	по отношению к	1	3
87	ни одна из	2	3
88	дело в том	1	3
89	с совершенной ясностью	1	3
90	с тем чтобы	3	3
91	о котором мы	1	3
92	несмотря на то	1	3
93	что ни одна	1	3
94	что все это	1	3
95	на том же	1	3
96	бы то ни	4	3
97	потому что и	1	3
98	то же время	10	3
99	том виде как	1	3
100	говорить о том	1	3
101	в то же	10	3
102	то и другое	1	3
103	речь идет не	1	3
104	с другом и	2	3
105	бы показать что	1	3
106	во всех этих	1	3
107	в этом случае	3	3
108	и то и	1	3
109	из которых каждая	1	3
110	на целый ряд	1	2
111	и если в	3	2
112	мы уже знаем	1	2
113	не могло бы	1	2
114	а следовательно и	2	2
115	с ним в	1	2
116	она не может	2	2
117	но при этом	1	2
118	в полной мере	1	2
119	и тем самым	2	2
120	во многих случаях	1	2
121	уже знаем что	1	2
122	что с точки	1	2
123	к вопросу о	3	2
124	в борьбе за	1	2
125	в связи с	1	2
126	той или иной	3	2
127	прежде всего на	1	2
128	и только в	1	2
129	по крайней мере	1	2
130	смотреть как на	1	2
131	в основе его	1	2
132	и в своем	1	2
133	и все же	1	2
134	должны были бы	1	2
135	чтобы понять что	2	2
136	именно в силу	1	2
137	в совершенно ином	1	2
138	то есть не	1	2
139	лишь тогда когда	1	2
