N	3gram	Tiupa_Hudo	Problemy
1	то же время	7	26
2	в то же	7	26
3	с точки зрения	3	25
4	по отношению к	10	18
5	в этом смысле	3	16
6	не может быть	4	14
7	с самим собою	1	14
8	но в то	1	11
9	в отношении к	2	10
10	в самом деле	2	9
11	с другой стороны	6	9
12	с самим собой	1	9
13	в том что	8	8
14	сама по себе	2	7
15	и в то	2	7
16	бы то ни	2	7
17	как бы в	1	7
18	в отличие от	7	6
19	не входит в	1	6
20	то ни было	2	6
21	к чужому слову	1	6
22	том что он	2	6
23	в романе достоевского	1	6
24	в той или	2	5
25	он ни был	1	5
26	в зависимости от	1	5
27	по ту сторону	1	5
28	к тому же	1	5
29	той или иной	5	5
30	по крайней мере	1	5
31	подобно тому как	3	5
32	себе еще не	1	4
33	тем не менее	3	4
34	именно потому что	1	4
35	по себе еще	1	4
36	более или менее	6	4
37	и прежде всего	2	4
38	человека с человеком	1	4
39	о том что	1	4
40	как и в	1	4
41	может быть и	2	4
42	все то что	1	3
43	можно сказать что	3	3
44	и то же	3	3
45	в настоящее время	1	3
46	все без исключения	1	3
47	в том и	2	3
48	никогда не бывает	1	3
49	и в самом	3	3
50	а в то	1	3
51	одно и то	3	3
52	в этом случае	1	3
53	в то время	1	3
54	что он не	1	2
55	уст в уста	1	2
56	и со всеми	1	2
57	и другого в	1	2
58	он не только	1	2
59	для него не	1	2
60	не была бы	1	2
61	или иной форме	1	2
62	для того чтобы	5	2
63	оно стремится к	1	2
64	как впрочем и	1	2
65	в свою очередь	2	2
66	друг от друга	1	2
67	ибо и в	1	2
68	как бы не	2	2
69	чего бы то	1	2
70	в том или	1	2
71	и по отношению	1	2
72	но не в	1	2
73	то же самое	1	2
74	к тому что	2	2
75	только то что	1	2
76	в слове о	2	2
77	в этих случаях	1	2
78	по своему смыслу	1	2
79	человека и его	1	2
80	входит в его	1	2
81	этой точки зрения	2	2
82	какой бы то	1	2
83	как один из	1	2
84	отношению к нему	1	2
85	в самом произведении	1	2
86	в значительной степени	2	2
87	таким образом и	1	2
88	по своей структуре	1	2
89	в лучшем случае	1	2
90	во всей его	2	2
91	они ни были	1	2
92	же время оно	1	2
93	и в том	1	2
94	и в слове	1	2
95	не в одном	1	2
96	и в сущности	1	2
97	из уст в	1	2
98	о мире и	1	2
99	в себе и	1	2
100	прежде всего в	1	2
101	так же как	1	1
102	может быть это	1	1
103	и в жизни	1	1
104	искусства и в	1	1
105	одной стороны и	1	1
106	и как бы	1	1
107	может быть назван	1	1
108	я и мир	1	1
109	в себе в	1	1
110	по себе а	1	1
111	на вопрос что	1	1
112	отношению к самому	1	1
113	до известной степени	2	1
114	больше и больше	1	1
115	этом смысле можно	1	1
116	в известной степени	1	1
117	в том числе	3	1
118	вопрос что такое	1	1
119	жизнь в которой	1	1
