N	2gram	Tiupa_Teor	VeschiIm
1	не есть	1	79
2	и не	17	57
3	не только	24	48
4	то что	6	48
5	не может	8	46
6	и в	24	45
7	и есть	1	40
8	может быть	22	39
9	а не	14	37
10	потому что	3	25
11	не просто	2	24
12	было бы	1	24
13	только в	9	23
14	по себе	2	23
15	что она	2	23
16	в себе	14	23
17	сказать что	4	22
18	и что	4	22
19	в имени	2	21
20	как бы	8	20
21	что такое	2	20
22	что это	1	19
23	с нею	1	19
24	но и	14	19
25	и ее	4	19
26	в этом	12	18
27	все же	1	18
28	так как	1	17
29	прежде всего	3	17
30	и это	2	17
31	и –	3	17
32	есть не	1	17
33	таким образом	3	16
34	вещи но	1	16
35	того что	5	16
36	как раз	3	16
37	от всего	1	15
38	как и	6	15
39	уже не	6	15
40	в том	20	15
41	– в	20	14
42	и то	3	14
43	не в	9	14
44	в самом	7	13
45	не будет	3	13
46	том что	11	13
47	и больше	2	13
48	и для	3	13
49	а и	5	13
50	это и	2	13
51	в себя	5	13
52	то ни	2	13
53	что в	10	12
54	бы то	2	12
55	то же	12	12
56	и даже	2	12
57	о том	2	12
58	еще не	6	12
59	не что	1	12
60	если мы	2	12
61	точки зрения	11	12
62	но если	1	12
63	что они	2	12
64	что иное	1	12
65	ни было	2	12
66	совершенно не	1	12
67	что и	2	12
68	и как	3	12
69	если она	1	12
70	иное как	1	12
71	имя как	1	11
72	и их	1	11
73	содержит в	1	11
74	не менее	6	11
75	себя в	7	11
76	д и	1	11
77	и пр	1	11
78	общение с	1	11
79	еще и	2	11
80	тем не	3	11
81	ни в	5	11
82	что не	1	11
83	вовсе не	3	11
84	– не	4	11
85	также и	1	11
86	в то	9	11
87	и только	1	11
88	вещи в	1	10
89	по крайней	1	10
90	в чем	2	10
91	крайней мере	1	10
92	с ее	4	10
93	я и	2	9
94	с ним	1	9
95	в результате	1	9
96	со стороны	6	9
97	то и	1	9
98	говорить о	4	9
99	в своем	7	9
100	должно быть	1	9
101	это не	4	9
102	у нас	2	9
103	бы в	1	9
104	она не	1	9
105	так что	1	9
106	но не	13	9
107	на то	1	9
108	и его	11	9
109	если бы	3	8
110	смысла и	1	8
111	с тем	1	8
112	что он	4	8
113	себя и	2	8
114	отличается от	2	8
115	– как	2	8
116	но в	12	8
117	мы имеем	7	8
118	для него	5	8
119	в ее	6	8
120	все это	2	8
121	с другими	6	8
122	в отношении	4	8
123	его в	4	8
124	указывает на	1	8
125	только и	2	8
126	и потому	3	8
127	не с	3	8
128	с другой	9	8
129	можно сказать	5	8
130	отнюдь не	3	8
131	с этой	3	7
132	в сущности	1	7
133	оно не	2	7
134	самом деле	2	7
135	все эти	3	7
136	тем что	1	7
137	в действительности	1	7
138	слова и	1	7
