N	2gram	Vygotskiy_	DiskursI
1	в качестве	3	72
2	а не	18	60
3	может быть	35	56
4	не только	25	49
5	и в	55	49
6	как и	25	47
7	тогда как	1	47
8	при этом	28	46
9	и не	24	44
10	в том	55	44
11	представляет собой	2	41
12	то есть	44	41
13	том что	30	40
14	в этом	21	38
15	в себе	6	37
16	состоит в	5	37
17	в частности	6	36
18	но и	12	35
19	своего рода	1	32
20	но не	5	31
21	отличие от	6	28
22	со стороны	5	28
23	но в	5	28
24	так и	6	28
25	в отличие	4	27
26	не может	30	27
27	как в	17	25
28	такого рода	1	24
29	отнюдь не	11	23
30	еще не	2	23
31	а также	1	20
32	в своей	6	19
33	все же	9	19
34	в нем	5	19
35	прежде всего	5	19
36	далеко не	7	18
37	в основе	13	18
38	то же	17	17
39	в данном	1	17
40	с другой	7	17
41	в мире	1	17
42	точки зрения	32	16
43	только в	18	16
44	о том	11	15
45	то что	47	15
46	роль в	4	15
47	в его	8	15
48	не менее	9	14
49	можно сказать	2	14
50	одной стороны	7	14
51	с одной	6	14
52	не в	19	14
53	не является	5	14
54	это не	1	14
55	как бы	11	13
56	для него	1	13
57	в целом	8	13
58	в своих	12	12
59	ведет к	1	12
60	в своем	3	12
61	того же	3	12
62	природе своей	1	12
63	и на	6	12
64	и все	8	12
65	данном случае	1	12
66	не было	5	11
67	столь же	6	11
68	что в	39	11
69	с его	3	11
70	и как	9	11
71	не столько	1	10
72	в лирике	1	10
73	а с	2	10
74	для себя	2	10
75	вследствие этого	2	10
76	а в	10	10
77	же время	2	10
78	также и	2	10
79	и т.д	1	10
80	в них	4	9
81	уже не	3	9
82	пока еще	1	9
83	между тем	6	9
84	в силу	4	9
85	в то	8	9
86	сводится к	3	9
87	еще в	1	9
88	тем самым	2	9
89	в этих	6	8
90	и даже	11	8
91	в соответствии	1	8
92	к тому	8	8
93	в котором	5	8
94	в противоположность	1	8
95	в творчестве	5	8
96	в одном	4	8
97	в басне	5	8
98	из них	4	8
99	хотя и	3	8
100	в себя	3	8
101	он не	8	8
102	если в	2	8
103	не на	2	8
104	не следует	1	8
105	жизни в	1	8
106	совпадает с	4	8
107	потому что	27	8
108	соответствии с	1	8
109	этом отношении	7	8
110	человека в	1	8
111	как уже	1	8
112	и о	4	8
113	о чем	2	7
114	другой стороны	7	7
115	быть определена	1	7
116	таким образом	38	7
117	иначе говоря	6	7
118	в русской	1	7
119	одной из	1	7
120	что и	27	7
121	тому же	4	7
122	его в	3	7
123	к этому	5	7
124	в этой	5	7
125	могут быть	15	7
126	в рассказе	1	7
127	например в	5	7
128	ни в	9	7
129	в процессе	7	7
130	приводит к	3	7
131	перед нами	1	7
132	той же	9	7
133	но это	3	7
134	и для	9	7
135	основе своей	2	7
136	в пределах	1	7
137	и ее	4	7
138	и его	14	7
139	не как	3	6
140	одно из	2	6
141	однако при	1	6
142	именно в	1	6
143	конечном счете	6	6
144	и того	1	6
145	одна из	5	6
146	крайней мере	1	6
147	никогда не	13	6
148	то в	2	6
149	в принципе	1	6
150	с точки	12	6
151	в ее	7	6
152	личного авторства	2	6
153	в конечном	6	6
154	во всех	4	6
155	однако в	2	6
156	в особенности	3	6
157	в сущности	15	6
158	и то	4	6
159	имеет место	2	6
160	что он	17	6
161	в которых	5	6
162	по крайней	1	6
163	что же	4	6
164	одновременно и	1	6
165	дело в	2	6
166	в эпоху	1	6
167	времени и	2	6
168	в одной	3	6
169	тому как	10	6
170	и может	3	6
171	отношение к	3	6
172	одного из	1	6
173	в той	2	5
174	зрения на	2	5
175	русской литературе	1	5
176	исходя из	4	5
177	может служить	3	5
178	строго говоря	1	5
179	в виду	6	5
180	из двух	1	5
181	мысль о	1	5
182	было в	1	5
183	своей природе	1	5
184	в другом	1	5
185	не всегда	2	5
186	не вполне	1	5
187	свою очередь	3	5
188	перед ним	1	5
189	к ним	4	5
190	сказать что	12	5
191	несмотря на	8	5
192	как раз	4	5
193	же касается	1	5
194	в сторону	1	5
195	на этом	3	5
196	но при	1	5
197	подход к	3	5
198	с ее	3	5
199	тем что	7	5
200	одного и	2	5
201	во втором	1	5
202	один из	6	5
203	подобно тому	7	5
204	себе не	4	5
205	за пределы	2	5
206	оно не	2	5
207	в свою	3	5
208	в значительной	1	5
209	принадлежит к	1	5
210	к той	1	5
211	ничего не	4	5
212	того что	15	5
213	в литературе	1	5
214	того как	5	5
215	о нем	2	5
216	здесь в	1	5
217	по словам	1	5
218	в ней	3	5
219	и состоит	2	5
220	мира и	1	5
221	в их	4	5
222	и потому	2	5
223	из этих	6	5
224	но она	1	5
225	стороны и	3	5
226	же самое	8	5
227	как будто	10	5
228	не к	2	5
229	существенную роль	1	4
230	в самом	18	4
231	и к	5	4
232	и составляет	3	4
233	человеческой жизни	1	4
234	по выражению	2	4
235	говорит о	4	4
236	в результате	4	4
237	и само	1	4
238	а напротив	1	4
239	в первом	1	4
240	самое можно	1	4
241	и до	2	4
242	см в	1	4
243	в жизни	5	4
244	его на	1	4
245	отличается от	4	4
246	во всяком	9	4
247	восходит к	1	4
248	следует отнести	1	4
249	только на	7	4
250	из виду	2	4
251	точка зрения	6	4
252	что они	7	4
253	привело к	1	4
254	по преимуществу	2	4
255	указать на	1	4
256	в произведении	7	4
257	тем не	6	4
258	аналогии с	2	4
259	к жизни	2	4
260	связи с	2	4
261	не о	1	4
262	будто бы	2	4
263	полной мере	1	4
264	что не	2	4
265	я не	1	4
266	не есть	4	4
267	одном из	2	4
268	по себе	21	4
269	и это	6	4
270	и тем	5	4
271	как это	8	4
272	должны быть	6	4
273	хотя в	1	4
274	это в	4	4
275	и есть	5	4
276	или иного	1	4
277	с ним	2	4
278	из того	2	4
279	не могут	6	4
280	между которыми	1	4
281	к другому	1	4
282	свое время	1	4
283	традиции в	1	4
284	для меня	1	4
285	на примере	5	4
286	в данной	1	4
287	и во	3	4
288	до конца	9	4
289	мире в	1	4
290	у них	2	4
291	в свое	1	4
292	зависит от	2	4
293	того и	3	4
294	мы имеем	7	4
295	в основании	1	4
296	есть в	7	4
297	и др	1	4
298	или в	2	4
299	с той	2	4
300	в какой	6	4
301	по своему	2	4
302	на его	3	4
303	а на	4	4
304	того или	2	4
305	а к	1	4
306	в полной	1	4
307	которая может	1	4
308	одну из	1	4
309	а по	1	4
310	своей основе	1	4
311	является в	1	3
312	дело с	10	3
313	к числу	3	3
314	выступают в	1	3
315	характер и	1	3
316	существенно для	1	3
317	не бывает	1	3
318	у пушкина	4	3
319	более или	3	3
320	но все	1	3
321	и сам	3	3
322	к другим	2	3
323	там же	2	3
324	их в	4	3
325	в лирическом	2	3
326	тенденция к	2	3
327	с этим	7	3
328	и предполагает	2	3
329	в действительности	4	3
330	вопрос о	3	3
331	как на	6	3
332	имеем дело	2	3
333	понятие о	2	3
334	для элегии	1	3
335	о ней	4	3
336	на почве	3	3
337	и столь	1	3
338	вплоть до	3	3
339	обнаруживается в	2	3
340	к которому	1	3
341	или не	2	3
342	в которой	6	3
343	к чему	2	3
344	по аналогии	1	3
345	в области	12	3
346	между собой	1	3
347	как у	1	3
348	русский язык	1	3
349	здесь как	1	3
350	о себе	1	3
351	но как	4	3
352	действия в	1	3
353	самому себе	2	3
354	и лирического	1	3
355	одно и	1	3
356	и что	28	3
357	в тех	2	3
358	для человека	1	3
359	но так	2	3
360	то ни	2	3
361	было бы	14	3
362	его как	1	3
363	о его	2	3
364	и от	4	3
365	и по	7	3
366	имеет дело	2	3
367	они и	2	3
368	целью и	1	3
369	и вследствие	1	3
370	принадлежат к	4	3
371	живет в	2	3
372	должна быть	3	3
373	литературного произведения	1	3
374	необходимая для	1	3
375	заключается в	15	3
376	в романе	1	3
377	как не	2	3
378	вместе с	10	3
379	не имеет	3	3
380	роли в	1	3
381	басни и	1	3
382	это и	3	3
383	и более	3	3
384	языка и	1	3
385	это понятие	1	3
386	который не	2	3
387	идет о	2	3
388	на том	2	3
389	автора и	1	3
390	слова и	1	3
391	теории в	1	3
392	в первых	1	3
393	на основании	7	3
394	заметить что	3	3
395	тем же	4	3
396	как мы	2	3
397	их с	2	3
398	может оказаться	1	3
399	всяком случае	7	3
400	жизни не	1	3
401	к содержанию	1	3
402	жизни но	1	3
403	ему в	1	3
404	они не	1	3
405	произведения как	3	3
406	различие между	5	3
407	и было	1	3
408	том числе	1	3
409	уже в	3	3
410	мы не	15	3
411	еще и	1	3
412	в полном	3	3
413	с их	1	3
414	место в	1	3
415	однако не	1	3
416	что ни	2	3
417	а о	1	3
418	виду что	1	3
419	и без	3	3
420	литературной традиции	3	3
421	за которым	1	3
422	и слушателей	1	3
423	все эти	7	3
424	ли не	2	3
425	в каждой	1	3
426	об этом	3	3
427	или менее	3	3
428	в сцене	1	3
429	особенно в	1	3
430	мере в	2	3
431	том случае	3	3
432	он говорит	4	3
433	она не	6	3
434	хотя бы	4	3
435	дело не	1	3
436	когда он	11	3
437	при всем	3	3
438	в большинстве	1	3
439	имеет свою	1	3
440	числе и	1	3
441	указывает на	6	3
442	слова в	5	3
443	жизни и	5	3
444	для этого	1	3
445	и наконец	2	3
446	что на	4	3
447	что было	1	2
448	во всем	5	2
449	мы можем	6	2
450	формы художественного	2	2
451	для всех	5	2
452	всего человека	1	2
453	все люди	1	2
454	с этой	8	2
455	именно о	1	2
456	еще более	2	2
457	эстетического объекта	2	2
458	о них	1	2
459	мысли и	2	2
460	действие и	1	2
461	можно определить	1	2
462	те же	9	2
463	которое может	2	2
464	нас в	2	2
465	не являются	1	2
466	из ее	1	2
467	этом основании	1	2
468	и с	5	2
469	жизнь в	1	2
470	происходит не	1	2
471	за ним	2	2
472	которое по	1	2
473	представление о	6	2
474	в собственном	4	2
475	только через	1	2
476	всегда в	1	2
477	лица в	1	2
478	тем или	2	2
479	рассказ не	1	2
480	речь идет	4	2
481	различные формы	1	2
482	так например	1	2
483	в центр	2	2
484	не могли	4	2
485	этого понятия	1	2
486	же автора	1	2
487	представления о	2	2
488	самого субъекта	1	2
489	в нескольких	1	2
490	для того	12	2
491	и другой	6	2
492	сознания в	1	2
493	одной и	6	2
494	этот тезис	1	2
495	с помощью	1	2
496	мы все	3	2
497	в различных	1	2
498	обращаясь к	1	2
499	к которой	1	2
500	а между	1	2
501	уже как	1	2
502	самого начала	1	2
503	точке зрения	2	2
504	то чтобы	4	2
505	тех случаях	1	2
506	том чтобы	9	2
507	все то	4	2
508	записок охотника	1	2
509	в нашем	1	2
510	на него	2	2
511	для понимания	2	2
512	который в	3	2
513	не удивительно	1	2
514	он сам	1	2
515	по поводу	3	2
516	трагедии и	1	2
517	что даже	3	2
518	деятельности в	1	2
519	едва ли	5	2
520	не то	2	2
521	от ее	1	2
522	к нему	3	2
523	или иным	2	2
524	бы то	3	2
525	той мере	1	2
526	этих двух	4	2
527	собой и	1	2
528	при сохранении	1	2
529	мышления и	3	2
530	на язык	1	2
531	в драме	1	2
532	должно быть	2	2
533	теории литературы	1	2
534	время в	2	2
535	при переходе	1	2
536	начала и	2	2
537	ни было	2	2
538	это обстоятельство	3	2
539	бытия и	1	2
540	человек как	1	2
541	с другими	2	2
542	не обладает	2	2
543	природу и	1	2
544	как можно	3	2
545	у него	4	2
546	на объект	1	2
547	в разные	2	2
548	хх столетия	1	2
549	что она	11	2
550	всем что	1	2
551	но для	1	2
552	о смерти	1	2
553	его характер	1	2
554	очевидно что	7	2
555	же как	8	2
556	герой в	1	2
557	служит для	1	2
558	себе и	2	2
559	а только	4	2
560	в чем	5	2
561	что как	1	2
562	вопроса о	1	2
563	а потом	1	2
564	в каждом	5	2
565	точкой зрения	2	2
566	не имея	1	2
567	при отсутствии	1	2
568	личности и	1	2
569	речи и	1	2
570	действующих лиц	3	2
571	не заключает	1	2
572	не приходится	1	2
573	они хотят	1	2
574	могла бы	1	2
575	только с	2	2
576	оба они	1	2
577	бы его	1	2
578	теоретической мысли	1	2
579	что может	1	2
580	в первой	1	2
581	теми же	2	2
582	писателя в	1	2
583	его к	2	2
584	а как	2	2
585	она оказывается	1	2
586	в него	4	2
587	себе как	1	2
588	бы я	1	2
589	мы видели	2	2
590	к такому	1	2
591	утверждать что	9	2
592	на деле	11	2
593	а потому	5	2
594	в формировании	1	2
595	как к	2	2
596	в языке	3	2
597	его с	3	2
598	и при	3	2
599	и должно	1	2
600	удивительно что	1	2
601	своей исходной	1	2
602	нашего времени	1	2
603	из которых	5	2
604	поэтому в	1	2
605	интерес к	2	2
606	в отношении	3	2
607	и делает	2	2
608	том и	4	2
609	этом как	2	2
610	состоит что	1	2
611	сами по	4	2
612	к искусству	6	2
613	если бы	10	2
614	самом деле	19	2
615	от своего	1	2
616	с таким	18	2
617	в россии	1	2
618	в различные	1	2
619	события но	1	2
620	авторства и	1	2
621	героев и	1	2
622	в памяти	1	2
623	что могло	1	2
624	от его	1	2
625	не приводит	1	2
626	себя и	3	2
627	теории как	1	2
628	ключом к	1	2
629	в стихах	2	2
630	преступления и	1	2
631	как произведение	1	2
632	которых можно	1	2
633	одним и	1	2
634	время и	1	2
