N	4gram	Tiupa_Narr	TeoriaLi
1	в то же время	3	8
2	состоит в том что	2	5
3	одного и того же	1	4
4	сближение но не слияние	1	3
5	и не могло быть	1	2
6	по своей природе суть	1	2
7	и позволяет говорить о	1	2
8	преодолеваемая даль и сближение	1	2
9	в том числе и	4	2
10	с этой точки зрения	1	2
11	они хотят и свершают	1	2
12	даль и сближение но	1	2
13	в том что он	1	2
14	что они хотят и	1	2
15	суть то что они	1	2
16	и сближение но не	1	2
17	бы то ни было	3	2
18	то что они хотят	1	2
19	природе суть то что	1	2
20	и в то же	1	2
21	своей природе суть то	1	2
22	случайности полноценная биография возможна	1	1
23	требует во-первых истолкования активизирующего	1	1
24	существенным образом ориентировано на	1	1
25	развертывающейся жизни то есть	1	1
26	высказывания жанр в свою	1	1
27	выбора не всегда эксплицированного	1	1
28	присутствует как правило лишь	1	1
29	смысле домонологично оно объединяет	1	1
30	совершенно иными границами между	1	1
31	самобытно но и характерное	1	1
32	в мире случайности полноценная	1	1
33	двоякий жизненный опыт запечатлеваемый	1	1
34	поэтому анекдот невозможно рассказывать	1	1
35	ни столь пассивным как	1	1
36	анекдот невозможно рассказывать себе	1	1
37	житиям святых где иллюстрировалась	1	1
38	жизни принципиальным условием коммуникативной	1	1
39	в себе ему надлежит	1	1
40	в нем звучит один	1	1
41	пространственно-временных масштабов и соотношений	1	1
42	поэтому повторное выслушивание одного	1	1
43	для притчи иносказательность является	1	1
44	собой лишь одну из	1	1
45	смыслом ни в мире	1	1
46	субъект дискурсии обладает достоверным	1	1
47	и возможность иной интонации	1	1
48	обезличенного словарного слова говорящий	1	1
49	реализованной в частности сказание	1	1
50	включая разные формы скрытой	1	1
51	речевого замысла поэтому форма	1	1
52	передачи этого знания аналогичному	1	1
53	и не дает позвоночника	1	1
54	приводит к интонации доверительной	1	1
55	мира в притче он	1	1
56	до которого анекдот легко	1	1
57	выбора в качестве бытийной	1	1
58	компетентность предполагающая в частности	1	1
59	поступки в притче есть	1	1
60	анекдот не признает никакого	1	1
61	позиции организующей текст и	1	1
62	стороны адресата притчи может	1	1
63	риторики двуголосого слова манифестирующего	1	1
64	художественной литературы анекдот же	1	1
65	ошибка оговорка где слово	1	1
66	ее иносказательностью требует во-первых	1	1
67	персонажем в акте выбора	1	1
68	того требует авторитетное слово	1	1
69	есть креативная компетенция жанра	1	1
70	иным рассказчиком с иными	1	1
71	значении этого слова таковы	1	1
72	следует иметь в виду	1	1
73	форма авторства выше она	1	1
74	кощунство и непристойность необыкновенное	1	1
75	жизнеописания может как быть	1	1
76	говорящих и слушающих общим	1	1
77	нами не как объекты	1	1
78	всегда предносится целое нашего	1	1
79	к содержанию притчи не	1	1
80	в чистом виде целенаправленно	1	1
81	искусство заинтересовывать судьбой отдельных	1	1
82	связь со смертью герой	1	1
83	ее смысл закономерно приводит	1	1
84	неожиданное маловероятное беспрецедентное анекдотическим	1	1
85	мы имеем дело не	1	1
86	святых где иллюстрировалась общая	1	1
87	к интонации доверительной и	1	1
88	ибо жизнь личности в	1	1
89	маска есть креативная компетенция	1	1
90	рассеянной чужой речи и	1	1
91	апофегма то есть острота	1	1
92	мнениями необходимая коммуникативная характеристика	1	1
93	анекдота выбор лексики например	1	1
94	той мере в какой	1	1
95	разделение иерархично оно не	1	1
96	как несомненно достоверному и	1	1
