N	2gram	Ircho_Kome	StatiiOP
1	в и	3	145
2	и в	37	103
3	в том	24	89
4	том что	22	77
5	в этом	18	76
6	что в	11	74
7	не только	13	60
8	и т	5	51
9	о том	21	47
10	но и	18	46
11	то что	5	44
12	что он	15	42
13	в его	12	42
14	и не	28	41
15	может быть	14	38
16	т е	18	33
17	было бы	7	32
18	т д	1	32
19	в этой	7	31
20	вовсе не	6	31
21	тем что	12	29
22	все это	7	29
23	таким образом	16	28
24	в г	3	28
25	а в	12	27
26	а не	5	27
27	но в	7	26
28	так и	4	25
29	этом отношении	2	24
30	в трагедии	1	24
31	и его	10	24
32	все же	9	23
33	точки зрения	8	23
34	не в	7	23
35	так что	7	23
36	потому что	19	23
37	для того	9	22
38	в которой	6	22
39	как в	4	22
40	того что	1	22
41	прежде всего	7	22
42	у нас	1	22
43	в области	3	22
44	того чтобы	9	21
45	до сих	12	20
46	это не	3	20
47	в своей	6	19
48	г в	2	19
49	сих пор	12	19
50	т п	5	19
51	в то	14	19
52	только в	3	19
53	в котором	6	18
54	с другой	5	18
55	он не	11	18
56	об этом	12	18
57	не может	9	18
58	в самом	17	17
59	как на	1	17
60	самом деле	13	17
61	как бы	7	17
62	в этих	2	16
63	с этим	5	16
64	сказать что	4	16
65	можно было	3	16
66	в статье	1	16
67	если бы	18	16
68	в ней	7	16
69	г и	2	16
70	другой стороны	2	15
71	с тем	6	15
72	как и	10	15
73	по поводу	1	15
74	из этих	2	15
75	у него	10	15
76	я не	4	15
77	и на	6	15
78	например в	3	15
79	в отношении	4	15
80	как раз	9	15
81	для него	1	15
82	то же	14	14
83	но все	5	14
84	к тому	11	14
85	с точки	6	14
86	между тем	6	14
87	и что	8	14
88	была бы	2	14
89	в течение	3	14
90	в сцене	2	14
91	в той	2	13
92	во всяком	3	13
93	в своем	9	13
94	из них	11	13
95	в качестве	4	13
96	а с	2	13
97	в конце	14	13
98	в нем	8	13
99	вместе с	16	13
100	со стороны	16	13
101	всяком случае	3	13
102	дело в	1	13
103	что касается	5	13
104	жизни и	1	13
105	тому что	5	13
106	в своих	4	12
107	не менее	9	12
108	хотя бы	5	12
109	что у	2	12
110	обстоятельство что	3	12
111	в первой	3	12
112	ни в	14	12
113	как например	2	12
114	так как	16	12
115	что они	3	12
116	того времени	1	12
117	в них	6	11
118	в другом	2	11
119	должна была	1	11
120	никогда не	5	11
121	не было	6	11
122	ясно что	12	11
123	и с	5	11
124	и по	3	11
125	из его	3	11
126	того как	5	11
127	вопрос о	2	11
128	все эти	1	11
129	это было	1	11
130	стиха в	1	11
131	то обстоятельство	3	11
132	на то	3	11
133	на эти	1	10
134	кроме того	1	10
135	не столько	3	10
136	в виду	3	10
137	речь идет	5	10
138	так же	8	10
139	в целом	4	10
140	что и	12	10
141	но он	3	10
142	во всех	4	10
143	а как	2	10
144	в каком	1	10
145	в истории	2	10
146	же время	12	10
147	в рукописи	2	10
148	ничего не	6	10
149	ответ на	7	10
150	на вопрос	5	10
151	но не	9	10
152	во второй	2	10
153	в частности	4	10
154	в начале	5	10
155	в печати	1	9
156	и к	4	9
157	с этой	5	9
158	говорит о	2	9
159	мне кажется	1	9
160	можно сказать	1	9
161	он был	6	9
162	в одном	3	9
163	несмотря на	7	9
164	его жизни	2	9
165	и это	4	9
166	в чем	7	9
167	в каждом	3	9
168	и тем	4	9
169	что эта	2	9
170	во время	8	9
171	не является	5	9
172	такого рода	2	9
173	времени и	2	9
174	что же	2	9
175	и для	7	9
176	для нас	7	9
177	что мы	4	9
178	по этому	3	9
179	место в	1	9
180	и об	1	8
181	в результате	2	8
182	и даже	6	8
183	по его	2	8
184	еще более	4	8
185	что она	10	8
186	к этому	11	8
187	связи с	5	8
188	одним из	2	8
189	действующих лиц	7	8
190	могут быть	3	8
191	к сожалению	2	8
192	должен был	6	8
193	в которых	7	8
194	не имеет	6	8
195	тем не	3	8
196	совершенно не	2	8
197	и более	1	8
198	мы имеем	4	8
199	при помощи	1	8
200	той же	2	8
201	до конца	4	8
202	в их	5	8
203	а также	3	8
204	в какой	4	8
205	дело не	2	8
206	по мнению	2	8
207	отношение к	7	8
208	и о	3	8
209	такой же	2	8
210	это в	2	8
211	с которыми	1	7
212	о чем	11	7
213	по себе	1	7
214	представление о	2	7
215	в это	2	7
216	уже о	2	7
217	не мог	2	7
218	не просто	1	7
219	того же	9	7
220	в ее	3	7
221	что все	1	7
222	в эту	1	7
223	как это	5	7
224	нельзя не	1	7
225	что для	7	7
226	из этого	2	7
227	раньше чем	1	7
228	во втором	2	7
229	то в	1	7
230	то время	3	7
231	можно назвать	1	7
232	том как	5	7
233	еще не	10	7
234	что здесь	2	7
235	одной из	4	7
236	на этот	6	7
237	этой области	1	7
238	уже в	3	7
239	мы находим	1	7
240	материал для	2	7
241	что этот	1	7
242	тем более	9	7
243	с самого	5	7
244	конце концов	3	7
245	этому поводу	1	7
246	отношению к	4	7
247	вплоть до	2	7
248	случае в	1	6
249	же и	2	6
250	на его	5	6
251	в некоторых	1	6
252	одно из	3	6
253	вот что	1	6
254	и сам	11	6
255	в жизни	1	6
256	говорить о	6	6
257	несколько примеров	1	6
258	по отношению	6	6
259	даже в	3	6
260	ни одного	1	6
261	крайней мере	1	6
262	к нему	8	6
263	только не	1	6
264	отношения между	2	6
265	время как	3	6
266	же как	1	6
267	одном из	1	6
268	должно было	3	6
269	в устах	2	6
270	своего времени	1	6
271	этот вопрос	2	6
272	в себе	4	6
273	и здесь	11	6
274	из которых	7	6
275	и все	6	6
276	времени не	2	6
277	в стихах	1	6
278	по крайней	1	6
279	идет о	3	6
280	тем же	3	6
281	и во	3	6
282	что я	5	6
283	говорил что	1	6
284	с его	6	6
285	что с	4	6
286	мы не	6	6
287	независимо от	4	6
288	по существу	4	6
289	и я	3	6
290	в новом	1	6
291	должен быть	2	6
292	при его	2	6
293	в одной	2	6
294	действующие лица	1	6
295	разумеется что	3	6
296	этих двух	2	6
297	еще до	1	6
298	за то	2	6
299	его не	3	6
300	что на	1	6
301	которая была	1	5
302	при этом	11	5
303	в пользу	1	5
304	не как	2	5
305	в духе	1	5
306	целый ряд	5	5
307	в числе	1	5
308	в речах	1	5
309	то это	5	5
310	и такие	1	5
311	одной стороны	4	5
312	конечно не	4	5
313	самого начала	5	5
314	до того	4	5
315	и далее	1	5
316	поэта и	1	5
317	без всякого	2	5
318	том чтобы	4	5
319	в основу	1	5
320	что эти	1	5
321	после того	3	5
322	в обеих	1	5
323	с одной	5	5
324	хотя и	6	5
325	его в	9	5
326	не была	1	5
327	не о	3	5
328	на себя	10	5
329	что не	5	5
330	даже не	5	5
331	в двух	7	5
332	в сторону	1	5
333	не был	2	5
334	в уста	2	5
335	если не	7	5
336	не приходится	5	5
337	в тех	4	5
338	она была	2	5
339	возможно что	4	5
340	и почему	3	5
341	столь же	5	5
342	из трагедии	1	5
343	не так	4	5
344	один из	6	5
345	должна быть	2	5
346	для себя	1	5
347	из таких	1	5
348	о которой	2	5
349	не на	3	5
350	за что	1	5
351	что ему	4	5
352	был для	1	5
353	в слове	1	5
354	никто не	2	5
355	думать что	1	5
356	свое время	1	5
357	оба эти	1	5
358	и если	3	5
359	не могло	1	5
360	отношении к	1	5
361	которую он	3	5
362	в творчестве	1	5
363	нет и	4	5
364	не совсем	3	5
365	том же	2	5
366	но если	3	5
367	точку зрения	1	5
368	текста в	1	5
369	в свое	2	5
370	это был	1	5
371	такое же	2	5
372	раз в	3	5
373	в сущности	3	5
374	всё же	1	5
375	а то	1	5
376	на тему	1	5
377	является не	1	5
378	во многом	1	5
379	и потому	2	5
380	и только	1	5
381	не по	7	5
382	как он	5	5
383	можно найти	1	5
384	на это	3	5
