N	2gram	Vygotskiy_	Problema
1	и в	65	182
2	то есть	30	165
3	и не	20	152
4	вовсе не	11	145
5	то что	61	144
6	не есть	1	113
7	не только	16	104
8	потому что	26	89
9	в этом	37	88
10	может быть	33	82
11	в том	46	81
12	том что	28	81
13	не просто	7	80
14	только в	9	73
15	сказать что	14	72
16	но и	6	70
17	в виде	5	69
18	у нас	4	68
19	также и	1	68
20	и даже	4	66
21	по себе	5	64
22	не менее	1	58
23	о том	17	57
24	а не	11	56
25	так и	3	56
26	но в	5	55
27	так что	10	52
28	ни в	6	51
29	для нас	14	50
30	в себе	9	48
31	отнюдь не	2	48
32	и вообще	1	48
33	при помощи	7	47
34	было бы	22	46
35	прежде всего	2	45
36	в своей	6	45
37	что в	36	44
38	в его	11	44
39	не в	12	43
40	все эти	7	43
41	то же	17	42
42	а именно	1	42
43	как раз	14	42
44	таким образом	21	42
45	если мы	19	42
46	и что	29	40
47	и то	10	40
48	что он	23	40
49	так как	13	40
50	что мы	6	40
51	во всяком	6	39
52	не может	17	39
53	такого рода	1	39
54	и тем	4	39
55	в этой	20	39
56	как бы	29	39
57	в данном	5	38
58	хотя бы	3	37
59	никак не	12	37
60	в нем	8	37
61	того что	9	37
62	точки зрения	19	36
63	еще не	3	36
64	и все	14	36
65	когда мы	5	35
66	и т	19	35
67	в виду	6	34
68	уже не	2	34
69	и с	4	34
70	как и	12	34
71	указывает на	8	34
72	же самое	14	33
73	в таком	6	33
74	не является	2	33
75	т д	6	33
76	здесь не	3	32
77	в то	5	32
78	но не	3	32
79	едва ли	4	32
80	так же	12	31
81	в своем	8	31
82	связи с	2	31
83	что такое	2	31
84	в конце	5	31
85	но это	6	31
86	все это	12	31
87	ясно что	11	30
88	и для	4	30
89	с другой	8	30
90	в связи	1	29
91	некоторого рода	1	29
92	все же	10	29
93	можно сказать	2	29
94	перед нами	12	29
95	как мы	12	29
96	об этом	4	29
97	что же	3	28
98	данном случае	5	28
99	мы не	7	28
100	а в	9	28
101	есть только	3	28
