N	2gram	Voloshinov	TeoriaLi
1	в качестве	1	33
2	не только	4	24
3	и в	12	24
4	в частности	1	23
5	то есть	1	22
6	может быть	14	22
7	при этом	6	20
8	в том	6	20
9	и не	10	17
10	но и	3	14
11	а не	5	14
12	так и	4	14
13	в себе	3	14
14	внутренней речи	3	13
15	но не	2	13
16	в этом	4	12
17	сводится к	1	12
18	но в	5	12
19	в его	2	12
20	то же	5	12
21	том что	5	11
22	точки зрения	14	11
23	и его	13	11
24	что в	2	10
25	по отношению	11	10
26	как это	2	10
27	отношению к	11	10
28	в душе	2	9
29	только в	6	9
30	в данном	2	9
31	с другой	4	9
32	в искусстве	1	9
33	не в	4	9
34	в то	2	9
35	в своей	3	8
36	же время	1	8
37	как бы	13	8
38	по своей	1	8
39	не может	16	8
40	в самом	4	7
41	особого рода	1	7
42	и т.п	1	7
43	в своем	2	7
44	себя в	1	7
45	мы имеем	2	7
46	отношение к	4	7
47	место в	2	7
48	в области	1	7
49	в нем	6	7
50	другой стороны	2	6
51	более или	1	6
52	конечном счете	1	6
53	как и	5	6
54	не менее	3	6
55	еще не	3	6
56	в основе	1	6
57	то что	5	6
58	уже не	4	6
59	с его	2	6
60	в ее	1	6
61	с другими	2	6
62	в конечном	1	6
63	между ними	2	6
64	или менее	1	6
65	героя и	5	6
66	в русской	1	6
67	или иного	1	6
68	художественного творчества	3	5
69	ни в	3	5
70	в виду	5	5
71	как в	5	5
72	в художественном	3	5
73	можно сказать	5	5
74	не является	1	5
75	того чтобы	1	5
76	за пределами	1	5
77	как к	3	5
78	по преимуществу	1	5
79	данном случае	2	5
80	для него	3	5
81	того что	3	5
82	в себя	2	5
83	между тем	3	5
84	он не	2	5
85	и тем	1	5
86	высказывания в	1	5
87	в пределах	3	5
88	и о	1	5
89	могут быть	2	5
90	художественного произведения	7	5
91	искусства в	1	5
92	в отношении	2	4
93	не на	1	4
94	в этих	2	4
95	в слове	1	4
96	художественного восприятия	1	4
97	языка в	1	4
98	совпадает с	2	4
99	входит в	1	4
100	в другом	1	4
101	отношении к	3	4
102	сказать что	7	4
103	в нашем	11	4
104	к тому	1	4
105	во времени	1	4
106	никогда не	5	4
107	или иным	1	4
108	и того	1	4
109	это не	2	4
110	хотя и	1	4
111	в литературе	4	4
112	его в	4	4
113	не знает	1	4
114	или даже	1	4
115	в свою	1	4
116	и что	2	4
117	в форме	2	4
118	далеко не	1	4
119	с ее	1	4
120	в целом	1	4
121	и ее	3	4
122	и к	4	3
123	в таком	1	3
124	в момент	2	3
125	с этой	2	3
126	была бы	2	3
127	о чем	1	3
128	подобно тому	1	3
129	если бы	9	3
130	все эти	3	3
131	именно в	1	3
132	например в	1	3
133	в жизни	5	3
134	в порядке	1	3
135	имеет место	2	3
136	к его	2	3
137	тем не	3	3
138	культуры в	1	3
139	перед нами	1	3
140	свою очередь	1	3
141	виду не	1	3
142	между собой	2	3
143	одной стороны	2	3
144	искусства и	2	3
145	или иных	1	3
146	в одном	1	3
147	о литературе	1	3
148	имеем в	2	3
149	известной степени	2	3
150	художественное произведение	3	3
151	и внешней	1	3
152	и для	3	3
153	к содержанию	6	3
154	таким образом	12	3
155	и то	2	3
156	и автора	1	3
157	художественного высказывания	1	3
158	с одной	2	3
159	и вот	1	3
160	в произведении	1	3
161	и потому	2	3
162	с точки	2	3
163	к которому	1	3
164	есть в	1	3
165	прежде всего	8	3
166	и притом	2	3
167	связи с	1	3
168	в организации	1	3
169	вовсе не	1	3
170	его эстетической	1	3
171	во всех	1	3
172	а с	1	3
173	тому как	1	3
174	он должен	3	3
175	этом смысле	1	3
176	что можно	1	3
177	и др	5	3
178	столь же	1	3
179	и по	3	3
180	слова как	1	3
181	тех или	1	3
182	отнюдь не	5	3
183	и другие	2	2
184	и здесь	2	2
185	автором и	2	2
186	и на	4	2
187	русской литературе	1	2
188	художественно значимым	1	2
189	и который	1	2
190	на второй	1	2
191	на этом	1	2
192	мы в	2	2
193	окружающей его	1	2
194	но чтобы	1	2
195	по себе	3	2
196	не могут	1	2
197	вещами и	1	2
198	в них	3	2
199	оно не	2	2
200	этой точки	3	2
201	здесь мы	1	2
202	общения между	1	2
203	самом деле	3	2
204	имеет дело	1	2
205	значения и	2	2
206	вместе с	2	2
207	жизни в	1	2
208	не вполне	1	2
209	себя и	2	2
210	в каком	3	2
211	о том	3	2
212	это и	1	2
213	и политического	1	2
214	высказывания и	2	2
215	к нему	4	2
216	в значительной	1	2
217	имеет в	3	2
218	и иных	1	2
219	на основе	1	2
220	не всегда	1	2
221	нашем случае	1	2
222	и больше	1	2
223	только на	3	2
224	вступает в	1	2
225	и это	1	2
226	значительной степени	1	2
227	если мы	1	2
228	тем же	1	2
229	имеем дело	1	2
230	что она	1	2
231	до известной	2	2
232	здесь не	3	2
233	в противном	1	2
234	коем случае	1	2
235	речи а	1	2
236	истории литературы	2	2
237	бы то	3	2
238	то в	1	2
239	что они	1	2
240	к герою	3	2
241	основе своей	1	2
242	в коем	1	2
243	материала в	1	2
244	в поэзии	3	2
245	несмотря на	1	2
246	ни было	4	2
247	внутренней и	1	2
248	в формах	2	2
249	все это	3	2
250	что и	2	2
251	у нас	1	2
252	что каждый	1	2
253	слова не	1	2
254	у него	1	2
255	простым воспроизведением	1	2
256	от всех	2	2
257	и некоторые	1	2
258	дело в	4	2
259	этих двух	2	2
260	на себя	1	2
261	высказывания как	4	2
262	искусства как	1	2
263	я и	1	2
264	сама по	1	2
265	во внутренней	1	2
266	в какой	2	2
267	противном случае	1	2
268	зрения и	1	2
269	только и	1	2
270	в чем	2	2
271	делает его	2	2
272	частной жизни	2	2
273	тем более	1	2
274	к одному	1	2
275	при чтении	1	2
276	определенным образом	1	2
277	как уже	2	2
278	то ни	3	2
279	внешней речи	1	2
280	быть и	3	2
281	однако эта	1	2
282	одно и	2	2
283	и является	4	2
284	автора и	2	2
285	за пределы	4	2
286	в большинстве	1	2
287	всей его	1	2
288	так же	3	2
289	это делает	1	2
290	и прежде	1	2
291	как будто	1	2
292	включает в	1	2
293	может и	1	2
294	чтобы не	1	2
295	в пространстве	1	2
296	в особенности	2	1
297	это на	1	1
298	не ту	1	1
299	от него	1	1
300	является в	1	1
301	фразы в	1	1
302	в художественно	1	1
303	произведение и	2	1
304	особую притом	1	1
305	автора по	1	1
306	слушателя к	1	1
307	героев и	2	1
308	в событии	2	1
309	не знают	1	1
310	таком понимании	1	1
311	случае мы	1	1
312	утратит свою	1	1
313	дело с	2	1
314	вопросу о	1	1
315	и дает	2	1
316	что это	1	1
317	событии художественного	1	1
318	с ним	3	1
319	это уже	1	1
320	тем как	2	1
321	оно становится	1	1
322	относится не	1	1
323	не требует	1	1
324	какой бы	1	1
325	говорит о	1	1
326	те же	2	1
327	не как	1	1
328	общения не	2	1
329	и делает	1	1
330	в результате	1	1
331	эта позиция	1	1
332	не бывает	1	1
333	и вполне	2	1
334	том и	1	1
335	особого эстетического	1	1
336	читателя и	1	1
337	все то	1	1
338	с ней	1	1
339	произведения в	1	1
340	его носителя	1	1
341	выбор слова	2	1
342	все моменты	1	1
343	слова с	1	1
344	нему как	1	1
345	в различные	1	1
346	от всего	1	1
347	него но	1	1
348	то время	1	1
349	ценностей и	1	1
350	возможна только	2	1
351	комнате и	1	1
352	значение дело	1	1
353	душевное состояние	1	1
354	в обычной	1	1
355	все же	4	1
356	слушателем в	2	1
357	это бывает	1	1
358	они ни	2	1
359	в словах	1	1
360	а этот	1	1
361	бы не	2	1
362	да и	3	1
363	с героем	3	1
364	зависимости от	4	1
365	и слово	2	1
366	жизни если	2	1
367	на их	1	1
368	по крайней	1	1
369	притом двустороннюю	1	1
370	все они	2	1
371	своем значении	1	1
372	можно в	1	1
373	на примере	2	1
374	одним и	1	1
375	нам не	1	1
376	высказывание как	2	1
377	существенный момент	1	1
378	ясность и	2	1
379	не существует	1	1
380	в котором	3	1
381	зависит от	2	1
382	и пр	3	1
383	сливается с	2	1
384	это событие	1	1
385	что этому	1	1
386	каким бы	1	1
387	отношение как	1	1
388	она могла	1	1
389	не должно	1	1
390	активную позицию	1	1
391	во многих	1	1
392	оно является	1	1
393	точно и	1	1
394	слова и	6	1
