N	3gram	Bakhtin_Pr	Myshleni
1	в том что	10	133
2	с точки зрения	21	89
3	для того чтобы	3	78
4	заключается в том	2	51
5	по сравнению с	2	45
6	по отношению к	17	42
7	так же как	4	39
8	с самого начала	3	36
9	друг с другом	4	35
10	то же самое	1	31
11	в этом отношении	7	30
12	можно было бы	4	28
13	в этом случае	1	27
14	с другой стороны	3	26
15	о том что	5	25
16	не может быть	8	23
17	смысле этого слова	2	22
18	в то время	3	22
19	к тому что	1	22
20	в высшей степени	2	22
21	в зависимости от	5	22
22	не только не	1	21
23	можно сказать что	3	21
24	то время как	2	20
25	в самом деле	5	19
26	так же точно	1	19
27	в отличие от	3	18
28	во всяком случае	3	18
29	в этом смысле	12	18
30	до сих пор	3	17
31	и того же	1	17
32	этой точки зрения	3	17
33	как мы видели	3	17
34	одного и того	1	17
35	же как и	3	17
36	с этой точки	1	16
37	и то что	1	15
38	в данном случае	3	15
39	в известном смысле	1	15
40	и той же	1	15
41	одной и той	1	15
42	друг от друга	2	14
43	на этот вопрос	1	14
44	мы уже говорили	2	14
45	от мысли к	1	14
46	потому что он	2	14
47	подобно тому как	5	14
48	точно так же	1	13
49	в другом месте	1	13
50	то и другое	1	13
51	в том чтобы	1	12
52	тем не менее	1	12
53	как мы уже	2	11
54	мы не можем	1	11
55	том числе и	1	10
56	то что в	1	10
57	в самом начале	3	10
58	в том числе	1	10
59	сама по себе	3	9
60	более или менее	1	9
61	на самом деле	4	9
62	том что он	4	9
63	само по себе	4	9
64	друг к другу	4	9
65	свое выражение в	1	8
66	то что он	1	8
67	той или иной	3	8
68	независимо от того	1	8
69	не могут быть	1	8
70	в основе этого	1	8
71	что и в	1	8
72	с таким же	1	8
73	скажем только что	1	7
74	в первом случае	1	7
75	в этот период	1	6
76	и тогда когда	1	6
77	совершенно так же	2	6
78	ничего общего с	1	6
79	и в частности	1	6
80	именно потому что	3	6
81	в лучшем случае	3	6
82	только то что	2	6
83	тот же предмет	1	6
84	и не может	3	6
85	в том смысле	1	6
86	в том и	2	6
87	мере в какой	1	5
