N	2gram	Losev_Prob	Marksizm
1	точки зрения	14	69
2	может быть	39	64
3	и в	62	63
4	и не	56	55
5	как бы	11	53
6	не может	14	47
7	с точки	9	46
8	и его	12	41
9	в этом	25	39
10	таким образом	13	38
11	в процессе	2	33
12	как мы	12	32
13	языка и	4	31
14	в пределах	3	31
15	лишь в	1	30
16	не только	33	29
17	речи в	2	29
18	то же	23	28
19	в нем	13	28
20	языка как	1	27
21	но и	20	27
22	в языке	4	26
23	связи с	10	25
24	речи и	1	25
25	самом деле	6	25
26	в самом	4	24
27	как и	15	24
28	прежде всего	13	24
29	только в	33	23
30	так и	16	23
31	в том	35	22
32	то что	42	22
33	а не	28	22
34	при этом	9	20
35	для него	4	20
36	если мы	24	20
37	не в	21	19
38	если бы	9	19
39	том что	25	19
40	в его	10	19
41	в ее	6	18
42	в слове	4	18
43	и для	5	18
44	но в	17	18
45	вовсе не	62	18
46	все же	10	17
47	ни было	5	16
48	слова и	3	16
49	и как	4	16
50	в то	18	16
51	во всех	4	15
52	в связи	9	15
53	отнюдь не	16	15
54	что он	16	15
55	в данном	14	14
56	хотя бы	6	14
57	в контексте	3	14
58	в смысле	2	14
59	в своей	8	13
60	так же	11	13
61	то ни	7	13
62	что в	11	13
63	и здесь	8	13
64	не является	19	13
65	того чтобы	4	13
66	было бы	14	13
67	ничего не	4	13
68	мы не	15	13
69	слова в	1	13
70	для того	5	12
71	того же	2	12
72	бы то	5	12
73	в результате	8	12
74	он не	10	12
75	в основе	3	12
76	является не	2	12
77	а в	9	12
78	не столько	2	11
79	и того	1	11
80	к нему	3	11
81	мы уже	4	11
82	и что	9	11
83	и от	11	11
84	слова как	3	11
85	до сих	4	11
86	и на	4	11
87	и все	13	11
88	как в	10	11
89	еще не	12	11
90	друг друга	5	11
91	так как	14	11
92	на самом	13	11
93	все эти	14	11
94	в ней	12	11
95	сих пор	4	11
96	именно в	4	10
97	во всяком	14	10
98	с другой	14	10
99	сказать что	24	10
100	к этому	2	10
101	никогда не	7	10
102	в своем	7	10
103	его в	4	10
104	в таком	11	10
105	в каждом	1	10
106	здесь мы	5	10
107	совершенно не	7	10
108	конечно не	3	10
109	в отличие	2	10
110	здесь в	3	10
111	и потому	13	10
112	отличие от	3	10
113	быть и	3	9
114	к тому	4	9
115	одного и	1	9
116	только на	6	9
117	в нашем	13	9
118	точка зрения	1	9
119	в себе	23	9
120	рядом с	1	9
121	и следовательно	3	9
122	и это	11	9
123	а как	2	9
124	мы видели	2	9
125	что это	3	9
126	ни в	17	9
127	не имеет	12	9
128	и более	6	9
129	как целое	1	9
130	это не	10	9
131	в истории	4	9
132	и эта	1	9
133	же самое	20	9
134	кроме того	5	8
135	мысли и	1	8
136	не как	1	8
137	другой стороны	11	8
138	но что	3	8
139	и даже	21	8
140	и с	11	8
141	на этой	1	8
142	настоящее время	4	8
143	что и	11	8
144	у него	1	8
145	не было	6	8
146	что не	4	8
147	тому что	5	8
148	ясно что	11	8
149	мы можем	11	8
150	не будет	3	8
151	за пределы	6	8
152	столь же	1	8
153	в отношении	4	8
154	в каком	9	8
155	перед нами	8	8
156	чем же	7	8
157	этого слова	5	8
158	в настоящее	4	8
159	с этим	5	8
160	у нас	17	8
161	смысле этого	1	8
162	в их	2	8
163	в науке	1	8
164	и ее	7	8
165	или иной	20	8
166	на то	6	8
167	от него	2	7
168	в этих	6	7
169	значения слова	1	7
170	не существует	6	7
171	в котором	3	7
172	и значение	3	7
173	и те	1	7
174	и формы	1	7
175	он сам	7	7
176	как раз	11	7
177	в качестве	10	7
178	бы в	3	7
179	как системы	1	7
180	в этой	10	7
181	могут быть	2	7
182	там где	1	7
183	с ними	2	7
184	может стать	1	7
185	вполне понятно	1	7
186	на основе	1	7
187	по себе	36	7
188	той же	2	7
189	до конца	1	7
190	о том	14	7
191	того что	10	7
192	конечно в	1	7
193	в начале	3	7
194	далеко не	1	7
195	бы он	2	7
196	в той	8	6
197	является в	3	6
198	уже не	12	6
199	входит в	3	6
200	одной стороны	2	6
201	в другом	4	6
202	знака в	1	6
203	как оно	3	6
204	она может	2	6
205	с одной	3	6
206	с другими	6	6
207	между ними	1	6
208	не есть	57	6
209	всяком случае	8	6
210	этот вопрос	3	6
211	с ее	5	6
212	то есть	63	6
213	должна быть	1	6
214	смысле слова	19	6
215	от своего	1	6
216	зависимости от	3	6
217	ничего общего	7	6
218	не имеют	4	6
219	и между	2	6
220	что же	9	6
221	тем же	2	6
222	тот же	1	6
223	он и	3	6
224	все это	9	6
225	сознания и	2	6
226	в какой	1	6
227	лишь с	1	6
228	вопрос о	2	6
229	для нашей	1	6
230	мы должны	13	6
231	из этих	1	6
232	данного момента	1	6
233	же в	6	6
234	не к	2	6
235	еще более	3	5
236	формы в	1	5
237	о чем	4	5
238	речи во	1	5
239	самом же	7	5
240	в одном	4	5
241	нами в	2	5
242	в виду	20	5
243	что слово	3	5
244	в первом	1	5
245	она является	3	5
246	не менее	24	5
247	понятно что	1	5
248	был бы	1	5
249	знака как	1	5
250	знака и	4	5
251	мы ни	4	5
252	как на	2	5
253	от того	2	5
254	себя в	4	5
255	по преимуществу	1	5
256	должно быть	1	5
257	необходимо чтобы	2	5
258	что такое	4	5
259	xix века	2	5
260	как же	3	5
261	все время	2	5
262	от этого	1	5
263	и у	2	5
264	той или	22	5
265	но как	6	5
266	в целях	6	5
267	и тем	16	5
268	и является	6	5
269	же он	1	5
270	в конце	7	5
271	язык есть	1	5
272	знак не	2	5
273	направления в	1	5
274	следовательно не	1	5
275	то в	4	5
276	для себя	6	5
277	опираться на	1	5
278	в знаке	1	5
279	вместе с	3	5
280	да и	9	5
