N	2gram	Vygotskiy_	Freidism
1	таким образом	39	34
2	и не	15	34
3	точки зрения	49	31
4	не может	16	30
5	и пр	2	29
6	в этом	32	28
7	может быть	19	28
8	и в	37	28
9	прежде всего	12	26
10	в его	16	25
11	и его	10	22
12	с помощью	16	20
13	мы можем	11	20
14	как бы	16	19
15	как мы	11	18
16	то что	32	17
17	вовсе не	5	16
18	с точки	34	15
19	точка зрения	3	15
20	жизни человека	2	15
21	все эти	6	15
22	так как	11	15
23	с ним	3	14
24	в своей	7	14
25	так и	12	14
26	самом деле	8	14
27	и все	7	13
28	как и	20	13
29	по отношению	12	13
30	но в	9	13
31	фрейд и	1	13
32	во всех	4	13
33	психической жизни	3	12
34	в самом	16	12
35	то же	12	12
36	ни в	6	12
37	что он	16	12
38	том что	42	12
39	во внешнем	1	12
40	точку зрения	8	12
41	для него	5	12
42	все это	9	12
43	и потому	3	12
44	и наконец	3	12
45	мы видели	8	12
46	влечение к	1	11
47	только в	8	11
48	мы знаем	3	11
49	сказать что	16	11
50	отношению к	11	11
51	все что	4	10
52	один из	3	10
53	не только	29	10
54	и с	10	10
55	но и	23	10
56	конечно не	1	10
57	что же	3	10
58	тот же	7	10
59	никогда не	8	10
60	в том	47	10
61	мы уже	7	10
62	он не	11	10
63	все те	2	10
64	за пределы	4	10
65	не в	9	10
66	и на	8	9
67	те же	2	9
68	уже не	2	9
69	во всяком	6	9
70	совершенно не	1	9
71	мы не	13	9
72	человеческого поведения	1	9
73	с его	7	9
74	к этому	7	9
75	к нему	1	9
76	в чем	5	9
77	а не	5	9
78	мы должны	11	9
79	и др	5	9
80	могут быть	5	9
81	фрейда и	1	9
82	при этом	6	8
83	все же	6	8
84	еще не	1	8
85	с этим	8	8
86	было бы	12	8
87	и вот	3	8
88	знаем что	1	8
89	организма и	1	8
90	а в	4	8
91	по мнению	2	8
92	с другими	5	8
93	на этом	3	8
94	в ней	2	8
95	всяком случае	5	8
96	что в	25	7
97	и к	9	7
98	не могут	1	7
99	связь с	2	7
100	в жизни	2	7
101	так сказать	1	7
102	хотя бы	7	7
103	в каком	3	7
104	если мы	8	7
105	до конца	1	7
106	что все	8	7
107	и для	3	7
108	из них	4	7
109	на протяжении	3	7
110	того что	28	7
111	не является	16	7
112	но не	6	7
113	я и	1	7
114	об этом	6	7
115	и у	1	7
116	чувств и	1	7
117	с самого	9	7
118	в нем	2	7
119	в этой	13	7
120	в себе	8	7
121	жизни и	2	7
122	в то	7	7
123	и ее	9	7
124	более того	2	7
125	зрения на	1	6
126	этого периода	1	6
127	учение о	4	6
128	одно из	3	6
129	не менее	1	6
130	но мы	4	6
131	к тому	10	6
132	можно сказать	6	6
133	в основе	9	6
134	желаний и	1	6
135	в свою	4	6
136	для того	19	6
137	же время	2	6
138	из этих	6	6
139	о бессознательном	2	6
140	высшей степени	7	6
141	мы имеем	2	6
142	как раз	8	6
143	что такое	1	6
144	во время	1	6
145	на самом	4	6
146	здесь в	1	6
147	сознания и	4	6
148	чем же	2	6
149	в таком	1	6
150	она не	3	6
151	и что	11	6
152	в пределах	1	6
153	человека и	6	6
154	и о	1	6
155	в высшей	7	6
156	у фрейда	2	6
157	и только	2	6
158	для этого	7	6
159	всех этих	2	6
160	которой мы	3	6
161	не можем	3	6
162	что это	8	5
163	процесс образования	1	5
164	в более	3	5
165	со всеми	2	5
166	в своих	6	5
167	ее в	3	5
168	главе мы	1	5
169	в процессе	19	5
170	вместе с	14	5
171	со стороны	4	5
172	на первый	3	5
173	тех же	3	5
174	т.е в	1	5
175	того чтобы	23	5
176	увидим что	2	5
177	говорить о	4	5
178	на основании	6	5
179	и до	5	5
180	и те	2	5
181	самого начала	9	5
182	потому и	2	5
183	что она	6	5
184	он сам	3	5
185	по поводу	5	5
186	той же	4	5
187	современной психологии	7	5
188	это не	5	5
189	в ее	3	5
190	что и	3	5
191	с их	2	5
