N	4gram	Vygotskiy_	Analitik
1	состоит в том что	7	7
2	не что иное как	2	6
3	одного и того же	8	6
4	мы имеем дело с	1	5
5	есть не что иное	2	5
6	в том что он	3	4
7	одни и те же	1	3
8	одной и той же	3	3
9	бы то ни было	1	3
10	той мере в какой	2	2
11	с этой точки зрения	7	2
12	в то же самое	1	2
13	в той мере в	3	2
14	то же самое время	1	2
15	в тех случаях когда	1	2
16	не говоря уже о	1	2
17	в такой же мере	3	2
18	один и тот же	5	2
19	заключается в том что	10	2
20	одно и то же	1	2
21	прибавим к этому что	1	1
22	мы имеем в виду	1	1
23	у одного и того	3	1
24	в том смысле что	1	1
25	состоит не столько в	1	1
26	они не могут иметь	1	1
27	в той же мере	1	1
28	только тогда когда оно	1	1
29	выходит далеко за пределы	3	1
30	внимание на то что	1	1
31	в том что начальные	1	1
32	такой же мере как	2	1
33	и вместе с тем	1	1
34	приходит к выводу что	1	1
35	только в том что	2	1
36	то же самое что	2	1
37	в том числе и	2	1
38	состояла в том чтобы	1	1
39	и то что с	1	1
40	состоит почти из одних	1	1
41	в самом деле как	1	1
42	в истинном значении этого	1	1
43	несмотря на то что	2	1
44	истинном значении этого слова	1	1
45	же мере как и	2	1
46	стороны одной и той	1	1
47	в собственном смысле слова	1	1
48	друг с другом в	2	1
49	в том что мы	1	1
50	мы видим что в	1	1
51	уже по одному этому	3	1
52	ответ на этот вопрос	2	1
