N	2gram	Bakhtin_Fr	TeoriaLi
1	в качестве	1	33
2	в мире	1	26
3	не только	24	24
4	и в	105	24
5	в частности	6	23
6	то есть	71	22
7	может быть	11	22
8	при этом	10	20
9	в том	17	20
10	и не	34	17
11	а в	4	15
12	но и	20	14
13	а не	1	14
14	так и	16	14
15	в себе	7	14
16	но не	7	13
17	в этом	22	12
18	сводится к	1	12
19	но в	16	12
20	в его	24	12
21	то же	6	12
22	своего рода	2	11
23	том что	9	11
24	точки зрения	10	11
25	и его	24	11
26	что в	4	10
27	по отношению	2	10
28	как это	1	10
29	лишь в	4	10
30	отношению к	2	10
31	только в	16	9
32	с другой	3	9
33	в искусстве	3	9
34	не в	4	9
35	в то	5	9
36	в своей	8	8
37	же время	5	8
38	как бы	33	8
39	по своей	3	8
40	не может	9	8
41	в самом	7	7
42	не столько	1	7
43	на смену	1	7
44	или иной	5	7
45	особого рода	1	7
46	и т.п	26	7
47	в отличие	4	7
48	в своем	11	7
49	мы имеем	1	7
50	отличие от	5	7
51	во второй	2	7
52	отношение к	9	7
53	место в	4	7
54	в области	10	7
55	в нем	16	7
56	другой стороны	1	6
57	в состав	1	6
58	как и	15	6
59	не менее	2	6
60	приводит к	2	6
61	еще не	8	6
62	в основе	8	6
63	то что	7	6
64	со стороны	1	6
65	уже не	3	6
66	с его	9	6
67	в ее	5	6
68	между ними	4	6
69	того или	1	6
70	тем самым	1	6
71	или иного	1	6
72	ни в	1	5
73	в виду	5	5
74	и одновременно	6	5
75	как в	6	5
76	можно сказать	4	5
77	не является	4	5
78	того чтобы	3	5
79	для того	2	5
80	литературных произведений	1	5
81	жизни как	3	5
82	за пределами	1	5
83	как к	3	5
84	по преимуществу	3	5
85	для него	12	5
86	а и	2	5
87	того что	3	5
88	в себя	9	5
89	между тем	5	5
90	он не	3	5
91	в пределах	3	5
92	и о	4	5
93	могут быть	4	5
94	в отношении	7	4
95	не на	2	4
96	и сам	2	4
97	в этих	6	4
98	отношения к	5	4
99	что он	5	4
100	совпадает с	1	4
101	входит в	4	4
102	в другом	2	4
103	говорить о	1	4
104	отношении к	1	4
105	и т.д	2	4
106	сказать что	12	4
107	в нашем	3	4
108	к тому	3	4
109	во времени	1	4
110	никогда не	11	4
111	это не	4	4
112	хотя и	4	4
113	в литературе	9	4
114	в их	6	4
115	его в	7	4
116	но он	5	4
117	не знает	6	4
118	или даже	2	4
119	так в	4	4
120	мира и	4	4
121	по своему	9	4
122	со своей	1	4
123	речи и	2	4
124	самим собой	1	4
125	в форме	6	4
126	далеко не	6	4
127	того же	1	4
128	в силу	1	4
129	с ее	3	4
130	в целом	3	4
131	и ее	1	4
132	и к	7	3
133	в таком	2	3
134	для себя	1	3
135	с этой	1	3
136	литературы как	1	3
137	даже в	6	3
138	о чем	3	3
139	только не	1	3
140	подобно тому	2	3
141	если бы	1	3
142	все эти	15	3
143	в романе	8	3
144	именно в	6	3
145	по мысли	2	3
146	например в	3	3
147	в жизни	7	3
148	имеет место	2	3
149	их в	3	3
150	никто не	1	3
151	роль в	6	3
152	в итоге	1	3
153	из которого	1	3
154	культуры в	4	3
155	перед нами	1	3
156	своей природе	1	3
157	в противоположность	3	3
158	потому что	6	3
159	одной стороны	2	3
160	искусства и	6	3
161	между двумя	1	3
162	или иных	1	3
163	направленной на	1	3
164	в одном	8	3
165	имеем в	2	3
166	известной степени	2	3
167	на две	1	3
168	во всей	4	3
169	и внешней	1	3
170	из этих	7	3
171	и для	3	3
172	таким образом	5	3
173	на языке	2	3
174	мышления и	1	3
175	миропорядка и	1	3
176	в эпизоде	2	3
177	с одной	2	3
178	и вот	5	3
179	том числе	10	3
180	в произведении	1	3
181	в художественной	1	3
182	и потому	14	3
183	с точки	6	3
184	ни к	2	3
185	к которому	2	3
186	как раз	3	3
187	есть в	6	3
188	прежде всего	26	3
189	а на	1	3
190	связи с	5	3
191	или в	2	3
192	в организации	1	3
193	одним из	4	3
194	в контексте	1	3
195	в связи	2	3
196	и как	2	3
197	вовсе не	25	3
198	той или	5	3
199	его эстетической	1	3
200	во всех	13	3
201	тому как	2	3
202	принадлежит к	1	3
203	в которой	1	3
204	нового времени	17	3
205	говоря о	2	3
206	человека с	1	3
207	в этой	11	3
208	и др	32	3
209	человеческой жизни	1	3
210	в узком	4	3
211	и по	3	3
212	тех или	1	3
213	мира в	3	3
214	в той	5	2
215	мире и	3	2
216	и другие	10	2
217	на деле	1	2
218	образом и	1	2
219	для всех	1	2
220	один из	5	2
221	и здесь	4	2
222	с иными	1	2
223	и мира	2	2
224	таковы например	4	2
225	и на	25	2
226	быть названо	1	2
227	к числу	2	2
228	строго говоря	1	2
229	классицизма в	1	2
230	жить и	6	2
231	на этом	2	2
232	из которых	2	2
233	а затем	4	2
234	мы в	1	2
235	в году	13	2
236	по себе	1	2
237	не могут	4	2
238	в них	13	2
239	оно не	2	2
240	и даже	10	2
241	здесь мы	2	2
242	общения между	2	2
243	самом деле	3	2
244	героя как	1	2
245	на мир	7	2
246	значения и	1	2
247	лично для	1	2
248	из тех	2	2
249	жизнь на	1	2
250	с ними	2	2
251	к нам	1	2
252	вместе с	1	2
253	жизни в	8	2
254	не вполне	3	2
255	языка на	1	2
256	себя и	2	2
257	отличается от	1	2
258	у одного	1	2
259	ни для	1	2
260	в известном	1	2
261	всей своей	1	2
262	жизни на	1	2
263	к своему	1	2
264	о том	5	2
265	не входит	2	2
266	при всем	1	2
267	при всей	2	2
268	это и	3	2
269	еще и	6	2
270	во внешнем	1	2
271	одного текста	1	2
272	совершенно иной	2	2
273	к нему	5	2
274	в значительной	9	2
275	имеет в	1	2
276	на основе	1	2
277	времени в	1	2
278	не всегда	1	2
279	сознания в	1	2
280	и больше	1	2
281	не могло	1	2
282	только на	3	2
283	вступает в	1	2
284	речь идет	1	2
285	говорит что	1	2
286	узком значении	2	2
287	и это	3	2
288	превращается в	6	2
289	времени и	9	2
290	значительной степени	4	2
291	и возможность	1	2
292	в глаза	1	2
293	самом начале	1	2
294	тем же	1	2
295	ключ к	1	2
296	места для	1	2
297	такие специфические	1	2
298	для понимания	1	2
299	который в	1	2
300	до известной	2	2
301	здесь не	3	2
302	на котором	3	2
303	в мировой	1	2
304	глаза в	1	2
305	в произведениях	1	2
306	он и	3	2
307	в системе	3	2
308	не просто	3	2
309	в самой	5	2
310	на время	4	2
311	жизни но	2	2
312	мир все	1	2
313	что они	2	2
314	последующих частях	1	2
315	но на	3	2
316	вокруг него	1	2
317	внутренняя граница	1	2
318	рода и	1	2
319	основе своей	2	2
320	одной из	3	2
321	несмотря на	5	2
322	но от	1	2
323	игра с	1	2
324	внешнем мире	1	2
325	в формах	3	2
326	что такое	1	2
327	ее в	2	2
328	способность к	1	2
329	все это	16	2
330	что и	2	2
331	у нас	1	2
332	тем в	1	2
333	xix века	6	2
334	с их	7	2
335	к жизни	2	2
336	у него	2	2
337	внешнего мира	1	2
338	от всех	3	2
339	говорит в	1	2
340	к чему	1	2
341	дело в	2	2
342	этих двух	2	2
343	этом что	2	2
344	не могли	1	2
345	искусства как	1	2
346	в конце	3	2
347	случае не	1	2
348	в какой	2	2
349	я не	1	2
350	на фоне	4	2
351	можно охарактеризовать	2	2
352	только и	1	2
353	это было	2	2
354	в чем	2	2
355	делает его	1	2
356	об этом	2	2
357	должен быть	1	2
358	частной жизни	1	2
359	но как	3	2
360	как уже	1	2
361	имеются и	1	2
362	одну из	2	2
363	и весьма	1	2
364	но она	1	2
365	автора и	2	2
366	за пределы	10	2
367	перед лицом	2	2
368	от своего	2	2
369	но напротив	1	2
370	человека и	4	2
371	в большинстве	2	2
372	с человеком	1	2
373	могла бы	2	2
374	так же	2	2
375	числе и	7	2
376	человеческих отношений	2	2
377	что может	1	2
378	известном смысле	1	2
379	и особенно	4	2
380	для обозначения	1	2
381	это делает	1	2
382	о его	1	2
383	и прежде	4	2
384	включает в	3	2
385	этой системе	1	2
386	однако все	1	2
387	могло быть	1	2
388	или напротив	1	2
389	мира с	1	2
390	в особенности	7	1
391	с которыми	1	1
392	строя и	3	1
393	других факторов	1	1
394	пределы всего	1	1
395	от него	2	1
396	однако и	1	1
397	в последующих	7	1
398	все что	2	1
399	всеми людьми	1	1
400	произведение и	1	1
401	можно говорить	3	1
402	переживаемый в	1	1
403	за ним	2	1
404	и конечно	1	1
405	же и	1	1
406	другие в	1	1
407	типа как	1	1
408	индивидуальной жизни	1	1
409	и свою	1	1
410	на празднике	2	1
411	вытесненные из	2	1
412	этой жанровой	1	1
413	на ее	1	1
414	на первом	4	1
415	первую очередь	1	1
416	и мотивов	1	1
417	такое историческое	1	1
418	теперь в	1	1
419	в которую	1	1
420	жизнь но	1	1
421	образа и	1	1
422	есть для	2	1
423	с вещами	1	1
424	и дает	1	1
425	однозначности и	1	1
426	содержит в	2	1
427	с ним	6	1
428	это уже	4	1
429	которой в	1	1
430	в сущности	20	1
431	оно становится	1	1
432	говорит о	2	1
433	самой жизни	4	1
434	те же	1	1
435	проникновения в	2	1
436	первых двух	1	1
437	в область	1	1
438	типа так	1	1
439	разного рода	3	1
440	из существеннейших	1	1
441	сама жизнь	3	1
442	представлений о	1	1
443	первых же	1	1
444	в результате	1	1
445	эта позиция	1	1
446	чистом виде	1	1
447	знаменует не	1	1
448	целом ряде	2	1
449	это особого	1	1
450	с собой	1	1
451	и само	2	1
452	смысла в	1	1
453	в единстве	2	1
454	эстетическое восприятие	1	1
455	внутренняя форма	1	1
456	в центре	1	1
457	со всеми	2	1
458	и позволило	1	1
459	с мотивом	1	1
460	должен был	2	1
461	и приобретает	1	1
462	текста и	1	1
463	все то	1	1
464	новое время	4	1
465	между всеми	3	1
466	литературы но	1	1
467	в собственном	4	1
468	о мире	8	1
469	с ней	2	1
470	жизнь в	1	1
471	смысла и	2	1
472	как об	1	1
473	все моменты	2	1
474	время эти	2	1
475	в новую	1	1
476	значение в	1	1
477	можно даже	1	1
478	тем что	5	1
479	от всего	3	1
480	напротив мы	1	1
481	и действительно	2	1
482	принадлежат к	1	1
483	но самое	2	1
484	и другим	1	1
485	с тем	1	1
486	этого типа	1	1
487	к самому	1	1
488	вещей в	1	1
489	что по	2	1
490	в обычной	5	1
491	все же	10	1
492	отношений не	1	1
493	и вещи	2	1
494	они ни	1	1
495	смертью в	1	1
496	бы не	1	1
497	но у	2	1
498	да и	5	1
499	многие моменты	1	1
500	характерна для	1	1
501	эта внутренняя	1	1
502	в это	2	1
503	в стихах	1	1
504	на их	1	1
505	друг от	1	1
506	нет в	1	1
507	и праздничность	1	1
508	на первый	1	1
509	выступает как	1	1
510	он мог	1	1
511	всем его	1	1
512	жизни является	1	1
513	свое время	5	1
514	с этим	1	1
515	все они	1	1
516	от внешней	2	1
517	уже готовой	1	1
518	особенно для	1	1
519	на примере	1	1
520	которых можно	1	1
521	юмором в	1	1
522	совершенно не	5	1
523	все и	1	1
524	жизнь второй	1	1
525	существенный момент	1	1
526	со смертью	3	1
527	в первую	1	1
528	полноте и	1	1
529	не существует	1	1
530	существования с	1	1
531	мы рассмотрим	1	1
532	в котором	1	1
533	она же	1	1
534	картину и	1	1
535	и такие	1	1
536	и пр	5	1
537	где мир	1	1
538	языка и	1	1
539	сливается с	1	1
540	это мир	1	1
541	по своим	1	1
542	тех же	3	1
543	и конец	2	1
544	даже сказать	1	1
545	то и	1	1
546	всех его	3	1
547	своей отъединенности	1	1
548	связана с	8	1
549	наконец в	2	1
550	служить и	1	1
551	только такие	1	1
552	бы карнавал	2	1
553	самое существенное	1	1
554	с избытком	1	1
555	во многих	2	1
556	людей как	1	1
557	имея в	1	1
558	существенное значение	2	1
559	в грубом	1	1
560	и книги	1	1
561	время в	3	1
562	даже самых	1	1
563	слова и	1	1
564	с которой	1	1
565	с помощью	1	1
566	что из	1	1
567	и теперь	1	1
568	жизни и	14	1
569	области литературы	2	1
570	воображения или	1	1
571	и вся	2	1
572	значение для	2	1
573	стиля то	1	1
574	мира этим	1	1
575	и ему	1	1
576	художественной литературы	2	1
577	а между	1	1
578	одно из	7	1
579	в мир	2	1
580	целый ряд	2	1
581	иначе в	1	1
582	ни были	1	1
583	и до	6	1
584	смех это	3	1
585	для которого	2	1
586	которому впервые	1	1
587	в совершенно	2	1
588	в истории	5	1
589	от своей	1	1
590	это образная	1	1
591	внешней формой	1	1
592	действия и	1	1
593	форма жизни	1	1
594	жизни он	1	1
595	относительность всего	2	1
596	всего что	2	1
597	между людьми	5	1
598	второй половины	3	1
599	области эстетической	1	1
600	и формы	1	1
601	некоторых норм	1	1
602	этого мира	1	1
603	времени его	1	1
604	первых десятилетий	2	1
605	к ним	1	1
606	т.е не	1	1
607	не становится	1	1
