N	2gram	Vygotskiy_	Marksizm
1	точки зрения	49	69
2	может быть	19	64
3	и в	37	63
4	и не	15	55
5	как бы	16	53
6	не может	16	47
7	с точки	34	46
8	и пр	2	42
9	и его	10	41
10	в этом	32	39
11	таким образом	39	38
12	в процессе	19	33
13	как мы	11	32
14	второго направления	1	31
15	языка и	3	31
16	в пределах	1	31
17	лишь в	9	30
18	не только	29	29
19	речи в	17	29
20	то же	12	28
21	в нем	2	28
22	но и	23	27
23	связи с	7	25
24	речи и	41	25
25	самом деле	8	25
26	в самом	16	24
27	как и	20	24
28	прежде всего	12	24
29	только в	8	23
30	так и	12	23
31	и т.п	5	23
32	в том	47	22
33	то что	32	22
34	а не	5	22
35	при этом	6	20
36	так сказать	1	20
37	для него	5	20
38	если мы	8	20
39	не в	9	19
40	если бы	10	19
41	том что	42	19
42	в его	16	19
43	в ее	3	18
44	внутренней речи	14	18
45	в слове	2	18
46	и для	3	18
47	но в	9	18
48	вовсе не	5	18
49	все же	6	17
50	в сущности	13	17
51	по отношению	12	16
52	ни было	1	16
53	речевого общения	1	16
54	речь в	4	16
55	слова и	5	16
56	социального общения	1	16
57	и как	7	16
58	в то	7	16
59	с помощью	16	15
60	во всех	4	15
61	в связи	3	15
62	отнюдь не	2	15
63	что он	16	15
64	высказывания и	1	15
65	же время	2	15
66	отношению к	11	15
67	в данном	5	14
68	хотя бы	7	14
69	в контексте	1	14
70	в смысле	2	14
71	в своей	7	13
72	так же	18	13
73	речи мы	5	13
74	то ни	1	13
75	в направлении	1	13
76	что в	25	13
77	и здесь	1	13
78	не является	16	13
79	того чтобы	23	13
80	было бы	12	13
81	ничего не	6	13
82	мы не	13	13
83	слова в	2	13
84	для того	19	12
85	того же	1	12
86	бы то	1	12
87	в результате	7	12
88	выражение в	1	12
89	между тем	10	12
90	он не	11	12
91	в основе	9	12
92	высшей степени	7	12
93	является не	2	12
94	а в	4	12
95	в высшей	7	12
96	не столько	4	11
97	к нему	1	11
98	мы уже	7	11
99	и что	11	11
100	и от	4	11
101	слова как	3	11
102	до сих	4	11
103	и на	8	11
104	и все	7	11
105	как в	7	11
106	еще не	1	11
107	друг друга	5	11
108	так как	11	11
109	на самом	4	11
110	все эти	6	11
111	в ней	2	11
112	сих пор	4	11
113	без исключения	1	10
114	именно в	8	10
115	во всяком	6	10
116	самого начала	9	10
117	с другой	16	10
118	сказать что	16	10
119	к этому	7	10
120	никогда не	8	10
121	в своем	10	10
122	в таком	1	10
123	одна из	1	10
124	функциональной психологии	2	10
125	в основном	1	10
126	здесь мы	1	10
127	совершенно не	1	10
128	конечно не	1	10
129	в отличие	3	10
130	с его	7	10
131	здесь в	1	10
132	и потому	3	10
133	с самого	9	10
134	отличие от	3	10
135	более того	2	10
