N	4gram	Vygotskiy_	FransuaR
1	в то же время	1	55
2	дело в том что	2	13
3	с одной стороны и	1	5
4	одной и той же	4	4
5	один и тот же	1	4
6	одного и того же	2	3
7	не что иное как	2	3
8	мы видим таким образом	2	3
9	одна и та же	2	2
10	остановимся прежде всего на	1	2
11	а с другой стороны	3	2
12	том или ином виде	1	2
13	заключается в том что	6	2
14	бы то ни было	1	2
15	на другой день после	1	2
16	до сих пор не	1	2
17	и в том что	1	2
18	все дело в том	1	2
19	мы уже указывали на	1	2
20	только для того чтобы	1	2
21	и во всех других	1	2
22	одним и тем же	3	2
23	какой бы то ни	1	2
24	так же как и	1	2
25	в том или ином	1	2
26	в тесной связи с	1	1
27	не только то что	1	1
28	что с точки зрения	1	1
29	даже там где он	1	1
30	на том же основании	1	1
31	не только не делает	1	1
32	во всех этих событиях	1	1
33	на самом деле он	1	1
34	в данном случае в	1	1
35	в том что в	2	1
36	о том что он	2	1
37	с такой полнотой и	1	1
38	в то время как	4	1
39	на самом деле в	1	1
40	что для того чтобы	2	1
41	так как она есть	2	1
42	и в самом деле	2	1
43	до сих пор в	1	1
44	с одной стороны он	2	1
45	одно и то же	3	1
46	в живописи и в	1	1
47	что это и есть	1	1
48	все то что не	1	1
49	заключается в том чтобы	2	1
50	за то что он	2	1
51	к сожалению мы не	1	1
52	с другой стороны он	2	1
53	и ни о чем	1	1
54	состоит в том что	2	1
55	рассказывает о том как	1	1
56	в силу того что	1	1
57	в средние века в	1	1
58	жизни и смерти в	1	1
59	прежде всего тем что	1	1
60	ни о чем не	1	1
61	и вы и все	1	1
62	на нее так как	1	1
63	вместе с тем и	1	1
64	точки зрения придерживается и	1	1
65	то что он изображает	1	1
66	для людей xvii века	1	1
67	я имею в виду	1	1
68	чтобы превратить их в	1	1
69	ни в чем не	1	1
70	в том именно и	1	1
71	понятно что при таком	1	1
72	для того чтобы превратить	1	1
73	видим таким образом что	2	1
74	совершенно иначе чем это	1	1
75	так же точно и	2	1
76	что оно может быть	2	1
77	в том что он	2	1
78	но вместе с тем	1	1
79	что в конце концов	2	1
80	именно в том чтобы	1	1
81	в этом отношении на	1	1
82	и то обстоятельство что	1	1
83	свидетельствуют о том что	1	1
84	в том что оно	1	1
