N	2gram	Vygotskiy_	Morfolog
1	и т	12	62
2	может быть	34	61
3	т д	6	60
4	таким образом	35	26
5	действующих лиц	9	22
6	могут быть	8	21
7	так как	20	20
8	мы имеем	10	19
9	не может	15	19
10	в этом	30	18
11	в этих	3	17
12	представляет собой	2	17
13	и в	55	17
14	представляют собой	2	16
15	и не	19	16
16	мы видим	13	15
17	перед нами	5	14
18	с этим	4	14
19	прежде всего	6	14
20	по существу	4	13
21	видим что	5	12
22	при помощи	5	12
23	связи с	2	12
24	и др	2	12
25	а не	16	11
26	заметить что	1	11
27	что в	43	10
28	то же	16	10
29	а затем	2	10
30	вопрос о	6	10
31	мы увидим	11	10
32	но если	3	10
33	этом случае	2	10
34	в том	50	10
35	так и	6	10
36	что и	11	10
37	составные части	1	10
38	то что	69	10
39	все же	11	9
40	с другой	12	9
41	но и	16	9
42	не только	24	8
43	в результате	6	8
44	ход действия	1	8
45	имеем в	1	8
46	мы не	8	8
47	в качестве	2	8
48	но не	9	8
49	в тех	3	8
50	а в	7	8
51	как мы	6	8
52	один из	9	7
53	и здесь	11	7
54	если в	1	7
55	не могут	4	7
56	не менее	1	7
57	том что	46	7
58	потому что	48	7
59	по отношению	3	7
60	наряду с	1	7
61	точки зрения	15	7
62	как это	16	7
63	и этим	1	7
64	образом мы	3	7
65	или же	1	7
66	а также	1	7
67	отношению к	2	7
68	и другие	3	6
69	подобно тому	1	6
70	о том	24	6
71	большей частью	1	6
72	как бы	33	6
73	не все	3	6
74	но это	2	6
75	это не	9	6
76	с точки	5	6
77	в нашем	3	6
78	или в	6	6
79	и как	10	6
80	вовсе не	8	6
81	во всех	6	6
82	если мы	24	6
83	также и	1	6
84	в форме	2	6
85	во время	4	6
86	героя в	3	5
87	из которых	5	5
88	другой стороны	8	5
89	вслед за	3	5
90	что он	30	5
91	как в	4	5
92	со стороны	3	5
93	то это	6	5
94	это явление	1	5
95	хотя бы	5	5
96	было бы	15	5
97	к тому	12	5
98	ничего не	4	5
99	что они	11	5
100	хотя и	1	5
101	то мы	2	5
102	два раза	1	5
103	тому что	11	5
104	учение о	1	5
105	ясно что	10	5
106	все эти	5	5
107	одна из	6	5
108	между собой	2	5
109	на его	4	5
110	об этом	5	5
111	в других	1	5
112	там где	6	5
113	мы можем	8	5
114	сюда же	1	5
115	тому как	3	5
116	здесь можно	1	5
117	между тем	4	5
118	он не	10	5
119	если же	3	5
120	далеко не	4	5
121	и затем	2	5
122	главным образом	3	5
123	в целом	7	5
124	и ее	1	5
125	и к	5	4
126	смысле слова	2	4
127	в некоторых	2	4
128	на этом	11	4
129	нами в	2	4
130	как и	9	4
131	самом деле	17	4
132	но все	5	4
133	ни одна	2	4
134	показать что	17	4
135	тем что	8	4
136	никто не	4	4
137	уже не	1	4
138	еще не	6	4
139	не является	3	4
140	того чтобы	43	4
141	героя а	3	4
142	говорить о	1	4
143	на пути	1	4
144	так же	19	4
145	и наоборот	2	4
146	сказать что	14	4
147	следующим образом	2	4
148	на него	4	4
149	на котором	1	4
150	и для	13	4
151	из них	7	4
152	но в	7	4
153	герой и	2	4
154	несмотря на	5	4
155	на самом	9	4
156	его в	2	4
157	что его	2	4
158	с теми	3	4
159	к этому	5	4
160	в то	6	4
161	мы уже	7	4
162	в руки	3	4
163	можно было	6	4
164	этот вопрос	6	4
165	от того	6	4
166	могла бы	4	4
167	о его	1	4
168	этой школы	1	4
169	оно может	2	4
170	независимо от	1	4
171	собственном смысле	2	3
172	то время	4	3
173	та же	6	3
174	для каждой	1	3
175	мы приходим	1	3
176	только что	11	3
177	иногда может	1	3
178	с этой	5	3
179	и при	3	3
180	что это	15	3
181	это уже	1	3
182	в сущности	14	3
183	ни в	5	3
184	от другого	1	3
185	то с	1	3
186	или со	1	3
187	с собой	3	3
188	только в	12	3
189	и вызывает	1	3
190	в плоскости	1	3
191	здесь мы	2	3
192	время как	5	3
193	из двух	3	3
194	если это	4	3
195	или на	2	3
196	можно назвать	1	3
197	и другим	2	3
198	есть нечто	3	3
199	в собственном	2	3
200	состоит из	1	3
201	но мы	4	3
202	на первый	2	3
203	то здесь	2	3
204	так если	1	3
205	некоторые из	1	3
206	не существует	3	3
207	не упоминается	1	3
208	и что	45	3
209	по воздуху	1	3
210	связана с	1	3
211	для того	45	3
212	не оказывает	1	3
213	целый ряд	5	3
214	и изучение	1	3
215	состоит в	3	3
216	и вне	2	3
217	так например	5	3
218	здесь не	1	3
219	с его	6	3
220	кроме того	1	3
221	последовательность событий	1	3
222	что при	5	3
223	он должен	8	3
224	к нему	1	3
225	бы то	1	3
226	то в	1	3
227	к герою	1	3
228	формы которые	2	3
229	что эти	4	3
230	они не	3	3
231	благодаря этому	1	3
232	сам он	1	3
233	обращаются с	1	3
234	или с	2	3
235	лиц в	1	3
236	того что	12	3
237	с просьбой	1	3
238	что такое	2	3
239	ее в	2	3
240	но как	3	3
241	у нас	7	3
242	это и	7	3
243	о герое	1	3
244	и есть	7	3
245	в виде	3	3
246	а на	1	3
247	как же	1	3
248	как таковое	1	3
249	но для	1	3
250	а то	1	3
251	здесь же	2	3
252	узнает о	3	3
253	в какой	5	3
254	приходим к	2	3
255	даже не	1	3
256	это было	4	3
257	и у	1	3
258	вопроса о	2	3
259	и отсюда	3	3
260	том случае	1	3
261	героя и	9	3
262	чтобы герой	2	3
263	как уже	1	3
264	для наших	1	3
265	то ни	1	3
266	совсем не	3	3
267	если бы	21	3
268	вопрос как	1	3
269	друг друга	1	3
270	мы должны	10	3
271	и тем	6	3
272	не в	12	3
273	в которой	4	3
274	на нем	1	3
275	и их	3	3
276	в начале	1	3
277	в пределах	3	3
278	значение и	2	3
279	в этой	15	3
280	вступают в	1	3
281	к ней	3	3
282	приводит к	2	3
283	но есть	1	3
284	приводят к	1	3
285	мы будем	3	3
286	же в	3	3
287	из другой	1	3
288	на то	27	3
289	и его	10	3
290	и только	5	3
291	означает что	1	3
292	в один	1	3
293	не так	4	2
294	от него	5	2
295	является в	2	2
296	могут иметь	1	2
297	а потому	1	2
298	которой все	2	2
299	к другу	5	2
300	и этот	2	2
301	мы постараемся	1	2
302	если за	2	2
303	друг к	5	2
304	как таковой	1	2
305	с героем	2	2
306	те элементы	1	2
307	если он	2	2
308	бы составить	1	2
309	должна быть	2	2
310	или по	1	2
311	убивает его	1	2
312	и дает	3	2
313	не с	2	2
314	или нет	1	2
315	и тот	2	2
316	не на	1	2
317	но такое	1	2
318	иначе чем	1	2
319	оно не	2	2
320	как они	3	2
321	в своих	9	2
322	более или	1	2
323	превращаться в	1	2
324	образом если	2	2
325	это положение	1	2
326	в россии	1	2
327	увидеть что	4	2
328	например в	2	2
329	с тем	10	2
330	их в	4	2
331	совершенно одинаково	3	2
332	в которых	4	2
333	себя и	3	2
334	только для	2	2
335	не имеет	2	2
336	когда в	2	2
337	камень и	1	2
338	поставить вопрос	1	2
339	в каком	7	2
340	во сне	1	2
341	к другому	2	2
342	на другие	1	2
343	показать как	7	2
344	у нее	1	2
345	но оно	1	2
346	во всяком	2	2
347	его и	2	2
348	можно сказать	4	2
349	ответить на	1	2
350	того как	4	2
351	в данном	4	2
352	в основе	9	2
353	и более	1	2
354	вытекает из	2	2
355	что этот	3	2
356	что мы	12	2
357	в очень	1	2
358	как например	2	2
359	нельзя было	2	2
360	же функции	1	2
361	на той	1	2
362	одной стороны	15	2
363	в другом	3	2
364	в каких	2	2
365	том как	1	2
366	к выполнению	1	2
367	к себе	1	2
368	другой вопрос	1	2
369	увидим что	13	2
370	мы получим	2	2
371	что многие	1	2
372	в одном	5	2
373	и когда	12	2
374	от других	1	2
375	превращается в	2	2
376	то как	1	2
377	не что	2	2
378	в совершенно	6	2
379	вот как	2	2
380	действия и	5	2
381	в глаза	2	2
382	мотив и	1	2
383	второй раз	1	2
384	что же	1	2
385	без всякого	3	2
386	тем же	3	2
387	одной из	2	2
388	на этот	7	2
389	что она	10	2
390	он может	3	2
391	который в	1	2
392	что именно	7	2
393	всяком случае	1	2
394	но так	1	2
395	чем это	4	2
396	себя в	4	2
397	хотя эти	2	2
398	заставляет его	5	2
399	для него	5	2
400	ответ на	5	2
401	или наоборот	3	2
402	знать что	1	2
403	элемент в	1	2
404	ничем не	1	2
405	является результатом	1	2
406	что иное	2	2
407	ниже мы	1	2
408	может не	1	2
409	данном случае	4	2
410	в основу	6	2
411	собой в	2	2
412	и заставляет	2	2
413	с одной	15	2
414	наших целей	1	2
415	она в	1	2
416	и за	4	2
417	вывод что	1	2
418	ни к	1	2
419	ни было	1	2
420	этом отношении	3	2
421	для нас	9	2
422	все это	8	2
423	чем в	3	2
424	не знает	2	2
425	не сумеем	1	2
426	с двумя	3	2
427	как таковая	1	2
428	о характере	1	2
429	это мы	2	2
430	одним из	1	2
431	это еще	1	2
432	на героя	2	2
433	вообще не	1	2
434	между собою	1	2
435	очень много	1	2
436	представляют собою	1	2
437	же оно	1	2
438	который обычно	1	2
439	у него	9	2
440	по своему	1	2
441	средство для	1	2
442	он приводит	1	2
443	можно показать	1	2
444	к королю	1	2
445	в чем	1	2
446	а другой	2	2
447	но никто	2	2
