N	2gram	Ircho_Kome	Mirosoze
1	и в	37	97
2	может быть	14	64
3	не только	13	63
4	в этом	18	55
5	но и	18	54
6	он не	11	53
7	а не	5	53
8	в нем	8	49
9	не может	9	49
10	у него	10	47
11	и не	28	39
12	никогда не	5	38
13	в ней	7	37
14	потому что	19	37
15	не было	6	36
16	не в	7	34
17	и есть	3	33
18	для него	1	31
19	но он	3	30
20	человека в	4	30
21	как и	10	29
22	прежде всего	7	29
23	и он	5	27
24	в мире	2	27
25	но в	7	27
26	к человеку	2	26
27	человека и	2	26
28	в своей	6	25
29	он был	6	25
30	и это	4	25
31	и все	6	24
32	у нас	1	24
33	в своем	9	23
34	что в	11	23
35	что он	15	22
36	в самом	17	21
37	бога и	1	20
38	в себе	4	20
39	отношение к	7	20
40	как бы	7	19
41	до конца	4	19
42	человек не	1	19
43	в его	12	18
44	любви к	5	17
45	того что	1	17
46	и потому	2	17
47	том что	22	16
48	в том	24	16
49	на земле	2	16
50	то что	5	16
51	было бы	7	16
52	и его	10	16
53	в котором	6	15
54	не был	2	15
55	не знает	7	15
56	в этой	7	15
57	в конце	14	14
58	человек в	1	14
59	она не	3	14
60	нет ничего	4	14
61	в творчестве	1	14
62	так как	16	14
63	и на	6	13
64	друг друга	7	13
65	и вот	3	13
66	в русском	1	13
67	в них	6	12
68	он сам	1	12
69	к нему	8	12
70	и у	4	12
71	но не	9	12
72	смысле слова	1	12
73	это не	3	12
74	все это	7	12
75	и к	4	11
76	любовь к	4	11
77	с тем	6	11
78	хотя бы	5	11
79	в которой	6	11
80	был бы	4	11
81	только в	3	11
82	как в	4	11
83	и там	3	11
84	и для	7	11
85	жизни и	1	11
86	то же	14	10
87	так же	8	10
88	для человека	2	10
89	один из	6	10
90	должна быть	2	10
91	не могут	2	10
92	не имеет	6	10
93	в самой	1	10
94	все что	6	9
95	из самых	2	9
96	к тому	11	9
97	не мог	2	9
98	что и	12	9
99	х годов	2	9
100	человек и	1	9
101	я не	4	9
102	не будет	2	9
103	доходит до	1	9
104	он уже	1	9
105	с ним	10	9
106	вместе с	16	9
107	в свою	12	9
108	и во	3	9
109	бы и	1	9
110	а в	12	9
111	от него	2	8
112	в этих	2	8
113	и с	5	8
114	тем что	12	8
115	о том	21	8
116	вопрос о	2	8
117	человека не	2	8
118	себя в	3	8
119	т е	18	8
120	что не	5	8
121	человеке и	1	8
122	за пределы	3	8
123	жизнь в	1	8
124	не так	4	8
125	в отношении	4	8
126	еще в	1	8
127	нет в	1	8
128	бог и	3	8
129	того чтобы	9	8
130	во власти	1	8
131	отношении к	1	8
132	нет и	4	8
133	с его	6	8
134	ничего не	6	8
135	они не	2	8
136	уже в	3	8
137	для того	9	8
138	во всем	2	7
139	что человек	1	7
140	в духе	1	7
141	если он	3	7
142	в нашем	1	7
143	что все	1	7
144	точки зрения	8	7
145	человеку и	1	7
146	те же	1	7
147	чем в	5	7
148	что она	10	7
149	на этом	3	7
150	от нее	5	7
151	в жизни	1	7
152	отношения к	2	7
153	жизни в	1	7
154	себя и	2	7
155	более чем	6	7
156	он в	2	7
157	мог бы	1	7
158	но если	3	7
159	высшей степени	2	7
160	в высшей	2	7
161	должен быть	2	7
162	не могу	1	7
163	в судьбе	1	7
164	как он	5	7
165	все еще	2	7
166	же и	2	6
167	с этой	5	6
168	не как	2	6
169	к концу	3	6
170	было в	2	6
171	увидим что	1	6
172	на пути	2	6
173	людей и	2	6
174	и те	1	6
175	всего в	1	6
176	что у	2	6
177	прийти к	1	6
178	там и	3	6
179	его в	9	6
180	человеческой судьбы	1	6
181	и она	1	6
182	у них	1	6
183	можно было	3	6
184	по своей	2	6
185	чтобы не	3	6
186	и от	3	6
187	и здесь	11	6
188	его на	5	6
189	или к	2	6
190	если бы	18	6
191	в которых	7	6
192	бы не	3	6
193	к людям	1	6
194	весь в	1	6
195	в образе	5	6
196	в ее	3	6
197	того как	5	6
198	должен был	6	6
199	и более	1	6
200	жизнь и	1	6
201	его не	3	6
202	быть и	1	6
203	к ней	9	6
204	на то	3	6
205	не к	1	6
206	еще не	10	5
207	бы в	5	5
208	которые не	1	5
209	он хочет	1	5
210	одно из	3	5
211	с собой	4	5
212	и как	3	5
213	отрекается от	1	5
214	с этим	5	5
215	во всяком	3	5
216	для этого	3	5
217	мы увидим	1	5
218	до того	4	5
219	перед ним	4	5
220	сказать что	4	5
221	все время	3	5
222	в атмосфере	1	5
223	хочет быть	2	5
224	после того	3	5
225	отказывается от	1	5
226	от этого	1	5
227	сих пор	12	5
228	человек который	1	5
229	был в	1	5
230	в то	14	5
231	когда он	5	5
232	до сих	12	5
233	интерес к	1	5
234	и мы	5	5
235	любовь и	2	5
236	да и	3	5
237	его и	3	5
238	в основе	3	5
239	и если	3	5
240	в мир	1	5
241	жизни это	1	5
242	той же	2	5
243	тот же	11	5
244	не для	1	5
245	так и	4	5
246	в их	5	5
247	и я	3	5
248	думать что	1	5
249	как будто	3	5
250	в той	2	4
251	в центре	2	4
252	в момент	1	4
253	к этой	2	4
254	еще более	4	4
255	на деле	1	4
256	нас в	1	4
257	не хочет	6	4
258	и женщины	1	4
259	в своих	4	4
260	и даже	6	4
261	уже нет	1	4
262	в такой	1	4
263	сам не	2	4
264	не всегда	2	4
265	в него	1	4
266	по отношению	6	4
267	себе в	6	4
268	него не	1	4
269	есть также	1	4
270	что они	3	4
271	ее и	1	4
272	мы видим	2	4
273	землю и	1	4
274	в каждом	3	4
275	от природы	1	4
276	к себе	9	4
277	и этим	3	4
278	не от	1	4
279	не была	1	4
280	будто бы	1	4
281	тому что	5	4
282	время как	3	4
283	черты сходства	1	4
284	себе и	1	4
285	в чем	7	4
286	человека а	2	4
287	а для	2	4
288	а с	2	4
289	земле и	1	4
290	человека как	1	4
291	так что	7	4
292	мысль что	1	4
293	и что	8	4
294	и никогда	1	4
295	и по	3	4
296	не случайно	3	4
297	преступления и	1	4
298	его с	1	4
299	живет в	2	4
300	с ума	3	4
301	для них	1	4
302	ни в	14	4
303	и тот	6	4
304	с ней	1	4
305	в начале	5	4
306	то время	3	4
307	как о	3	4
308	никто не	2	4
309	на своем	1	4
310	к другому	2	4
311	к которой	1	4
312	по сравнению	3	4
313	человека от	1	4
314	в середине	1	4
315	и до	2	4
316	в истории	2	4
317	только с	1	4
318	мы еще	1	4
319	они были	2	4
320	он должен	1	4
321	как к	3	4
322	не знают	1	4
323	могут быть	3	4
324	мир в	1	4
325	может не	1	4
326	сам он	3	4
327	который так	1	4
328	мы не	6	4
329	быть лишь	1	4
330	все равно	3	4
331	в эпоху	2	4
332	все эти	1	4
333	по своему	3	4
334	путь к	1	4
335	особенно в	1	4
336	из людей	1	4
337	и их	1	4
338	от того	2	4
339	стало быть	2	4
340	его отношение	1	4
341	отношению к	4	4
342	место в	1	4
343	и только	1	4
344	конце концов	3	4
345	которой все	1	3
346	в душе	1	3
347	о чем	11	3
348	него в	3	3
349	в виду	3	3
350	ко всем	1	3
351	мысль о	1	3
352	принадлежат к	2	3
353	все же	9	3
354	чем не	2	3
355	на человека	1	3
356	его любовь	1	3
357	то это	5	3
358	считает себя	1	3
359	входит в	1	3
360	в этот	1	3
361	в одном	3	3
362	и когда	2	3
363	приходит к	2	3
364	превращается в	1	3
365	конечно не	4	3
366	будет и	1	3
367	но этот	1	3
368	то чтобы	1	3
369	находится в	1	3
370	к этому	11	3
371	уходит в	1	3
372	и еще	4	3
373	в состоянии	1	3
374	хотя и	6	3
375	и сама	1	3
376	одним из	2	3
377	я и	2	3
378	не остается	3	3
379	и жизнь	2	3
380	же как	1	3
381	в свой	2	3
382	на свободу	1	3
383	во всех	4	3
384	остается в	3	3
385	о себе	1	3
386	на смену	1	3
387	в уста	2	3
388	всю свою	2	3
389	именно потому	2	3
390	между тем	6	3
391	эти слова	1	3
392	к этим	1	3
393	и судьба	1	3
394	и тем	4	3
395	он принимает	1	3
396	и та	1	3
397	должны были	2	3
398	с которым	3	3
399	раньше чем	1	3
400	ближе к	3	3
401	жизни а	1	3
402	для себя	1	3
403	своего образа	1	3
404	они ищут	2	3
405	его образ	1	3
406	со всеми	2	3
407	все его	2	3
408	с таким	1	3
409	о судьбе	1	3
410	в пределах	3	3
411	как не	2	3
412	к его	4	3
413	быть назван	1	3
414	приводит к	4	3
415	ли он	1	3
416	сравнению с	3	3
417	в которые	2	3
418	роль в	3	3
419	и поэтому	5	3
420	когда в	1	3
421	только один	2	3
422	эта мысль	1	3
423	которую он	3	3
424	если человек	1	3
425	существо и	1	3
426	что же	2	3
427	тому как	1	3
428	принадлежит к	1	3
429	в трагедии	1	3
430	на этот	6	3
431	всяком случае	3	3
432	и после	2	3
433	же он	1	3
434	выходит за	1	3
435	обратиться к	1	3
436	из этой	2	3
437	поэтому он	1	3
438	и всякий	2	3
439	нет ни	2	3
440	это был	1	3
441	человеческой природой	1	3
442	ничего кроме	1	3
443	не достигает	1	3
444	для нас	7	3
445	в ином	1	3
446	от всех	1	3
447	а к	1	3
448	себя а	1	3
449	и эта	2	3
450	говорят о	1	3
451	со своей	2	3
452	на его	5	3
453	об этом	12	3
454	ему как	1	3
455	они стали	1	3
456	такого отношения	2	3
457	в самых	1	3
458	а от	1	3
459	мы должны	1	3
460	не с	2	3
461	в безумии	1	3
462	и всегда	1	3
463	его судьба	1	3
464	он знает	4	3
465	ничего подобного	1	3
466	и ничего	1	3
467	он готов	2	2
468	с которой	2	2
469	с которыми	1	2
470	он считает	1	2
471	из всех	3	2
472	них есть	1	2
473	один лишь	1	2
474	тем как	2	2
475	и был	2	2
476	всем и	1	2
477	ответственности и	1	2
478	не столько	3	2
479	его от	5	2
480	то не	1	2
481	что наш	1	2
482	по себе	1	2
483	насилие над	1	2
484	и сам	11	2
485	много раз	1	2
486	к самому	1	2
487	не менее	9	2
488	соединяется с	1	2
489	только для	2	2
490	если в	4	2
491	сошел с	1	2
492	в действительности	1	2
493	все к	2	2
494	и мысли	3	2
495	своей природе	1	2
496	в глаза	3	2
497	из себя	3	2
498	между двумя	2	2
499	человек у	1	2
500	не стал	2	2
501	от своей	2	2
502	с другой	5	2
503	в прошлом	1	2
504	ни одного	1	2
505	он так	4	2
506	они должны	1	2
507	ли она	1	2
508	глубины и	1	2
509	от них	2	2
510	выходя из	2	2
511	нет никаких	2	2
512	того же	9	2
513	остался в	1	2
514	то в	1	2
515	и весь	1	2
516	возвращение к	2	2
517	чтобы человек	1	2
518	такого рода	2	2
519	это я	1	2
520	ты не	1	2
521	после этого	2	2
522	как можно	2	2
523	себе путь	1	2
524	связи с	5	2
525	не о	3	2
526	почему так	1	2
527	между ними	4	2
528	также в	2	2
529	если я	1	2
530	в смысле	2	2
531	что их	4	2
532	на которую	1	2
533	могли бы	1	2
534	были у	1	2
535	поле битвы	1	2
536	можно принять	1	2
537	и нам	1	2
538	сходить с	1	2
539	можно сделать	1	2
540	никого не	1	2
541	что эта	2	2
542	не были	1	2
543	себя на	1	2
544	она была	2	2
545	себя за	1	2
546	был для	1	2
547	но нет	2	2
548	столь же	5	2
549	о своей	1	2
550	любовь в	1	2
551	в атмосферу	1	2
552	его к	1	2
553	из любви	1	2
554	а как	2	2
555	речи о	4	2
556	во время	8	2
557	и ее	3	2
558	было с	1	2
559	страшная и	1	2
560	средством для	1	2
561	во втором	2	2
562	над ними	1	2
563	которой не	2	2
564	и выражает	1	2
565	была бы	2	2
566	в средство	1	2
567	человек хочет	1	2
568	в сущности	3	2
569	находятся в	1	2
570	же что	1	2
571	подобно тому	1	2
572	если не	7	2
573	самом деле	13	2
574	доводит до	2	2
575	от своего	2	2
576	их в	3	2
577	ему в	1	2
578	и действительно	1	2
579	к будущему	1	2
580	необходимости в	1	2
581	к какому	1	2
582	ему и	3	2
583	обращенный к	1	2
584	в каком	1	2
585	который и	1	2
586	бросается в	1	2
587	самое главное	1	2
588	того самого	1	2
589	что женщина	1	2
590	что мы	4	2
591	ни у	2	2
592	своей собственной	1	2
593	в тихом	1	2
594	относится к	1	2
595	быть не	1	2
596	и любовь	2	2
597	на два	1	2
598	свою вину	2	2
599	не сам	2	2
600	и уже	1	2
601	идея не	1	2
602	и об	1	2
603	у других	1	2
604	целый ряд	5	2
605	чем я	1	2
606	его художественного	1	2
607	нем не	1	2
608	еще вернемся	1	2
609	что я	5	2
610	говорил что	1	2
611	мысли не	1	2
612	не видит	1	2
613	многие из	1	2
614	бы его	1	2
615	с того	1	2
616	в социальном	2	2
617	для нашего	1	2
618	которым он	2	2
619	различие между	1	2
620	тем он	1	2
621	к соединению	2	2
622	на что	2	2
623	тому чтобы	1	2
624	ни к	1	2
625	этом отношении	2	2
626	он и	5	2
627	о нем	1	2
628	знаю что	2	2
629	нам ближе	1	2
630	со своим	1	2
631	на помощь	4	2
632	же не	3	2
633	на пиру	1	2
634	не принимает	1	2
635	совсем иное	1	2
636	с человеком	1	2
637	и без	2	2
638	к жизни	1	2
639	в какой	4	2
640	в уме	1	2
641	за которым	1	2
642	перед собой	1	2
643	к своему	4	2
644	как ее	2	2
645	ней нет	1	2
646	нисколько не	3	2
647	это было	1	2
648	для нашей	1	2
649	за его	1	2
650	бы ни	1	2
651	бы это	1	2
652	к одному	1	2
653	еще до	1	2
654	ко всему	1	2
655	друг за	2	2
656	равно что	1	2
657	и других	1	2
658	он ни	1	2
659	это совершенно	1	2
660	ни один	1	2
661	не по	7	2
662	иное чем	1	2
663	е в	2	2
664	не находит	2	2
665	этого не	1	2
666	кто не	1	2
667	у кого	2	2
668	было еще	1	2
669	тем самым	1	2
670	можно найти	1	2
671	человека с	2	2
672	у нее	2	2
673	как то	1	2
674	происходит от	1	2
675	прежде чем	4	2
676	человека из	1	2
677	и о	3	2
678	в понимании	1	2
679	которые в	1	2
680	сторон в	1	2
681	бы он	3	2
682	же можно	2	2
683	происходит в	1	2
684	тот и	1	2
685	хотя он	1	2
686	в каком-то	1	2
687	не надо	2	2
688	начинает с	2	2
689	в е	1	2
690	момент его	1	2
691	для многих	1	2
692	при дневном	1	1
693	в сложном	1	1
694	это на	1	1
695	и сравнительно	1	1
696	был и	1	1
697	я уверен	1	1
698	родину в	1	1
699	которая была	1	1
700	из сторон	1	1
701	не заставляет	2	1
702	органической частью	1	1
703	только что	11	1
704	мне то	1	1
705	даже в	3	1
706	в финале	1	1
