N	3gram	Medvedev_F	Sovremen
1	мы не можем	3	6
2	с точки зрения	17	5
3	в зависимости от	4	4
4	не может быть	11	4
5	не может не	1	3
6	что же это	1	3
7	с самого начала	2	3
8	в свою очередь	6	2
9	каждого из них	1	2
10	с помощью которых	1	2
11	во всяком случае	6	2
12	тем не менее	2	2
13	поэтому мы не	2	2
14	же это за	1	2
15	в отличие от	2	2
16	в настоящее время	11	2
17	может быть и	4	2
18	и все те	1	1
19	по самому своему	1	1
20	есть не что	1	1
21	все же в	1	1
22	самому своему существу	1	1
23	и действительно если	1	1
24	смысле можно говорить	1	1
25	научной мысли в	1	1
26	то ни было	1	1
27	мы знаем что	1	1
28	в том что	3	1
29	в первый период	5	1
30	но все эти	2	1
31	на самом деле	7	1
32	совершенно независимо от	1	1
33	и до сих	2	1
34	дело идет о	3	1
35	не могут быть	4	1
36	как и во	1	1
37	до сих пор	7	1
38	одной стороны и	4	1
39	мы говорим о	2	1
40	все более и	3	1
41	влечет за собой	1	1
42	его между двумя	1	1
43	сами по себе	4	1
44	в новое время	1	1
45	метода не может	1	1
46	не что иное	1	1
47	в этом периоде	1	1
48	в предыдущей главе	1	1
49	в связи с	9	1
50	и еще более	1	1
51	в самом деле	5	1
52	тот или другой	1	1
53	в такой же	1	1
54	в том случае	2	1
55	могут быть поняты	1	1
56	что же делает	1	1
57	а в настоящее	2	1
58	ни одного из	1	1
59	а это последнее	1	1
60	и во всех	1	1
61	что иное как	1	1
62	в данном случае	2	1
63	прежде всего мы	1	1
64	на котором держится	1	1
65	но все же	2	1
66	мы уже знаем	1	1
67	равно как и	1	1
68	еще более недопустимо	1	1
69	и пр но	2	1
70	остается подвести итоги	1	1
71	и прежде всего	2	1
72	это значит что	1	1
73	уже знаем что	1	1
74	с одной стороны	5	1
75	и конкретную методику	1	1
76	как одной из	1	1
77	в этой области	1	1
78	первый период развития	2	1
79	более и более	3	1
80	в самом конце	1	1
81	так же как	1	1
82	по аналогии с	4	1
83	то же время	13	1
84	не в том	3	1
85	без определенного метода	1	1
86	прежде всего необходимо	1	1
87	при определенных условиях	2	1
88	не может ведь	1	1
89	она не может	1	1
90	быть и речи	1	1
91	этом смысле можно	1	1
92	по отношению к	4	1
93	и может быть	1	1
94	в том как	1	1
95	в то же	13	1
96	но они не	1	1
97	бы то ни	4	1
98	говорить только о	1	1
99	в ином направлении	2	1
100	возникновения и развития	1	1
101	на этот вопрос	1	1
102	но отнюдь не	1	1
103	он уже не	1	1
104	и в этом	6	1
105	и потому совершенно	1	1
106	по крайней мере	1	1
107	в этом случае	1	1
108	тот или иной	1	1
109	именно в том	2	1
110	в этом смысле	3	1
111	приводит и к	1	1
112	в процессе развития	1	1
113	и в то	4	1
114	и не может	5	1
115	ни о каком	1	1
116	но тем не	1	1
117	ровно ничего не	1	1
118	зависимости от различных	1	1
119	раз и навсегда	2	1
120	же это не	1	1
121	мы видим что	1	1
122	в корне неверной	1	1
