N	2gram	Ircho_Kome	RusskieA
1	и в	40	79
2	в том	19	64
3	том что	19	59
4	что в	12	57
5	т е	14	54
6	не только	12	41
7	во время	11	38
8	так как	6	34
9	и другие	3	33
10	в этом	9	33
11	состоит в	1	32
12	как бы	3	31
13	но и	14	31
14	в других	3	30
15	в и	3	30
16	п в	1	30
17	как и	12	28
18	и на	9	28
19	может быть	16	28
20	в этот	1	26
21	а н	1	25
22	одна из	4	24
23	о том	12	23
24	и т	11	23
25	при этом	5	22
26	в поле	4	22
27	т д	4	21
28	там же	4	20
29	это не	2	20
30	е в	2	20
31	а в	9	20
32	как мы	5	20
33	из них	16	19
34	xix в	1	18
35	все это	7	18
36	с тем	5	17
37	таким образом	13	17
38	то что	8	17
39	вместе с	8	17
40	об этом	2	17
41	потому что	8	17
42	мы не	4	16
43	или на	2	15
44	будто бы	2	15
45	один из	9	15
46	в них	7	14
47	и с	8	14
48	не менее	6	14
49	тем не	3	14
50	как это	7	14
51	и что	2	14
52	мы видели	2	14
53	и не	19	14
54	у нас	3	14
55	к этому	8	13
56	так что	6	13
57	и по	6	13
58	как в	8	13
59	в которых	1	13
60	еще не	7	13
61	не может	3	13
62	тем что	5	12
63	мы имеем	1	12
64	в виде	3	12
65	в дом	1	11
66	а затем	4	11
67	следующим образом	1	11
68	не имеет	1	11
69	но это	2	11
70	а на	2	11
71	далеко не	1	11
72	что на	4	11
73	все же	7	10
74	так например	1	10
75	представляет собой	1	10
76	его в	6	10
77	между тем	9	10
78	что и	10	10
79	в течение	5	10
80	так и	17	10
81	или в	5	10
82	а также	5	10
83	по существу	1	10
84	и других	7	10
85	то же	7	9
86	о чем	2	9
87	видно что	1	9
88	что они	4	9
89	к жизни	1	9
90	с ней	1	9
91	и все	4	9
92	данном случае	1	9
93	того как	3	9
94	земли и	2	9
95	том же	1	9
96	но в	6	9
97	в честь	3	9
98	в г	28	9
99	но не	3	9
100	одно из	1	8
101	в этих	5	8
102	представление о	3	8
103	что по	3	8
104	так же	4	8
105	после этого	3	8
106	связи с	3	8
107	на себя	5	8
108	во всех	4	8
109	что это	5	8
110	подобно тому	1	8
111	их в	1	8
112	того чтобы	4	8
113	того что	1	8
114	ее в	2	8
115	в данном	1	8
116	не все	2	8
117	как уже	1	8
118	тому как	1	8
119	для того	3	8
120	же в	7	8
121	в это	3	7
122	в руках	4	7
123	должна была	3	7
124	в своем	6	7
125	к нему	5	7
126	а и	1	7
127	не в	8	7
128	а с	1	7
129	было бы	8	7
130	главным образом	4	7
131	только в	6	7
132	еще в	9	7
133	это время	5	7
134	связанные с	2	7
135	из этих	5	7
136	а не	1	7
137	н а	1	7
138	до конца	3	7
139	ничего не	4	7
140	и как	3	7
141	предположить что	1	7
142	из леса	1	7
143	как будто	3	7
144	в эти	2	7
145	для этого	2	7
146	в году	3	6
147	с собой	2	6
148	же как	3	6
149	к тому	15	6
150	и другой	1	6
151	не всегда	2	6
152	только на	2	6
153	но они	2	6
154	в одном	10	6
155	что она	3	6
156	после того	3	6
157	в качестве	8	6
158	в таком	1	6
159	тому что	4	6
160	также в	3	6
161	и у	3	6
162	на этом	3	6
163	год и	1	6
164	должны были	9	6
165	в этой	9	6
166	в нем	8	6
167	должен был	1	6
168	в в	8	6
169	с ними	2	6
170	приводит к	1	6
171	и более	2	6
172	по домам	1	6
173	друг друга	2	6
174	в их	6	6
175	все эти	1	6
176	так в	6	6
177	и их	3	6
178	и о	3	6
179	и к	2	5
180	в разных	1	5
181	например в	1	5
182	после обеда	1	5
183	только для	1	5
184	к земле	1	5
185	г в	5	5
186	с этим	5	5
187	вопрос о	5	5
188	с другой	7	5
189	как правило	5	5
190	по поводу	7	5
191	с целью	2	5
192	vii в	2	5
193	не было	1	5
194	в связи	3	5
195	земле и	1	5
196	мы уже	1	5
197	в тех	5	5
198	можно было	5	5
199	и др	1	5
200	чаще всего	3	5
201	там где	1	5
202	в то	14	5
203	прежде всего	8	5
204	нет никаких	1	5
205	в особенности	1	5
206	его с	2	5
207	с ним	1	5
208	для них	2	5
209	то на	1	5
210	что он	11	5
211	то и	3	5
212	в свою	2	5
213	к себе	1	5
214	заметить что	1	5
215	но если	4	5
216	и для	4	5
217	тот же	5	5
218	в его	8	5
219	вывод что	3	5
220	состоял в	1	5
221	на самом	1	5
222	это предположение	1	5
223	за этим	1	5
224	и потому	1	5
225	отнюдь не	2	5
226	на поле	1	5
227	не с	1	5
228	в целом	6	5
229	вплоть до	1	5
230	во всем	1	4
231	или по	3	4
232	не столько	1	4
233	в своих	2	4
234	но все	4	4
235	в народном	7	4
236	именно в	5	4
237	всякого рода	1	4
238	во всяком	4	4
239	на этой	1	4
240	в котором	6	4
241	не что	1	4
242	в глаза	1	4
243	в отличие	3	4
244	под названием	2	4
245	во всей	1	4
246	от них	3	4
247	и из	2	4
248	что у	6	4
249	что иное	1	4
250	вокруг этого	1	4
251	несмотря на	5	4
252	но он	2	4
253	не был	1	4
254	под именем	3	4
255	в руки	1	4
256	здесь мы	3	4
257	себя внимание	4	4
258	ко времени	3	4
259	что для	1	4
260	могут быть	3	4
261	в доме	6	4
262	и от	2	4
263	показывают что	1	4
264	означает что	2	4
265	и здесь	6	4
266	та же	1	4
267	за ним	2	4
268	по всем	2	4
269	они и	1	4
270	если в	3	4
271	в основном	1	4
272	и при	1	4
273	и другим	1	4
274	не на	1	4
275	так называемый	1	4
276	то время	8	4
277	этому же	1	4
278	бросается в	1	4
279	он же	1	4
280	в основе	1	4
281	что сила	1	4
282	на основе	1	4
283	в древней	5	4
284	в середине	5	4
285	совпадают с	1	4
286	на землю	3	4
287	связанных с	2	4
288	и а	1	4
289	и там	1	4
290	и под	1	4
291	на две	3	4
292	в образе	4	4
293	этого слова	1	4
294	всяком случае	4	4
295	у них	1	4
296	и после	3	4
297	нас не	2	4
298	уже в	9	4
299	песни в	3	4
300	такой же	2	4
301	женщины и	1	4
302	по своему	5	4
303	г к	1	4
304	в уже	4	4
305	а к	2	4
306	отличие от	4	4
307	в ней	2	4
308	по всей	1	4
309	к ней	2	4
310	которые в	3	4
311	и ее	5	4
312	и тогда	1	4
313	других случаях	1	4
314	таким же	1	4
315	иное как	1	4
316	все что	3	3
317	можно говорить	1	3
318	выводу что	1	3
319	судить о	1	3
320	совершенно очевидно	1	3
321	в какой	2	3
322	в виду	2	3
323	комический эффект	3	3
324	связь с	2	3
325	более или	1	3
326	на которых	1	3
327	из самых	2	3
328	видно из	4	3
329	в одно	1	3
330	на весь	1	3
331	на первый	1	3
332	от этого	2	3
333	и иногда	1	3
334	обращает на	4	3
335	сразу же	5	3
336	из других	3	3
337	восходит к	4	3
338	он был	4	3
339	представления о	2	3
340	только как	1	3
341	в различных	1	3
342	по отношению	5	3
343	и те	1	3
344	до того	1	3
345	ii в	4	3
346	но ни	1	3
347	и еще	5	3
348	как на	2	3
349	к числу	2	3
350	находится в	2	3
351	что все	1	3
352	точки зрения	7	3
353	что именно	3	3
354	именно с	1	3
355	тут же	2	3
356	для этой	3	3
357	содержится в	1	3
358	а наоборот	1	3
359	это сходство	1	3
360	с одной	5	3
361	мы знаем	5	3
362	только часть	1	3
363	обычно не	1	3
364	на него	4	3
365	хотя и	6	3
366	в ее	2	3
367	в человеческую	1	3
368	по содержанию	5	3
369	это конечно	1	3
370	тому же	14	3
371	в которой	9	3
372	очевидно что	1	3
373	iii в	7	3
374	большинстве случаев	2	3
375	в области	3	3
376	и это	3	3
377	в эту	2	3
378	сих пор	3	3
379	в русской	1	3
380	совсем не	2	3
381	можно сделать	3	3
382	в форме	2	3
383	девушки и	1	3
384	мы здесь	1	3
385	на улицу	1	3
386	возможно что	4	3
387	его к	1	3
388	за все	1	3
389	в окно	1	3
390	чтобы не	1	3
391	любви и	1	3
392	до сих	3	3
393	них в	1	3
394	то есть	1	3
395	имело место	2	3
396	также что	2	3
397	известно что	4	3
398	из которых	5	3
399	к выводу	2	3
400	сводится к	1	3
401	независимо от	5	3
402	если бы	4	3
403	судить по	3	3
404	в своей	3	3
405	жизни в	1	3
406	и поэтому	2	3
407	тех пор	2	3
408	значение и	1	3
409	подтверждают что	1	3
410	каждый из	3	3
411	из наиболее	2	3
412	нет и	2	3
413	и во	4	3
414	на этот	5	3
415	не имели	1	3
416	они были	1	3
417	в самих	1	3
418	говорилось выше	1	3
419	№ в	1	3
420	ее на	1	3
421	и этим	1	3
422	такое же	1	3
423	своему происхождению	2	3
424	же не	2	3
425	на небо	1	3
426	которые как	1	3
427	с той	2	3
428	на все	3	3
429	по его	2	3
430	или менее	2	3
431	в одной	1	3
432	жизнь и	2	3
433	до тех	1	3
434	так называемой	3	3
435	в городах	1	3
436	когда он	1	3
437	что касается	5	3
438	как он	2	3
439	в большинстве	2	3
440	отношению к	5	3
441	место в	7	3
442	в период	5	3
443	на то	3	3
444	и его	17	3
445	этой силы	1	3
446	это в	1	3
447	и другое	1	3
448	не к	2	3
449	от него	1	2
450	несомненно что	1	2
451	быть использованы	1	2
452	исходя из	1	2
453	к этой	1	2
454	с этой	3	2
455	женщин и	2	2
456	тем как	2	2
457	воспоминания о	1	2
458	с презрением	1	2
459	по свидетельству	3	2
460	земледелец не	1	2
461	это имело	1	2
462	время не	1	2
463	нас в	3	2
464	народ и	1	2
465	его от	1	2
466	другой стороны	6	2
467	по себе	2	2
468	на основании	7	2
469	на сцену	3	2
470	этим объясняется	3	2
471	в духе	3	2
472	на свой	1	2
473	ни одна	2	2
474	две партии	1	2
475	пишет для	1	2
476	ее для	1	2
477	года в	1	2
478	из всего	2	2
479	в ноги	1	2
480	на эту	1	2
481	представляли собой	1	2
482	когда в	3	2
483	и следовательно	2	2
484	полагают что	2	2
485	в дальнейшем	1	2
486	представляла собой	1	2
487	празднеств в	1	2
488	состоит не	1	2
489	дают нам	1	2
490	iii и	1	2
491	время от	4	2
492	в античности	1	2
493	одной стороны	5	2
494	с развитием	1	2
495	в первые	2	2
496	между двумя	1	2
497	на которые	3	2
498	говорить о	3	2
499	и когда	1	2
500	людей и	1	2
501	они с	2	2
502	себе в	1	2
503	так называемых	3	2
504	по всему	3	2
505	сказать что	1	2
506	тех случаях	1	2
507	нам право	1	2
508	в нашем	2	2
509	части и	1	2
510	который в	2	2
511	а мы	2	2
512	к этим	3	2
513	с девушкой	1	2
514	имеется довольно	1	2
515	были известны	2	2
516	и он	1	2
517	собой и	2	2
518	не противоречит	1	2
519	к их	2	2
520	время и	3	2
521	собой в	2	2
522	этой же	3	2
523	обстояло дело	1	2
524	и за	3	2
525	там и	1	2
526	у него	6	2
527	можно рассматривать	1	2
528	ее от	1	2
529	как по	2	2
530	одним из	3	2
531	можно судить	4	2
532	в конце	7	2
533	дома в	2	2
534	но иногда	1	2
535	между прочим	2	2
536	следовательно и	1	2
537	iv в	36	2
538	в двух	6	2
539	в чем	3	2
540	что их	1	2
541	могло бы	1	2
542	в каждом	2	2
543	мы можем	6	2
544	были у	1	2
545	не означает	2	2
546	и даже	5	2
547	представления в	1	2
548	три раза	1	2
549	не дает	1	2
550	ту же	2	2
551	человека который	1	2
552	он не	5	2
553	и тем	2	2
554	в развитии	2	2
555	что эта	1	2
556	себе на	1	2
557	и является	1	2
558	разницей что	1	2
559	иметь в	1	2
560	была не	1	2
561	считал что	1	2
562	в новое	2	2
563	следует признать	2	2
564	как известно	4	2
565	примерно в	5	2
566	т п	7	2
567	сил природы	1	2
568	о случае	1	2
569	его как	1	2
570	друг другу	2	2
571	в себе	3	2
572	образом в	2	2
573	в силу	4	2
574	из этого	2	2
575	представления и	1	2
576	остановиться на	2	2
577	не случайно	1	2
578	в один	2	2
579	и особенно	7	2
580	на всю	3	2
581	не так	1	2
582	этому времени	3	2
583	в состав	2	2
584	в самый	1	2
585	на западе	1	2
586	и затем	1	2
587	с и	5	2
588	в жизни	1	2
589	сцены из	2	2
590	уже знаем	1	2
591	выходят на	1	2
592	в другой	1	2
593	о которой	1	2
594	в область	1	2
595	интерес к	2	2
596	утверждает что	1	2
597	не более	2	2
598	на столе	1	2
599	г где	1	2
600	их к	3	2
601	с г	2	2
602	если это	2	2
603	обращается к	1	2
604	и начало	1	2
605	в они	1	2
606	xv в	1	2
607	становится ясным	1	2
608	представляло собой	1	2
609	так называемая	1	2
610	при всех	1	2
611	из своей	2	2
612	нет в	1	2
613	перед нами	1	2
614	совершенно не	1	2
615	не является	2	2
616	с места	1	2
617	вытекает из	1	2
618	не имеют	1	2
619	и если	2	2
620	относится к	2	2
621	и и	3	2
622	не знали	1	2
623	быть не	1	2
624	и теперь	3	2
625	в дни	1	2
626	целый ряд	2	2
627	к людям	2	2
628	тому и	1	2
629	например на	1	2
630	е а	2	2
631	этого времени	1	2
632	почти целиком	1	2
633	вероятно и	1	2
634	с нею	1	2
635	с его	4	2
636	говорится в	1	2
637	за столом	1	2
638	иногда в	1	2
639	подойти к	1	2
640	судя по	6	2
641	до г	1	2
642	ответ на	2	2
643	в более	4	2
644	они не	1	2
645	ни с	1	2
646	вероятно что	3	2
647	предположение что	1	2
648	и всем	1	2
649	на что	1	2
650	для него	1	2
651	этом отношении	3	2
652	как у	1	2
653	здесь в	4	2
654	из своих	1	2
655	участие в	4	2
656	от своих	1	2
657	однако не	2	2
658	к заключению	1	2
659	это еще	2	2
660	очень много	1	2
661	в ряде	1	2
662	в стороне	1	2
663	и без	3	2
664	этой цели	3	2
665	случаях когда	1	2
666	что им	1	2
667	право на	2	2
668	или их	1	2
669	они выходят	1	2
670	свет на	1	2
671	должен быть	1	2
672	особенно в	1	2
673	тем более	1	2
674	чтобы сделать	1	2
675	xx в	1	2
676	что эти	1	2
677	мы попытаемся	1	2
678	ко всему	2	2
679	обычно в	1	2
680	же из	1	2
681	а как	1	2
682	и притом	2	2
683	само собой	2	2
684	полагали что	1	2
685	в частности	7	2
686	от земли	1	2
687	в начале	7	2
688	в пределах	1	2
689	лучше понять	1	2
690	и всех	1	2
691	значение слова	1	2
