N	2gram	Losev_Prob	Problemy
1	и в	64	106
2	и не	63	90
3	как бы	18	70
4	может быть	29	66
5	т е	2	59
6	в его	12	56
7	в этом	30	52
8	в нем	14	51
9	не может	18	49
10	из подполья	2	48
11	как и	7	44
12	что он	11	44
13	у достоевского	1	43
14	точки зрения	5	40
15	но и	23	40
16	для него	2	39
17	и его	3	39
18	а не	21	38
19	то же	10	36
20	не только	37	36
21	в пределах	2	35
22	то что	72	33
23	но в	19	33
24	прежде всего	17	32
25	он не	5	29
26	в то	7	29
27	все это	11	29
28	и все	9	28
29	не в	6	27
30	к другому	1	27
31	в самом	10	25
32	и с	12	25
33	к нему	5	25
34	с точки	3	25
35	в сущности	2	25
36	и т	13	25
37	с самим	3	24
38	не как	2	24
39	вовсе не	60	24
40	самом деле	10	24
41	и на	11	23
42	слова и	5	23
43	по себе	20	22
44	в каждом	1	22
45	что я	1	22
46	таким образом	9	22
47	как мы	10	21
48	все же	7	20
49	никогда не	8	20
50	только в	19	20
51	потому что	24	20
52	что же	18	19
53	что в	21	19
54	с его	3	19
55	слова в	1	19
56	уже не	9	18
57	т п	1	18
58	в себе	16	18
59	еще не	18	18
60	о нем	3	18
61	на самом	9	18
62	но не	13	18
63	все эти	15	18
64	слово о	2	18
65	и к	2	17
66	самим собою	1	17
67	с ним	4	17
68	а в	7	17
69	в том	19	17
70	это не	7	17
71	так и	17	17
72	так же	12	16
73	если бы	8	16
74	в своей	8	16
75	этом смысле	8	16
76	в другом	2	16
77	до конца	1	15
78	и для	10	15
79	и наконец	3	15
80	и сам	3	14
81	в своем	7	14
82	как раз	20	14
83	в конце	13	14
84	в отношении	7	14
85	так как	16	14
86	я не	1	14
87	он и	8	14
88	с другим	1	14
89	лишь в	4	14
90	но все	5	13
91	с другими	6	13
92	его в	9	13
93	и это	13	13
94	в романе	1	13
95	себя и	1	13
96	перед нами	7	13
97	в целом	1	13
98	при этом	8	12
99	даже в	2	12
100	и как	10	12
101	и даже	19	12
102	и слово	1	12
103	к тому	5	12
104	во всяком	18	12
105	в котором	5	12
106	что и	2	12
107	не знает	4	12
108	так сказать	1	12
109	себе и	2	12
110	так что	12	12
111	и что	21	12
112	за пределы	6	12
113	было бы	16	12
114	между тем	3	12
115	как в	5	12
116	том что	26	12
117	но это	11	12
118	ничего не	20	12
119	слово в	2	12
120	в одной	1	12
121	в плане	2	12
122	тем что	10	11
123	их в	6	11
124	входит в	4	11
125	с другой	8	11
126	ни одного	1	11
127	он сам	2	11
128	должно быть	3	11
129	это слово	1	11
130	слово и	3	11
131	бы в	3	11
132	мы уже	8	11
133	не могут	6	11
134	в двойнике	1	11
135	бы и	5	11
136	сливается с	1	11
137	так чтобы	1	11
138	сознания и	4	11
139	она не	5	11
140	или как	4	11
141	как будто	6	11
142	конце концов	11	11
143	а я	1	11
144	самого начала	2	10
145	слово не	1	10
146	что не	8	10
147	сих пор	6	10
148	свой предмет	1	10
149	в него	3	10
150	до сих	6	10
151	для себя	9	10
152	в слове	1	10
153	той же	2	10
154	в самой	3	10
155	слова с	1	10
156	далеко не	9	10
157	как не	1	10
158	лишь как	1	10
159	отношение к	1	10
160	ведь и	2	10
161	в той	2	9
162	другой стороны	7	9
163	в них	8	9
164	хотя бы	15	9
165	что у	1	9
166	ивана карамазова	1	9
167	хотя и	8	9
168	но он	3	9
169	с самого	3	9
170	из одного	1	9
171	могут быть	2	9
172	всяком случае	11	9
173	ни в	13	9
174	да и	11	9
175	или в	5	9
176	раз и	13	9
177	и потому	3	9
178	человека в	1	9
179	же и	4	8
180	в результате	6	8
181	и до	3	8
182	о том	25	8
183	а что	1	8
184	мы увидим	3	8
185	все время	3	8
186	из них	3	8
187	несмотря на	6	8
188	ни было	1	8
189	но как	11	8
190	одним из	2	8
191	здесь не	9	8
192	я вам	2	8
193	и от	3	8
194	мы должны	5	8
195	нам кажется	2	8
196	должна быть	2	8
197	был бы	6	8
198	что это	4	8
199	никак не	13	8
200	не на	4	8
201	и так	2	8
202	сознание и	2	8
203	он есть	5	8
204	его целом	1	8
205	уже в	6	8
206	того что	18	8
207	же не	1	8
208	с их	1	8
209	в стиле	1	8
210	и о	11	8
211	бы он	2	8
212	от него	1	7
213	тем как	1	7
214	мысли и	2	7
215	в виду	10	7
216	в жизни	3	7
217	к самому	2	7
218	отличается от	2	7
219	и со	1	7
220	вопрос о	4	7
221	только на	13	7
222	сказать что	33	7
223	ее как	1	7
224	что все	9	7
225	что она	8	7
226	что они	5	7
227	не было	7	7
228	не о	7	7
229	как его	2	7
230	себя как	1	7
231	в этих	7	7
232	и следовательно	6	7
233	во всех	9	7
234	то ни	3	7
235	кажется что	2	7
236	если же	4	7
237	друг другу	2	7
238	и др	2	7
239	с которым	1	7
240	его к	1	7
241	и ее	9	7
242	были бы	2	7
243	бы то	2	7
244	его с	1	7
245	например в	2	7
246	мы остановимся	1	7
247	в процессе	1	7
248	его и	1	7
249	он в	2	7
250	на этот	3	7
251	т д	12	7
252	тот же	4	7
253	но на	1	7
254	нему и	1	7
255	в их	7	7
256	все равно	7	7
257	в виде	20	7
258	но эта	3	7
259	сама по	6	7
260	мира и	1	7
261	к своему	2	7
262	и другого	1	7
263	и их	4	7
264	такой же	1	7
265	что было	2	6
266	кроме того	7	6
267	время не	2	6
