N	3gram	Propp_Isto	NovoeSre
1	не может быть	5	4
2	со всех сторон	1	3
3	лицом к лицу	1	3
4	не значит что	1	3
5	вопрос о том	1	2
6	вместе с тем	6	2
7	совсем не в	1	2
8	так же как	4	2
9	что в нем	1	2
10	он не может	1	2
11	с одной стороны	11	2
12	с другой стороны	17	2
13	она не может	1	2
14	это не значит	1	2
15	сами по себе	1	1
16	в том что	7	1
17	до сих пор	4	1
18	другой же стороны	1	1
19	будет сказать что	1	1
20	в ней нет	2	1
21	к единству и	1	1
22	и потому что	1	1
23	вообще не существует	1	1
24	в зависимости от	3	1
25	что он может	1	1
26	с другой же	1	1
27	в жизни народа	1	1
28	можно было бы	3	1
29	и вместе с	3	1
30	то что он	1	1
31	в свою противоположность	1	1
32	только потому что	1	1
33	не только в	9	1
34	помнить что в	1	1
35	но и в	4	1
36	и оно же	1	1
37	в большинстве случаев	1	1
38	в том чтобы	2	1
39	должны помнить что	1	1
40	между небом и	1	1
41	есть вместе с	1	1
42	о том что	9	1
43	что в эту	2	1
44	же как и	1	1
45	не знает что	1	1
46	а не в	1	1
47	как и в	3	1
48	то что в	4	1
49	и не в	1	1
50	а не с	1	1
51	был ли он	1	1
52	во всяком случае	3	1
53	совершенно так же	1	1
54	конечно не в	1	1
55	это значит что	2	1
56	играют большую роль	1	1
57	этого мира не	1	1
58	в то время	4	1
59	и формы жизни	1	1
60	то время как	4	1
61	о том чтобы	1	1
62	и все они	1	1
63	и не может	1	1
