N	2gram	Vygotskiy_	Otkroven
1	у него	8	22
2	и в	33	19
3	и не	18	13
4	но и	14	13
5	в этом	43	12
6	а не	14	11
7	не только	28	11
8	не в	10	11
9	может быть	15	11
10	вопрос о	15	10
11	и все	2	10
12	в нем	10	10
13	потому что	40	9
14	прежде всего	5	9
15	не было	1	9
16	в самой	1	9
17	никогда не	10	9
18	и он	3	8
19	он был	1	8
20	нет ничего	1	7
21	от него	3	7
22	в его	15	7
23	он не	13	7
24	но он	8	7
25	лишь в	1	7
26	до конца	3	7
27	все это	2	6
28	как и	13	6
29	в самом	10	5
30	в том	44	5
31	для него	9	5
32	в этой	8	5
33	а в	5	5
34	до самого	2	5
35	отношение к	12	5
36	то что	48	5
37	человеку и	2	5
38	что в	33	4
39	того чтобы	26	4
40	не может	31	4
41	что не	2	4
42	все эти	9	4
43	и его	6	4
44	он сам	2	4
45	его мысли	3	4
46	с его	3	4
47	только одно	1	3
48	и от	2	3
49	все что	2	3
50	чем на	1	3
51	хотя бы	5	3
52	это не	8	3
53	для того	20	3
54	с ним	6	3
55	мысли и	7	3
56	когда он	3	3
57	в этих	7	3
58	не могут	7	3
59	в своих	5	3
60	о природе	1	3
61	как бы	11	3
62	было бы	18	3
63	могут быть	7	3
64	в себе	4	3
65	и есть	8	3
66	что он	40	3
67	никто не	2	3
68	различие между	4	3
69	это было	1	3
70	и ее	2	3
71	о том	13	3
72	того что	34	3
73	к нему	4	3
74	еще не	11	3
75	всего в	1	2
76	и к	7	2
77	как к	1	2
78	и потому	3	2
79	так и	8	2
80	что они	8	2
81	и то	9	2
82	все же	5	2
83	что у	4	2
84	не могли	1	2
85	так как	20	2
86	должно быть	10	2
87	к этой	3	2
88	к ней	1	2
89	человека все	1	2
90	его не	1	2
91	для всякого	1	2
92	уже в	4	2
93	ничто не	3	2
94	в другом	7	2
95	совсем не	1	2
96	ничего кроме	3	2
97	так что	8	2
98	в своем	11	2
99	на периферии	1	2
100	в этот	4	2
101	с тем	9	2
102	и из	2	2
103	с которой	2	2
104	в которой	8	2
105	ее в	3	2
106	и этим	1	2
107	что и	11	2
108	для человека	1	2
109	которую он	1	2
110	потребность в	4	2
111	в истории	3	2
112	в единстве	2	2
113	его в	6	2
114	должен был	3	2
115	чем в	6	2
116	их не	1	2
117	ко всем	1	2
118	мысль о	1	2
119	вместо того	5	2
120	и с	7	2
121	что же	2	2
122	и там	1	2
123	он в	3	2
124	и о	1	2
125	сказать что	18	2
126	что для	2	2
127	тем что	12	2
128	что есть	1	2
129	из всего	1	2
130	и на	11	2
131	много раз	1	2
132	в других	2	2
133	учение о	3	2
134	что все	9	2
135	ничего не	6	2
136	хотя и	1	2
137	не есть	4	2
138	в своей	5	2
139	по себе	8	2
140	не имеет	7	2
141	к этому	7	2
142	и никогда	1	2
143	же это	1	2
144	самого конца	1	2
145	том что	41	2
146	и для	3	2
147	в ее	1	2
148	подойти к	1	2
149	но в	9	2
150	он прежде	1	2
151	чтобы сделать	2	1
152	что было	2	1
153	мысли он	2	1
154	сошел с	1	1
155	во всем	2	1
156	к одному	4	1
157	в каждом	1	1
158	его собственного	2	1
159	во всяком	4	1
160	связан с	1	1
161	не так	1	1
162	он указывает	1	1
163	его и	4	1
164	попал в	1	1
165	что связано	1	1
166	совершенно не	5	1
167	в новые	1	1
168	а потому	3	1
169	то он	1	1
170	для его	2	1
171	а с	3	1
172	и самое	1	1
173	не существует	1	1
174	в центре	2	1
175	все его	1	1
176	и человека	2	1
177	и других	7	1
178	к другу	4	1
179	один из	4	1
180	начало в	1	1
181	в котором	2	1
182	и здесь	2	1
183	а вовсе	1	1
184	после этого	1	1
185	самой природе	2	1
186	и состоит	1	1
187	друг к	3	1
188	есть единственное	1	1
189	которых в	1	1
190	после того	2	1
191	не имеют	4	1
192	его ума	1	1
193	он выступает	1	1
194	того как	6	1
195	к одной	1	1
196	который всегда	2	1
197	и заключается	2	1
198	в первый	1	1
199	собой в	2	1
200	она не	2	1
201	том как	3	1
202	есть одно	1	1
203	должна быть	7	1
204	мы не	6	1
205	не могу	1	1
206	бы даже	1	1
207	чтобы овладеть	1	1
208	но еще	1	1
209	раскрыться в	1	1
210	смысле слова	1	1
211	связана с	2	1
212	не идет	1	1
213	и богатый	1	1
214	уровень его	1	1
215	еще более	5	1
216	также и	2	1
217	ту же	5	1
218	но не	13	1
219	по сравнению	9	1
220	природе своей	1	1
221	тонет в	1	1
222	и менее	1	1
223	силе и	1	1
224	вопросу о	2	1
225	не по	1	1
226	представляет собой	11	1
227	но всегда	1	1
228	для раскрытия	1	1
229	не быть	1	1
230	от которого	1	1
231	в ней	2	1
232	это часто	1	1
233	главное и	2	1
234	не показал	1	1
235	он видит	1	1
236	это для	1	1
237	что это	1	1
238	в отношениях	1	1
239	и тогда	1	1
240	а это	3	1
241	речи и	8	1
242	этом отношении	7	1
243	для тех	1	1
244	всяком случае	2	1
245	он и	1	1
246	с трудом	1	1
247	природе и	1	1
248	о чем	3	1
249	сознания в	3	1
250	в свое	2	1
251	в сущности	17	1
252	он что	2	1
253	сам по	1	1
254	ним когда	1	1
255	но тем	1	1
256	все основные	7	1
257	в частности	9	1
258	вращается вокруг	1	1
259	говорит о	4	1
260	как это	11	1
261	между двумя	4	1
262	и больше	1	1
263	но может	1	1
264	чтобы иметь	1	1
265	только один	4	1
266	что только	3	1
267	чего не	2	1
268	на нем	2	1
269	со всей	1	1
270	распадается на	1	1
271	со стороны	3	1
272	в которую	1	1
273	он должен	9	1
274	не с	2	1
275	отношении к	2	1
276	за собой	4	1
277	и что	18	1
278	в одном	3	1
279	на самом	3	1
280	у нас	4	1
281	в отношении	18	1
282	можно было	11	1
283	уже указывали	1	1
284	оказывается что	1	1
285	не потому	1	1
286	этим именем	1	1
287	дана уже	1	1
288	и это	3	1
289	это подтверждается	1	1
290	это есть	5	1
291	смысле этого	2	1
292	и когда	1	1
293	системы и	1	1
294	этими двумя	3	1
295	доходит до	1	1
296	с их	4	1
297	знания в	1	1
298	нужна ему	1	1
299	этого нужно	1	1
300	иначе чем	2	1
301	по своей	7	1
302	от того	8	1
303	связанная с	3	1
304	а начало	1	1
305	которая была	1	1
306	думать что	1	1
307	в них	3	1
308	вопрос об	4	1
309	в форме	1	1
310	говорит он	3	1
311	связь с	1	1
312	в силе	2	1
313	все почти	1	1
314	перед ним	1	1
315	как например	1	1
316	не совпадает	2	1
317	но остается	1	1
318	и даже	3	1
319	в чистом	1	1
320	психологии и	1	1
321	в глаза	1	1
322	этот период	4	1
323	он еще	3	1
324	особого рода	1	1
325	это вопрос	1	1
326	всегда и	1	1
327	видеть его	1	1
328	и влечет	1	1
329	сила и	3	1
330	если бы	13	1
331	самом деле	9	1
332	себе что	1	1
333	и формы	1	1
334	считать установленным	1	1
335	и более	8	1
336	на примере	5	1
337	с ними	4	1
338	была бы	1	1
339	и сам	1	1
340	свое учение	1	1
341	может ли	2	1
342	есть просто	1	1
343	в виду	4	1
344	в силу	14	1
345	самом начале	2	1
346	мысли как	4	1
347	и начинается	1	1
348	на этот	9	1
349	дело в	1	1
350	из самых	1	1
351	места в	1	1
352	раз навсегда	2	1
353	отношения к	2	1
354	и сразу	1	1
355	тем же	1	1
356	не те	1	1
357	всегда оказывается	1	1
358	ключ к	1	1
359	заключается в	15	1
360	ведет к	2	1
361	начиная с	1	1
362	не делает	2	1
363	связанным с	1	1
364	действительно в	1	1
365	огромное значение	1	1
366	он говорит	3	1
367	бы он	1	1
368	может с	1	1
369	на не	2	1
370	в конце	3	1
371	указывает на	3	1
372	в процессе	37	1
373	например в	1	1
374	в жизни	2	1
375	между этими	3	1
376	оно дает	1	1
377	в царстве	1	1
378	но к	1	1
379	подтверждается всем	1	1
380	находится в	2	1
381	и почему	1	1
382	в корне	2	1
383	в сферу	2	1
384	во внутренней	1	1
385	но ничего	1	1
386	с той	1	1
387	двух противоположных	1	1
388	и как	7	1
389	то в	7	1
390	всех тех	2	1
391	он попал	1	1
392	все время	3	1
393	к его	4	1
394	есть не	3	1
395	существует между	1	1
396	мысли есть	1	1
397	в сознании	5	1
398	приходит в	2	1
399	что она	3	1
400	не овладел	2	1
401	не самое	1	1
402	жизни и	2	1
403	которая представляется	1	1
404	и прежде	1	1
405	который в	2	1
406	и вопрос	1	1
407	содержание всего	2	1
408	как в	7	1
409	этого слова	3	1
410	другом месте	4	1
411	как будто	2	1
412	в совершенно	2	1
413	тех которые	1	1
414	на то	6	1
415	в уме	5	1
416	что говорит	1	1
417	не стоит	1	1
418	падает от	1	1
419	он никогда	1	1
420	от этого	1	1
421	ума что	1	1
422	возможности и	1	1
423	нет у	2	1
424	эксперимент в	1	1
425	нуждается в	3	1
426	говорит все	1	1
427	отличается от	2	1
428	что во	1	1
429	да и	1	1
430	друг с	10	1
431	ли он	1	1
432	ли может	1	1
433	у одного	3	1
434	нисколько не	2	1
435	и характер	1	1
436	сравнению с	9	1
437	но это	4	1
438	мысли из	2	1
439	и после	1	1
440	противоречии с	1	1
441	из него	3	1
442	себе и	1	1
443	с другом	10	1
444	всегда представляет	1	1
445	показал что	6	1
446	заглянуть в	1	1
447	мысль его	1	1
448	само по	2	1
449	из них	6	1
450	что их	2	1
451	вовсе не	2	1
452	под влиянием	4	1
453	это так	1	1
