N	4gram	Losev_Prob	Myshleni
1	заключается в том что	4	43
2	в то время как	6	20
3	одного и того же	1	17
4	с этой точки зрения	1	16
5	так же как и	3	16
6	одной и той же	1	15
7	один и тот же	1	12
8	одно и то же	3	12
9	в том числе и	1	10
10	с одной стороны и	1	10
11	в собственном смысле слова	1	9
12	все более и более	1	8
13	только в том что	1	8
14	в том что он	1	8
15	заключается в том чтобы	1	7
16	по самой своей природе	1	6
17	не что иное как	6	6
18	одним и тем же	1	6
19	ответ на этот вопрос	1	5
20	в том смысле что	4	5
21	в тех случаях когда	1	4
22	в том что они	1	4
23	в том виде как	4	4
24	не содержат в себе	1	4
25	если принять во внимание	1	4
26	есть не что иное	6	4
27	то же самое время	10	3
28	как мы видели выше	1	3
29	в связи с этим	1	3
30	на первый план в	1	3
31	ни в какой мере	1	3
32	мы имеем в виду	1	3
33	не имеют ничего общего	1	3
34	не содержит в себе	1	3
35	мы должны сказать что	4	3
36	дело в том что	3	3
37	в какой мере не	1	3
38	к тому или иному	1	3
39	в то же самое	10	3
40	не чем иным как	2	3
41	уже по одному этому	1	3
42	имеют ничего общего с	1	3
43	бы то ни было	4	3
44	само по себе не	1	2
45	том виде как его	1	2
46	не только то что	1	2
47	друг к другу и	1	2
48	когда мы говорим об	1	2
49	только на то что	1	2
50	мы имели в виду	1	2
51	точки зрения диалектической логики	1	2
52	уже по одному тому	1	2
53	в том что всякое	1	2
54	в том и заключается	1	2
55	на самом же деле	7	2
56	мы уже видели что	1	2
57	не связанных между собой	1	2
58	той или иной мере	3	2
59	по одному тому что	1	2
60	в той или иной	7	2
61	только тогда когда мы	1	2
62	и с точки зрения	2	2
63	как мы говорили выше	1	2
64	когда мы говорим что	1	2
65	отличаются друг от друга	2	2
66	все дело заключается в	1	2
67	как показывает исследование не	1	2
68	с точки зрения диалектической	1	2
69	указанием на то что	1	2
70	с тем что мы	1	2
71	только для того чтобы	1	2
72	нас в том что	1	2
73	само собой разумеется что	1	2
74	том и заключается что	1	1
75	ни в каком случае	5	1
76	содержит в себе в	1	1
77	не будут иметь ничего	1	1
78	которое вместе с тем	1	1
79	с той или иной	1	1
80	вместе с тем является	1	1
81	связи с той или	1	1
82	не выходит за пределы	1	1
83	во всяком случае не	2	1
84	укажем только на то	1	1
85	мы не могли бы	1	1
86	не сама по себе	2	1
87	является в этом случае	1	1
88	уже сама по себе	1	1
89	с точки зрения логики	1	1
90	не указывает на то	1	1
91	сама по себе является	1	1
92	друг от друга и	1	1
93	в области гуманитарных наук	1	1
94	тем не менее эти	1	1
95	это не значит что	1	1
96	в виду не столько	1	1
97	или по крайней мере	6	1
98	и там и здесь	2	1
99	с теми или иными	1	1
100	и то же в	1	1
101	самом же деле это	1	1
102	о том что он	1	1
103	развития человеческого общества но	1	1
104	в данном случае мы	1	1
105	только о том что	1	1
106	содержания и формы в	1	1
107	в этом случае он	1	1
108	это и есть то	1	1
109	то что мы можем	1	1
110	первом же прикосновении к	1	1
111	в том что этот	1	1
112	и даже сливаться с	1	1
113	выступает на первый план	1	1
114	что он мыслит себе	1	1
115	строгом смысле слова и	1	1
116	с первого взгляда может	1	1
117	в заключение этой главы	1	1
118	собственном смысле слова но	1	1
119	прийти к выводу что	1	1
120	же самое время и	2	1
121	исторического развития человеческого общества	1	1
122	возможно только потому что	1	1
123	ничем не отличается от	1	1
124	к вопросу о соотношении	1	1
125	если это так то	1	1
126	и тем самым исключает	1	1
127	собой разумеется что в	1	1
128	в связи с этой	2	1
129	все дело в том	1	1
130	до сих пор мы	2	1
131	и в то же	2	1
132	в связи с той	1	1
133	этом мы скажем несколько	1	1
134	можно прямо сказать что	1	1
135	и то и другое	1	1
136	возможным только потому что	1	1
137	эту точку зрения и	1	1
138	но на этот раз	1	1
139	потому что оно есть	1	1
140	отношения друг к другу	1	1
141	ни в чем не	2	1
142	в зависимости от тех	1	1
143	возможны только благодаря тому	1	1
144	будут иметь ничего общего	1	1
145	в первую очередь тем	1	1
146	первого взгляда может показаться	1	1
147	говорить о том что	2	1
148	когда мы говорим о	1	1
149	то время как другие	1	1
150	в связи с тем	1	1
151	сама по себе она	1	1
152	и того же типа	1	1
153	только то что она	1	1
154	при первом же прикосновении	1	1
155	мы до сих пор	1	1
156	в этом смысле и	1	1
157	только в связи с	2	1
158	об этом мы скажем	1	1
159	мы имеем дело в	1	1
160	только благодаря тому что	1	1
161	это можно было бы	1	1
162	не сами по себе	1	1
163	но с другой стороны	2	1
164	дело здесь не в	2	1
165	неразрывно связаны между собой	1	1
166	в буквальном смысле слова	2	1
167	той или иной теории	1	1
168	не статически а динамически	1	1
169	взгляда может показаться что	1	1
170	совершенно то же самое	1	1
171	можно было бы сказать	1	1
172	с ним ни в	1	1
173	если мы скажем что	2	1
174	сама по себе в	1	1
175	самом деле для нас	1	1
176	как и во всяком	1	1
177	лежащих в его основе	1	1
178	же прикосновении к нему	1	1
179	но если это так	1	1
180	речью на самом же	1	1
181	можно только то что	1	1
182	остается только сказать что	1	1
183	это понятие еще не	1	1
