N	2gram	Propp_Isto	Morfolog
1	и т	33	62
2	может быть	22	61
3	т д	30	60
4	и пр	19	45
5	в сказке	78	27
6	таким образом	15	26
7	т е	36	25
8	волшебного средства	3	23
9	могут быть	9	21
10	так как	13	20
11	мы имеем	24	19
12	не может	8	19
13	в этом	25	18
14	в этих	18	17
15	представляет собой	6	17
16	и в	43	17
17	представляют собой	5	16
18	и не	16	16
19	волшебное средство	9	15
20	мы видим	15	15
21	этих случаях	14	15
22	перед нами	4	14
23	с этим	13	14
24	прежде всего	3	14
25	эта форма	3	14
26	по существу	3	13
27	видим что	7	12
28	при помощи	11	12
29	связи с	9	12
30	и др	4	12
31	а не	13	11
32	заметить что	2	11
33	что в	29	10
34	то же	11	10
35	а затем	6	10
36	вопрос о	4	10
37	мы увидим	6	10
38	не всегда	7	10
39	но если	2	10
40	этом случае	8	10
41	в том	13	10
42	так и	6	10
43	что и	17	10
44	в связи	5	10
45	то что	20	10
46	все же	13	9
47	с другой	10	9
48	из дома	3	9
49	но и	24	9
50	хода действия	1	9
51	можно наблюдать	1	8
52	не только	28	8
53	ход действия	1	8
54	имеем в	6	8
55	иногда в	1	8
56	мы не	3	8
57	в качестве	4	8
58	но не	10	8
59	в тех	3	8
60	а в	13	8
61	как мы	11	8
62	нет необходимости	3	7
63	один из	7	7
64	и здесь	8	7
65	не менее	6	7
66	том что	12	7
67	потому что	8	7
68	этот случай	15	7
69	по отношению	2	7
70	в лес	13	7
71	наряду с	4	7
72	точки зрения	3	7
73	как это	5	7
74	тем не	6	7
75	и этим	1	7
76	образом мы	2	7
77	или же	2	7
78	а также	5	7
79	отношению к	2	7
80	и другие	6	6
81	подобно тому	3	6
82	сказки с	3	6
83	наблюдать что	1	6
84	в иное	5	6
85	о том	4	6
86	сказки и	2	6
87	большей частью	1	6
88	как бы	5	6
89	иное царство	5	6
90	в поиски	1	6
91	не все	7	6
92	увидим ниже	4	6
93	но это	5	6
94	это не	10	6
95	с точки	1	6
96	в образе	2	6
97	сказки о	2	6
98	или в	14	6
99	и как	6	6
100	вовсе не	3	6
101	во всех	1	6
102	очень часто	4	6
103	также и	1	6
104	в форме	1	6
105	во время	8	6
106	они и	3	5
107	героя в	6	5
108	этот момент	1	5
109	из которых	1	5
110	другой стороны	10	5
111	по их	1	5
112	начинается с	3	5
113	в распоряжение	1	5
114	что он	17	5
115	как в	6	5
116	на коне	8	5
117	со стороны	3	5
118	герой получает	3	5
119	видно что	5	5
120	то это	5	5
121	в сказку	4	5
122	хотя бы	3	5
123	было бы	5	5
124	в точности	4	5
125	к тому	9	5
126	ничего не	12	5
127	что они	14	5
128	не будем	6	5
129	хотя и	4	5
130	то мы	3	5
131	тому что	1	5
132	ясно что	2	5
133	все эти	8	5
134	одна из	2	5
135	между собой	2	5
136	на его	5	5
137	то можно	1	5
138	об этом	8	5
139	в других	6	5
140	там где	8	5
141	мы можем	10	5
142	со змеем	2	5
143	сюда же	2	5
144	тому как	3	5
145	здесь можно	10	5
146	между тем	2	5
147	он не	11	5
148	если же	2	5
149	далеко не	3	5
150	и затем	2	5
151	главным образом	3	5
152	в целом	4	5
153	и ее	3	5
154	раньше чем	6	5
155	и к	4	4
156	сказка в	3	4
157	морской царь	1	4
158	д но	1	4
159	в некоторых	9	4
160	есть и	7	4
161	на этом	5	4
162	нами в	1	4
163	как и	9	4
164	обращается в	1	4
165	самом деле	1	4
166	но все	5	4
167	ни одна	1	4
168	показать что	1	4
169	тем что	8	4
170	никто не	2	4
171	уже не	11	4
172	еще не	15	4
173	а если	3	4
174	тех же	2	4
175	входит в	1	4
176	героя а	2	4
177	говорить о	1	4
178	так же	16	4
179	и наоборот	2	4
180	распоряжение героя	1	4
181	сказать что	5	4
182	следующим образом	3	4
183	на него	4	4
184	на котором	2	4
185	есть формы	1	4
186	и для	3	4
187	из них	7	4
188	но в	15	4
189	к началу	1	4
190	герой и	2	4
191	нашего материала	1	4
192	что сказка	7	4
193	несмотря на	1	4
194	на самом	2	4
195	его в	7	4
196	что его	2	4
197	случае не	1	4
198	встречается в	2	4
199	к этому	10	4
200	в то	2	4
201	мы уже	9	4
202	в руки	3	4
203	д как	1	4
204	можно было	3	4
205	этот вопрос	3	4
206	от того	3	4
207	могла бы	1	4
208	о пощаде	3	4
209	о его	2	4
210	можно ограничиться	1	4
211	если герой	2	4
212	независимо от	3	4
213	три года	6	4
214	утверждать что	2	3
215	сказку как	2	3
216	то время	2	3
217	в сказках	12	3
218	прибывает домой	2	3
219	для каждой	1	3
220	только что	3	3
221	сказки в	5	3
222	с этой	3	3
223	и при	2	3
224	по всему	2	3
225	что это	4	3
226	это уже	3	3
227	одному из	2	3
228	девушка и	1	3
229	ни в	2	3
230	этого момента	1	3
231	с собой	4	3
232	только в	8	3
233	здесь мы	6	3
234	время как	2	3
235	также может	1	3
236	от погони	1	3
237	женится на	6	3
238	если это	4	3
239	или на	1	3
240	отправляется в	3	3
241	и другим	1	3
242	есть нечто	1	3
243	в бою	1	3
244	состоит из	1	3
245	имеется в	3	3
246	быть разрешен	3	3
247	но мы	1	3
248	то здесь	1	3
249	так если	1	3
250	не существует	1	3
251	такие случаи	1	3
252	и что	6	3
253	рассматриваться как	1	3
254	очень многих	1	3
255	по воздуху	1	3
256	связана с	4	3
257	но эти	1	3
258	или не	3	3
259	целый ряд	3	3
260	а во	1	3
261	состоит в	4	3
262	сказка знает	1	3
263	пр а	1	3
264	и вне	1	3
265	так например	3	3
266	вопрос что	1	3
267	здесь не	6	3
268	с его	1	3
269	кроме того	1	3
270	для этой	1	3
271	последовательность событий	1	3
272	что при	3	3
273	все функции	1	3
274	случай мы	4	3
275	с того	5	3
276	он должен	3	3
277	к нему	12	3
278	не происходит	2	3
279	в животных	4	3
280	встречается очень	1	3
281	формы которые	1	3
282	другие формы	2	3
283	они не	4	3
284	не слишком	1	3
285	и функции	1	3
286	сам он	2	3
287	обращаются с	2	3
288	а и	1	3
289	или с	1	3
290	того что	8	3
291	что такое	1	3
292	ее в	3	3
293	но как	2	3
294	у нас	7	3
295	это и	4	3
296	же можно	2	3
297	и есть	3	3
298	в ином	6	3
299	в виде	2	3
300	а на	5	3
301	в таких	3	3
302	как же	1	3
303	руки героя	2	3
304	к чему	2	3
305	из приведенных	3	3
306	животных и	1	3
307	но для	2	3
308	а то	2	3
309	здесь же	1	3
310	в печь	2	3
311	старшие братья	1	3
312	большинстве случаев	3	3
313	даже не	2	3
314	для хода	1	3
315	из дому	4	3
316	это было	1	3
317	для героя	1	3
318	форма в	1	3
319	и у	6	3
320	у яги	4	3
321	героя и	1	3
322	чтобы герой	1	3
323	в ход	1	3
324	если бы	7	3
325	вопрос как	1	3
326	друг друга	6	3
327	мы должны	9	3
328	средство а	1	3
329	и тем	2	3
330	не в	9	3
331	в которой	1	3
332	на нем	4	3
