N	2gram	Propp_Isto	Formalny
1	и в	43	95
2	т е	36	94
3	и не	16	78
4	может быть	22	66
5	в этом	25	61
6	не может	8	57
7	и пр	19	53
8	вовсе не	3	53
9	таким образом	15	52
10	и его	10	51
11	так и	6	50
12	точки зрения	3	47
13	в нем	11	42
14	в его	7	42
15	прежде всего	3	41
16	с точки	1	40
17	как и	9	39
18	и т	33	37
19	в самом	1	35
20	не в	9	35
21	а не	13	34
22	но и	24	33
23	то же	11	32
24	самом деле	1	32
25	не только	28	30
26	в пределах	5	28
27	в том	13	26
28	отнюдь не	1	26
29	если бы	7	26
30	то что	20	25
31	при этом	4	24
32	в своей	4	24
33	на самом	2	24
34	с помощью	1	23
35	было бы	5	23
36	связи с	9	23
37	в ней	3	23
38	в то	2	22
39	и ее	3	22
40	и с	10	21
41	что в	29	21
42	как бы	5	21
43	между ними	1	20
44	с тем	3	20
45	не менее	6	20
46	входит в	1	20
47	как мы	11	20
48	и от	3	20
49	по себе	3	19
50	хотя бы	3	19
51	т д	30	19
52	все это	4	19
53	все же	13	18
54	в связи	5	18
55	должна быть	2	18
56	только в	8	18
57	и все	4	18
58	с его	1	18
59	все эти	8	18
60	и их	4	18
61	как раз	1	17
62	социальной жизни	1	17
63	как в	6	17
64	во всяком	2	16
65	с другой	10	16
66	так же	16	16
67	всяком случае	2	16
68	совершенно не	2	16
69	потому что	8	16
70	именно в	1	15
71	все время	2	15
72	с другими	1	15
73	его в	7	15
74	бы в	1	15
75	во всех	1	15
76	и на	7	15
77	так как	13	15
78	но в	15	15
79	в жизни	3	14
80	только на	2	14
81	в своем	2	14
82	в ее	1	14
83	в этой	7	14
84	что он	17	14
85	вместе с	12	14
86	еще не	15	14
87	и потому	2	14
88	жизни и	2	14
89	в целом	4	14
90	тем что	8	13
91	что и	17	13
92	говорит он	1	13
93	ни в	2	13
94	могут быть	9	13
95	независимо от	3	13
96	как таковой	3	13
97	для них	3	13
98	сводится к	1	13
99	со стороны	3	13
100	что же	2	13
101	того что	8	13
102	она не	4	13
103	а в	13	13
104	там где	8	12
105	уже не	11	12
106	к тому	9	12
107	по отношению	2	12
108	как это	5	12
109	и здесь	8	12
110	и для	3	12
111	отношению к	2	12
112	в корне	1	11
113	никогда не	9	11
114	что они	14	11
115	между тем	2	11
116	зависимости от	1	11
117	они не	4	11
118	это и	4	11
119	но не	10	11
120	в большинстве	2	11
121	не как	1	10
122	другой стороны	10	10
123	в своих	1	10
124	в дальнейшем	8	10
125	конечно не	3	10
126	в зависимости	1	10
127	не было	2	10
128	большинстве случаев	3	10
129	не есть	3	10
130	здесь и	2	10
131	действительности и	1	10
132	он не	11	10
133	если же	2	10
134	главным образом	3	10
135	с ее	2	10
136	мы видели	18	10
137	как о	1	10
138	друг друга	6	10
139	формы и	1	10
140	и др	4	10
141	мы не	3	10
142	по существу	3	10
143	и как	6	10
144	на фоне	1	10
145	еще более	3	9
146	и даже	4	9
