N	4gram	Losev_Prob	Formalny
1	в то же время	1	20
2	бы то ни было	2	7
3	в связи с этим	1	5
4	все более и более	1	4
5	во что бы то	1	3
6	что бы то ни	1	3
7	в том числе и	1	3
8	и то и другое	1	3
9	бы то ни стало	1	3
10	но в то же	2	3
11	с этой точки зрения	2	2
12	и до сих пор	1	2
13	что в данном случае	1	2
14	в том смысле что	1	2
15	сам по себе а	2	2
16	в одной из своих	1	2
17	одним и тем же	1	2
18	только в связи с	1	2
19	не говоря уже о	2	2
20	и с точки зрения	1	2
21	в связи с теми	1	1
22	то и другое является	1	1
23	но тем не менее	1	1
24	в настоящее время можно	1	1
25	не что иное как	3	1
26	является не чем иным	1	1
27	каких бы то ни	1	1
28	не сам по себе	2	1
29	в жизни и в	1	1
30	дело в том что	4	1
31	что на самом деле	1	1
32	дело здесь не в	1	1
33	ни в чем не	2	1
34	ни в какой степени	1	1
35	может быть даже и	1	1
36	ни в коем случае	3	1
37	в общем можно сказать	1	1
38	тем не менее в	2	1
39	а вместе с тем	1	1
40	во всяком случае предполагает	1	1
41	во-вторых с точки зрения	1	1
42	не чем иным как	3	1
43	в связи с теорией	1	1
44	перед нами отнюдь не	2	1
45	в коем случае не	1	1
46	заключается в том чтобы	1	1
47	и в конце концов	1	1
48	и тем не менее	1	1
49	пишет по этому поводу	1	1
50	в какой степени не	1	1
51	в том же смысле	1	1
