N	3gram	Bakhtin_Pr	Psycholo
1	в том что	6	78
2	на то что	2	55
3	о том что	3	34
4	то же самое	1	31
5	с точки зрения	13	29
6	все то что	2	23
7	не может быть	8	23
8	до сих пор	8	23
9	и в самом	1	22
10	к тому что	1	20
11	с другой стороны	3	20
12	мы увидим что	1	19
13	мы видим что	1	16
14	с самого начала	4	16
15	в зависимости от	3	15
16	так же как	1	14
17	во всяком случае	1	14
18	в этом отношении	1	14
19	можно было бы	2	13
20	и в этом	1	13
21	в конце концов	1	12
22	и той же	1	12
23	одной и той	1	12
24	то что он	1	11
25	по сравнению с	6	11
26	и то что	1	10
27	сами по себе	1	10
28	и если мы	1	10
29	в отличие от	1	9
30	не то что	3	9
31	в данном случае	1	9
32	что он не	1	9
33	и то же	1	8
34	друг с другом	6	8
35	смысле этого слова	2	8
36	та же самая	1	7
37	так как это	1	7
38	состоит в том	1	7
39	на этот вопрос	1	7
40	в этом смысле	5	7
41	можно сказать что	6	7
42	одно и то	1	7
43	как и в	4	7
44	потому что она	1	6
45	сама по себе	2	6
46	и может быть	1	6
47	не что иное	1	6
48	никогда не может	2	6
49	и тот же	1	6
50	тем не менее	2	6
51	более или менее	3	6
52	именно потому что	1	6
53	то что мы	1	6
54	не только в	1	6
55	что иное как	1	6
56	друг к другу	1	6
57	до самого конца	1	5
58	в собственном смысле	3	5
59	в таком случае	1	5
60	сказать что в	1	5
61	те же самые	1	5
62	и вместе с	1	5
63	как если бы	1	5
64	один и тот	1	5
65	в жизни и	1	5
66	и во всех	3	5
67	мы видели что	2	5
68	как бы в	2	5
69	нам кажется что	3	5
70	потому что они	1	5
71	в применении к	1	4
72	прямо сказать что	1	4
73	а между тем	2	4
74	к тому же	1	4
75	таким образом и	2	4
76	собственном смысле слова	1	4
77	и тем же	1	4
78	того и другого	2	4
79	ли это что	1	4
80	значит ли это	1	4
81	мы уже говорили	3	4
82	это было бы	1	4
83	и никогда не	1	4
84	это вовсе не	1	4
85	и не может	6	4
86	то есть в	5	4
87	все более и	1	4
88	более и более	1	4
89	одним и тем	1	4
90	и в сущности	2	4
91	в себя и	1	3
92	том что на	1	3
93	друг от друга	2	3
94	в отношении к	2	3
95	каждого из этих	1	3
96	по отношению к	5	3
97	со всеми остальными	1	3
98	там где она	1	3
99	как и на	1	3
100	дело в том	3	3
101	той роли которую	1	3
102	а вовсе не	1	3
103	может быть и	2	3
104	он никогда не	1	3
105	и в конце	2	3
106	один из самых	1	3
107	в нем нет	3	3
108	достигает своего апогея	1	3
109	в высшей степени	1	3
110	в наше время	1	3
111	то же время	8	3
112	да и не	1	3
113	так как мы	1	3
114	в то же	8	3
115	не может стать	1	3
116	я не могу	1	3
117	в мире в	1	3
118	в этом случае	1	3
119	после того как	1	3
120	а может быть	1	2
121	каждого из них	1	2
122	в самом содержании	1	2
123	мы уже знаем	1	2
124	он как бы	1	2
125	а следовательно и	2	2
126	к одному и	2	2
127	не в этом	1	2
128	сих пор в	1	2
129	дело не в	1	2
130	она и не	1	2
131	у него в	1	2
132	не совпадает с	1	2
133	так или иначе	1	2
134	так и в	2	2
135	но при этом	1	2
136	мы уже указывали	1	2
137	если скажем что	1	2
138	жизни и не	1	2
139	и тем самым	1	2
140	уже знаем что	1	2
141	в точном смысле	1	2
142	что с точки	1	2
143	к вопросу о	1	2
144	все же не	1	2
145	в одном из	1	2
146	по самой своей	1	2
147	всего того что	1	2
148	мы имеем дело	1	2
149	в связи с	1	2
150	и вступает в	1	2
151	той или иной	2	2
152	вместе с ним	1	2
153	и до наших	2	2
154	вбирает в себя	1	2
155	этого рассказа как	1	2
156	но и в	2	2
157	по крайней мере	2	2
158	здесь вовсе не	1	2
159	в чем же	1	2
160	как один из	1	2
161	или во всяком	1	2
162	и для того	1	2
163	при этом не	1	2
164	если мы не	1	2
165	в этом романе	2	2
166	слова то есть	2	2
167	и все другие	1	2
168	как и все	1	2
169	в своих последних	1	2
170	и все его	1	2
171	жизни и смерти	2	2
172	мы имеем в	3	2
173	не согласиться с	1	2
174	не в самом	1	2
175	тем или иным	1	2
176	выходит за пределы	1	2
177	не могли бы	1	2
178	принадлежат к числу	1	2
179	а не к	1	2
180	в той же	1	2
181	потому что это	2	2
182	и ничем не	1	2
183	что могло бы	2	2
184	перед нами в	1	2
185	лишь тогда когда	1	2
186	но они не	1	2
187	может быть только	1	2
188	самой своей природе	1	2
189	мы старались показать	1	2
190	другой стороны и	1	2
191	тех или иных	2	2
192	у этих авторов	1	2
193	есть не что	1	2
194	мы остановились на	1	2
195	так как он	1	2
196	в сознании и	1	2
197	то что было	1	2
198	в узком смысле	1	2
199	равно как и	1	2
200	мы находим в	3	2
201	но она не	1	2
202	если бы оно	1	2
203	хотя и не	3	2
204	она не только	1	2
205	там где есть	1	2
206	тот и другой	1	2
207	имеем в виду	3	2
208	этого слова и	1	2
209	ошибемся если скажем	1	2
210	то что я	1	2
211	в предисловии к	1	2
212	точки зрения и	1	2
213	имеем дело с	1	2
214	когда он в	1	2
215	но вовсе не	1	1
216	не к области	1	1
217	мы обнаружим и	1	1
218	точки зрения того	1	1
219	характером героя и	1	1
220	и событий и	1	1
221	то это вовсе	1	1
222	о которой мы	1	1
223	чем перейти к	1	1
224	между характером героя	1	1
225	можно себе представить	1	1
226	наряду с этими	1	1
227	все той же	1	1
228	но вот что	1	1
229	скорее на то	1	1
230	мы не найдем	1	1
231	к этому мы	1	1
232	как бы на	1	1
233	может быть иной	1	1
234	но в таком	1	1
235	об этом не	1	1
236	все равно мы	1	1
237	по отношению ко	1	1
238	а не его	1	1
239	что когда-то было	1	1
240	и во многих	2	1
241	во множественном числе	1	1
242	как мы уже	5	1
243	его форму но	1	1
244	как бы не	1	1
245	в романах достоевского	4	1
246	и жизни и	1	1
247	перейти к анализу	1	1
248	всей художественной литературы	1	1
249	и некоторые другие	1	1
250	положение в котором	2	1
251	как нам кажется	1	1
252	на самой границе	3	1
253	для правильного понимания	3	1
254	по своему существу	1	1
255	чтобы убедиться в	1	1
256	его поведение и	1	1
257	этот рассказ в	1	1
258	том числе и	13	1
259	но только в	2	1
260	а потому и	1	1
261	а затем и	1	1
262	которое могло бы	1	1
263	того о чем	1	1
264	и от автора	1	1
265	ту роль которую	1	1
266	не имея никакого	1	1
267	и т.п и	1	1
268	мы и будем	1	1
269	нужно сказать что	2	1
270	одну и ту	1	1
271	тон и стиль	1	1
272	я не только	1	1
273	была связана с	1	1
274	не входит в	1	1
275	дело далеко не	1	1
276	героя и в	1	1
277	тем которые мы	1	1
278	строй и порядок	1	1
279	у шекспира и	1	1
280	к другим людям	1	1
281	по существу мы	1	1
282	а также и	3	1
283	то что именно	1	1
284	мы говорили в	2	1
285	того как мы	1	1
286	никогда не бывает	1	1
287	то есть на	1	1
288	и в структуре	1	1
289	и ту же	1	1
290	и тому же	2	1
291	таким образом по	1	1
292	может быть даже	2	1
293	и без всякого	1	1
294	во всех других	2	1
295	по своей сущности	1	1
296	показывает что он	1	1
297	относится только к	1	1
298	так как уже	1	1
299	так как только	1	1
300	в котором они	1	1
301	и тем более	1	1
302	их друг от	1	1
303	нем нет ни	2	1
304	легли в основу	1	1
305	в стихах и	1	1
306	в этом и	1	1
307	не на то	1	1
308	что на него	1	1
309	мы переходим к	1	1
310	со всеми другими	2	1
311	но конечно не	2	1
312	мы будем говорить	1	1
313	отношение к другим	1	1
314	сходятся в одной	1	1
315	в одной из	1	1
316	у того же	1	1
317	у нее нет	1	1
318	же самое мы	1	1
319	что мы имеем	1	1
320	включает в себя	1	1
321	в которых может	1	1
322	смотрит на нее	1	1
323	уже указывали на	1	1
324	то что мне	1	1
325	в разных направлениях	1	1
326	уже говорили что	1	1
327	и все остальные	1	1
328	своего героя в	1	1
329	у него нет	1	1
330	но не способные	1	1
331	и в каждом	1	1
332	в широком смысле	2	1
333	и без него	1	1
334	сказать что и	1	1
335	разных направлениях и	1	1
336	одной плоскости с	1	1
337	жизни и в	1	1
338	также и в	1	1
339	было бы очень	1	1
340	которой конечно не	1	1
341	есть все то	1	1
342	только в тех	1	1
343	в своих произведениях	1	1
344	творчества так и	1	1
345	и в целом	1	1
346	как раз на	1	1
347	может войти в	1	1
348	ко всем остальным	1	1
349	в письме к	1	1
350	точки зрения своего	2	1
351	том что все	2	1
352	но во всех	1	1
353	и даже не	1	1
354	вот почему для	1	1
355	с нашей точки	1	1
356	которой мы говорили	1	1
357	почти никогда не	1	1
358	если только они	2	1
359	знает что он	1	1
360	действие в ней	1	1
361	в средние века	11	1
362	различных точек зрения	1	1
363	а не то	1	1
364	был представлен в	1	1
365	но не к	1	1
366	нашей точки зрения	1	1
367	этот второй момент	1	1
368	не дает ему	1	1
369	до наших дней	3	1
370	в жизни а	1	1
371	но далеко не	1	1
372	в том числе	15	1
373	указывает на какой-то	1	1
374	до некоторой степени	1	1
375	жизнь в ее	1	1
376	не знает что	1	1
377	можно сказать с	1	1
378	с ней и	1	1
379	слова так как	1	1
380	ничего не знать	1	1
381	то что можно	1	1
382	мы можем сказать	1	1
383	к человеку и	1	1
384	в одном слове	1	1
385	по мере усиления	1	1
386	могут быть названы	1	1
387	к одной и	1	1
388	ставит нас перед	1	1
389	один из авторов	1	1
390	и прежде всего	5	1
391	и в то	3	1
392	как бы он	1	1
393	его жизнь и	1	1
394	и прежде но	1	1
395	и в других	1	1
396	не могло быть	1	1
397	а не в	1	1
398	по существу и	1	1
399	свой художественный характер	1	1
400	у него не	1	1
401	вовсе не является	1	1
402	лицом к лицу	1	1
403	и которая как	1	1
404	которые сами по	1	1
405	у шекспира у	1	1
406	или хотя бы	1	1
407	как это не	1	1
408	той же цели	1	1
409	все это очень	1	1
410	как своего рода	2	1
411	мы должны перейти	1	1
412	между собою и	1	1
413	из того же	1	1
414	и др в	3	1
415	но прежде всего	1	1
416	то что когда-то	1	1
417	такие моменты в	1	1
418	мы найдем те	1	1
419	между человеком и	1	1
420	обнаружим и в	1	1
421	особенно в его	1	1
422	а вместе с	1	1
423	не сбудется и	1	1
424	но дело в	1	1
425	как он сам	1	1
426	потому что через	1	1
427	по своим художественным	1	1
428	жизни и потому	1	1
429	в мировой литературе	1	1
430	этот вопрос имеет	1	1
431	в одной плоскости	2	1
432	в свое время	4	1
433	составить себе представление	1	1
434	в область истории	1	1
435	между ними и	1	1
436	таком случае это	1	1
437	и в тех	1	1
438	который как бы	1	1
439	конечно не в	1	1
440	в его конкретной	1	1
441	в его творчестве	4	1
442	то есть с	2	1
443	но к этому	1	1
444	одна из самых	1	1
445	то есть от	2	1
446	нельзя не согласиться	1	1
447	романа в том	1	1
448	старались показать что	1	1
449	что дело идет	1	1
450	или еще более	1	1
451	как в данном	1	1
452	один из его	1	1
453	отметить что в	1	1
454	и с точки	1	1
455	в связи со	1	1
456	и тот и	2	1
457	мы не знаем	1	1
458	средние века в	4	1
