N	2gram	Vygotskiy_	StatiiOP
1	и в	33	103
2	в том	44	89
3	том что	41	77
4	в этом	43	76
5	что в	33	74
6	не только	28	60
7	о том	13	47
8	но и	14	46
9	то что	48	44
10	что он	40	42
11	в его	15	42
12	и не	18	41
13	может быть	15	38
14	было бы	18	32
15	в этой	8	31
16	вовсе не	2	31
17	тем что	12	29
18	все это	2	29
19	таким образом	30	28
20	а в	5	27
21	а не	14	27
22	но в	9	26
23	что это	1	25
24	так и	8	25
25	этом отношении	7	24
26	и его	6	24
27	все же	5	23
28	точки зрения	27	23
29	не в	10	23
30	так что	8	23
31	потому что	40	23
32	для того	20	22
33	в которой	8	22
34	как в	7	22
35	того что	34	22
36	прежде всего	5	22
37	у нас	4	22
38	в области	19	22
39	того чтобы	26	21
40	до сих	3	20
41	это не	8	20
42	в своей	5	19
43	сих пор	3	19
44	в то	5	19
45	только в	21	19
46	в котором	2	18
47	с другой	11	18
48	он не	13	18
49	об этом	1	18
50	не может	31	18
51	в самом	10	17
52	как на	4	17
53	самом деле	9	17
54	как бы	11	17
55	в данном	4	17
56	в этих	7	16
57	с этим	9	16
58	сказать что	18	16
59	можно было	11	16
60	в статье	1	16
61	если бы	13	16
62	в ней	2	16
63	другой стороны	9	15
64	с тем	9	15
65	как и	13	15
66	по поводу	3	15
67	из этих	2	15
68	у него	8	15
69	я не	6	15
70	и на	11	15
71	например в	1	15
72	в отношении	18	15
73	как раз	5	15
74	для него	9	15
75	также и	2	15
76	то же	12	14
77	но все	2	14
78	к тому	14	14
79	с точки	12	14
80	между тем	5	14
81	и что	18	14
82	была бы	1	14
83	в течение	1	14
84	в той	8	13
85	именно в	8	13
86	во всяком	4	13
87	в своем	11	13
88	из них	6	13
89	в качестве	13	13
90	а с	3	13
91	в конце	3	13
92	в нем	10	13
93	вместе с	9	13
94	со стороны	3	13
95	всяком случае	2	13
96	но это	4	13
97	дело в	1	13
98	что касается	1	13
99	жизни и	2	13
100	тому что	14	13
101	в своих	5	12
102	не менее	4	12
103	хотя бы	5	12
104	что у	4	12
105	обстоятельство что	5	12
106	в первой	2	12
107	ни в	1	12
108	как например	1	12
109	так как	20	12
110	что они	8	12
111	того времени	1	12
112	в них	3	11
113	в другом	7	11
114	никогда не	10	11
115	не было	1	11
116	ясно что	2	11
117	и с	7	11
118	и по	5	11
119	своего рода	1	11
120	из его	2	11
121	того как	6	11
122	вопрос о	15	11
123	все эти	9	11
124	это было	1	11
125	то обстоятельство	5	11
126	на то	6	11
127	на эти	1	10
128	кроме того	2	10
129	не столько	3	10
130	в виду	4	10
131	связь с	1	10
132	речь идет	1	10
133	так же	22	10
134	в целом	8	10
135	что такое	6	10
136	что и	11	10
137	это слово	3	10
138	но он	8	10
139	во всех	3	10
140	а как	1	10
141	в каком	2	10
142	в истории	3	10
143	ничего не	6	10
144	ответ на	3	10
145	на вопрос	7	10
146	на самом	3	10
147	но не	13	10
148	во второй	4	10
149	в частности	9	10
150	в начале	2	10
151	и к	7	9
152	с этой	8	9
153	говорит о	4	9
154	можно сказать	7	9
155	он был	1	9
156	в одном	3	9
157	говорит что	7	9
158	внимание на	1	9
159	несмотря на	3	9
160	и это	3	9
161	в чем	10	9
162	в каждом	1	9
163	и тем	5	9
164	что эта	7	9
165	во время	1	9
166	не является	7	9
167	такого рода	1	9
168	что же	2	9
169	и для	3	9
170	для нас	1	9
171	что мы	11	9
172	там где	2	9
173	по этому	1	9
174	место в	2	9
175	в результате	9	8
176	и даже	3	8
177	в речи	3	8
178	еще более	5	8
179	к которому	7	8
180	что она	3	8
181	к этому	7	8
182	связи с	9	8
183	одним из	4	8
184	и др	1	8
185	могут быть	7	8
186	в общем	1	8
187	должен был	3	8
188	заключается в	15	8
189	в которых	2	8
190	не имеет	7	8
191	тем не	1	8
192	совершенно не	5	8
193	и более	8	8
194	мы имеем	4	8
195	при помощи	1	8
196	той же	7	8
197	до конца	3	8
198	в их	4	8
199	в какой	8	8
200	дело не	2	8
201	по мнению	2	8
202	отношение к	12	8
203	и о	1	8
204	такой же	4	8
205	это в	2	8
206	с которыми	2	7
207	о чем	3	7
208	по себе	8	7
209	представление о	2	7
210	отличается от	2	7
211	работы над	2	7
212	уже о	2	7
213	не мог	1	7
214	точка зрения	8	7
215	того же	13	7
216	гораздо более	1	7
217	в ее	1	7
218	что все	9	7
219	как это	11	7
220	что для	2	7
221	из этого	3	7
222	раньше чем	8	7
223	во втором	2	7
224	то в	7	7
225	и то	9	7
226	то время	4	7
227	том как	3	7
228	еще не	11	7
229	еще и	3	7
230	одной из	5	7
231	на этот	9	7
232	связан с	1	7
233	нас нет	1	7
234	этой области	3	7
235	данном случае	3	7
236	уже в	4	7
237	мы находим	1	7
238	в виде	3	7
239	но с	2	7
240	что этот	1	7
241	говорит об	2	7
242	тем более	5	7
243	с самого	8	7
244	конце концов	2	7
245	факт что	1	7
246	лишь в	1	7
247	отношению к	19	7
248	что за	1	6
249	на его	4	6
250	и сам	1	6
251	в жизни	2	6
252	в письме	1	6
253	говорить о	3	6
254	по отношению	19	6
255	даже в	1	6
256	ни одного	2	6
257	в отдельных	1	6
258	к нему	4	6
259	только не	7	6
260	отношения между	3	6
261	время как	4	6
262	же как	9	6
