N	2gram	Bakhtin_Fr	Vvedenie
1	и т	1	45
2	в том	12	38
3	в этом	28	35
4	и в	68	35
5	может быть	10	30
6	том что	6	30
7	не только	21	26
8	для того	5	23
9	того чтобы	6	22
10	таким образом	22	21
11	также и	6	20
12	не может	5	19
13	то что	11	19
14	потому что	3	18
15	но также	1	16
16	только в	9	16
17	со стороны	2	16
18	о том	5	16
19	так как	7	15
20	языка и	1	15
21	представляет собой	1	14
22	в общем	2	14
23	что в	14	13
24	в самом	6	13
25	и именно	1	13
26	и не	25	13
27	в нем	12	13
28	в его	21	12
29	того что	3	12
30	в их	6	12
31	точки зрения	8	12
32	что такое	1	12
33	как на	3	12
34	то же	14	11
35	в ее	5	11
36	по себе	1	11
37	в данном	5	11
38	как мы	18	11
39	прежде всего	23	10
40	не в	2	10
41	между тем	3	10
42	в той	7	10
43	уже и	2	10
44	но в	20	10
45	как об	1	9
46	дело с	2	9
47	смысле этого	2	9
48	все же	6	9
49	из этих	2	9
50	но не	4	9
51	и как	5	9
52	не менее	2	9
53	в истории	5	9
54	это не	5	8
55	в качестве	2	8
56	как нечто	3	8
57	именно в	5	8
58	о котором	2	8
59	можно было	3	8
60	с другой	8	8
61	и то	2	7
62	до сих	6	7
63	смысле слова	5	7
64	в применении	1	7
65	в большей	2	7
66	как и	17	7
67	самом деле	5	7
68	но и	17	7
69	сих пор	6	7
70	в разных	3	7
71	было бы	4	7
72	как бы	7	7
73	один из	9	6
74	об этом	3	6
75	этом случае	1	6
76	все это	6	6
77	не могут	1	6
78	его в	7	6
79	на этот	1	6
80	тем что	6	6
81	с тем	1	6
82	а именно	1	6
83	вместе с	4	6
84	же время	13	6
85	и это	5	6
86	так например	2	6
87	вовсе не	18	6
88	уже не	2	6
89	применении к	1	6
90	и даже	7	6
91	хотя бы	2	6
92	нельзя не	1	6
93	и что	2	6
94	как он	4	6
95	о языке	1	6
96	сказать что	3	6
97	работы над	1	6
98	том чтобы	1	6
99	но если	1	6
100	и его	26	6
101	в то	14	6
102	а в	3	6
103	иное как	1	6
104	связь между	3	5
105	на почве	1	5
106	уже в	4	5
107	внимание на	1	5
108	хотя и	2	5
109	науки и	1	5
110	что и	3	5
111	в виду	8	5
112	другой стороны	5	5
113	с их	5	5
114	в них	19	5
115	но с	1	5
116	в первом	1	5
117	одним из	2	5
118	дело в	4	5
119	что не	1	5
120	имеет дело	1	5
121	что он	7	5
122	что иное	1	5
123	одно из	3	5
124	от этого	2	5
125	по своему	3	5
126	данном случае	3	5
127	культуры в	3	5
128	во всяком	2	5
129	в течение	3	5
130	так что	1	5
131	и тем	1	5
132	а не	6	5
133	есть и	4	5
134	дело не	3	5
135	в различных	2	5
136	не что	1	5
137	быть в	2	5
138	а как	1	5
139	она есть	1	5
140	в целом	3	5
141	как это	1	5
142	есть не	1	5
143	всяком случае	2	5
144	в особенности	6	4
145	в более	4	4
146	языке и	1	4
147	только что	1	4
148	здесь нет	2	4
149	этот процесс	4	4
150	с одной	5	4
151	тогда когда	1	4
152	с точки	4	4
153	этом отношении	4	4
154	о чем	3	4
155	как раз	8	4
156	в результате	1	4
157	по мере	1	4
158	в виде	2	4
159	в себе	5	4
160	видит в	3	4
161	и понимать	1	4
162	но все	5	4
163	в одном	7	4
164	в котором	3	4
165	заключается в	1	4
166	от истории	1	4
167	и ее	3	4
168	но ведь	3	4
169	как она	2	4
170	в своей	11	4
171	да и	2	4
172	сравнению с	2	4
173	в чем	3	4
174	еще не	3	4
175	не имеет	1	4
176	времени и	5	4
177	еще и	6	4
178	как о	2	4
179	даже и	3	4
180	одной стороны	4	4
181	по сравнению	2	4
182	связана с	4	4
183	в чисто	1	4
184	по отношению	3	4
185	мы имеем	2	4
186	отличие от	3	4
187	истории и	1	4
188	в отличие	3	4
189	можно сказать	2	4
190	той же	9	4
191	отношению к	2	4
192	одной из	3	4
193	в области	5	4
194	все более	1	4
195	и для	6	4
196	и обратно	1	4
197	само по	1	4
198	из них	8	4
199	своего рода	5	3
200	филологическое изучение	2	3
201	и к	4	3
202	в свое	1	3
203	с этим	2	3
204	собственном смысле	1	3
205	и здесь	5	3
206	и на	16	3
207	того как	1	3
208	и вот	4	3
209	на том	2	3
210	такого рода	5	3
211	обе эти	1	3
212	понятно что	3	3
213	именно как	1	3
214	при этом	5	3
215	что это	4	3
216	в сущности	15	3
217	говорит о	2	3
218	из которых	1	3
219	не как	1	3
220	но что	1	3
221	в отношении	3	3
222	в этих	8	3
223	научной работы	1	3
224	знания и	1	3
225	чем в	2	3
226	связи с	8	3
227	материал для	1	3
228	если бы	3	3
229	и сам	5	3
230	строгом смысле	1	3
231	а также	6	3
232	за собой	1	3
233	в конце	8	3
234	находит себе	1	3
235	в в	1	3
236	в собственном	1	3
237	здесь все	1	3
238	вряд ли	3	3
239	по содержанию	1	3
240	одновременно и	3	3
241	как в	4	3
242	областей культуры	1	3
243	большей или	3	3
244	нисколько не	1	3
245	между ними	4	3
246	в известном	1	3
247	он мог	2	3
248	той или	2	3
249	свое время	1	3
250	и того	1	3
251	литературы в	1	3
252	в конечном	1	3
253	чем же	1	3
254	бы и	1	3
255	культуры не	1	3
256	и других	7	3
257	все эти	16	3
258	и есть	5	3
259	сливается с	1	3
260	что даже	1	3
261	язык и	2	3
262	на этом	3	3
263	до нас	8	3
264	стороны и	2	3
265	в значительной	3	3
266	входит в	2	3
267	же как	1	3
268	в другом	3	3
269	в строгом	1	3
270	второй половины	3	3
271	этой работы	1	3
272	в ней	6	3
273	или же	2	3
274	и уже	1	3
275	во второй	2	3
276	в слове	2	3
277	в частности	4	3
278	со всей	1	3
279	только на	4	3
280	или иных	2	3
281	не с	1	3
282	в этой	15	3
283	в начале	5	3
284	но дело	4	3
285	того же	4	3
286	от того	1	3
287	так же	3	3
288	при помощи	1	3
289	и той	2	3
290	или меньшей	3	3
291	отношение к	11	3
292	вообще и	1	3
293	на нее	1	3
294	что может	1	3
295	до конца	10	3
296	в своем	11	3
297	по этому	1	3
298	или иной	2	3
299	и вообще	3	3
300	язык в	1	3
301	одна из	3	3
302	как будто	2	3
303	здесь не	5	3
304	он сам	1	3
305	к этому	6	3
306	тех или	2	3
307	нуждается в	4	3
308	для этого	3	3
309	что уже	2	3
310	мы видели	6	3
311	гораздо более	1	3
312	к нему	4	3
313	никогда не	2	3
314	при жизни	1	2
315	во всем	4	2
316	государства и	1	2
317	и историк	1	2
318	так и	8	2
319	и другие	4	2
320	что они	3	2
321	этой книги	2	2
322	во втором	1	2
323	на языке	2	2
324	что оно	1	2
325	на протяжении	7	2
326	условиях его	1	2
327	после того	1	2
328	ни с	1	2
329	первом случае	1	2
330	второй половине	1	2
331	в подлиннике	2	2
332	мы не	3	2
333	иметь дело	1	2
334	с полной	3	2
335	и должно	1	2
336	культуры это	1	2
337	и далее	3	2
338	несмотря на	1	2
339	к действительности	1	2
340	ни к	1	2
341	о них	1	2
342	следует что	1	2
343	это уже	2	2
344	и был	3	2
345	он и	10	2
346	которой в	1	2
347	и из	1	2
348	мысли и	2	2
349	какой бы	2	2
350	после этого	2	2
351	а затем	2	2
352	не исчерпывается	2	2
353	о которой	1	2
354	и сама	2	2
355	время не	1	2
356	себя в	2	2
357	для них	1	2
358	возрождения и	1	2
359	широко в	1	2
360	у нас	4	2
361	от языка	2	2
362	в формах	1	2
363	них и	2	2
364	все равно	1	2
365	к самой	1	2
366	такого же	1	2
367	говорит он	2	2
368	в таких	3	2
369	в своих	7	2
370	не было	7	2
371	стоит в	1	2
372	этого не	1	2
373	есть лишь	1	2
374	ее от	1	2
375	и с	15	2
376	наших дней	5	2
377	будто бы	2	2
378	значение в	4	2
379	это есть	2	2
380	с теми	1	2
381	как явление	1	2
382	и всего	2	2
383	жизни и	6	2
384	к разным	1	2
385	например в	2	2
386	до наших	5	2
387	тому что	1	2
388	в наиболее	1	2
389	в связи	7	2
390	подобно тому	2	2
391	в определенной	1	2
392	первый из	1	2
393	выражение в	2	2
394	рядом с	5	2
395	и так	5	2
396	другом месте	1	2
397	следовательно и	2	2
398	в ряду	1	2
399	к своему	1	2
400	и при	2	2
401	и со	2	2
402	языка но	1	2
403	к какому	1	2
404	это понимание	1	2
405	и истории	1	2
406	себе и	1	2
407	те кто	1	2
408	в каждой	1	2
409	целого и	1	2
410	и те	1	2
411	казалось бы	1	2
412	в дальнейшем	4	2
413	что время	1	2
414	во всех	8	2
415	и потому	6	2
416	но как	5	2
417	более широком	1	2
418	не могли	1	2
419	как следует	1	2
420	что мы	1	2
421	что каждая	2	2
422	само собой	1	2
423	и литературы	1	2
424	мы уже	19	2
425	ничего не	4	2
426	в языке	2	2
427	чтобы он	1	2
428	в свою	3	2
429	тому как	2	2
430	художественных произведений	1	2
431	половине xix	1	2
432	на такие	2	2
433	из его	2	2
434	в этот	2	2
435	значительной мере	1	2
436	у них	1	2
437	еще раз	2	2
438	из которой	1	2
439	быть и	2	2
440	не мог	1	2
441	работа над	3	2
442	себя со	1	2
443	для нее	1	2
444	именно на	1	2
445	средних веков	1	2
446	в прошлом	2	2
447	хотя в	2	2
448	из него	1	2
449	в тех	1	2
450	в форме	3	2
451	вообще в	2	2
452	и до	14	2
453	лишь как	1	2
454	свое значение	2	2
455	это может	1	2
456	в обоих	1	2
457	каждый из	2	2
458	литературы и	1	2
459	до того	2	2
460	свою очередь	2	2
461	она была	3	2
462	одной и	2	2
463	ко времени	1	2
464	как известная	1	2
465	что здесь	2	2
466	одно и	1	2
467	отсюда и	1	2
468	и др	9	2
469	с прочими	1	2
470	должно быть	1	2
471	это делает	1	2
472	одного и	1	2
473	в основу	2	2
474	них не	2	2
475	все время	3	2
476	том же	4	2
477	имеют дело	1	2
478	с помощью	5	2
479	на то	1	2
480	заявляет что	4	2
481	его к	3	2
482	и латинский	1	2
483	культурной жизни	2	2
484	это в	4	2
485	на котором	2	2
486	этого слова	3	2
487	но это	5	2
488	конце концов	3	2
489	так называемые	2	2
490	его можно	1	2
491	на тему	2	2
492	жизни как	2	2
493	и совершенно	1	2
494	в подлинном	2	2
495	не к	2	2
496	и писателей	1	1
497	характера как	1	1
498	на античных	1	1
499	понять и	2	1
500	что было	3	1
501	все в	2	1
502	к лицу	1	1
503	всего в	1	1
504	были бы	1	1
505	то в	2	1
506	всех отношениях	1	1
507	дает нам	4	1
508	только тогда	1	1
509	к общему	1	1
510	одном месте	2	1
511	был и	1	1
512	связи и	2	1
513	для второго	1	1
514	все что	4	1
515	писать историю	1	1
516	мы видим	9	1
517	нашего исследования	1	1
518	и прямо	1	1
519	все здесь	2	1
520	которое с	1	1
521	она и	1	1
522	писать о	1	1
523	и очень	2	1
524	народа в	1	1
525	от его	1	1
526	они не	4	1
527	французский язык	1	1
528	которое он	1	1
529	бы то	1	1
530	как известное	1	1
531	жить в	1	1
532	известно что	1	1
533	на язык	1	1
534	роль и	1	1
535	его из	1	1
536	которая в	1	1
537	время и	1	1
538	вкладывает в	1	1
539	что каждый	1	1
540	до времени	1	1
541	как к	1	1
542	которые он	2	1
543	до него	1	1
544	том числе	4	1
545	притом не	1	1
546	этого целого	2	1
547	сверх того	2	1
548	оно было	1	1
549	мы знаем	3	1
550	отношения к	2	1
551	его биографии	3	1
552	из основных	1	1
