N	3gram	Vinokur_Ku	RusskieA
1	в том что	23	49
2	состоит в том	4	29
3	и т д	21	21
4	тем не менее	9	14
5	в этом случае	4	12
6	вместе с тем	3	11
7	о том что	6	10
8	том что в	1	9
9	в том чтобы	9	9
10	для того чтобы	21	8
11	в данном случае	1	8
12	но это не	1	8
13	т е в	3	7
14	в настоящее время	2	7
15	не может быть	5	6
16	во многих случаях	1	6
17	в это время	1	6
18	как мы видели	1	6
19	так же как	3	6
20	после того как	2	6
21	в связи с	4	5
22	к тому что	2	5
23	не что иное	2	4
24	в отличие от	3	4
25	что в этом	1	4
26	только тогда когда	2	4
27	в этих случаях	1	4
28	что иное как	2	4
29	можно было бы	11	4
30	во всяком случае	8	4
31	тех пор пока	1	3
32	по отношению к	8	3
33	может рассматриваться как	1	3
34	т е на	1	3
35	мы должны признать	1	3
36	более или менее	3	3
37	до сих пор	5	3
38	до некоторой степени	1	3
39	в своей книге	1	3
40	и в том	2	3
41	в свою очередь	4	3
42	и потому что	4	3
43	на то что	3	3
44	с точки зрения	16	3
45	имеет тот же	1	3
46	до тех пор	1	3
47	с тем что	1	3
48	у нас нет	1	3
49	может быть и	1	3
50	о характере этого	1	2
51	это не значит	1	2
52	одном ряду с	1	2
53	о том как	3	2
54	в большинстве случаев	2	2
55	и т п	39	2
56	это имело место	1	2
57	дело не в	3	2
58	не значит что	1	2
59	может быть только	2	2
60	и некоторые другие	1	2
61	ничего общего с	2	2
62	потому что он	1	2
63	стоит в одном	1	2
64	в одном ряду	1	2
65	в области изучения	1	2
66	том что на	1	2
67	но все же	3	2
68	то и дело	1	2
69	не только у	1	2
70	с другой стороны	12	2
71	е как бы	2	2
72	для этой цели	1	2
73	в тех случаях	2	2
74	т д и	3	2
75	состояло в том	1	2
76	мы увидим что	2	2
77	как и в	1	2
78	можно сказать что	2	2
79	одна из наиболее	1	2
80	на самом деле	3	2
81	иметь в виду	1	2
82	это еще не	1	2
83	мы имеем здесь	1	2
84	не только в	4	2
85	во всех этих	1	2
86	стоит в связи	1	2
87	т е как	5	2
88	тех случаях когда	2	2
89	по его мнению	1	2
90	с одной стороны	2	2
91	в этом отношении	8	2
92	когда пишет что	1	1
93	а может быть	1	1
94	в одном и	1	1
95	во многих других	1	1
96	мы наблюдаем в	1	1
97	который будто бы	1	1
98	говорить что в	1	1
99	т д а	1	1
100	и по другим	1	1
101	на том основании	1	1
102	огромном большинстве случаев	1	1
103	никак не может	1	1
104	может быть лучше	1	1
105	только о том	1	1
106	в своем дневнике	1	1
107	т е когда	2	1
108	не в этом	1	1
109	и в таком	1	1
110	своей книге о	1	1
111	их не слушают	1	1
112	того или другого	1	1
113	до наших дней	1	1
114	в совершенно ином	2	1
115	до недавнего времени	1	1
116	то что обычно	1	1
117	брать на себя	1	1
118	то что им	1	1
119	как в большинстве	1	1
120	в первые годы	1	1
121	эту точку зрения	1	1
122	из всех этих	1	1
123	и все это	1	1
124	далеко не всегда	1	1
125	потому что она	2	1
126	и здесь следует	1	1
127	только потому что	11	1
128	предположить что в	1	1
129	все то что	1	1
130	и пр и	2	1
131	одного и того	2	1
132	по своему содержанию	1	1
133	относится к г	1	1
134	сам по себе	1	1
135	самой тесной связи	1	1
136	но не только	1	1
137	мы знаем что	2	1
138	что было в	1	1
139	как например в	1	1
140	не только из	1	1
141	такой же смысл	1	1
142	того же явления	1	1
143	нужно было бы	3	1
144	того что в	2	1
145	может быть не	1	1
146	сказывается и в	1	1
147	в особенности же	2	1
148	легко заметить что	1	1
149	но может быть	1	1
150	между тем как	1	1
151	по аналогии с	1	1
152	точно так же	4	1
153	в самой тесной	1	1
154	что в них	2	1
155	что за этим	1	1
156	можно говорить о	2	1
157	точки зрения в	2	1
158	и у других	1	1
159	таким образом есть	1	1
160	к тому же	1	1
161	на этот вопрос	3	1
162	это не было	1	1
163	и во многих	1	1
164	связанные с этим	1	1
165	и того же	2	1
166	что подобного рода	1	1
167	т е с	1	1
168	смысле в каком	1	1
169	например полагает что	1	1
170	и там где	2	1
171	это все же	2	1
172	попытку подойти к	1	1
173	несмотря на все	1	1
