N	2gram	Kanaev_Sov	Dialekti
1	и не	6	120
2	по себе	1	79
3	а не	3	78
4	и в	7	77
5	точки зрения	12	72
6	может быть	12	71
7	не только	4	66
8	значит что	1	61
9	и есть	2	55
10	это значит	1	54
11	ничего не	6	54
12	не может	17	53
13	и даже	2	47
14	с точки	5	46
15	что это	2	46
16	так как	4	46
17	как бы	4	43
18	и что	2	42
19	ни в	1	42
20	не имеет	1	41
21	вовсе не	1	41
22	в том	4	40
23	в этом	7	39
24	то же	3	39
25	что такое	2	39
26	что она	3	38
27	в себе	3	38
28	том что	1	37
29	прежде всего	5	37
30	это не	4	36
31	что в	2	34
32	в нем	3	34
33	и все	3	33
34	ясно что	3	31
35	все это	3	31
36	сказать что	1	30
37	отнюдь не	3	30
38	было бы	3	29
39	как и	6	28
40	никогда не	1	27
41	крайней мере	1	26
42	не в	3	26
43	по крайней	1	26
44	говорить о	2	25
45	и пр	2	25
46	есть не	1	25
47	но это	1	24
48	если бы	1	24
49	таким образом	11	23
50	в то	1	23
51	это и	1	23
52	но что	1	22
53	допустим что	1	21
54	она не	1	21
55	о том	1	20
56	что все	2	20
57	в таком	2	20
58	только в	1	20
59	совершенно не	2	20
60	уже не	2	20
61	и вообще	1	20
62	в самом	2	19
63	не менее	2	19
64	в своем	1	19
65	и это	1	19
66	и его	1	19
67	же время	1	18
68	не что	1	18
69	с другой	1	18
70	что иное	1	18
71	что же	5	18
72	жизни и	4	18
73	иное как	1	18
74	той или	1	17
75	должно быть	1	17
76	но если	1	17
77	кроме того	1	16
78	к нему	1	16
79	только не	1	16
80	тем не	2	16
81	конечно не	1	16
82	законов природы	1	16
83	мы не	9	16
84	ровно ничего	1	15
85	все же	3	15
86	так же	1	15
87	и мы	3	15
88	несмотря на	1	15
89	мы уже	1	15
90	но только	1	15
91	самом деле	2	15
92	хотя и	1	15
93	в виде	2	15
94	быть и	2	15
95	или нет	1	14
96	есть то	1	14
97	с ним	1	14
98	не было	1	14
99	и потому	3	14
100	и только	1	14
101	же это	4	14
102	и к	3	13
103	отличается от	3	13
104	и следовательно	1	13
105	он не	1	13
106	и та	1	13
107	с ее	1	13
108	ни о	1	13
109	но в	3	13
110	в ней	1	13
111	именно в	1	12
112	и нет	1	12
113	с этим	2	12
114	вопрос о	4	12
115	но как	1	12
116	но не	1	12
117	могут быть	2	12
118	не могут	2	12
119	еще не	3	12
120	и если	1	12
121	и тогда	1	12
122	все равно	1	12
123	все эти	5	12
124	и ни	1	12
125	и может	1	12
