N	4gram	Ircho_Kome	Psycholo
1	в то время как	6	13
2	с этой точки зрения	1	10
3	в том случае если	1	7
4	в том что он	4	7
5	только в том случае	1	6
6	не что иное как	1	6
7	сводится к тому что	1	5
8	так же как и	1	5
9	в том что в	1	4
10	состоит в том что	1	4
11	одна и та же	1	4
12	в то же время	5	3
13	от начала до конца	1	3
14	то что у него	1	3
15	с такой силой как	1	2
16	и т п в	1	2
17	в том что они	1	2
18	но это вовсе не	1	2
19	во всяком случае в	1	2
20	за то что он	2	2
21	с другой стороны он	1	2
22	до сих пор не	1	2
23	то что в нем	1	2
24	и т д все	1	2
25	представление о том что	1	2
26	бы то ни было	4	2
27	в этой же сцене	1	1
28	же мере в какой	1	1
29	о том что на	1	1
30	все что она могла	1	1
31	мы можем представить себе	1	1
32	на том месте где	1	1
33	в одной из этих	1	1
34	в той же мере	1	1
35	не заботится о том	1	1
36	сомневаться в том что	2	1
37	что одна из них	1	1
38	с другой стороны в	1	1
39	ни в коем случае	1	1
40	и т п уже	1	1
41	в связи с этим	1	1
42	шаг вперед по сравнению	1	1
43	в основе его лежит	1	1
44	к одному и тому	1	1
45	а вместе с ними	1	1
46	и в конце концов	1	1
47	одному и тому же	1	1
48	и каждый из них	1	1
49	и т д только	1	1
50	произведениях и таким образом	1	1
51	вперед по сравнению с	1	1
52	ни в чем не	1	1
53	речь идет о том	1	1
54	и вслед за ним	1	1
55	в том что именно	1	1
56	в том числе и	1	1
57	что это такое? я	1	1
58	и подобно тому как	1	1
59	конечно в высшей степени	1	1
60	к тому что и	1	1
61	что само по себе	1	1
62	одна из них не	1	1
63	и во всех других	1	1
64	в целом ряде случаев	1	1
65	мы имеем дело с	1	1
66	для того чтобы проверить	1	1
