N	4gram	Vygotskiy_	Psycholo
1	заключается в том что	6	23
2	и в самом деле	1	19
3	в то время как	4	13
4	одной и той же	2	12
5	указывает на то что	3	11
6	с этой точки зрения	1	10
7	заключается в том чтобы	3	9
8	одно и то же	2	7
9	так же точно и	1	7
10	в том что он	1	7
11	в том и заключается	1	6
12	так же точно как	1	6
13	с психологической точки зрения	1	6
14	один и тот же	1	5
15	все больше и больше	1	5
16	так же как и	4	5
17	а с другой стороны	3	4
18	в зависимости от того	1	4
19	все более и более	3	4
20	в том что в	1	4
21	в собственном смысле слова	4	4
22	то же самое что	1	4
23	ни в какой мере	1	4
24	состоит в том что	3	4
25	в силу того что	1	4
26	указал на то что	1	4
27	точно так же как	1	4
28	никогда не может быть	1	3
29	в самом деле когда	1	3
30	в то же время	1	3
31	о том что он	1	3
32	для того чтобы показать	3	3
33	несмотря на то что	1	3
34	для того чтобы сделать	1	3
35	о которых мы говорили	1	3
36	ответ на этот вопрос	3	3
37	то что у него	1	3
38	дело в том что	2	3
39	в самом деле стоит	1	3
40	в полном согласии с	2	3
41	состоит в том чтобы	1	3
42	мы могли бы сказать	2	3
43	для того чтобы заметить	1	3
44	и что самое замечательное	1	3
45	само по себе не	1	2
46	не только то что	1	2
47	он прямо говорит что	1	2
48	что с точки зрения	2	2
49	в том что всякое	1	2
50	для того чтобы с	1	2
51	в такой же мере	3	2
52	с таким образом и	2	2
53	находится в зависимости от	1	2
54	же точно как в	1	2
55	в одной и той	1	2
56	именно в силу того	1	2
57	что с самого начала	1	2
58	что это действительно так	1	2
59	с точки зрения социальной	2	2
60	которых мы говорили выше	1	2
61	с одной стороны и	3	2
62	о котором мы говорили	1	2
63	убедиться в том что	2	2
64	вместе с тем и	1	2
65	остается ничего другого как	2	2
66	мы видели что в	1	2
67	в том что мы	1	2
68	в какой мере не	1	2
69	видим таким образом что	3	2
70	не остается ничего другого	2	2
71	могли бы сказать что	2	2
72	если мы обратимся к	1	2
73	приходит к выводу что	4	2
74	указанием на то что	1	2
75	представление о том что	1	2
76	мы видим таким образом	4	2
77	бы то ни было	1	2
78	но вместе с тем	4	2
79	только для того чтобы	2	2
80	того чтобы заметить что	1	2
81	приводит к тому что	1	2
82	когда он утверждает что	1	2
83	или во всяком случае	2	2
84	и в этом отношении	1	2
85	самым существенным из этих	1	1
86	и с точки зрения	1	1
87	он указывает на то	1	1
88	оказывается не в состоянии	1	1
89	как и все прочие	1	1
90	ту или другую сторону	1	1
91	ясно что с точки	1	1
92	на две части в	1	1
93	какой мере не является	1	1
94	друг к другу и	1	1
95	как мы уже говорили	3	1
96	две части в первой	1	1
97	потому что он не	1	1
98	о которых говорит но	1	1
99	и в известном смысле	2	1
100	мы постараемся показать ниже	2	1
101	в коем случае не	1	1
102	между тем и другим	2	1
103	мы видели уже что	1	1
104	в каком отношении стоят	1	1
105	в том что ребенок	2	1
106	если оставить в стороне	1	1
107	и до наших дней	1	1
108	когда речь идет о	1	1
109	на вопрос о том	2	1
110	всегда и постоянно от	1	1
111	на самом деле не	1	1
112	легко убедиться в том	1	1
113	отдает себе отчета в	2	1
114	столько же сколько и	1	1
115	с другой стороны в	1	1
116	и к тому чтобы	1	1
117	том что всякое обобщение	1	1
118	указывают на то что	1	1
119	к тому же самому	1	1
120	таким образом что не	1	1
121	ни в коем случае	1	1
122	по самому своему существу	1	1
123	место только тогда когда	1	1
124	если не останавливаться на	1	1
125	того чтобы показать как	1	1
126	это потому что в	1	1
127	в самом деле что	1	1
128	проистекает из того что	1	1
129	и целый ряд других	1	1
130	точки зрения социальной психологии	2	1
131	что в сущности говоря	1	1
132	чтобы окончательно убедиться в	1	1
133	которые отличают его от	1	1
134	он должен признать что	1	1
135	не отдает себе отчета	2	1
136	и нам думается что	1	1
137	самом деле стоит только	1	1
138	в том что то	1	1
139	он не отдает себе	1	1
140	тем и другим есть	1	1
141	мы можем подвести итоги	1	1
142	в том что для	1	1
143	явлений и процессов в	1	1
144	о которой мы говорили	2	1
145	ни для чего не	1	1
146	и мы сейчас же	1	1
147	же точно и в	1	1
148	выдвигается на первый план	1	1
149	мы старались показать что	1	1
150	какого бы то ни	1	1
151	но для того чтобы	1	1
152	не станем останавливаться на	1	1
153	если это так то	1	1
154	того чтобы показать что	2	1
155	исключительно с точки зрения	1	1
156	совершенно так же как	1	1
157	точки зрения этой теории	1	1
158	в результате этого исследования	1	1
159	с точки зрения того	1	1
160	то это потому что	1	1
161	сводится к тому чтобы	1	1
162	в совершенно ином виде	1	1
163	мы должны были бы	1	1
164	это не потому что	1	1
165	которые она себе ставит	1	1
166	вперед по сравнению с	1	1
167	мы сейчас же увидим	1	1
168	с такой очевидностью как	1	1
169	а для того чтобы	1	1
