N	2gram	Propp_Isto	formyVre
1	и в	40	148
2	в этом	13	73
3	в нем	8	51
4	прежде всего	15	46
5	и т	39	40
6	и не	19	37
7	в его	10	36
8	и его	5	36
9	вовсе не	3	35
10	но и	21	33
11	то же	21	32
12	т п	1	32
13	не только	28	32
14	но в	13	31
15	в греческом	1	29
16	так и	13	29
17	может быть	37	27
18	не в	11	26
19	как мы	3	26
20	как и	5	25
21	как бы	6	25
22	мы уже	7	24
23	только в	16	23
24	в то	4	23
25	времени и	1	23
26	человека в	1	23
27	в том	12	22
28	то что	17	22
29	связи с	10	21
30	во всех	3	21
31	все эти	6	21
32	в своем	5	19
33	и др	11	19
34	и на	6	19
35	в основном	4	19
36	и для	5	19
37	таким образом	13	18
38	у него	5	18
39	и все	1	18
40	еще не	14	18
41	по существу	7	18
42	при этом	6	17
43	те же	1	17
44	с этим	5	17
45	в особенности	3	17
46	так как	20	17
47	в пределах	4	17
48	все же	17	16
49	в связи	7	16
50	в основе	4	16
51	и во	1	16
52	и их	4	16
53	не может	19	16
54	в разных	2	15
55	в одном	8	15
56	в них	2	15
57	в дальнейшем	6	15
58	никогда не	25	15
59	так сказать	3	15
60	вместе с	13	15
61	и как	3	14
62	и с	5	14
63	так же	18	14
64	в конце	1	14
65	всех этих	4	14
66	а не	18	14
67	как раз	2	14
68	все это	6	14
69	в котором	5	13
70	для того	1	13
71	друг с	4	13
72	во время	5	13
73	человеческого тела	1	13
74	с ним	3	13
75	как в	7	13
76	роль в	3	13
77	здесь в	4	13
78	в их	6	13
79	с другом	3	13
80	в частности	3	13
81	того чтобы	3	13
82	а в	15	13
83	конечно не	2	12
84	время в	2	12
85	не было	3	12
86	и питье	1	12
87	он не	10	12
88	значение и	2	12
89	отнюдь не	2	12
90	что в	19	12
91	с природой	2	12
92	это время	3	12
93	потому что	12	12
94	в истории	2	12
95	ничего не	6	12
96	но не	7	12
97	и наконец	5	12
98	из них	5	11
99	хотя и	1	11
100	его в	15	11
101	между ними	2	11
102	и у	1	11
103	ни в	2	11
104	в образе	3	11
105	смерть и	3	11
106	уже в	2	11
107	мира и	1	11
108	смерти в	1	11
109	в ней	10	11
110	и другие	7	10
111	кроме того	3	10
112	уже не	3	10
113	входит в	1	10
114	в ее	2	10
115	сих пор	12	10
116	также и	3	10
117	до сих	11	10
118	на основе	6	10
119	здесь не	5	10
120	тот же	3	10
121	в большинстве	4	10
122	и даже	4	9
123	но все	9	9
124	их в	7	9
125	на этой	2	9
126	с другой	8	9
127	наряду с	6	9
128	всего в	2	9
129	здесь нет	2	9
130	должно быть	2	9
131	к себе	2	9
132	и следовательно	1	9
133	и это	2	9
134	в других	3	9
135	могут быть	5	9
136	та же	1	9
137	отношения к	2	9
138	оно не	1	9
139	том что	11	9
140	в самой	1	9
141	для него	2	9
142	и других	1	9
143	и к	1	8
144	в результате	2	8
145	в виду	2	8
146	в этих	17	8
147	время как	3	8
148	к тому	6	8
149	в этот	1	8
150	в некоторых	4	8
151	с одной	8	8
152	что и	9	8
153	характер и	1	8
154	здесь мы	9	8
155	здесь на	2	8
156	и по	4	8
157	один из	10	8
158	в жизни	2	8
159	если бы	8	8
160	связанные с	3	8
161	большинстве случаев	4	8
162	ступени развития	1	8
163	в непосредственном	1	8
164	до конца	1	8
165	мы еще	4	8
166	и то	3	8
167	во всяком	1	8
168	это не	8	8
169	и прежде	1	8
170	а также	2	8
171	и потому	3	8
172	отношению к	6	8
173	в целом	3	8
174	в той	1	7
175	для всех	2	7
176	еще более	1	7
177	не как	3	7
178	между собой	4	7
179	связанных с	2	7
180	к ним	4	7
181	к этому	2	7
182	из этих	2	7
183	соседстве с	1	7
184	в себе	6	7
185	но он	5	7
186	не знает	7	7
187	в которой	2	7
188	в себя	2	7
189	в форме	3	7
190	с ее	2	7
191	в процессе	1	7
192	например в	7	7
193	и он	4	7
194	то время	3	7
195	себя и	2	7
196	здесь еще	1	7
197	нет ничего	2	7
198	было бы	11	7
199	в отличие	3	7
200	т д	35	7
201	у них	2	7
202	того что	6	7
203	этом отношении	1	7
204	ее в	7	7
205	непосредственном соседстве	1	7
206	отличие от	3	7
207	именно в	5	6
208	уже на	2	6
209	с тем	13	6
210	только для	3	6
211	на первый	2	6
212	о том	12	6
213	сказать что	7	6
214	в основу	2	6
215	входят в	1	6
216	во всей	2	6
217	характерно что	1	6
218	в качестве	8	6
219	в таком	1	6
220	здесь как	1	6
221	мы можем	7	6
222	ту же	1	6
223	одной стороны	7	6
224	а как	2	6
225	и ее	3	6
226	в сущности	2	6
227	в отношении	1	6
228	мы видим	16	6
229	не могут	3	6
230	в которых	2	6
231	друг от	1	6
232	тех же	1	6
233	смерти и	7	6
234	лежат в	1	6
235	в совершенно	2	6
236	имеем в	4	6
237	одной из	6	6
238	все они	1	6
239	мы не	12	6
240	от друга	1	6
241	но эта	1	6
242	превращения в	2	6
243	в эпоху	2	6
244	есть и	2	6
