N	4gram	Tiupa_Hudo	Hudozhes
1	в то же время	7	16
2	и в самом деле	2	4
3	состоит в том что	4	3
4	и в то же	2	3
5	но в то же	1	3
6	в том случае если	1	2
7	в том что она	1	2
8	в том что он	2	2
9	в связи с этим	1	2
10	приводит к тому что	2	2
11	и по отношению к	1	2
12	точно так же как	1	2
13	нами не как объекты	1	1
14	себя в другом и	1	1
15	состоит как раз в	1	1
16	с этой точки зрения	2	1
17	на ее полные розовые	1	1
18	проходит бесследно и что	1	1
19	роли в миропорядке то	1	1
20	в строгом нерасширительном значении	1	1
21	мягкую белую шею с	1	1
22	и несет в себе	1	1
23	малейший шаг наш имеет	1	1
24	для себя а для	1	1
25	барышня с кротким мягким	1	1
26	щеки на мягкую белую	1	1
27	что каждый малейший шаг	1	1
28	с темной родинкой и	1	1
29	настоящей и будущей жизни	1	1
30	кротким мягким взглядом очень	1	1
31	с одной стороны и	1	1
32	значение для настоящей и	1	1
33	не проходит бесследно и	1	1
34	это была тихая добродушная	1	1
35	жалостливая барышня с кротким	1	1
36	перед нами не как	1	1
37	и что каждый малейший	1	1
38	но как субъекты этического	1	1
39	тихая добродушная жалостливая барышня	1	1
40	дамы с собачкой и	1	1
41	определений таков что душевная	1	1
42	для настоящей и будущей	1	1
43	факторов художественного впечатления бахтин	1	1
44	в войне и мире	2	1
45	том и состоит что	1	1
46	ничто не проходит бесследно	1	1
47	и состоит что он	1	1
48	так и не наступает	1	1
49	не для себя а	1	1
50	добродушная жалостливая барышня с	1	1
51	специфически человеческий способ существования	1	1
52	глядя на ее полные	1	1
53	вступает в противоречие с	1	1
54	том что он не	1	1
55	бесследно и что каждый	1	1
56	в том числе и	2	1
57	предстают перед нами не	1	1
58	заключается в том что	1	1
59	мягким взглядом очень здоровая	1	1
60	что ничто не проходит	1	1
61	с самим собою в	1	1
62	шаг наш имеет значение	1	1
63	была тихая добродушная жалостливая	1	1
64	на мягкую белую шею	1	1
65	как субъекты этического выбора	1	1
66	полные розовые щеки на	1	1
67	ту или иную концепцию	1	1
68	как раз в том	1	1
69	таков что душевная характеристика	1	1
70	бы то ни было	2	1
71	белую шею с темной	1	1
72	ее полные розовые щеки	1	1
73	наш имеет значение для	1	1
74	уходит своими корнями в	1	1
75	не несет в себе	1	1
76	раз в том что	1	1
77	с кротким мягким взглядом	1	1
78	каждый малейший шаг наш	1	1
79	всех без исключения персонажей	1	1
80	иронии в рассказе душечка	1	1
81	шею с темной родинкой	1	1
82	какой бы то ни	1	1
83	в том и состоит	2	1
84	розовые щеки на мягкую	1	1
85	может быть определена как	1	1
86	имеет значение для настоящей	1	1
87	мы имеем дело с	1	1
88	еще и потому что	1	1
