N	3gram	Vygotskiy_	Poddanst
1	то же время	2	7
2	в то же	2	7
3	в том что	30	4
4	не только в	1	4
5	с точки зрения	34	3
6	с одной стороны	14	3
7	но и в	1	2
8	заключается в том	10	2
9	заключает в себе	1	2
10	и в то	1	2
11	в том числе	3	2
12	одной стороны и	3	2
13	и т д	1	1
14	вопрос об отношении	6	1
15	там где он	1	1
16	друг с другом	6	1
17	в борьбе с	1	1
18	именно потому что	1	1
19	и в частности	3	1
20	за то что	1	1
21	в некотором смысле	1	1
22	вместе с тем	5	1
23	в отрыве от	1	1
24	в основном и	1	1
25	к этой последней	1	1
26	и тем самым	4	1
27	в применении к	1	1
28	том числе и	3	1
29	само по себе	3	1
30	если бы мы	3	1
31	в одно и	1	1
32	не может быть	8	1
33	о котором говорит	1	1
34	в качестве общего	1	1
35	как одна из	1	1
36	мы видим в	1	1
37	том что в	3	1
38	в отличие от	3	1
39	в этом смысле	3	1
40	по сравнению с	9	1
41	есть прежде всего	2	1
42	с тем чтобы	1	1
43	в наших глазах	1	1
44	и то что	1	1
45	что в этом	1	1
46	и именно в	1	1
47	если мы не	1	1
48	и пр в	1	1
49	в собственном смысле	8	1
50	во всей полноте	1	1
51	хотя бы и	1	1
52	между тем в	1	1
53	во всяком случае	5	1
54	что с точки	2	1
55	для того чтобы	19	1
56	может не только	1	1
57	и тем более	2	1
58	с другой стороны	10	1
59	тем и другим	2	1
60	и в качестве	1	1
61	в известном смысле	3	1
62	и не может	1	1
63	мы не будем	1	1
64	не в том	1	1
65	в том виде	1	1
66	распадается на две	1	1
67	тем более что	1	1
68	так же как	6	1
69	не только как	1	1
70	и теперь в	1	1
71	тот или иной	1	1
72	в частности в	1	1
73	или хотя бы	1	1
74	и в какой	1	1
75	и в этом	1	1
