N	2gram	Medvedev_V	Psycholo
1	и в	2	190
2	в том	2	163
3	потому что	1	114
4	том что	2	113
5	в этом	1	100
6	все время	1	86
7	в самом	1	82
8	и не	1	73
9	самом деле	1	70
10	так как	1	63
11	то же	1	54
12	совершенно ясно	1	54
13	только в	1	46
14	ясно что	1	43
15	и его	1	34
16	все это	1	32
17	и то	1	28
18	все то	1	27
19	в которых	1	21
20	в конце	2	21
21	и только	1	21
22	но это	1	17
23	к этому	1	16
24	сводится к	1	16
25	далеко не	1	15
26	в частности	1	15
27	хотя бы	1	14
28	главным образом	1	14
29	столь же	1	14
30	по существу	1	14
31	именно в	1	13
32	я не	1	12
33	конце концов	2	12
34	и заключается	1	11
35	по поводу	1	11
36	в другом	1	10
37	в их	1	10
38	под влиянием	1	9
39	к чему	1	9
40	одно и	1	8
41	и составляет	1	8
42	гораздо более	1	8
43	время в	1	7
44	дело в	1	7
45	все дело	1	6
46	да и	1	6
47	от других	1	6
48	а только	1	6
49	так в	1	6
50	поэтического творчества	1	5
51	на одном	1	5
52	и самым	1	5
53	том же	1	5
54	то чего	1	5
55	чем больше	1	4
56	заключается что	1	4
57	говоря о	1	4
58	по своим	1	3
59	чего не	1	3
60	то я	1	3
61	которые они	1	3
62	техники и	1	3
63	тем более	1	3
64	не хотел	1	3
65	зависят от	1	3
66	как же	1	3
67	же с	1	3
68	даже не	1	3
69	речи и	1	3
70	ни к	1	3
71	в теории	1	3
72	чем к	1	3
73	другое дело	1	2
74	хотел сказать	1	2
75	крайней мере	1	2
76	сами формалисты	1	2
77	для них	1	2
78	к созданию	1	2
79	более чем	1	2
80	в значительной	1	2
81	и т.д	1	2
82	и сводится	1	2
83	дело именно	1	2
84	ведь это	1	2
85	что сами	1	2
86	к расположению	1	2
87	и стоит	1	2
88	одном и	1	2
89	их как	1	2
90	по крайней	1	2
91	не играет	1	2
92	деле как	1	2
93	в книге	3	2
94	говорили в	1	1
95	но разве	1	1
96	не одно	1	1
97	положений которые	1	1
98	и положения	1	1
99	что слово	1	1
100	же все	1	1
101	в устах	1	1
102	хочу сказать	1	1
103	и обработки	1	1
104	каждая новая	1	1
105	жизни которое	1	1
106	расположения и	1	1
107	говорится в	1	1
108	и том	1	1
109	стоит на	1	1
110	его языка	1	1
111	другом месте	1	1
112	составляет ее	1	1
113	здесь достаточно	1	1
114	образом из	1	1
115	бы потому	1	1
116	материалов и	1	1
117	в шкловский	2	1
118	теории литературы	1	1
119	бы уже	1	1
120	степени уже	1	1
121	с о	1	1
122	что язык	1	1
123	с несколько	1	1
124	отказались от	1	1
125	и изменяется	1	1
126	находится под	1	1
127	и почти	1	1
128	веселовский с	1	1
129	этом и	1	1
