N	4gram	Propp_Isto	Myshleni
1	в то время как	4	20
2	состоит в том что	1	17
3	с этой точки зрения	3	16
4	так же как и	1	16
5	один и тот же	1	12
6	мы видим таким образом	1	11
7	видим таким образом что	1	10
8	с одной стороны и	1	10
9	но вместе с тем	2	9
10	в том что он	1	8
11	вместе с тем и	1	7
12	точно так же как	1	6
13	на вопрос о том	1	5
14	и вместе с тем	2	5
15	ответ на этот вопрос	1	5
16	совершенно так же как	1	5
17	все больше и больше	2	5
18	в тех случаях когда	6	4
19	что мы знаем об	1	4
20	той ситуации в которой	1	3
21	бы то ни было	1	3
22	одна и та же	1	3
23	но тем не менее	2	2
24	таким образом оказывается что	1	2
25	в зависимости от того	1	2
26	начинается с того что	3	2
27	как мы увидим ниже	1	2
28	в непосредственной связи с	1	2
29	же как и в	1	2
30	с другой стороны мы	1	2
31	приводят к тому что	1	2
32	о том что в	2	2
33	и не может быть	1	2
34	которую мы условно называем	1	2
35	совершенно то же что	1	2
36	иначе обстоит дело с	1	1
37	образом мы видим что	3	1
38	лет с другой стороны	1	1
39	во всяком случае не	1	1
40	образом мы можем установить	1	1
41	как и вся книга	1	1
42	мы можем установить что	2	1
43	таким образом мы видим	2	1
44	как мы видели не	1	1
45	правильнее будет сказать что	1	1
46	по вопросу о том	1	1
47	между небом и землей	1	1
48	это не значит что	1	1
49	эта связь может быть	1	1
50	мы увидим дальше что	1	1
51	как мы уже знаем	1	1
52	к тому же кругу	1	1
53	это происходит потому что	1	1
54	что уже очень рано	1	1
55	во всяком случае в	1	1
56	друг с другом и	1	1
57	что они имеют в	1	1
58	в прямом смысле этого	1	1
59	лежит не там где	1	1
60	с другой стороны он	2	1
61	не может быть понят	1	1
62	это приводит нас к	1	1
63	это один и тот	1	1
64	прийти к выводу что	1	1
65	ответить на вопрос почему	1	1
66	ничем не отличается от	1	1
67	превращается в свою противоположность	1	1
68	то новое что вносит	1	1
69	до сих пор мы	2	1
70	потому что у него	2	1
71	и то и другое	2	1
72	таким образом мы можем	1	1
73	и даже там где	1	1
74	это означало бы что	1	1
75	к самому себе и	1	1
76	точно так же в	1	1
77	на вопрос почему в	1	1
78	прямом смысле этого слова	1	1
79	основана на том что	1	1
80	по мере того как	1	1
81	в том что на	1	1
82	но с другой стороны	1	1
83	мы видели также как	1	1
84	то что все эти	1	1
85	с одной стороны он	1	1
86	во всех этих случаях	6	1
87	и тем более не	1	1
