N	3gram	Vygotskiy_	KFilosof
1	по отношению к	2	22
2	не может быть	4	11
3	с точки зрения	5	10
4	может быть только	1	7
5	по отношению ко	1	4
6	в нем как	1	4
7	ни в чем	1	4
8	в чем не	1	4
9	того или иного	1	3
10	и только в	1	3
11	но и здесь	1	3
12	в этом смысле	3	3
13	один и тот	1	3
14	может быть в	1	3
15	на самом деле	8	3
16	между тем как	1	3
17	и тот же	2	3
18	и в этом	2	3
19	в том что	30	2
20	той или иной	2	2
21	ни в каком	2	2
22	это значило бы	1	2
23	и может быть	2	2
24	других людей и	1	2
25	во всем его	1	2
26	то или иное	1	2
27	но все они	1	2
28	бы и не	1	2
29	в то же	1	2
30	и та же	3	2
31	он может быть	2	2
32	во всех этих	2	2
33	то ни было	1	2
34	одна и та	2	2
35	а не в	1	2
36	для нас важно	1	2
37	бы то ни	1	2
38	вопрос о том	3	2
39	то же время	1	2
40	быть не может	1	1
41	спросить в каком	1	1
42	сих пор не	1	1
43	лежит в основе	1	1
44	том смысле в	1	1
45	но никто не	2	1
46	даже там где	1	1
47	в свою очередь	1	1
48	мы не имеем	1	1
49	и как бы	4	1
50	оставить в стороне	1	1
51	вместе с тем	4	1
52	равно как и	2	1
53	самого по себе	1	1
54	в конечном счете	2	1
55	во всяком случае	1	1
56	на то что	25	1
57	он должен быть	1	1
58	на задний план	1	1
59	же не может	1	1
60	и во всех	1	1
61	к содержанию как	1	1
62	в противоречие с	1	1
63	в том смысле	1	1
64	на том что	1	1
65	здесь вовсе не	2	1
66	в средние века	1	1
67	а не как	1	1
68	в себя и	1	1
69	не в этом	1	1
70	и в результате	3	1
71	человек и все	1	1
72	то же самое	8	1
73	со стороны общей	1	1
74	и именно в	2	1
75	то есть что	1	1
76	и в каких	1	1
77	и одна из	1	1
78	если мы возьмем	1	1
79	из него все	1	1
80	в том случае	1	1
81	не есть еще	1	1
82	они находятся в	1	1
83	и не в	1	1
84	может войти в	1	1
85	установить между ними	1	1
86	нас как бы	1	1
87	в основе нашей	1	1
88	для того чтобы	41	1
89	сводится к следующему	1	1
90	и мы получим	1	1
91	и героиня и	1	1
92	рядом с ними	1	1
93	здесь мы видим	2	1
94	когда мы говорим	1	1
95	между содержанием и	1	1
96	уже во власти	1	1
97	если бы оно	1	1
98	не в том	1	1
99	потому что в	4	1
100	к которой мы	1	1
101	отчетливо и ясно	1	1
102	не может стать	1	1
103	одного и того	2	1
104	несмотря на то	1	1
105	мы имеем два	1	1
106	могут быть признаны	1	1
107	формы и содержания	1	1
108	именно в этой	1	1
109	до сих пор	9	1
110	как и на	1	1
111	того что в	1	1
112	не для того	4	1
113	дело в том	2	1
114	смысле этого слова	1	1
115	мы имеем здесь	1	1
116	мы никогда не	5	1
117	в лучшем случае	3	1
118	и в своем	1	1
119	но может быть	2	1
120	жизни и смерти	1	1
121	вместо того чтобы	1	1
122	это и не	1	1
123	само по себе	3	1
124	в нем нет	3	1
125	и в то	1	1
126	как бы он	1	1
127	значит ли это	1	1
128	и есть основа	1	1
129	к такому же	1	1
130	но во всяком	1	1
131	и то что	4	1
132	мы ничего не	1	1
133	в зависимости от	7	1
134	но не в	1	1
135	как если бы	1	1
136	с ним и	1	1
137	и того же	2	1
138	не в одном	1	1
139	именно на том	1	1
140	том что мы	2	1
141	герой и героиня	1	1
142	но в этом	1	1
143	значило бы что	1	1
144	и все же	1	1
145	но только не	1	1
146	к тому что	8	1
147	что может быть	2	1
148	влечет за собой	1	1
149	и в его	1	1
150	во всех остальных	1	1
151	и в трагедии	1	1
152	это и есть	1	1
153	этого протекания этого	1	1
154	что и в	1	1
155	до конца и	2	1
156	и подчиняется в	1	1
157	смысле в котором	1	1
158	том что есть	1	1
159	мы не можем	2	1
160	в основе своей	1	1
161	из которых как	1	1
162	нет места для	1	1
163	может быть и	2	1
