N	2gram	Propp_Isto	KulturaY
1	и т	39	143
2	т е	27	102
3	и в	44	84
4	в том	13	74
5	потому что	18	68
6	не только	17	60
7	точки зрения	3	59
8	в этом	20	57
9	было бы	2	53
10	и не	19	52
11	может быть	31	47
12	что в	18	44
13	том что	12	44
14	того чтобы	3	44
15	т д	36	42
16	в самом	1	41
17	для того	3	41
18	у нас	1	38
19	хотя бы	2	37
20	самом деле	2	37
21	так как	19	36
22	с точки	1	36
23	в области	1	34
24	таким образом	21	33
25	а не	5	33
26	если бы	5	32
27	не в	11	30
28	и пр	6	30
29	в его	16	30
30	прежде всего	7	30
31	все же	17	29
32	не менее	6	28
33	того что	3	28
34	все эти	11	28
35	уже не	14	26
36	в языке	1	26
37	в силу	7	26
38	то что	16	25
39	вовсе не	6	25
40	не может	10	25
41	вопрос о	5	24
42	с другой	11	24
43	еще не	16	24
44	то же	9	23
45	с помощью	1	23
46	только в	8	23
47	так и	9	23
48	языка в	1	22
49	тем не	6	21
50	по себе	2	20
51	во всяком	1	20
52	и что	13	20
53	но и	16	20
54	тем что	12	19
55	о том	11	19
56	обстоятельство что	1	19
57	что он	29	19
58	зависимости от	1	19
59	что же	1	19
60	всяком случае	1	19
61	но в	7	19
62	то обстоятельство	1	19
63	и с	8	18
64	с тем	9	18
65	к тому	1	18
66	в качестве	13	18
67	связи с	10	18
68	между тем	1	18
69	вместе с	26	18
70	как бы	4	18
71	все это	4	18
72	другой стороны	10	17
73	как это	5	17
74	что это	8	17
75	это не	8	17
76	в виду	1	16
77	в зависимости	1	16
78	что и	11	16
79	что не	3	16
80	тот же	1	16
81	ничего не	4	16
82	в русском	1	16
83	но не	8	16
84	при этом	4	15
85	в данном	3	15
86	как на	3	15
87	том чтобы	3	15
88	не было	2	15
89	и тем	7	15
90	один из	6	15
91	по отношению	2	15
92	ни к	1	15
93	целый ряд	4	15
94	только потому	1	15
95	того как	8	15
96	а в	9	15
97	лишь в	2	15
98	в них	3	14
99	и на	11	14
100	сказать что	2	14
101	хотя и	1	14
102	что такое	1	14
103	в связи	6	14
104	я не	1	14
105	сих пор	7	14
106	в ней	8	14
107	до сих	7	14
108	если мы	1	14
109	как мы	9	14
110	мы имеем	22	14
111	также и	2	14
112	отношению к	2	14
113	что она	3	13
114	между прочим	2	13
115	в этой	5	13
116	там где	11	13
117	не случайно	1	13
118	не могут	2	13
119	в которых	4	13
120	той же	2	13
121	для нас	6	13
122	это и	3	13
123	по существу	2	13
124	в пределах	5	13
125	и его	15	13
126	с этой	4	12
127	в результате	1	12
128	того же	3	12
129	ясно что	5	12
130	а только	1	12
131	вопроса о	1	12
132	этот вопрос	2	12
133	могут быть	9	12
134	тогда когда	3	12
135	как в	11	12
136	не трудно	1	12
137	этого слова	1	12
138	для этого	3	12
139	те же	1	11
140	должен быть	2	11
141	в своем	3	11
142	он не	5	11
143	в нем	10	11
144	и здесь	12	11
145	должна быть	3	11
146	и то	5	11
147	еще и	2	11
148	совершенно не	2	11
149	из этих	5	11
150	и если	1	11
151	уже в	4	11
152	слова в	1	11
153	в их	1	11
154	в таких	3	11
155	или иной	1	11
156	в особенности	6	10
157	как и	12	10
158	речь идет	1	10
159	так же	14	10
160	конечно не	1	10
161	к этому	5	10
162	несмотря на	3	10
163	бы в	1	10
164	ту же	2	10
165	не просто	1	10
166	в то	5	10
167	вряд ли	1	10
168	после того	4	10
169	со стороны	6	10
170	в каком	1	10
171	с этим	7	10
172	они не	5	10
173	тем более	1	10
174	того или	1	10
175	тех же	2	10
176	в нашей	2	10
177	тем самым	2	10
178	от того	1	10
179	в своей	3	9
180	можно сказать	2	9
181	что все	4	9
182	xix века	1	9
183	в которой	4	9
184	но для	4	9
185	очевидно что	3	9
186	здесь не	3	9
187	и есть	3	9
188	ни в	2	9
189	не имеет	4	9
190	что мы	4	9
191	не потому	5	9
192	подобного рода	2	9
193	но это	10	9
194	и для	3	9
195	дает нам	2	9
196	и вот	4	9
197	то мы	3	9
198	а также	5	9
199	но уже	5	9
200	на то	3	9
201	в целом	4	9
202	своего рода	1	8
203	в этих	7	8
204	но все	8	8
205	что они	3	8
206	с одной	7	8
207	это слово	1	8
208	в таком	2	8
209	тому что	1	8
210	не есть	1	8
211	смысл и	1	8
212	в своих	4	8
213	в тех	4	8
214	отнюдь не	1	8
215	мы видели	9	8
216	был бы	1	8
217	то и	1	8
218	только тогда	4	8
219	состоит в	1	8
220	с его	3	8
221	этом случае	13	8
222	независимо от	1	8
223	на самом	1	8
224	и как	5	8
225	об этом	6	8
226	мере в	1	8
227	в частности	9	8
228	далеко не	1	8
229	и о	2	8
230	же в	3	8
231	само по	1	8
232	что на	1	8
233	же и	1	7
234	следует что	1	7
235	стоит в	1	7
236	например в	11	7
237	а именно	8	7
238	всякого рода	3	7
239	в котором	2	7
240	в одном	2	7
241	свою очередь	1	7
242	указать на	1	7
243	на том	5	7
244	внимание на	1	7
245	а с	2	7
246	одной стороны	7	7
247	в процессе	1	7
248	с ним	9	7
249	никак не	1	7
250	сводится к	1	7
251	но вот	2	7
252	как о	1	7
253	с ними	4	7
254	и более	3	7
255	идет о	1	7
256	в свою	3	7
257	в истории	7	7
258	на этот	2	7
259	смысле этого	1	7
260	есть в	2	7
261	не все	1	7
262	и потому	2	7
263	она не	7	7
264	здесь можно	5	7
265	не знает	1	7
266	когда он	7	7
267	только как	1	7
268	что касается	2	7
269	как он	6	7
270	были бы	1	6
271	только что	3	6
272	даже в	4	6
273	в числе	2	6
274	в соответствии	1	6
275	только для	1	6
276	на этой	5	6
277	случаи когда	1	6
278	не всегда	9	6
279	о них	1	6
280	что как	1	6
281	именно с	1	6
282	мы знаем	12	6
283	в ее	4	6
284	указывает что	1	6
285	от этого	6	6
286	на этом	5	6
287	так называемые	1	6
288	должны быть	2	6
289	то или	2	6
290	или иное	2	6
291	главным образом	2	6
292	его к	3	6
293	е в	6	6
294	не на	1	6
295	оно не	1	6
296	если не	4	6
297	этой точки	2	6
298	перед нами	2	6
299	а если	2	6
300	роль в	3	6
301	на основе	1	6
302	когда в	1	6
303	пишет он	1	6
304	что если	1	6
305	же время	1	6
306	в отличие	1	6
307	соответствии с	1	6
308	тем же	1	6
309	в свое	2	6
310	в себе	1	6
311	что оно	4	6
312	данном случае	2	6
313	мы не	6	6
314	что с	2	6
315	или в	7	6
316	этого не	2	6
317	то это	8	6
318	как будто	2	6
319	что эти	1	6
320	может иметь	2	6
321	отличие от	1	6
322	дело не	1	6
323	только то	1	6
324	это только	2	6
325	приводит к	2	6
326	как к	1	6
327	на себя	4	6
328	же это	1	6
329	и к	3	5
330	очень много	2	5
331	говорить и	1	5
332	формы в	1	5
333	думаю что	1	5
334	в большей	1	5
335	не как	5	5
336	нас в	1	5
337	и даже	4	5
338	на которых	1	5
339	а во-вторых	1	5
340	вопрос этот	3	5
341	уже выше	3	5
342	даже и	2	5
343	доказать что	1	5
344	в другом	2	5
345	с проблемой	1	5
346	превращается в	10	5
347	и еще	1	5
348	могло бы	1	5
349	не то	1	5
350	никогда не	5	5
351	и он	9	5
352	к себе	3	5
353	время в	2	5
354	чем в	1	5
355	как же	1	5
356	в конце	1	5
357	и у	3	5
358	у него	7	5
359	здесь как	3	5
360	но как	2	5
361	все те	1	5
362	в форме	5	5
363	бы уже	1	5
364	в современной	1	5
365	в иных	1	5
366	так что	2	5
367	всех этих	2	5
368	не так	1	5
369	также что	3	5
370	и при	3	5
371	бы привести	1	5
372	мы в	1	5
373	из того	1	5
374	к его	2	5
375	о котором	1	5
376	широком смысле	1	5
377	то он	2	5
378	уже из	1	5
379	относится к	3	5
380	быть не	1	5
381	и тогда	2	5
382	переход от	2	5
383	но если	2	5
384	только о	1	5
385	на вопрос	3	5
386	не будем	6	5
387	бы на	1	5
388	а это	1	5
389	о нем	3	5
390	и от	1	5
391	мы находим	1	5
392	а на	2	5
393	но с	1	5
394	язык и	2	5
395	так в	5	5
396	по своему	1	5
397	это так	2	5
398	мы должны	7	5
399	или иначе	1	5
400	что можно	1	5
401	отношение к	3	5
