N	2gram	Tiupa_Hudo	Myshleni
1	в том	20	195
2	внутренней речи	14	191
3	в этом	12	167
4	то что	5	166
5	и в	23	162
6	том что	9	161
7	в развитии	1	151
8	таким образом	3	147
9	точки зрения	11	143
10	что в	7	119
11	мышления и	2	117
12	не только	20	116
13	того что	5	109
14	так же	2	100
15	речи и	4	99
16	потому что	3	95
17	того чтобы	5	91
18	может быть	19	89
19	с точки	3	89
20	что он	5	86
21	не может	9	81
22	как и	3	79
23	для того	5	78
24	так как	1	78
25	и не	16	78
26	только в	7	75
27	в целом	3	74
28	как мы	1	72
29	но и	14	70
30	заключается в	2	67
31	в его	11	67
32	сказать что	4	65
33	как бы	11	64
34	вместе с	1	62
35	представляет собой	11	60
36	и что	4	60
37	было бы	1	60
38	в качестве	31	60
39	то же	12	58
40	в основе	7	58
41	в отношении	4	55
42	могли бы	1	54
43	между собой	2	53
44	в силу	4	53
45	в самом	7	52
46	в сущности	1	51
47	к тому	4	49
48	что они	1	48
49	тем что	1	48
50	на основе	2	47
51	если бы	3	46
52	по отношению	10	45
53	но не	13	45
54	с другой	9	45
55	внешней речи	2	43
56	же как	1	43
57	тем самым	5	43
58	тому что	2	42
59	как это	7	42
60	отношению к	10	42
61	в ходе	5	41
62	не является	5	41
63	о том	2	40
64	по своей	7	40
65	одной стороны	3	40
66	никогда не	2	39
67	с одной	3	39
68	так и	12	39
69	в области	8	38
70	и к	3	37
71	если мы	2	37
72	мы видим	1	37
73	не в	9	37
74	в этой	2	37
75	в своем	4	36
76	речи как	1	36
77	все эти	2	36
78	как в	2	36
79	а не	13	36
80	и его	12	36
81	того же	3	35
82	в себе	13	35
83	в которой	3	35
84	и т.д	4	35
85	он не	4	35
86	для себя	4	35
87	связи с	3	34
88	во внутренней	2	34
89	и как	4	34
90	приводит к	6	34
91	прежде всего	5	33
92	при этом	19	33
93	по себе	2	33
94	именно в	2	32
95	и на	3	32
96	той же	1	32
97	нас к	1	32
98	по своему	3	32
99	же самое	1	32
100	что и	2	32
101	и тем	4	32
102	но в	10	32
103	слова и	2	32
104	речи для	1	31
105	все же	1	31
106	из того	1	31
107	и то	4	31
108	на то	1	30
109	этого слова	2	29
110	между тем	4	29
111	и развития	1	29
112	могут быть	5	29
113	с этим	1	28
114	самом деле	2	28
115	с этой	3	27
116	в результате	1	27
117	другой стороны	6	27
118	этом случае	1	27
119	в то	8	27
120	в своей	7	27
121	что все	1	27
122	перед нами	1	27
123	в их	5	26
124	в собственном	1	26
125	что это	1	26
126	для него	5	26
127	в частности	18	26
128	в чем	2	25
129	что она	2	25
130	еще не	4	25
131	все это	2	25
132	можно сказать	6	25
133	только не	1	25
134	это не	4	25
135	тот же	1	24
136	зависимости от	1	24
137	в сфере	1	24
138	в какой	2	24
139	так что	1	24
140	в нем	6	24
141	в слове	4	24
142	как уже	3	24
143	друг друга	1	23
144	состоит в	20	23
145	речи с	1	23
146	бы в	1	23
147	отношение между	1	23
148	ни в	5	23
149	связи между	1	23
150	слова в	3	23
151	не могут	1	22
152	то время	1	22
153	к объекту	1	22
154	столь же	2	22
155	в известном	2	22
156	в зависимости	1	22
157	отношения между	1	22
158	и развитием	2	22
159	между ними	5	21
160	как говорит	3	21
161	же точно	1	21
162	и ее	3	21
163	на основании	1	21
164	в нашем	2	21
165	его в	4	21
166	не имеет	1	21
167	в истории	1	21
168	в сознании	1	21
169	ее в	2	21
170	и более	2	21
171	отношений между	1	21
172	отношение к	7	21
173	в виду	5	20
174	не менее	5	20
175	в котором	1	20
176	в другом	4	20
177	к которому	4	20
178	из них	1	20
179	из этих	3	20
180	на вопрос	1	20
181	в такой	1	20
182	а в	13	20
183	говорит что	2	20
184	едва ли	1	20
185	как раз	3	20
186	на этом	2	20
187	должно быть	1	20
188	но мы	1	19
189	в связи	3	19
190	во всех	3	19
191	а с	2	19
192	и по	2	19
193	один из	2	19
194	но если	1	19
195	в данном	4	19
196	для других	1	19
197	в той	3	19
198	с ним	2	19
199	в себя	4	19
200	из которых	2	19
201	речь в	1	19
202	к действительности	3	18
203	во всей	3	18
204	одного и	3	18
205	в отличие	7	18
206	отличие от	7	18
207	этом смысле	3	18
208	в этих	4	17
209	в своих	1	17
210	их в	3	17
211	казалось бы	1	17
212	от внешней	1	17
213	в одном	3	17
214	я не	2	17
215	не есть	1	17
216	на деле	3	17
217	в свою	3	17
218	в совершенно	1	17
219	тем же	1	17
220	до конца	1	17
221	и для	3	17
222	для этого	1	17
223	все что	1	17
224	и того	3	17
225	у него	2	17
226	этой точки	2	17
227	ту же	1	17
228	и от	1	17
229	и есть	1	17
230	то и	1	17
231	совпадает с	2	17
232	обе эти	1	17
233	мы находим	1	17
234	и другие	2	16
235	своей природе	2	16
236	языка и	1	16
237	значение в	1	16
238	мы имеем	6	16
239	вовсе не	2	16
240	к одному	1	16
241	и даже	1	16
242	между двумя	2	16
243	по поводу	1	16
244	то в	2	16
245	значения слов	1	16
246	для нас	1	16
247	которые в	1	16
248	тому как	3	16
249	в них	2	15
250	от этого	1	15
251	и это	2	15
252	и является	1	15
253	подобно тому	3	15
254	со всеми	1	15
255	тем более	2	15
256	те же	1	15
257	отличается от	2	15
258	между этими	1	15
259	но как	2	15
260	известном смысле	2	15
261	представить себе	1	15
262	том же	1	15
263	является не	1	15
264	по этому	1	15
265	свою очередь	2	14
266	одно и	3	14
267	его мысли	1	14
268	что для	1	14
269	из этого	2	14
270	первую очередь	1	14
271	и здесь	1	14
272	одним из	2	14
273	одной из	2	14
274	он должен	3	14
275	этих двух	2	14
276	от друга	1	14
277	о чем	3	14
278	в первую	1	14
279	который в	2	14
280	когда мы	1	14
281	друг от	1	14
282	значение для	1	14
283	с его	6	14
284	об этом	2	14
285	имеет место	3	13
286	в действительности	1	13
287	с другими	5	13
288	если в	1	13
289	к его	3	13
290	они не	1	13
291	но на	2	13
292	значения и	2	13
293	на его	1	13
294	отнюдь не	2	13
295	человека и	2	13
296	для всех	1	13
297	точно так	1	13
298	слова как	5	13
299	в состоянии	1	13
300	лишь в	7	13
301	стороны и	1	13
302	в уме	1	13
303	совершается в	1	13
304	с которыми	1	12
305	даже в	3	12
306	а затем	2	12
307	на первый	1	12
308	только на	1	12
309	образом что	1	12
310	но он	3	12
311	речи от	1	12
312	за пределы	2	12
313	тем и	1	12
314	к другому	2	12
315	с их	2	12
316	в одной	1	12
317	и потому	2	12
318	и составляет	3	12
319	в первом	1	12
320	к нему	3	12
321	от его	1	12
322	несмотря на	2	12
323	в ее	6	12
324	тем не	3	12
325	тому же	1	12
326	но только	2	12
327	мог бы	3	12
328	это и	2	12
329	только к	1	12
330	входит в	4	12
331	не столько	7	11
332	предметов в	1	11
333	не могли	2	11
334	ключ к	1	11
335	на котором	2	11
336	иначе говоря	5	11
337	по типу	1	11
338	отношения к	4	11
339	не означает	1	11
340	обратимся к	1	11
341	с ее	6	11
342	в каком	2	11
343	друг другу	1	11
344	раз в	1	11
345	есть в	3	11
346	не по	1	11
347	идет о	2	11
348	одно из	2	11
349	например в	4	11
350	те и	1	11
351	не знает	4	11
352	в конце	1	11
353	а только	4	11
354	действия и	1	11
355	во внешней	1	11
356	слово в	1	11
357	или менее	6	11
358	в пределах	3	11
359	к пониманию	1	11
360	нуждается в	1	11
361	есть не	1	11
362	вслед за	2	10
363	по выражению	1	10
364	чем это	2	10
365	внимание на	1	10
366	всякий раз	2	10
367	но для	1	10
368	что такое	2	10
369	в случае	2	10
370	в другой	1	10
371	не совпадает	1	10
372	у нас	1	10
373	и может	2	10
374	числе и	2	10
375	или иной	9	10
376	привести к	1	10
377	речь идет	2	10
378	и т.п	7	10
379	самом начале	1	10
380	к жизни	2	10
381	что его	1	10
382	здесь мы	1	10
383	речевой деятельности	2	10
384	как с	1	10
385	представляют собой	1	10
386	если не	1	10
387	в конечном	5	10
388	на каждом	1	10
389	вытекает из	2	10
390	не могло	2	10
391	и слово	1	10
392	том числе	3	10
393	с той	1	10
394	по пути	4	9
395	конечном счете	5	9
396	в центр	1	9
397	к этим	1	9
398	в ситуации	1	9
399	той или	5	9
400	более или	6	9
401	приводят к	1	9
402	оно не	2	9
403	зависит от	1	9
404	и поэтому	1	9
405	оно является	1	9
406	мышления но	1	9
407	к предмету	1	9
408	может не	1	9
409	сама по	2	9
410	также и	1	9
411	а по	1	9
412	не с	2	9
413	что можно	3	9
414	к изучению	1	9
415	место в	5	9
416	в момент	3	9
417	только для	1	9
418	говорить о	4	9
419	в системе	3	9
420	и притом	3	9
421	на отдельные	1	9
422	одном и	1	9
423	мы говорим	1	9
424	такого рода	12	9
425	речи есть	1	9
426	видим в	2	9
427	хотя и	4	9
428	в самой	2	9
429	переход к	1	9
430	но с	1	9
431	или в	2	9
432	включает в	2	9
433	должен быть	2	9
434	не как	2	8
435	о котором	1	8
436	которая не	2	8
437	и те	1	8
438	стадии в	1	8
439	нет никаких	1	8
440	уже по	1	8
441	речи а	2	8
442	своей структуре	1	8
443	в деятельности	1	8
444	речи именно	1	8
445	отношении к	3	8
446	еще один	2	8
447	наших глазах	2	8
448	только и	2	8
449	в готовом	1	8
450	дело с	1	8
451	действительности и	1	8
452	и внутренней	1	8
453	отношений и	1	8
454	как правило	3	8
455	же самую	1	8
456	себе и	1	8
457	и др	2	8
458	не на	5	8
459	должен был	1	8
460	со стороны	5	8
461	одним и	1	8
462	от понятия	1	8
463	в более	1	8
464	на которой	1	8
465	речи по	1	8
466	в равной	2	8
467	с логической	1	8
468	только то	1	8
469	что не	1	8
470	в известной	1	8
471	в таком	3	7
472	говоря словами	5	7
473	и сам	3	7
474	предмета и	1	7
475	деятельности сознания	1	7
476	сознания в	4	7
477	больше и	1	7
478	содержит в	1	7
479	и делает	1	7
480	в значительной	2	7
481	переходит к	1	7
482	на которые	1	7
483	и том	1	7
484	связаны с	1	7
485	мере в	1	7
486	к вопросу	1	7
487	на один	1	7
488	одну из	1	7
489	же в	1	7
490	которая в	1	7
491	образом и	2	7
492	из нее	1	7
493	за ним	1	7
494	в жизни	3	7
495	не существует	1	7
496	имеет в	1	7
497	что речь	1	7
498	до того	1	7
499	к общему	1	7
500	именно потому	1	7
501	общего с	1	7
502	и особенно	2	7
503	во втором	4	7
504	с ними	2	7
505	принадлежит к	3	7
506	сознания и	1	7
507	слова не	2	7
508	а также	6	7
509	же по	1	7
510	случае не	2	7
511	он говорит	1	7
512	этом и	1	7
513	одновременно с	1	7
514	лучшем случае	1	7
515	вопросу о	1	6
516	от одного	1	6
517	и другим	1	6
518	уже не	6	6
519	раз и	1	6
520	для данного	1	6
521	себе в	1	6
522	в научном	1	6
523	в отдельных	1	6
524	всего в	1	6
525	не остается	1	6
526	в каждом	1	6
527	в лучшем	1	6
528	как к	5	6
529	том и	2	6
530	каждой новой	1	6
531	бы и	1	6
532	наконец в	1	6
533	и больше	2	6
534	и наиболее	1	6
535	начиная с	2	6
536	речи всегда	1	6
537	неизмеримо более	1	6
538	или даже	3	6
539	в условиях	1	6
540	заключает в	1	6
541	смысл слова	1	6
542	свести к	1	6
543	происходит в	1	6
544	оказывается не	1	6
545	для возникновения	2	6
546	говорит о	1	6
547	требует от	1	6
548	и другими	1	6
549	этот закон	1	6
550	более сложные	1	6
551	в различных	1	6
552	не что	1	6
553	является как	1	6
554	перед ним	1	6
555	имеем дело	2	6
556	одна из	2	6
557	что иное	1	6
558	на язык	1	6
