N	3gram	Vygotskiy_	Psycholo
1	в том что	24	78
2	для того чтобы	24	70
3	на то что	5	55
4	в самом деле	4	51
5	заключается в том	9	36
6	о том что	4	34
7	то же самое	11	31
8	с точки зрения	31	29
9	с одной стороны	7	28
10	так же точно	6	24
11	в сущности говоря	6	24
12	не может быть	6	23
13	до сих пор	6	23
14	с таким образом	1	21
15	к тому что	10	20
16	с другой стороны	3	20
17	в том чтобы	1	20
18	на самом деле	2	17
19	не только не	11	16
20	с самого начала	13	16
21	в зависимости от	6	15
22	так же как	13	14
23	во всяком случае	1	14
24	само по себе	1	14
25	в то время	8	14
26	в этом отношении	7	14
27	заключает в себе	2	13
28	можно было бы	5	13
29	и в этом	2	13
30	то время как	7	13
31	сам по себе	2	12
32	что в этом	2	12
33	этой точки зрения	4	12
34	в конце концов	1	12
35	и той же	5	12
36	одной и той	5	12
37	тот факт что	2	11
38	то что он	1	11
39	в конечном счете	2	11
40	то что в	1	11
41	по сравнению с	20	11
42	подобно тому как	2	11
43	с этой точки	4	10
44	вместе с тем	6	10
45	только в том	2	10
46	и то что	5	10
47	том что она	2	10
48	том что он	2	10
49	он говорит что	1	9
50	никак не может	1	9
51	потому что в	1	9
52	таким образом что	1	9
53	надо сказать что	1	9
54	в отличие от	4	9
55	и что в	1	9
56	потому что он	4	9
57	точно так же	3	9
58	в данном случае	5	9
59	что он не	1	9
60	в том и	3	9
61	не в состоянии	1	9
62	мы могли бы	9	9
63	и то же	3	8
64	друг с другом	6	8
65	смысле этого слова	4	8
66	речь идет о	1	8
67	и таким образом	1	8
68	по этому поводу	3	8
69	же самое в	1	8
70	с тем что	1	8
71	мы знаем что	2	8
72	то что она	1	8
73	о которых мы	3	7
74	та же самая	2	7
75	состоит в том	3	7
76	бы сказать что	4	7
77	на этот вопрос	1	7
78	в этом смысле	2	7
79	совершенно очевидно что	2	7
80	если бы мы	1	7
81	психологической точки зрения	1	7
82	в свою очередь	3	7
83	в какой мере	2	7
84	можно сказать что	7	7
85	одно и то	3	7
86	что и в	1	7
87	как и в	4	7
88	совершенно понятно что	3	6
89	так как она	4	6
90	том и заключается	1	6
91	сама по себе	1	6
92	с психологической точки	1	6
93	по самому существу	1	6
94	и может быть	1	6
95	не что иное	1	6
96	до тех пор	1	6
97	никогда не может	1	6
98	мы не можем	3	6
99	тех пор пока	1	6
100	тем не менее	4	6
101	что у него	1	6
102	именно потому что	1	6
103	то что мы	3	6
104	не только в	2	6
105	что иное как	1	6
106	друг к другу	3	6
107	до самого конца	1	5
108	все больше и	2	5
109	о том как	1	5
110	в собственном смысле	4	5
111	сказать что в	1	5
112	те же самые	1	5
113	таким образом все	1	5
114	и вместе с	2	5
115	что в основе	1	5
116	больше и больше	2	5
117	мы видим в	3	5
118	ни в какой	2	5
119	зависимости от того	1	5
120	в каком отношении	1	5
121	ту же самую	1	5
122	и во всех	2	5
123	показывает что в	1	5
124	мы видели что	3	5
125	в силу того	6	5
126	в том смысле	2	5
127	потому что все	1	5
128	в лучшем случае	3	5
129	как раз в	3	5
130	же как и	3	5
131	вместо того чтобы	2	5
132	потому что они	2	5
133	имеет в виду	3	4
134	уже это одно	1	4
135	самом деле если	1	4
136	то о чем	5	4
137	в настоящее время	1	4
138	это на примере	1	4
139	и того же	3	4
140	шаг за шагом	1	4
141	к тому же	1	4
142	имеет дело с	1	4
143	мы говорили выше	2	4
144	во всех остальных	2	4
145	из того что	5	4
146	но так как	1	4
147	собственном смысле слова	1	4
148	таким образом мы	2	4
149	и тем же	2	4
150	эта точка зрения	1	4
151	ясно что в	1	4
152	того и другого	2	4
153	таким образом в	2	4
154	и заключается что	1	4
155	мы уже говорили	2	4
156	вопрос о том	1	4
157	это имеет место	1	4
158	благодаря тому что	2	4
159	что самое важное	1	4
160	он не может	1	4
161	здесь мы видим	1	4
162	одного и того	3	4
163	силу того что	6	4
164	том что мы	1	4
165	в этой области	2	4
166	том что в	3	4
167	по себе и	1	4
168	только тогда когда	1	4
169	и не может	2	4
170	внимание на то	2	4
171	от того что	2	4
172	же самое что	3	4
173	одним и тем	2	4
174	только потому что	3	4
175	это и есть	1	4
176	если мы примем	1	3
177	в учении о	6	3
178	друг от друга	3	3
179	как это мы	1	3
180	дело идет о	1	3
181	не потому что	1	3
182	нечто такое что	2	3
183	по аналогии с	1	3
184	в последнее время	4	3
185	которых мы говорили	3	3
186	что она есть	1	3
187	так как в	2	3
188	он утверждает что	1	3
189	того чтобы показать	1	3
190	могли бы сказать	4	3
191	мы не имеем	1	3
192	и там где	2	3
193	по отношению к	9	3
194	мы примем во	1	3
195	о чем идет	1	3
196	в самом конце	1	3
197	примем во внимание	1	3
198	том что всякое	1	3
199	того чтобы сделать	2	3
200	не могут быть	3	3
201	раскрывается перед нами	1	3
202	он полагает что	1	3
203	том смысле что	2	3
204	своим собственным законам	1	3
205	несмотря на то	1	3
206	нам думается что	1	3
207	в себе нечто	1	3
208	что все это	1	3
209	заключается только в	2	3
210	случае не может	1	3
211	на том же	1	3
212	и в конце	2	3
213	что все эти	1	3
214	в том или	1	3
215	в высшей степени	1	3
216	то же время	1	3
217	из которых складывается	1	3
218	как только мы	1	3
219	так как мы	2	3
220	она не имеет	1	3
221	мы обратимся к	1	3
222	едва ли не	3	3
223	к выводу что	3	3
224	есть в сущности	2	3
225	что при этом	1	3
226	ничего общего с	1	3
227	в то же	2	3
228	то и другое	4	3
229	не может стать	1	3
230	может быть не	1	3
231	и мы вправе	1	3
232	с другом и	1	3
233	бы показать что	2	3
234	оно может быть	1	3
235	во всех этих	1	3
236	в этом случае	15	3
237	и то и	1	3
238	с тем и	2	3
239	привело к тому	1	3
240	приводит к тому	3	3
241	до конца и	1	3
242	после того как	1	3
243	чем идет речь	1	2
244	мере в какой	2	2
245	одной стороны и	4	2
246	что мы не	1	2
247	на всем протяжении	4	2
248	сущности говоря это	1	2
249	том что это	1	2
250	говорит что если	1	2
251	а следовательно и	1	2
252	и в этих	1	2
253	такой же мере	3	2
254	и никак не	1	2
255	того что эта	1	2
256	что при такой	1	2
257	эта тенденция к	1	2
258	доказательство того что	1	2
259	сих пор в	1	2
260	только о том	1	2
261	в одной и	3	2
262	но для того	1	2
263	того чтобы понять	1	2
264	не совпадает с	4	2
265	она не может	1	2
266	к которой мы	1	2
267	находится в зависимости	1	2
268	может быть передано	1	2
269	кроме того что	1	2
270	так и в	1	2
271	но при этом	1	2
272	что при таком	1	2
273	видим таким образом	1	2
274	если бы они	1	2
275	сказать что оно	1	2
276	что она не	1	2
277	слова в этом	1	2
278	не иначе как	6	2
279	и тем самым	8	2
280	объясняется то что	1	2
281	то специфическое что	1	2
282	в совершенно другую	1	2
283	потому что не	1	2
284	имеет место в	1	2
285	мы не только	1	2
286	что с точки	1	2
287	что то же	1	2
288	в какой бы	1	2
289	это значит что	1	2
290	что с самого	1	2
291	по самой своей	5	2
292	каждой из этих	2	2
293	мы имеем дело	2	2
294	как говорит толстой	2	2
295	в ответ на	1	2
296	невозможно потому что	1	2
297	не годится для	1	2
298	той или иной	2	2
299	ясно что при	1	2
300	прежде всего на	1	2
301	том что оно	3	2
302	но и в	1	2
303	не до конца	2	2
304	может быть в	1	2
305	уяснить себе смысл	1	2
306	смотреть как на	1	2
307	иначе как в	1	2
308	во всех трех	1	2
309	как и все	1	2
310	показать что все	2	2
311	совершенно невозможно потому	1	2
312	мы таким образом	1	2
313	с которым мы	1	2
314	в обратном отношении	1	2
315	том что они	2	2
316	как мы увидим	1	2
317	в себе ничего	4	2
318	таким образом с	1	2
319	ни одно из	1	2
320	должны были бы	1	2
321	если мы обратимся	1	2
322	в одинаковой мере	1	2
323	он как и	1	2
324	и столь же	2	2
325	может и не	1	2
326	в той же	2	2
327	если обратиться к	1	2
328	была бы совершенно	1	2
329	мы увидим ниже	1	2
330	то что с	1	2
331	одно из этих	1	2
332	должно было бы	1	2
333	потому что как	1	2
334	именно в силу	3	2
335	в совершенно ином	1	2
336	не можем не	2	2
337	так например в	1	2
338	лишь тогда когда	1	2
339	там где мы	2	2
340	все же в	1	2
341	точки зрения есть	1	2
342	нашего исследования и	2	2
343	той и другой	3	2
344	в первом случае	5	2
345	в такой же	3	2
346	самой своей природе	4	2
347	в противоположном направлении	1	2
348	было бы показать	1	2
349	как и всякий	1	2
350	том же самом	1	2
351	не только о	1	2
352	есть не что	1	2
353	если это так	1	2
354	не может не	1	2
355	очевидно что в	1	2
356	мы не станем	3	2
357	но вместе с	2	2
358	мы остановились на	1	2
359	стрекоза и муравей	1	2
360	на первый план	1	2
361	в качестве своего	1	2
362	что оба эти	2	2
363	рассматривать его с	1	2
364	то что было	1	2
365	к нему и	1	2
366	в значительной мере	2	2
367	мы находим в	2	2
368	с той же	1	2
369	по своему значению	3	2
370	в большей мере	2	2
371	ту же мысль	1	2
372	тем же самым	2	2
373	как и для	1	2
374	мы знаем о	1	2
375	сравнению с той	1	2
376	образом оказывается что	1	2
377	при этом совершенно	1	2
378	с каждой новой	1	2
379	это все равно	1	2
380	и только что	1	2
381	видели что в	1	2
382	возникает целый ряд	1	2
383	какой мере не	2	2
384	того что она	1	2
385	кто не знает	1	2
386	именно в этом	3	2
387	как мы видели	7	2
388	ничего другого как	1	2
389	и ничего не	1	2
390	самое что и	1	2
391	как одна из	1	2
392	все эти три	2	2
393	и именно в	1	2
394	мы видим таким	1	2
395	с ней в	1	2
396	оно не может	1	2
397	тому что она	1	2
398	представление о том	2	2
399	того факта что	1	2
400	имеем дело с	1	2
401	совпадает с тем	1	2
402	начала и до	1	2
403	есть все же	1	1
404	где мы имеем	1	1
405	что в каждом	1	1
406	но то что	2	1
407	точки зрения того	1	1
408	обстоит дело в	1	1
409	следовательно по самой	1	1
410	самих по себе	1	1
411	только частный случай	1	1
412	же два противоположных	1	1
413	она нуждается в	1	1
414	как говорит французская	1	1
415	в басне стрекоза	1	1
416	чем перейти к	3	1
417	в направлении к	3	1
418	он никак не	1	1
419	по себе но	1	1
420	субъективной и объективной	1	1
421	в той мере	2	1
422	видно уже из	1	1
423	идет все время	1	1
424	знаем о чем	2	1
425	и тогда когда	2	1
426	они были бы	1	1
427	свое отношение к	1	1
428	и значение в	1	1
429	теоретической и практической	1	1
430	мы вправе были	1	1
431	из целого ряда	1	1
432	как частный случай	3	1
433	привести к существенным	1	1
434	у нас в	1	1
435	с психологической стороны	2	1
436	по одному образцу	1	1
437	лучше согласуется с	1	1
438	не могут существовать	1	1
439	в известный момент	1	1
440	от связи с	1	1
441	точка зрения приводит	1	1
442	и всякий другой	1	1
443	точки зрения этой	1	1
444	ясным если мы	1	1
445	видим из этого	1	1
