N	4gram	Bakhtin_Fr	Problemy
1	в то же время	5	26
2	но в то же	2	11
3	и в то же	2	7
4	к себе самому и	1	5
5	в том что он	1	5
6	в той или иной	5	5
7	мы уже говорили что	3	4
8	как мы уже говорили	4	3
9	большей или меньшей степени	7	3
10	в большей или меньшей	7	3
11	одна и та же	1	2
12	в целом ряде других	1	2
13	и в большинстве случаев	1	2
14	во всяком случае не	1	2
15	той или иной форме	4	2
16	мы можем сказать что	1	2
17	дело в том что	2	2
18	мы остановимся лишь на	1	2
19	на мир и на	1	2
20	точка зрения на мир	1	2
21	той или иной степени	1	2
22	и в целом ряде	1	2
23	сводится к тому чтобы	1	2
24	и до сих пор	1	1
25	существенные различия между ними	1	1
26	на самом же деле	3	1
27	в литературе о нем	1	1
28	и до настоящего времени	1	1
29	до сих пор еще	4	1
30	никогда не может стать	1	1
31	что с точки зрения	1	1
32	как бы ни были	1	1
33	на самом деле все	1	1
34	так как если бы	1	1
35	остановимся прежде всего на	1	1
36	все более и более	1	1
37	только то что для	1	1
38	но даже и не	1	1
39	до сих пор остается	1	1
40	и не может быть	2	1
41	по себе никогда не	1	1
42	неотделимы друг от друга	1	1
43	можно сказать что вся	1	1
44	в виду прежде всего	1	1
45	и до известной степени	1	1
46	в том числе и	7	1
47	с точки зрения всякой	1	1
48	не чем иным как	1	1
49	или во всяком случае	1	1
50	конечно очень далек от	1	1
51	точкой зрения на мир	1	1
52	мы имеем в виду	1	1
53	выходит за пределы нашей	2	1
54	вовсе не входит в	1	1
55	во время одной из	1	1
56	рядом друг с другом	1	1
57	и видеть в нем	1	1
58	имеем в виду прежде	1	1
