N	2gram	Losev_Prob	Hudozhes
1	в качестве	9	31
2	то есть	38	26
3	в мире	1	24
4	и в	48	23
5	не только	28	20
6	состоит в	1	20
7	в том	25	20
8	при этом	6	19
9	может быть	11	19
10	в частности	5	18
11	и не	29	16
12	но и	21	14
13	а не	7	13
14	но не	12	13
15	а в	8	13
16	я в	4	13
17	в себе	7	13
18	в этом	31	12
19	то же	6	12
20	такого рода	4	12
21	так и	15	12
22	и его	11	12
23	сводится к	1	11
24	представляет собой	1	11
25	как бы	10	11
26	точки зрения	17	11
27	в его	19	11
28	по отношению	2	10
29	но в	17	10
30	отношению к	2	10
31	своего рода	1	9
32	в душе	1	9
33	или иной	4	9
34	том что	29	9
35	с другой	8	9
36	в искусстве	2	9
37	не в	16	9
38	не может	6	9
39	в области	3	8
40	в то	6	8
41	что в	12	7
42	в самом	7	7
43	только в	21	7
44	в своей	29	7
45	же время	1	7
46	я и	1	7
47	не столько	1	7
48	как это	5	7
49	по своей	3	7
50	отношение к	3	7
51	другой стороны	8	6
52	в состав	1	6
53	более или	1	6
54	уже не	12	6
55	можно сказать	10	6
56	с ее	1	6
57	художественного творчества	10	6
58	с его	3	6
59	мы имеем	3	6
60	в ее	6	6
61	а также	8	6
62	или менее	1	6
63	в нем	8	6
64	искусства в	2	6
65	ни в	17	5
66	в виду	3	5
67	не на	1	5
68	что он	12	5
69	в художественном	2	5
70	не менее	8	5
71	не является	2	5
72	того чтобы	3	5
73	для того	4	5
74	со стороны	1	5
75	я с	2	5
76	для него	2	5
77	того что	8	5
78	прежде всего	15	5
79	с другими	1	5
80	в их	4	5
81	а на	1	5
82	или иначе	3	5
83	i v	1	5
84	той или	5	5
85	героя и	1	5
86	тем самым	2	5
87	то что	26	5
88	могут быть	2	5
89	во втором	2	4
90	для себя	6	4
91	так или	3	4
92	по пути	1	4
93	например в	1	4
94	отношения к	1	4
95	еще не	4	4
96	в данном	6	4
97	входит в	1	4
98	в другом	6	4
99	сказать что	13	4
100	жизни как	1	4
101	в своем	16	4
102	к тому	7	4
103	во времени	1	4
104	и то	6	4
105	это не	8	4
106	в отношении	8	4
107	его в	9	4
108	и как	10	4
109	в этих	3	4
110	а только	5	4
