N	2gram	Losev_Prob	Russkaja
1	не может	6	22
2	и не	29	19
3	в этом	31	17
4	в том	25	17
5	и в	48	14
6	то что	26	13
7	таким образом	20	11
8	то же	6	11
9	точки зрения	17	11
10	но и	21	10
11	же время	1	10
12	в то	6	10
13	не только	28	9
14	с точки	13	9
15	том что	29	9
16	во всяком	7	9
17	может быть	11	9
18	церкви и	1	9
19	в себе	7	9
20	прежде всего	15	8
21	того чтобы	3	8
22	как на	1	8
23	не будет	4	7
24	ни к	2	7
25	россии в	2	7
26	самом деле	3	7
27	стремление к	1	7
28	к тому	7	7
29	о том	17	7
30	в данном	6	7
31	и если	2	7
32	мы должны	1	7
33	и с	10	7
34	отнюдь не	14	7
35	и к	9	6
36	для всех	2	6
37	если в	2	6
38	и при	2	6
39	для него	2	6
40	все это	8	6
41	на самом	2	6
42	в своих	3	6
43	если бы	2	6
44	и для	11	6
45	в россии	2	6
46	с тем	7	6
47	что он	12	6
48	для того	4	6
49	в своем	16	6
50	всяком случае	6	6
51	до сих	3	5
52	и на	9	5
53	из которых	2	5
54	только в	21	5
55	или иной	4	5
56	по существу	2	5
57	в своей	29	5
58	жизни в	7	5
59	себя и	1	5
60	во всех	2	5
61	сих пор	3	5
62	и только	4	5
63	вопрос о	2	5
64	хотя бы	11	5
65	потому что	21	5
66	в нем	8	5
67	между тем	2	5
68	он не	4	5
69	конечно не	2	5
70	а в	8	5
71	при этом	6	5
72	было бы	12	5
73	на то	2	5
74	он должен	2	5
75	никогда не	7	5
76	что в	12	4
77	во всем	5	4
78	бы то	4	4
79	и то	6	4
80	все что	2	4
81	когда они	1	4
82	так как	10	4
83	смотреть на	2	4
84	тогда когда	4	4
85	в его	19	4
86	не могут	3	4
87	его в	9	4
88	более или	1	4
89	не в	16	4
90	в корне	2	4
91	вместе с	15	4
92	как и	10	4
93	на земле	11	4
94	что такой	2	4
95	в мире	1	4
96	все же	12	4
97	в их	4	4
98	со стороны	1	4
99	или менее	1	4
100	то ни	4	4
101	можно было	4	4
102	в совершенно	1	4
103	от того	1	4
104	идет речь	2	4
105	как бы	10	4
106	в этой	14	4
107	жизни и	7	4
108	но не	12	4
109	в самом	7	3
110	то в	4	3
111	что они	4	3
112	что оно	2	3
113	и этот	1	3
114	данном случае	5	3
115	и сейчас	2	3
116	должно быть	1	3
117	несмотря на	7	3
118	что это	4	3
119	ни стало	1	3
120	в качестве	9	3
121	для них	3	3
122	что и	8	3
123	сводится к	1	3
124	что может	1	3
125	в виде	25	3
126	в будущем	1	3
127	не было	4	3
128	связи с	11	3
129	или в	7	3
130	во что	1	3
131	тем что	2	3
132	именно в	11	3
133	в конце	10	3
134	и как	10	3
135	и т	2	3
136	да и	5	3
137	о которых	2	3
138	о котором	4	3
139	не есть	3	3
140	той или	5	3
141	еще не	4	3
142	и потому	4	3
143	только к	1	3
144	при условии	1	3
145	то это	1	3
146	в значительной	3	3
147	на том	1	3
148	и ни	4	3
149	так чтобы	1	3
150	в другом	6	3
151	борьбе с	3	3
152	приходит к	2	3
153	можно ли	2	3
154	что бы	1	3
155	в большинстве	1	3
156	точке зрения	2	3
157	что для	2	3
158	главным образом	1	3
159	и во	2	3
160	том чтобы	3	3
161	одной из	5	3
162	что все	1	3
163	в сознании	3	3
164	из этого	6	3
165	он сам	3	3
166	и по	2	3
167	конце концов	7	3
168	друг друга	1	3
169	из этих	2	3
170	для этого	2	3
171	всех этих	3	3
172	таким же	1	3
173	из них	4	3
174	того что	8	3
175	были бы	1	2
176	не так	4	2
177	от него	1	2
178	именно на	2	2
179	что такое	1	2
180	зависит от	1	2
181	и вот	1	2
182	к себе	1	2
183	сама по	2	2
184	время в	2	2
185	для себя	6	2
186	и должно	1	2
187	весь смысл	1	2
188	проявляется в	3	2
189	из всех	2	2
190	же образом	1	2
