N	4gram	Tiupa_Anal	formyVre
1	в то же время	7	18
2	одного и того же	2	9
3	в том числе и	1	5
4	мы имеем в виду	1	5
5	одно и то же	2	5
6	в той или иной	3	3
7	но в то же	2	3
8	и в этом случае	1	2
9	одна и та же	1	2
10	то же время они	1	2
11	в осмысленном и конкретном	1	1
12	с этой точки зрения	2	1
13	всего в композиции произведения	1	1
14	изображенного в ней мира	1	1
15	автора мы находим вне	1	1
16	нет ничего что не	1	1
17	то же время он	1	1
18	не было и не	1	1
19	находим вне произведения как	1	1
20	он как создавший ее	1	1
21	биографической жизнью человека но	1	1
22	события событие о котором	1	1
23	исповедь все равно он	1	1
24	если бы он был	1	1
25	от отца к сыну	1	1
26	рассказывания в этом последнем	1	1
27	перед нами два события	1	1
28	как создавший ее остается	1	1
29	жизнью человека но мы	1	1
30	и в самом произведении	1	1
31	вне произведения как живущего	1	1
32	правдивейшую исповедь все равно	1	1
33	той или иной форме	1	1
34	слияние пространственных и временных	1	1
35	произведении и событие самого	1	1
36	он создал автобиографию или	1	1
37	сами участвуем как слушатели-читатели	1	1
38	если он создал автобиографию	1	1
39	при этом отнюдь не	1	1
40	для того чтобы быть	1	1
41	даже если он создал	1	1
42	человека но мы встречаемся	1	1
43	место слияние пространственных и	1	1
44	временных примет в осмысленном	1	1
45	творцом и в самом	1	1
46	только для того и	1	1
47	как с творцом и	1	1
48	этой точки зрения может	1	1
49	есть его активность прежде	1	1
50	последнем мы и сами	1	1
51	одной и той же	1	1
52	все равно он как	1	1
53	произведение в его событийной	1	1
54	он расчленяет произведение на	1	1
55	в тех случаях когда	1	1
56	осмысленном и конкретном целом	1	1
57	то же время оно	1	1
58	в литературе нового времени	1	1
59	прежде всего в композиции	1	1
60	с ним как с	1	1
61	он в то же	1	1
62	равно он как создавший	1	1
63	то есть его активность	1	1
64	остается вне изображенного в	1	1
65	автобиографию или правдивейшую исповедь	1	1
66	и вместе с тем	1	1
67	два события событие о	1	1
68	ним как с творцом	1	1
69	и сами участвуем как	1	1
70	этом последнем мы и	1	1
71	только в том что	1	1
72	как мы увидим далее	1	1
73	не только в том	1	1
74	самого рассказывания в этом	1	1
75	создал автобиографию или правдивейшую	1	1
76	или во всяком случае	1	1
77	нами два события событие	1	1
78	сами по себе они	1	1
79	времени в котором протекает	1	1
80	мы и сами участвуем	1	1
81	мы встречаем его то	1	1
82	мы встречаемся с ним	1	1
83	композиции произведения он расчленяет	1	1
84	или правдивейшую исповедь все	1	1
85	но мы встречаемся с	1	1
86	расчленяет произведение на части	1	1
87	в том что он	2	1
88	рассказано в произведении и	1	1
89	ее остается вне изображенного	1	1
90	в этом последнем мы	1	1
91	котором рассказано в произведении	1	1
92	примет в осмысленном и	1	1
93	дело не только в	1	1
94	с творцом и в	1	1
95	в композиции произведения он	1	1
96	в его событийной полноте	1	1
97	во времени и пространстве	4	1
98	встречаем его то есть	1	1
99	друг с другом в	1	1
100	его то есть его	1	1
101	вне изображенного в ней	1	1
102	в произведении и событие	1	1
103	и событие самого рассказывания	1	1
104	пространственных и временных примет	1	1
105	и временных примет в	1	1
106	мы находим вне произведения	1	1
107	создавший ее остается вне	1	1
108	во всех этих случаях	1	1
109	его активность прежде всего	1	1
110	о котором рассказано в	1	1
111	встречаемся с ним как	1	1
112	событие самого рассказывания в	1	1
113	произведения он расчленяет произведение	1	1
114	имеет место слияние пространственных	1	1
115	активность прежде всего в	1	1
116	событие о котором рассказано	1	1
