N	3gram	Vygotskiy_	Freidism
1	с точки зрения	11	15
2	не может быть	3	14
3	в самом деле	29	10
4	в том что	20	9
5	как мы видели	2	8
6	во всяком случае	6	8
7	мы знаем что	2	6
8	в высшей степени	1	6
9	может быть и	1	6
10	с самого начала	10	5
11	можно сказать что	1	5
12	как мы уже	1	5
13	мы можем сказать	1	5
14	в свою очередь	3	4
15	это вовсе не	1	4
16	мы увидим что	9	4
17	в своей основе	1	4
18	мы уже указывали	1	4
19	сам по себе	2	4
20	на самом деле	3	4
21	в зависимости от	1	4
22	в данном случае	5	4
23	в душе человека	1	4
24	в таком случае	1	4
25	в этом отношении	1	4
26	и тот же	1	3
27	все то что	13	3
28	только то что	3	3
29	мы уже знаем	2	3
30	для того чтобы	17	3
31	точку зрения на	1	3
32	о том что	8	3
33	один и тот	1	3
34	до сих пор	6	3
35	к тому чтобы	4	3
36	и той же	3	3
37	на этот вопрос	1	3
38	мы видели что	2	3
39	что все эти	2	3
40	одной и той	3	3
41	а вовсе не	2	3
42	в конечном счете	1	3
43	мы не можем	2	3
44	и не может	1	3
45	благодаря тому что	1	2
46	на две группы	1	2
47	ни в каком	2	2
48	что в его	1	2
49	в применении к	1	2
50	и может быть	3	2
51	заключается в том	10	2
52	то или иное	1	2
53	ни в какой	2	2
54	вовсе не в	2	2
55	а с другой	1	2
56	мы могли бы	4	2
57	но если мы	1	2
58	говорить о том	3	2
59	том что она	3	2
60	в каком случае	1	2
61	мы никогда не	1	2
62	все тот же	2	2
63	в отличие от	1	2
64	том что он	3	2
65	то обстоятельство что	1	2
66	в таком виде	2	2
67	к тому что	5	2
68	это и есть	2	2
69	с одной стороны	6	2
70	то что мы	3	2
71	смысл и значение	2	2
72	а также и	1	2
73	то же самое	12	2
74	и т д	6	1
75	он никогда не	1	1
76	роль которую играют	1	1
77	что он не	4	1
78	все это является	1	1
79	в этом случае	1	1
80	сих пор не	1	1
81	и вот это	1	1
82	он должен был	1	1
83	но и не	1	1
84	к нему и	1	1
85	они свидетельствуют о	1	1
86	того или иного	2	1
87	сейчас же заметим	1	1
88	это совсем не	1	1
89	так ли это?	1	1
90	как будто бы	1	1
91	что она не	1	1
92	том что это	1	1
93	таком случае это	1	1
94	первое что бросается	1	1
95	по аналогии с	2	1
96	сводится к тому	1	1
97	не можем мы	1	1
98	каком случае не	1	1
99	вовсе не является	1	1
100	ни о каких	1	1
101	то что он	3	1
102	все зависит от	1	1
103	больше и больше	2	1
104	я не сомневаюсь	1	1
105	от того что	1	1
106	мы видим в	2	1
107	в противоречие с	2	1
108	все больше и	2	1
109	в сторону от	2	1
110	по сравнению с	1	1
111	была бы совершенно	2	1
112	нам в глаза	1	1
113	в себя и	1	1
114	и все те	2	1
115	то что является	1	1
116	если же мы	2	1
117	имеем в виду	2	1
118	мы обратимся к	1	1
119	вызвать в нас	1	1
120	все той же	1	1
121	из всех других	1	1
122	содержания и формы	1	1
123	то что может	1	1
124	во всех отношениях	1	1
125	в жизни и	2	1
126	как бы в	1	1
127	в целом ряде	1	1
128	ее связь с	2	1
129	может быть понято	1	1
130	к выводу что	1	1
131	и не было	1	1
132	что будто бы	1	1
133	конечно не в	1	1
134	о которых говорит	1	1
135	как и всякое	1	1
136	согласиться с тем	1	1
137	они не могут	1	1
138	с ним в	2	1
139	в одном плане	3	1
140	и уже в	1	1
141	с ним что	1	1
142	от начала до	1	1
143	в то время	4	1
144	самом деле если	2	1
145	время как бы	2	1
146	и то же	3	1
147	самом деле здесь	2	1
148	элементов из которых	1	1
149	случае не может	1	1
150	и потому его	1	1
151	старались показать что	1	1
152	со всех сторон	1	1
153	говорит нам о	1	1
154	в которой мы	1	1
155	так было в	1	1
156	не было бы	2	1
157	не может если	1	1
158	друг с другом	2	1
159	которая могла бы	2	1
160	но при этом	1	1
161	жизни и в	1	1
162	именно в этой	1	1
163	что это вовсе	1	1
164	все это только	1	1
165	да и не	1	1
166	как и на	1	1
167	что говорит нам	1	1
168	ничего общего с	2	1
169	те же самые	1	1
170	не что иное	1	1
171	а между тем	1	1
172	начала до конца	1	1
173	двух направлений в	1	1
174	в такой же	1	1
175	очень большую роль	1	1
176	как и все	1	1
177	она не может	2	1
178	и все другие	1	1
179	из которых исходит	1	1
180	ответ на этот	1	1
181	одно и то	3	1
182	таким образом что	2	1
183	тех требований которые	1	1
184	при этом как	1	1
185	при этом мы	1	1
186	бросается в глаза	2	1
187	с другом и	2	1
188	мы старались показать	2	1
189	так как они	1	1
190	уже и в	1	1
191	иметь дело с	1	1
192	каждого из этих	1	1
193	так же как	2	1
194	в двух направлениях	1	1
195	оно превращается в	1	1
196	если мы проследим	1	1
197	смысле этого слова	5	1
198	и таким образом	1	1
199	мы все время	3	1
200	подводя итоги мы	1	1
201	для него было	1	1
202	том что в	1	1
203	в глубине души	1	1
204	все отдельные моменты	1	1
205	никакого отношения к	1	1
206	но это совсем	1	1
207	и никогда не	2	1
208	все эти три	1	1
209	и как мы	1	1
210	из них не	1	1
211	не только не	3	1
212	ту роль которую	1	1
213	только при этом	1	1
214	но именно в	1	1
215	уже знаем что	1	1
216	надо было бы	3	1
217	можно с уверенностью	1	1
218	увидим что она	2	1
219	было бы предположить	1	1
220	на первый взгляд	1	1
221	не сомневаюсь что	1	1
222	мы говорили выше	1	1
223	не может его	1	1
224	и все прочие	2	1
225	и все же	1	1
226	деле если мы	1	1
227	в наше время	2	1
228	самом деле этот	1	1
229	однако и эта	2	1
230	в каком направлении	1	1
231	что иное как	1	1
232	что это не	1	1
233	но все же	1	1
234	и что он	1	1
235	мы находим в	1	1
236	как это делает	1	1
237	все время как	3	1
238	в котором они	1	1
239	мы имеем в	1	1
240	что в некоторых	1	1
241	или во всяком	2	1
242	из того что	1	1
243	таким образом и	1	1
244	мы сейчас же	1	1
245	не то что	4	1
246	нуждается ни в	1	1
247	же заметим что	1	1
248	если мы обратимся	1	1
249	но так как	1	1
250	его ни в	1	1
251	всего они свидетельствуют	1	1
252	можно было бы	6	1
253	или хотя бы	1	1
254	свой смысл и	1	1
255	в основе своей	1	1
256	нам кажется что	1	1
257	не нуждается ни	1	1
258	прежде всего на	1	1
259	если мы будем	2	1
260	это было бы	2	1
