N	2gram	Bakhtin_Pr	Dialekti
1	не есть	6	181
2	и не	42	120
3	и т	14	82
4	по себе	1	79
5	а не	5	78
6	и в	38	77
7	т д	1	75
8	точки зрения	8	72
9	может быть	26	71
10	не только	9	66
11	то что	8	59
12	и есть	2	55
13	ничего не	6	54
14	не может	27	53
15	и даже	3	47
16	в мифе	1	47
17	с точки	6	46
18	что это	2	46
19	не просто	1	44
20	как бы	22	43
21	и что	2	42
22	ни в	11	42
23	не имеет	9	41
24	вовсе не	2	41
25	в том	8	40
26	в этом	15	39
27	то же	5	39
28	в себе	4	38
29	что он	2	37
30	том что	3	37
31	прежде всего	13	37
32	это не	5	36
33	она есть	1	35
34	что в	7	34
35	в нем	15	34
36	и все	3	33
37	того что	2	33
38	но и	9	32
39	ясно что	3	31
40	все это	3	31
41	сказать что	4	30
42	отнюдь не	19	30
43	и как	8	30
44	было бы	8	29
45	так и	5	29
46	как и	7	28
47	никогда не	5	27
48	в виду	4	26
49	не в	7	26
50	есть и	1	26
51	говорить о	3	25
52	и пр	2	25
53	есть только	2	25
54	есть не	2	25
55	есть ни	1	24
56	но это	3	24
57	если бы	3	24
58	таким образом	10	23
59	в то	4	23
60	это и	1	23
61	что оно	2	23
62	и вот	1	23
63	но что	1	22
64	я не	2	22
65	что не	4	21
66	в чем	2	21
67	должна быть	4	21
68	она не	2	21
69	личность есть	1	21
70	и с	17	20
71	о том	4	20
72	что и	2	20
73	что все	2	20
74	в таком	3	20
75	только в	13	20
76	совершенно не	7	20
77	уже не	1	20
78	и вообще	2	20
79	в самом	7	19
80	не менее	4	19
81	не существует	1	19
82	в своем	5	19
83	и это	3	19
84	как это	2	19
85	что мы	1	19
86	и его	16	19
87	же время	3	18
88	хотя бы	4	18
89	не что	1	18
90	с другой	7	18
91	что иное	1	18
92	жизни и	1	18
93	иное как	1	18
94	в особенности	2	17
95	можно сказать	2	17
96	той или	2	17
97	должно быть	5	17
98	в основе	5	17
99	но если	1	17
100	кроме того	3	16
101	к нему	10	16
102	тем не	3	16
103	в своей	7	16
104	да и	3	16
105	конечно не	5	16
106	другими словами	2	16
107	только что	1	15
108	все же	6	15
109	так же	1	15
110	то в	1	15
111	и мы	1	15
112	несмотря на	3	15
113	мы уже	1	15
114	как таковой	2	15
115	самом деле	6	15
116	хотя и	3	15
117	в виде	2	15
118	личности в	1	15
119	также и	3	15
120	быть и	1	15
121	и о	5	15
122	на то	2	15
123	есть то	1	14
124	даже и	1	14
125	с ним	5	14
126	не было	2	14
127	и ее	2	14
128	ни с	2	14
129	и потому	4	14
130	и только	4	14
131	и к	3	13
132	другой стороны	4	13
133	отличается от	2	13
134	время как	1	13
135	и следовательно	1	13
136	в смысле	1	13
137	он не	3	13
138	с ее	1	13
139	но в	4	13
140	в ней	4	13
141	именно в	1	12
142	вопрос о	1	12
143	но как	2	12
144	но не	12	12
145	могут быть	5	12
146	иной раз	1	12
147	не могут	2	12
148	еще не	7	12
149	и если	1	12
150	все равно	1	12
151	все эти	5	12
152	и может	1	12
153	а в	6	12
154	в них	5	11
155	как только	3	11
156	в данном	4	11
157	только на	1	11
158	не о	1	11
159	и тем	3	11
160	должны быть	4	11
161	из них	1	11
162	есть ли	1	11
163	можно только	6	11
164	внутреннего и	1	11
165	себе не	2	11
166	мы говорим	1	11
167	мы имеем	2	11
168	или в	2	11
169	есть в	1	11
170	нисколько не	1	11
171	его не	2	11
172	мы должны	2	11
173	в одну	1	11
174	во всем	2	10
175	в душе	1	10
176	в результате	1	10
177	к тому	1	10
178	только как	6	10
179	для того	2	10
180	можно ли	1	10
181	то или	2	10
182	в ее	4	10
183	не больше	3	10
184	себе и	1	10
185	и для	11	10
186	или иное	2	10
187	за пределы	12	10
188	оно не	3	10
189	в его	43	10
190	в их	10	10
191	это было	1	10
192	в частности	2	10
193	как мы	7	10
194	бытия и	1	10
195	может и	4	10
196	и уже	1	10
197	при этом	5	9
198	тому что	1	9
199	случае не	2	9
200	не как	1	9
201	в этих	2	9
202	и на	3	9
203	в котором	2	9
204	в противоположность	1	9
205	ничто не	1	9
206	в одном	1	9
207	точка зрения	3	9
208	и он	2	9
209	мы можем	6	9
210	не нуждается	2	9
211	бы в	1	9
212	на этом	2	9
213	иметь в	1	9
214	была бы	2	9
215	подобно тому	1	9
216	с ними	4	9
217	то время	1	9
218	как о	1	9
219	и более	2	9
220	всех этих	1	9
221	и от	3	9
222	или иной	2	9
223	имеется в	1	9
224	выйти за	1	9
225	как он	1	9
226	лишь как	4	9
227	в истории	2	9
228	та или	1	9
229	тому как	1	9
230	от него	3	8
231	в дальнейшем	3	8
232	уже о	1	8
233	чего не	1	8
234	уже и	1	8
235	так то	1	8
236	нет и	3	8
237	все время	1	8
238	себя в	2	8
239	с одной	3	8
240	и внешнего	2	8
241	ни от	1	8
242	и чисто	1	8
243	или иная	1	8
244	объект есть	1	8
245	что эта	2	8
246	этом смысле	3	8
247	в этой	1	8
248	что есть	1	8
249	или иначе	1	8
250	мифа но	1	8
251	науки и	1	8
252	не на	5	8
253	как не	1	8
254	в сфере	1	8
255	в поэзии	9	8
256	у нас	2	8
257	на самом	4	8
258	бы и	1	8
259	как нечто	3	8
260	как таковая	1	8
261	и без	1	8
262	того или	2	8
263	бы только	1	8
264	но она	2	8
265	все что	3	7
266	говоря уже	1	7
267	есть именно	1	7
268	тем что	2	7
269	но он	1	7
270	мира и	1	7
271	на первый	2	7
272	не всегда	6	7
273	личность и	1	7
274	что уже	1	7
275	связи с	2	7
276	не знает	3	7
277	но для	1	7
278	в связи	2	7
279	в мире	3	7
280	а только	2	7
281	то ни	3	7
282	истории и	1	7
283	его как	3	7
284	и ничего	1	7
285	его с	1	7
286	и при	2	7
287	из которых	2	7
288	сами по	1	7
289	от чего	1	7
290	отношения к	6	7
291	как в	4	7
292	ничего нет	2	7
293	что здесь	1	7
294	без всякого	1	7
295	с его	2	7
296	он должен	2	7
297	на что	1	7
298	и где	1	7
299	и я	1	7
300	не говоря	1	7
301	так чтобы	1	7
302	тем самым	4	7
303	нуждается в	2	7
304	эти два	1	7
305	об его	1	6
306	можно и	2	6
307	о чем	1	6
308	нем нет	1	6
309	одной стороны	3	6
310	в другом	2	6
311	в себя	2	6
312	но они	4	6
313	образ и	1	6
314	с метафизикой	1	6
315	одна из	2	6
316	коем случае	2	6
317	во всех	11	6
318	она и	1	6
319	в которой	1	6
320	как таковое	1	6
321	быть только	5	6
322	себя как	5	6
323	именно как	1	6
324	от самого	1	6
325	во что	1	6
326	можно было	4	6
327	смысла и	1	6
328	тела и	1	6
329	с тем	1	6
330	вместе с	1	6
331	себя и	3	6
332	о котором	2	6
333	не наука	1	6
334	ни к	2	6
335	того чтобы	2	6
336	но лишь	2	6
337	мог бы	1	6
338	для него	1	6
339	природы и	3	6
340	они не	3	6
341	в коем	2	6
342	того и	1	6
343	но с	3	6
344	по существу	2	6
345	вообще не	7	6
346	для науки	2	6
347	может только	1	6
348	по своему	1	6
349	его в	9	6
350	бы ни	1	6
351	мере в	1	6
352	может иметь	5	6
353	это как	1	6
354	но я	1	6
355	не с	4	6
356	стороны и	1	6
357	и часто	1	6
358	идет речь	1	6
359	в один	1	6
360	отношение к	10	6
361	и прежде	5	6
362	в той	1	5
363	до сих	1	5
364	в своих	2	5
365	если он	1	5
366	например в	3	5
367	что по	1	5
368	тем или	1	5
369	есть вообще	1	5
370	или только	1	5
371	как таковую	1	5
372	пределы мира	1	5
373	есть конечно	1	5
374	можем сказать	2	5
375	к этому	2	5
376	и становится	7	5
377	едва ли	3	5
378	что у	1	5
379	души и	2	5
380	что под	1	5
381	есть история	1	5
382	и у	2	5
383	сих пор	1	5
384	действительности и	3	5
385	ли это	1	5
386	на нем	1	5
387	не раз	1	5
388	наука как	1	5
389	все остальное	1	5
390	же мы	1	5
391	независимо от	13	5
392	в него	2	5
393	от нее	1	5
394	даны в	1	5
395	если в	1	5
396	том смысле	1	5
397	сравнению с	1	5
398	которая не	1	5
399	это может	1	5
400	не является	3	5
401	я должен	2	5
402	это понятие	1	5
403	по сравнению	1	5
404	только один	1	5
405	для нее	8	5
406	отношении к	1	5
407	и во	2	5
408	он может	2	5
409	мы еще	1	5
410	что с	1	5
411	есть уже	1	5
412	виду что	1	5
413	как целое	1	5
414	из этого	1	5
415	раз и	2	5
416	в области	11	5
417	первый план	2	5
418	или как	3	5
419	и наконец	6	5
420	вплоть до	1	5
421	объекта и	7	4
422	можно говорить	2	4
423	возможно лишь	1	4
424	еще более	1	4
425	нас в	1	4
426	самом же	1	4
427	исторического процесса	1	4
428	равно как	1	4
429	если угодно	1	4
430	и наука	1	4
431	из всего	1	4
432	и должно	3	4
433	с другим	1	4
434	к ним	1	4
435	и тела	2	4
436	о ней	1	4
437	бы то	3	4
438	есть выражение	2	4
439	к чему	2	4
440	но совершенно	2	4
441	на себя	1	4
442	но ведь	1	4
443	есть та	1	4
444	точек зрения	1	4
445	не нужно	5	4
446	что их	1	4
447	в каждом	2	4
448	если оно	1	4
449	или же	1	4
450	хотя в	1	4
451	и является	1	4
452	неотделим от	1	4
453	что бы	1	4
454	очень мало	1	4
455	т п	13	4
456	мы будем	3	4
457	а как	3	4
458	следовательно не	2	4
459	и здесь	2	4
460	как с	1	4
461	был бы	1	4
462	есть для	1	4
463	это уже	1	4
464	со всеми	3	4
465	что угодно	1	4
466	том как	2	4
467	это только	1	4
468	быть не	1	4
469	как например	1	4
470	потому и	1	4
471	метафизическое построение	1	4
472	но именно	1	4
473	друг друга	1	4
474	смысле что	1	4
475	мир в	2	4
476	данном случае	4	4
477	и этим	6	4
478	этом отношении	2	4
479	себя самого	4	4
480	то самое	1	4
481	то он	1	4
482	здесь в	2	4
483	в общем	1	4
484	и эта	2	4
485	помнить что	3	4
486	однако это	1	4
487	бы мы	1	4
488	на них	3	4
489	как формы	1	4
490	и эти	1	4
491	как ни	1	4
492	ни один	1	4
493	совершенно невозможно	3	4
494	и эстетической	1	4
495	человека и	1	4
496	в каких	2	4
497	же самое	2	4
498	лежащая в	1	4
499	но эта	1	4
500	больше как	1	4
501	в одинаковой	1	4
502	говорить об	1	4
503	своим собственным	1	4
504	не можем	2	4
505	себе а	1	4
506	мир не	1	3
507	нами выше	2	3
508	для всех	1	3
509	к этой	1	3
510	познания и	30	3
511	этот момент	2	3
512	мысли и	1	3
513	в некоторых	2	3
514	в первом	1	3
515	от одного	1	3
516	о мире	1	3
517	на мир	2	3
518	форму и	2	3
519	бы все	1	3
520	в корне	2	3
521	ни было	3	3
522	а лишь	2	3
523	всего и	1	3
524	не могли	2	3
525	которой не	1	3
526	если так	1	3
527	несколько примеров	1	3
528	всего этого	1	3
529	на него	3	3
530	то чем	1	3
531	во всей	1	3
532	исходит из	1	3
533	момент в	1	3
534	до степени	2	3
535	имеем дело	3	3
536	вещь есть	1	3
537	зрения самого	2	3
538	с другими	3	3
539	не их	1	3
540	только она	2	3
541	можно узнать	1	3
542	мы это	1	3
543	и именно	2	3
544	и которые	2	3
545	следовательно и	1	3
546	о которых	2	3
547	понятий и	2	3
548	событие как	2	3
549	и необходимость	1	3
550	не дает	2	3
551	между тем	7	3
552	не более	2	3
553	не приходится	1	3
554	суть не	1	3
555	я в	1	3
556	чем она	1	3
557	культуры и	3	3
558	найти в	1	3
559	чувств и	1	3
560	или иного	2	3
561	мире и	1	3
562	и смысл	1	3
563	образом и	1	3
564	на почве	3	3
565	стороны в	1	3
566	мы в	3	3
567	в чувстве	3	3
568	и как-то	1	3
569	от их	1	3
570	мы понимаем	1	3
571	то на	1	3
572	в слове	3	3
573	и события	2	3
574	в которых	1	3
575	говорить и	2	3
576	к другому	1	3
577	все они	5	3
578	бы не	2	3
579	бы просто	2	3
580	тех же	1	3
581	почти все	1	3
582	целый ряд	1	3
583	к поэзии	2	3
584	чем не	2	3
585	всего от	1	3
586	нее это	2	3
587	входить в	1	3
588	одной из	3	3
589	в сознании	1	3
590	здесь не	4	3
591	только с	1	3
592	движения и	2	3
593	не должна	4	3
594	человека но	1	3
595	вообще никакого	1	3
596	в свое	1	3
597	или просто	1	3
598	форм и	2	3
599	как вещи	3	3
600	есть таким	2	3
601	только его	3	3
602	такое же	1	3
603	для нас	1	3
604	вообще ничего	1	3
605	место в	8	3
606	различия между	1	3
607	этого не	1	3
608	представлять себе	4	3
609	в какой	2	3
610	к своему	2	3
611	ибо и	1	3
612	должен быть	2	3
613	сказать и	3	3
614	же деле	1	3
615	что кроме	1	3
616	отличие от	5	3
617	а из	1	3
618	но всегда	1	3
619	в свою	2	3
620	в искусстве	12	3
621	поэзия и	1	3
622	далеко не	5	3
623	как чисто	2	3
624	можно найти	1	3
625	и всегда	1	3
626	идет о	1	3
627	лишь в	2	3
628	что можно	1	3
629	и вне	1	3
630	это можно	1	3
631	действительно не	1	3
632	в современной	2	3
633	же может	1	3
634	именно это	1	3
635	или точнее	2	3
636	происходит в	1	3
637	не к	6	3
638	возможна только	1	3
639	мы наблюдаем	1	2
640	есть вещь	1	2
641	или хотя	1	2
642	человеческой жизни	1	2
643	здесь же	2	2
644	и труднее	1	2
645	выводу что	1	2
646	которые не	1	2
647	которая в	1	2
648	мы все	1	2
649	не входя	2	2
650	следует что	2	2
651	строго говоря	1	2
652	нечего сказать	2	2
653	правда это	1	2
654	его от	1	2
655	ее основе	1	2
656	природы или	1	2
657	есть что-то	1	2
658	события из	1	2
659	факт и	1	2
660	она является	1	2
661	имеет место	5	2
662	есть совершенно	1	2
663	он является	1	2
664	более как	1	2
665	широком смысле	1	2
666	связано с	1	2
667	сам же	1	2
668	перестает быть	4	2
669	моменты и	1	2
670	она же	1	2
671	где-то в	1	2
672	было в	1	2
673	себе все	1	2
674	мы увидим	3	2
675	чему не	1	2
676	искусства и	3	2
677	свободе и	1	2
678	она вся	1	2
679	смысле слова	2	2
680	а между	1	2
681	не вполне	2	2
682	как оно	1	2
683	является как	2	2
684	свою очередь	1	2
685	и начинает	1	2
686	и формы	1	2
687	не становится	1	2
688	еще нет	1	2
689	они должны	1	2
690	мы о	1	2
691	в нашем	4	2
692	к которому	4	2
693	есть момент	1	2
694	с этими	1	2
695	ли она	1	2
696	объект и	4	2
697	для понимания	2	2
698	именно с	1	2
699	от них	2	2
700	она может	3	2
701	нем не	1	2
702	ни стало	1	2
703	с первого	1	2
704	начало и	3	2
705	или иным	1	2
706	которую можно	1	2
707	ее и	1	2
708	как такового	3	2
709	на том	1	2
710	есть форма	3	2
711	есть его	3	2
712	бы что	1	2
713	как можно	1	2
714	я нахожу	2	2
715	чем в	2	2
716	и других	2	2
717	на этот	1	2
718	ее от	1	2
719	и структуру	1	2
720	которое в	1	2
721	пр в	1	2
722	как его	3	2
723	тела не	1	2
724	не остается	2	2
725	между ними	4	2
726	и внутреннего	1	2
727	есть понятие	1	2
728	человек в	2	2
729	прибавить что	1	2
730	место и	2	2
731	она на	1	2
732	не даны	1	2
733	моментов и	1	2
734	в других	4	2
735	вопроса о	3	2
736	всех своих	2	2
737	и мир	2	2
738	на которую	1	2
739	творчества и	5	2
740	ибо только	2	2
741	и быть	1	2
742	в лучшем	2	2
743	себе это	1	2
744	и собственно	1	2
745	ли на	1	2
746	в объективном	1	2
747	но зато	2	2
748	свой предмет	1	2
749	не были	1	2
750	в тех	3	2
751	не могла	1	2
752	им самим	1	2
753	который мы	1	2
754	этот вопрос	1	2
755	нем и	2	2
756	ни одной	1	2
757	целом и	1	2
758	история не	1	2
759	однако в	1	2
760	и др	8	2
761	образом в	1	2
762	ибо в	2	2
763	его можно	1	2
764	и нельзя	1	2
765	вне ее	2	2
766	бы тогда	1	2
767	нему с	1	2
768	во втором	1	2
769	нашего исследования	1	2
770	произведение и	3	2
771	реально не	1	2
772	и вечная	1	2
773	чувство и	1	2
774	них в	1	2
775	то есть	46	2
776	жизни а	1	2
777	этого и	1	2
778	самостоятельности и	1	2
779	образа и	1	2
780	другого рода	1	2
781	и души	1	2
782	никакому сомнению	1	2
783	в область	3	2
784	все те	1	2
785	к выводу	1	2
786	она становится	1	2
787	находятся в	1	2
788	все то	3	2
789	конечно и	4	2
790	которое как	1	2
791	и ночь	1	2
792	в наших	1	2
793	их и	2	2
794	показать что	2	2
795	содержание и	2	2
796	мифом как	1	2
797	в процессе	1	2
798	или другими	1	2
799	бы уже	1	2
800	к его	2	2
801	как личность	1	2
802	которые могут	2	2
803	жизни в	1	2
804	действительно может	1	2
805	ли он	1	2
806	эта последняя	1	2
807	этом его	1	2
808	на их	1	2
809	и эстетика	1	2
810	но оно	1	2
811	есть попросту	1	2
812	входя в	2	2
813	не имеют	2	2
814	для всякой	1	2
815	ибо не	1	2
816	его пределы	2	2
817	принципиально не	4	2
818	совпадает с	2	2
819	и между	1	2
820	объекта в	5	2
821	относится к	4	2
822	не должно	1	2
823	могла бы	1	2
824	науке в	1	2
825	его тела	2	2
826	как вещь	4	2
827	слова и	3	2
828	и теперь	1	2
829	этом условии	1	2
830	именно на	1	2
831	и вся	2	2
832	и ему	1	2
833	а о	1	2
834	более и	1	2
835	в природу	1	2
836	понимая под	1	2
837	нет в	1	2
838	художественное произведение	8	2
839	как некое	1	2
840	ее не	1	2
841	только при	2	2
842	именно то	1	2
843	слово и	2	2
844	и проч	28	2
845	и искусства	2	2
846	часто и	1	2
847	формы как	1	2
848	понять и	1	2
849	у тех	1	2
850	как к	2	2
851	дает нам	2	2
852	закономерности но	1	2
853	день и	1	2
854	не во	2	2
855	не для	1	2
856	из указанных	1	2
857	его и	1	2
858	мы показали	1	2
859	только чисто	1	2
860	в полном	1	2
861	и принципиально	1	2
862	и живое	1	2
863	силу и	1	2
864	слово в	2	2
865	с которым	1	2
866	осуществляется в	1	2
