N	3gram	Nazirov_Tv	VLabPisa
1	и т д	10	16
2	в письме к	1	11
3	и т п	4	9
4	не может быть	2	8
5	с другой стороны	2	8
6	по отношению к	3	7
7	в том что	8	5
8	в конечном счете	4	5
9	хотя бы и	1	5
10	в то же	19	5
11	то же время	18	5
12	в одном из	2	4
13	вместе с тем	1	4
14	равно как и	1	4
15	можно сказать что	2	4
16	не могут быть	2	4
17	в связи с	2	4
18	к тому что	1	4
19	о том как	1	3
20	от января года	1	3
21	в процессе художественного	1	3
22	процессе художественного творчества	1	3
23	о том что	6	3
24	в этой области	1	3
25	реальной действительности и	1	3
26	и в то	3	3
27	это и есть	1	3
28	в своем творчестве	1	3
29	война и мир	1	2
30	не только для	1	2
31	во всяком случае	2	2
32	по крайней мере	4	2
33	в чем же	1	2
34	и в другом	1	2
35	одном из писем	1	2
36	так и от	1	2
37	в том числе	1	2
38	всего произведения в	1	2
39	чуть ли не	1	2
40	мы знаем что	1	2
41	до сих пор	1	2
42	в конце концов	1	2
43	том числе и	1	2
44	не только в	2	2
45	не может не	1	2
46	в частности в	1	2
47	от апреля года	2	2
48	только то что	1	2
49	в другом месте	1	2
50	по словам м	1	2
51	с одной стороны	1	2
52	можно было бы	1	2
53	и в процессе	1	2
54	и не может	2	2
55	так же как	1	1
56	на этой почве	1	1
57	что он не	1	1
58	этапом творческого процесса	1	1
59	в известной статье	1	1
60	и эдгар по	1	1
61	а как бы	1	1
62	в свою очередь	2	1
63	некоторые из них	1	1
64	в том же	3	1
65	того или иного	1	1
66	той или иной	1	1
67	идеи в их	1	1
68	вспомним хотя бы	1	1
69	из действующих лиц	1	1
70	в применении к	1	1
71	в духе чистого	1	1
72	а вместе с	1	1
73	в году и	1	1
74	процесса в целом	1	1
75	и ту же	1	1
76	в ту же	1	1
77	тому что автор	1	1
78	но она не	1	1
79	по поводу отцов	1	1
80	это одна из	1	1
81	образом уже в	1	1
82	не заметить что	1	1
83	имеем в виду	1	1
84	а н майкову	1	1
85	мы говорим о	1	1
86	в которой он	1	1
87	в действительной жизни	1	1
88	заключает в себе	1	1
89	ту или иную	1	1
90	дело не в	1	1
91	каждого из действующих	1	1
92	отцов и детей	1	1
93	то что в	1	1
94	может быть в	1	1
95	в самом деле	2	1
96	как видим у	1	1
97	как один из	1	1
98	в братьях карамазовых	6	1
99	значит что он	1	1
100	действительной жизни и	1	1
101	таким образом уже	1	1
102	связи с его	1	1
103	не значит что	2	1
104	самсонов в братьях	1	1
105	у него в	1	1
106	на этот вопрос	2	1
107	в таком случае	2	1
108	все же не	1	1
109	со всех сторон	1	1
110	в творческом процессе	4	1
111	хотя и не	1	1
112	сами по себе	2	1
113	от декабря года	1	1
114	чем отличается от	1	1
115	этой проблемы в	1	1
116	о свободе воли	2	1
117	ничего общего с	1	1
118	и в их	1	1
119	в этом плане	1	1
120	другом месте в	1	1
121	запись от октября	1	1
122	именно в этом	1	1
123	со своими героями	1	1
124	ответ на этот	1	1
125	но в то	5	1
126	то или иное	1	1
127	то все же	1	1
128	в прямом смысле	1	1
129	бросается в глаза	1	1
130	если можно так	1	1
131	в стихах и	1	1
132	и поэтому в	1	1
133	в соответствии с	7	1
134	в данном случае	2	1
135	все же и	1	1
136	но даже в	1	1
137	героев это не	1	1
138	мало чем отличается	1	1
139	и борьба противоположностей	1	1
140	поводу отцов и	1	1
141	если он не	1	1
142	к тому же	1	1
143	человека таким образом	2	1
144	же как и	1	1
145	от октября года	1	1
146	бы и в	1	1
147	в целом и	1	1
148	одну и ту	1	1
149	то же самое	1	1
150	это вовсе не	1	1
151	из действительной жизни	1	1
152	во всей ее	1	1
153	единство и борьба	1	1
154	не является общим	1	1
155	это не противоречит	1	1
156	января года и	1	1
157	таким образом и	1	1
158	в виду что	1	1
159	нет и не	1	1
160	все произведение с	1	1
161	один из элементов	1	1
162	купец самсонов в	1	1
163	можно так выразиться	1	1
