N	2gram	Vygotskiy_	OGranits
1	и в	55	13
2	и его	10	12
3	прежде всего	6	9
4	может быть	34	8
5	и не	19	8
6	не может	15	8
7	в его	8	7
8	и т.п	1	7
9	и их	3	7
10	эстетический объект	3	7
11	точки зрения	15	7
12	таким образом	35	6
13	не только	24	6
14	мы должны	10	6
15	только в	12	6
16	то что	69	6
17	как бы	33	6
18	в музыке	2	5
19	в поэзии	5	5
20	хотя бы	5	5
21	с точки	5	5
22	словесного материала	1	5
23	и т.д	1	5
24	художественного произведения	3	5
25	в процессе	1	5
26	но ведь	2	5
27	все же	11	5
28	и эта	2	5
29	и наконец	5	5
30	в каждом	2	4
31	мы можем	8	4
32	не является	3	4
33	до тех	2	4
34	мы не	8	4
35	то же	16	4
36	еще и	1	4
37	было бы	15	4
38	все это	8	4
39	в сознании	2	4
40	слов и	2	4
41	в своей	8	4
42	в двух	9	4
43	тех пор	2	4
44	но мы	4	4
45	но в	7	4
46	вопроса о	2	4
47	поэтического произведения	1	3
48	с этим	4	3
49	что в	43	3
50	понятно что	6	3
51	и то	12	3
52	со всей	4	3
53	т.п и	1	3
54	связана с	1	3
55	ни один	2	3
56	пор пока	2	3
57	материала и	6	3
58	в искусстве	12	3
59	и уже	4	3
60	так и	6	3
61	не как	3	3
62	говорить о	1	3
63	одно и	3	3
64	в одном	5	3
65	не столько	1	3
66	за пределы	1	3
67	отношению к	2	3
68	по отношению	3	3
69	превращается в	2	3
70	поставить вопрос	1	3
71	в пределах	3	3
72	в поэтике	1	3
73	в их	3	3
74	при анализе	2	3
75	в ее	3	3
76	здесь мы	2	3
77	самом деле	17	3
78	не в	12	3
79	в которой	4	3
80	что же	1	3
81	и все	15	3
82	общего с	1	3
83	но для	1	3
84	в себе	13	3
85	так как	20	3
86	да и	4	3
87	но и	16	3
88	и для	13	3
89	как и	9	3
90	ничего общего	1	3
91	точку зрения	1	3
92	никогда не	15	3
93	в области	2	2
94	к сожалению	2	2
95	истории литературы	1	2
96	в самом	18	2
97	во всем	3	2
98	нет ничего	1	2
99	которые только	2	2
100	и к	5	2
101	что они	11	2
102	того или	1	2
103	каждый элемент	2	2
104	материалом для	1	2
105	форм и	1	2
106	и отчасти	1	2
107	мы видим	13	2
108	иное как	2	2
109	в данном	4	2
110	мы уже	7	2
111	и этот	2	2
112	предметного значения	1	2
113	а как	3	2
114	в своих	9	2
115	в этом	30	2
116	этой проблемы	1	2
117	что иное	2	2
118	данном случае	4	2
119	героя и	9	2
120	на язык	2	2
121	он только	3	2
122	которое мы	3	2
123	с одной	15	2
124	в произведении	1	2
125	мог бы	3	2
126	в течение	2	2
127	и при	3	2
128	одной стороны	15	2
129	в другом	3	2
130	мы считаем	1	2
131	при этом	11	2
132	несмотря на	5	2
133	между тем	4	2
134	для него	5	2
135	и помимо	1	2
136	и тем	6	2
137	в руках	1	2
138	с помощью	3	2
139	и может	3	2
140	смысле слова	2	2
141	те же	3	2
142	ее в	2	2
143	в том	50	2
144	с этой	5	2
145	что эта	8	2
146	мы получим	2	2
