N	3gram	Bakhtin_Fr	Myslijsy
1	в том что	6	47
2	по отношению к	2	26
3	не может быть	5	19
4	там же с	2	15
5	а между тем	1	13
6	то же время	5	13
7	в то же	5	13
8	с другой стороны	1	12
9	до сих пор	7	12
10	во всяком случае	2	12
11	для того чтобы	2	11
12	сами по себе	1	11
13	подобно тому как	2	11
14	с одной стороны	2	10
15	потому что в	1	9
16	на то что	1	9
17	но и в	5	9
18	о том что	3	9
19	не могут быть	2	9
20	то есть не	1	8
21	так и в	3	8
22	на самом деле	2	8
23	только потому что	1	8
24	как бы ни	2	8
25	в этом случае	1	8
26	не только не	1	7
27	и в том	2	7
28	с точки зрения	6	7
29	как и в	1	7
30	можно сказать что	3	7
31	и той же	1	7
32	одной и той	1	7
33	не только в	5	7
34	может быть названо	1	7
35	друг от друга	1	6
36	может быть только	1	6
37	то что мы	1	6
38	и может быть	1	6
39	что мы называем	1	5
40	таким образом в	1	5
41	мы видели что	1	4
42	все то что	1	4
43	в собственном смысле	3	4
44	все более и	1	4
45	не могла бы	1	4
46	между тем и	1	4
47	в том чтобы	1	4
48	более и более	1	4
49	на этот вопрос	2	4
50	дело в том	2	4
51	именно в том	1	4
52	что касается до	2	4
53	то есть к	1	4
54	в этом отношении	5	4
55	в применении к	3	3
56	для нас в	1	3
57	до известной степени	2	3
58	и связанное с	1	3
59	в большинстве случаев	2	3
60	то есть в	5	3
61	но самое это	1	3
62	том что он	1	3
63	в связи с	1	3
64	в наше время	1	3
65	но это не	1	3
66	между тем в	1	3
67	в одном из	1	3
68	не может стать	1	3
69	потому что он	1	3
70	бы они ни	1	3
71	представления и понятия	1	3
72	о которой мы	1	2
73	в себе в	1	2
74	и многие другие	1	2
75	главным образом в	1	2
76	путем то есть	1	2
77	и во всех	2	2
78	вне связи с	1	2
79	большую или меньшую	1	2
80	и все это	1	2
81	того что не	1	2
82	но не только	2	2
83	но при этом	1	2
84	что при таком	1	2
85	что в нем	1	2
86	его связь с	4	2
87	при этом самый	1	2
88	даже и в	4	2
89	и в других	2	2
90	из них не	1	2
91	но все же	3	2
92	только то что	1	2
93	имея в виду	1	2
94	можем сказать что	1	2
95	ни для кого	1	2
96	и не может	2	2
97	силу того что	1	2
98	настоящего времени и	1	2
99	между людьми и	1	2
100	то есть из	1	2
101	в силу того	1	2
102	не только от	1	2
103	но дело в	1	2
104	не нуждается в	1	2
105	в свое время	5	2
106	не потому что	1	2
107	к тому чтобы	1	2
108	во всем своем	1	2
109	в своем развитии	1	2
110	то есть по	1	2
111	и до сих	1	2
112	и та же	1	2
113	и его связь	1	2
114	связанное с ним	1	2
115	как мы видели	2	2
116	всяком случае не	1	2
117	одна и та	1	2
118	и все остальные	1	2
119	и не только	1	2
120	со второй половины	2	1
121	для него самого	1	1
122	в самом деле	1	1
123	лично для себя	1	1
124	по одной из	1	1
125	несмотря на их	1	1
126	второй половины xix	2	1
127	на деле же	1	1
128	это приводит к	1	1
129	и потому он	1	1
130	все это в	2	1
131	этом мы можем	1	1
132	и так в	1	1
133	из этих последних	1	1
134	одной из этих	1	1
135	во всех этих	2	1
136	он вовсе не	1	1
137	тесной связи с	1	1
138	более глубокое и	1	1
139	по сравнению с	2	1
140	должно было быть	1	1
141	один из них	1	1
142	что мы уже	1	1
143	при этом что	2	1
144	не представляется возможным	1	1
145	и не подозревает	1	1
146	имеет своим предметом	1	1
147	вовсе не в	2	1
148	то есть вне	1	1
149	в том числе	10	1
150	далеко не всегда	1	1
151	благодаря этому в	1	1
152	половины xix века	1	1
153	в строгом смысле	1	1
154	в одном акте	1	1
155	и мыслью и	1	1
156	мы уже сказали	4	1
157	между людьми не	1	1
158	есть только в	1	1
159	но даже и	2	1
160	как мы уже	8	1
161	то есть именно	2	1
162	к ряду других	1	1
163	во многих отношениях	1	1
164	с тем большим	1	1
165	переходят друг в	1	1
166	их связь с	1	1
167	то есть только	3	1
168	первоначально не были	1	1
169	мы знаем что	1	1
170	что для него	1	1
171	но он есть	1	1
172	и в более	2	1
173	как и у	1	1
174	сказать что в	1	1
175	потому что по	1	1
176	то и не	1	1
177	мы можем сказать	1	1
178	это как бы	2	1
179	бросается в глаза	1	1
180	чтобы убедиться в	1	1
181	ближе всего к	1	1
182	том числе и	7	1
183	как и всякая	2	1
184	и в общем	1	1
185	что такие явления	1	1
186	к нему мы	1	1
187	в отличие от	4	1
188	можно говорить о	1	1
189	и многое другое	1	1
190	том что только	1	1
191	к тому же	1	1
192	до настоящего времени	1	1
193	на котором мы	1	1
194	не только на	1	1
195	этих причин в	1	1
196	как если бы	1	1
197	судить о величине	1	1
198	и др и	1	1
199	и всякого рода	1	1
200	и даже по	1	1
201	народ в своем	1	1
202	могла бы быть	1	1
203	в этих последних	1	1
204	но все это	2	1
205	внешнего мира то	1	1
206	всех времен и	1	1
207	зрения на мир	3	1
208	таким образом и	1	1
209	находим уже в	1	1
210	то я не	1	1
211	над тем что	1	1
212	в нем в	2	1
213	такие которые с	1	1
214	в этом суждении	2	1
215	разумеется не только	1	1
216	и др в	2	1
217	они могут быть	1	1
218	не менее если	1	1
219	большей или меньшей	7	1
220	никогда не были	1	1
221	и в искусстве	1	1
222	прежде всего на	3	1
223	же объясняется и	1	1
224	друг с другом	2	1
225	том что слово	1	1
226	бы ни были	1	1
